"Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Value"
3,"0",3900,20.5,0.03,-0.29,0.1,0,0.3,0,0,4,4,4.6,5.3,0.4,9.9,6.2,6.2,10,1.6,19,11.4,15,25,0,13.9,4.7,9,16,0,0.142857142857143,4,2,3,0
9,"0",3800,25,0.07,0.06,-0.07,0,0,0,0,0,7.3,7.3,5.5,1.3,8.4,13.8,13.8,9,8.3,19.4,10.7,25,16,20.1,9.6,11.8,17,22,1,0.158273381294964,1,3,3,0
0,"0",3700,22.3,-0.01,0.04,0.09,0,0.1,0,0.1,4,4.3,4.5,4.3,0.5,7.9,8.7,8.7,7,2.3,12.7,6.8,17,27,1.3,9.9,15,8,14,1,0.145833333333333,5,3,2,0
2,"0",3700,25.5,0.01,0,-0.22,1.3,0.5,0,0,11.3,4,5.8,4.6,0.6,8.2,6.6,6.6,8,2.4,20.8,9.3,32,20,9.7,6.6,3.5,7,12,1,0.108108108108108,5,4,2,0
0,"0",3600,22.3,-0.01,0.04,0.09,0,0.1,0.2,0,5.5,3.3,5.9,2.9,0.9,7.9,10.7,10.7,5,3.1,19.8,6.2,17,27,4.3,20,7.8,9,11,2,0.114583333333333,3,5,1,0
0,"1",3600,25.5,0.01,0,-0.22,0,0,0,0,0,3.3,3.9,2.3,0.8,7.3,3.9,3.9,4,-0.2,14.7,3.8,32,20,0,9.9,1.9,3,11,1,0.0990990990990991,7,5,2,0
1,"0",3600,25.5,-0.11,-0.05,-0.07,0.3,0.3,0,0,6,4,3.5,3.4,0.3,15.3,9.3,9.3,5,3.3,11.7,6.1,5,7,8,12.3,7.6,7,11,0,0.0948275862068965,5,5,6,0
0,"0",3500,20.8,-0.14,-0.04,-0.01,0,0,0,0,0,5.3,3.7,3.4,0.6,8,8.7,8.7,6,-0.7,14.9,6.4,3,10,10.7,5.5,9.9,6,15,1,0.121951219512195,5,4,2,0
2,"0",3500,22.5,-0.05,0.04,-0.01,0,0.1,0.2,0,-1,5,5.9,4.7,1.3,6.5,12,12,10,2.9,16.1,9.5,31,22,5.1,15.2,15.7,11,15,1,0.142857142857143,4,4,2,1
2,"0",3500,19.3,0,-0.1,-0.03,0,0,0,0,0,5.7,4.6,5.6,0.4,7.5,9,9,9,1.1,12.8,9,24,25,12.6,11.9,2.6,9,17,1,0.157407407407407,3,3,1,0
3,"0",3400,18.8,0,-0.14,0.05,0,0.1,0,0,0,5,5.8,6.7,0.4,6.5,6.4,6.4,12,2.3,14.7,10.1,11,17,11.1,2,6,11,16,0,0.205128205128205,1,1,4,0
14,"1",3400,22.5,-0.05,0.04,-0.01,0.3,0.3,0.2,0,9,9,9,6.4,1.3,4.9,9,9,13,6.1,12,11.5,31,22,12.2,8.5,6.4,14,28,0,0.266666666666667,2,1,3,0
0,"0",3400,19.8,-0.18,-0.15,-0.25,0,0,0,0,0,7.3,6.4,6,1,7.7,6.3,6.3,10,1.8,17.4,10,9,3,6.7,8.4,3.8,10,23,0,0.164285714285714,5,3,5,0
0,"1",3400,21.8,-0.03,0.12,-0.11,0,0,0,0,0,7.7,2.4,4.9,0.1,6.1,7.8,7.8,8,-1.4,7.9,7.9,18,13,4.4,5.9,0,13,24,0,0.247422680412371,1,1,3,1
0,"0",3400,26.8,0.04,0.16,0.05,0,0,0.3,0,0,5,5,4.3,0.7,8,7.3,7.3,8,2.6,12.1,8,21,26,4.8,12.8,4.4,11,15,0,0.129310344827586,3,5,3,0
1,"0",3300,29,0.17,0.23,0.15,0,0,0,0,0,3.3,4.6,5.1,0.5,7.3,3.2,3.2,8,0.5,13.2,8.8,29,24,6.2,1.7,1.6,5,12,0,0.115384615384615,8,3,5,1
0,"0",3200,20.5,0.03,-0.29,0.1,0,0,0,0,0,5,4.1,3.8,0.4,9.4,5.6,5.6,7,1.7,15.5,7.6,15,25,3.1,3.1,10.7,10,16,0,0.142857142857143,2,2,3,0
1,"0",3200,26.8,0.04,0.16,0.05,0.3,0.3,0,0,4,5,6.6,4.3,0.8,7.7,8.4,8.4,7,4.8,13.1,6.9,21,26,5.2,6.9,13.1,9,17,0,0.146551724137931,4,3,3,0
1,"0",3100,23.8,0.08,0.09,0.07,0,0.4,0.2,0,6,6,5.1,4.7,0.5,6,8.7,8.7,8,2.4,10.1,7.8,23,7,9.4,12.5,4.2,12,16,0,0.128,4,5,5,0
3,"0",3100,18,-0.19,-0.05,-0.14,0,0.1,0,0,3.5,6,5.3,6.1,0.1,9.3,6.6,6.6,11,2,18.7,12.2,4,5,6.2,8,5.6,10,16,0,0.148148148148148,3,3,4,0
0,"0",3100,22,-0.03,0.03,0.09,0,0,0,0,0,4,2.4,3.5,0.3,6.1,4.7,1.3,6,-2,10.4,6.3,10,14,2.5,0,0,1,5,0,0.0467289719626168,9,7,3,0
2,"0",3100,22.8,0.04,0.21,-0.01,0,0,0,0,0,5.7,5.4,5,0.5,9.5,15.5,9.1,8,2.4,15.9,9.9,20,15,11.8,0,6.4,7,10,0,0.0970873786407767,4,4,2,0
2,"0",3100,23,0.16,0.12,0.12,0,0.3,0,0,22.3,4.7,2.3,3.1,0.1,9.4,7.8,7.8,5,0.2,8.7,6.8,13,18,5.9,8.1,9.4,11,14,0,0.148936170212766,3,3,3,0
0,"0",3000,25.8,0.03,0.02,0.01,0,0,0,0,0,0.3,0.1,1.8,0,7,0.6,0.6,3,-0.3,0.6,3.3,16,23,0,1.7,0,1,1,0,0.0078740157480315,9,10,6,0
0,"0",3000,23.8,0.08,0.09,0.07,0,0,0,0,0,1.7,3.3,0.6,0.6,2.7,1.2,1.2,1,-0.6,8.9,1.1,23,7,0,1.7,1.9,2,4,0,0.032,7,7,5,0
0,"0",3000,18,-0.19,-0.05,-0.14,0.7,0.4,0,0,4,4.7,6.3,3.5,0.6,7.7,4.7,0,6,3,18.8,5.7,4,5,0,0,0,0,0,0,0,12,12,4,0
2,"0",3000,20.3,0.13,0.2,0.18,0.7,0.3,0.3,0,1.8,3.3,4.9,5,0.6,5.7,3.1,3.1,9,2.1,9.3,9,28,29,3.5,5.8,-0.1,5,10,0,0.099009900990099,5,5,2,0
0,"0",3000,20.3,0.13,0.2,0.18,0,0,0,0,0,1,1,2.5,0.5,0,0,0,4,0,0,4.2,28,29,0,0,0,1,2,0,0.0198019801980198,9,9,2,0
0,"0",3000,20.5,0.03,-0.29,0.1,0,0,0,0,0,2.7,3.3,0.9,0.3,6.7,2.9,2.9,2,0.8,8.6,2.3,15,25,0,6.5,2.1,4,9,0,0.0803571428571429,8,6,3,0
0,"0",3000,19.5,-0.16,-0.27,-0.23,0,0,0,0,0,0,0,2.1,0,0,0,0,4,0,0,2.9,2,1,0,0,0,0,0,0,0,8,10,4,0
0,"0",3000,18.8,0,-0.14,0.05,0,0,0,0,0,0,0.2,3.3,0,19.7,0,0,6,-2.3,4,5.2,11,17,0,0,0,0,0,0,0,10,11,4,0
1,"0",3000,18.8,0,-0.14,0.05,0,0.3,0,0,2.7,3.3,1.8,5,0.2,8.8,7.9,11.9,9,-3.5,9.2,10.4,11,17,1.6,22.2,0,3,9,1,0.115384615384615,7,5,1,0
0,"0",3000,23,-0.09,-0.17,-0.14,0,0,0,0,0,2.3,3.6,3.2,0.8,5.3,6.5,6.5,5,2.1,7.8,4.8,7,2,10.6,7.8,1,4,7,2,0.0679611650485437,6,6,1,0
0,"0",3000,25.5,0.01,0,-0.22,0,0.4,0,0,6.3,4.3,4,2.6,0.5,8.1,5.4,5.4,4,2.4,12.1,5,32,20,9.7,4.5,2.1,8,13,0,0.117117117117117,4,3,6,0
0,"0",3000,24.3,0.06,0.04,0.07,0,0,0,0,0,1.3,7.5,1.9,0.6,7.3,1.6,1.6,3,4.3,19.8,3.2,30,32,1.5,0,3.4,3,5,0,0.0471698113207547,8,8,2,0
0,"0",3000,20.8,-0.14,-0.04,-0.01,0,0,0,0,0,1.7,2.4,1.4,0.4,5.7,3.1,3.1,2,-1.2,9.6,2.4,3,10,1.8,7.6,0,2,5,1,0.040650406504065,9,6,2,0
1,"0",3000,24.3,0.06,0.04,0.07,0.3,0.3,0.2,0,2,3.7,3.7,4.9,0,8.1,4.7,4.7,8,4.3,5.1,8.4,30,32,4.4,5.2,4.5,5,11,0,0.10377358490566,4,4,2,0
0,"0",3000,22.5,-0.05,0.04,-0.01,0,0,0,0,0,0,0.3,0,0,27,0,0,0,-1.1,3.1,0,31,22,0,0,0,0,0,0,0,9,10,3,0
0,"0",3000,22.5,-0.05,0.04,-0.01,0,0,0,0,0,2.3,2.9,0.3,0.3,6.4,5.6,0,1,-0.7,9.6,0,31,22,0,0,0,0,0,0,0,9,10,3,0
0,"0",3000,22.5,-0.05,0.04,-0.01,0,0,0,0,0,2.7,2.7,0,0.3,7.6,3,3.4,0,0.6,7,0,31,22,3.4,0,0,2,3,0,0.0285714285714286,7,7,3,0
0,"0",3000,19.8,-0.18,-0.15,-0.25,0.3,0.1,0,0,9,1.3,1.4,0.3,0.2,5.4,2,2,1,-0.3,4.1,0,9,3,1.6,3.6,0.9,3,4,0,0.0285714285714286,7,8,5,0
1,"0",3000,23.3,0.02,-0.15,0.11,0,0,0,0,0,1,1.9,0.9,0.2,8.3,2,2.3,1,0.2,5.3,1.9,27,30,2.3,0,0,1,1,0,0.0105263157894737,9,10,4,0
0,"0",3000,19.8,-0.18,-0.15,-0.25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,11,12,5,0
1,"0",3000,19.8,-0.18,-0.15,-0.25,0.3,0.1,0,0,7,8.3,4.6,4.4,0.4,7.1,13.9,13.9,7,1.4,13,7.8,9,3,22,12.7,7.1,20,27,0,0.192857142857143,2,2,5,0
0,"0",3000,16.8,-0.07,-0.09,-0.06,0,0,0,0,0,2.7,3.6,2.3,0.3,5.7,6.8,6.8,4,-1.7,11.1,3.2,8,12,13.3,1.8,5.3,6,8,1,0.0869565217391304,4,4,1,1
0,"0",3000,29,0.17,0.23,0.15,0,0,0,0,0,3.7,1.8,1.7,0.4,7.9,2.9,0,3,-1.3,7.3,4,29,24,0,0,0,0,0,0,0,12,13,5,0
0,"0",3000,25,0.07,0.06,-0.07,0,0,0,0,0,6.7,3,0.7,0.3,9.9,10.5,9.2,1,-0.2,10.9,1.3,25,16,14.8,3.5,0,9,12,0,0.0863309352517986,6,6,7,0
1,"0",3000,22.8,0.04,0.21,-0.01,0,0,0,0,0,1.3,3.1,4.6,0.4,7.6,0.9,0.9,7,0.5,8,7.1,20,15,0,0,2.6,1,4,0,0.0388349514563107,8,7,2,0
0,"0",3000,21.8,-0.03,0.12,-0.11,0,0.1,0,0,5,5,4,4.3,0.3,7.1,6.1,6.1,7,1.7,9.1,6.7,18,13,1.8,5.5,11,9,14,0,0.144329896907216,2,3,3,0
1,"0",3000,22.5,0.16,-0.18,0.18,0,0.3,0,0,5.2,4.7,4.1,3.3,0.4,7.1,3.9,3.1,6,1.3,11.3,5.9,18,5,0,3.1,3.1,5,8,0,0.0689655172413793,7,6,4,0
1,"0",3000,22.5,0.16,-0.18,0.18,0,0,0,0,0,5.3,3.9,4.2,0.7,6.4,6.4,6.4,7,0.3,10,6.4,18,5,7.4,3.5,8.3,9,16,0,0.137931034482759,5,3,4,0
1,"0",3000,23,0.16,0.12,0.12,0,0.1,0,0,-11,3.3,4.4,3.1,0.2,7.9,1.7,1.7,5,0.4,13.2,6,13,18,0,3.5,1.5,3,10,0,0.106382978723404,4,4,3,0
0,"0",3000,23,0.16,0.12,0.12,0,0,0,0,0,0,0,0.6,0,0,0,0,1,0,0,1.1,13,18,0,0,0,0,0,0,0,10,10,3,0
