"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"SS","Corey Seager",5500,"LAD@COL 08:40PM ET",8.486,"LAD","COL",10.81,12.7,10.21,NA,"2","2",12
"1B","Paul Goldschmidt",5300,"PIT@ARI 09:40PM ET",10.972,"ARI","PIT",9.7,10.5,11.33,NA,"3","3",9
"3B","Justin Turner",5100,"LAD@COL 08:40PM ET",8.265,"LAD","COL",9.65,12.3,10.03,NA,"3","3",0
"OF","Yasiel Puig",5000,"LAD@COL 08:40PM ET",7.514,"LAD","COL",8.15,11.5,8.13,NA,"8","8",9
"3B","Nolan Arenado",4900,"LAD@COL 08:40PM ET",9.389,"COL","LAD",7.96,8.6,8.74,NA,"4","3",0
"2B","DJ LeMahieu",4900,"LAD@COL 08:40PM ET",6.162,"COL","LAD",6.87,7.5,7.5,NA,"2","2",8
"OF","Joc Pederson",4900,"LAD@COL 08:40PM ET",5.68,"LAD","COL",9.3,11.8,9.44,NA,"1","1",12
"1B/OF","Cody Bellinger",4900,"LAD@COL 08:40PM ET",11.938,"LAD","COL",9.65,11.9,9.1,NA,"4","4",18
"2B/3B","Logan Forsythe",4800,"LAD@COL 08:40PM ET",5.4,"LAD","COL",NA,0,NA,NA,"x","x",NA
"OF","Charlie Blackmon",4800,"LAD@COL 08:40PM ET",9.622,"COL","LAD",6.24,8,8.57,NA,"1","1",13
"3B","Jake Lamb",4600,"PIT@ARI 09:40PM ET",9.03,"ARI","PIT",9.41,9.3,9.06,NA,"4","4",15
"OF","AJ Pollock",4500,"PIT@ARI 09:40PM ET",9.206,"ARI","PIT",8.89,10.3,10.74,NA,"1","1",17
"2B","Chase Utley",4500,"LAD@COL 08:40PM ET",3.357,"LAD","COL",7.53,9.1,6.39,NA,"7","7",14
"OF","Carlos Gonzalez",4500,"LAD@COL 08:40PM ET",5.094,"COL","LAD",5.81,6.9,6.72,NA,"3","6",10
"1B","Mark Reynolds",4500,"LAD@COL 08:40PM ET",10.25,"COL","LAD",7.42,7.1,7.84,NA,"6","4",4
"C","Yasmani Grandal",4500,"LAD@COL 08:40PM ET",6.645,"LAD","COL",9.04,10.8,8.51,NA,"5","5",5
"1B","Adrian Gonzalez",4400,"LAD@COL 08:40PM ET",4.533,"LAD","COL",NA,0,NA,NA,"x","x",NA
"1B/OF","Ian Desmond",4400,"LAD@COL 08:40PM ET",9.182,"COL","LAD",6.71,8.2,7.64,NA,"5","5",3
"2B","Chris Taylor",4400,"LAD@COL 08:40PM ET",7.3,"LAD","COL",NA,10.2,8.23,NA,"6","6",4
"SS","Trevor Story",4300,"LAD@COL 08:40PM ET",6.441,"COL","LAD",NA,0,NA,NA,"x","x",NA
"OF","Gregory Polanco",4200,"PIT@ARI 09:40PM ET",6.406,"PIT","ARI",5.57,8.1,8.56,NA,"4","4",12
"OF","Franklin Gutierrez",4200,"LAD@COL 08:40PM ET",4.5,"LAD","COL",NA,0,1.92,NA,"x","x",NA
"OF","David Dahl",4200,"LAD@COL 08:40PM ET",0,"COL","LAD",NA,0,NA,NA,"x","x",NA
"OF","Yasmany Tomas",4100,"PIT@ARI 09:40PM ET",7.9,"ARI","PIT",7.46,8.3,8.4,NA,"5","5",7
"OF","Trayce Thompson",4100,"LAD@COL 08:40PM ET",0,"LAD","COL",NA,0,NA,NA,"x","x",NA
"OF/SS","Chris Owings",4000,"PIT@ARI 09:40PM ET",8.588,"ARI","PIT",6.06,7.6,7.55,NA,"7","7",5
"OF","Starling Marte",4000,"PIT@ARI 09:40PM ET",7.769,"PIT","ARI",NA,0,NA,NA,"x","x",NA
"OF","Andrew Toles",4000,"LAD@COL 08:40PM ET",6.094,"LAD","COL",NA,0,NA,NA,"x","x",NA
"C","Austin Barnes",4000,"LAD@COL 08:40PM ET",6.2,"LAD","COL",NA,0,1.82,NA,"x","x",NA
"OF","Andrew McCutchen",3900,"PIT@ARI 09:40PM ET",6.647,"PIT","ARI",8.52,11.1,9.16,NA,"3","3",3
"2B/3B","Josh Harrison",3800,"PIT@ARI 09:40PM ET",7.029,"PIT","ARI",7.4,10.6,8.97,NA,"1","1",5
"OF/SS","Kike Hernandez",3800,"LAD@COL 08:40PM ET",4.929,"LAD","COL",NA,0,1.87,NA,"x","x",NA
"3B/OF","Rob Segedin",3800,"LAD@COL 08:40PM ET",2.5,"LAD","COL",NA,0,NA,NA,"x","x",NA
"OF","David Peralta",3700,"PIT@ARI 09:40PM ET",7.893,"ARI","PIT",8.19,10,9.38,NA,"2","2",22
"2B","Brandon Drury",3700,"PIT@ARI 09:40PM ET",6.742,"ARI","PIT",5.74,7.2,7.43,NA,"6","6",26
"OF","Andre Ethier",3700,"LAD@COL 08:40PM ET",0,"LAD","COL",NA,0,NA,NA,"x","x",NA
"OF","Gerardo Parra",3700,"LAD@COL 08:40PM ET",5.367,"COL","LAD",NA,0,1.66,NA,"x","x",NA
"C","Francisco Cervelli",3600,"PIT@ARI 09:40PM ET",6.621,"PIT","ARI",NA,NA,NA,NA,"6","x",NA
"1B/OF","Scott Van Slyke",3600,"LAD@COL 08:40PM ET",2.667,"LAD","COL",NA,0,1.91,NA,"x","x",NA
"1B","Josh Bell",3400,"PIT@ARI 09:40PM ET",5.571,"PIT","ARI",5.93,8.8,7.07,NA,"7","7",18
"OF","Stephen Cardullo",3400,"LAD@COL 08:40PM ET",2,"COL","LAD",NA,0,NA,NA,"x","x",NA
"OF","Raimel Tapia",3400,"LAD@COL 08:40PM ET",0,"COL","LAD",NA,0,NA,NA,"x","x",NA
"C","Chris Iannetta",3300,"PIT@ARI 09:40PM ET",4.421,"ARI","PIT",5.23,6.2,1.8,NA,"x","8",16
"3B","David Freese",3300,"PIT@ARI 09:40PM ET",7.278,"PIT","ARI",NA,9.1,NA,NA,"x","5",0
"C","Dustin Garneau",3300,"LAD@COL 08:40PM ET",4.65,"COL","LAD",5.49,5.4,1.61,NA,"8","8",0
"2B","Alen Hanson",3200,"PIT@ARI 09:40PM ET",2.32,"PIT","ARI",NA,0,1.84,NA,"x","x",NA
"C","Tom Murphy",3200,"LAD@COL 08:40PM ET",0,"COL","LAD",NA,0,NA,NA,"x","x",NA
"1B/OF","John Jaso",3100,"PIT@ARI 09:40PM ET",2.667,"PIT","ARI",NA,0,1.68,NA,"x","x",NA
"SS","Jordy Mercer",3100,"PIT@ARI 09:40PM ET",4.853,"PIT","ARI",6.19,9.5,7.59,NA,"2","2",5
"OF","Danny Ortiz",3100,"PIT@ARI 09:40PM ET",0,"PIT","ARI",NA,0,NA,NA,"x","x",NA
"OF","Socrates Brito",3100,"PIT@ARI 09:40PM ET",0,"ARI","PIT",NA,0,NA,NA,"x","x",NA
"SS","Kevin Newman",3100,"PIT@ARI 09:40PM ET",0,"PIT","ARI",NA,0,NA,NA,"x","x",NA
"OF","Gregor Blanco",3000,"PIT@ARI 09:40PM ET",3.75,"ARI","PIT",NA,0,1.92,NA,"x","x",NA
"C/OF","Chris Herrmann",3000,"PIT@ARI 09:40PM ET",2.846,"ARI","PIT",NA,NA,NA,NA,"8","x",NA
"OF","Jeremy Hazelbaker",3000,"PIT@ARI 09:40PM ET",2.952,"ARI","PIT",NA,0,NA,NA,"x","x",NA
"OF","Jose Osuna",3000,"PIT@ARI 09:40PM ET",4.524,"PIT","ARI",5.81,9.2,6.97,NA,"5","6",4
"2B/OF","Adam Frazier",3000,"PIT@ARI 09:40PM ET",6.067,"PIT","ARI",NA,0,NA,NA,"x","x",NA
"C","Ryan Hanigan",3000,"LAD@COL 08:40PM ET",7.667,"COL","LAD",NA,0,4.39,NA,"x","x",NA
"SS","Pat Valaika",3000,"LAD@COL 08:40PM ET",4,"COL","LAD",NA,6.2,NA,NA,"7","7",0
"SS","Nick Ahmed",2900,"PIT@ARI 09:40PM ET",5.167,"ARI","PIT",NA,0,1.69,NA,"x","x",NA
"C","Tony Wolters",2900,"LAD@COL 08:40PM ET",6.059,"COL","LAD",NA,0,NA,NA,"x","x",NA
"C","Elias Diaz",2800,"PIT@ARI 09:40PM ET",3.5,"PIT","ARI",NA,0,NA,NA,"x","x",NA
"2B","Phil Gosselin",2800,"PIT@ARI 09:40PM ET",1.158,"PIT","ARI",NA,0,NA,NA,"x","x",NA
"OF","Brett Eibner",2800,"LAD@COL 08:40PM ET",2.5,"LAD","COL",NA,0,1.79,NA,"x","x",NA
"2B/SS","Cristhian Adames",2700,"LAD@COL 08:40PM ET",0.333,"COL","LAD",NA,0,NA,NA,"x","x",NA
"2B/OF","Daniel Descalso",2600,"PIT@ARI 09:40PM ET",3.429,"ARI","PIT",NA,0,1.71,NA,"x","x",NA
