"Charlie Blackmon_COL","Nelson Cruz_SEA","Jose Ramirez_CLE","Francisco Lindor_CLE","Nolan Arenado_COL","Edwin Encarnacion_CLE","Carlos Santana_CLE","Michael Brantley_CLE","Jean Segura_SEA","Michael Conforto_NYM","Khris Davis_OAK","Robinson Cano_SEA","Lucas Duda_NYM","Yonder Alonso_OAK","Neil Walker_NYM","Trevor Story_COL","Ryan Braun_MIL","Yoenis Cespedes_NYM","Jason Kipnis_CLE","Jed Lowrie_OAK","Cody Bellinger_LAD","Mark Reynolds_COL","Jay Bruce_NYM","Ryon Healy_OAK","Kyle Seager_SEA","Domingo Santana_MIL","Carlos Gonzalez_COL","Corey Seager_LAD","David Dahl_COL","DJ LeMahieu_COL","Travis Shaw_MIL","Mitch Haniger_SEA","Eric Thames_MIL","Chase Utley_LAD","Tommy Pham_STL","Ian Desmond_COL","Gerardo Parra_COL","Asdrubal Cabrera_NYM","Bradley Zimmer_CLE","Marcus Semien_OAK","Chris Taylor_LAD","Dexter Fowler_STL","David Wright_NYM","Logan Forsythe_LAD","Joc Pederson_LAD","Stephen Piscotty_STL","Randal Grichuk_STL","Jose Reyes_NYM","Curtis Granderson_NYM","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Kike Hernandez_LAD","Justin Turner_LAD","Matt Carpenter_STL","Wilmer Flores_NYM","Jonathan Villar_MIL","Brandon Guyer_CLE","Adrian Gonzalez_LAD","Jedd Gyorko_STL","Yadier Molina_STL","Leonys Martin_SEA","Yan Gomes_CLE","Austin Jackson_CLE","Matt Joyce_OAK","Rajai Davis_OAK","Stephen Vogt_OAK","Yasmani Grandal_LAD","Franklin Gutierrez_LAD","Aledmys Diaz_STL","Jarrod Dyson_SEA","Guillermo Heredia_SEA","Pat Valaika_COL","Keon Broxton_MIL","Hernan Perez_MIL","Travis d'Arnaud_NYM","Mark Canha_OAK","Josh Phegley_OAK","Yasiel Puig_LAD","Austin Barnes_LAD","Raimel Tapia_COL","Stephen Cardullo_COL","Tyler Naquin_CLE","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Trevor Plouffe_OAK","Ben Gamel_SEA","Dustin Garneau_COL","Jesus Aguilar_MIL","Nick Franklin_MIL","Yandy Diaz_CLE","Chad Pinder_OAK","Trayce Thompson_LAD","Jhonny Peralta_STL","Tony Wolters_COL","Tom Murphy_COL","Taylor Motter_SEA","TJ Rivera_NYM","Ryan LaMarre_OAK","Jake Smolinski_OAK","Andrew Toles_LAD","Kolten Wong_STL","Alexi Amarista_COL","Jett Bandy_MIL","Orlando Arcia_MIL","Brandon Nimmo_NYM","Bruce Maxwell_OAK","Rob Segedin_LAD","Harrison Bader_STL","Danny Valencia_SEA","Shawn O'Malley_SEA","Andrew Susac_MIL","Manny Pina_MIL","Eric Sogard_MIL","Kirk Nieuwenhuis_MIL","Roberto Perez_CLE","Scott Van Slyke_LAD","Andre Ethier_LAD","Greg Garcia_STL","Jose Martinez_STL","Carlos Ruiz_SEA","Boog Powell_SEA","Juan Lagares_NYM","Gavin Cecchini_NYM","Daniel Robertson_CLE","Magneuris Sierra_STL","Mike Zunino_SEA","Tuffy Gosewisch_SEA","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carson Kelly_STL","Cristhian Adames_COL","Ryan Hanigan_COL","Rene Rivera_NYM","Paul DeJong_STL","Eric Fryer_STL","Daniel Vogelbach_SEA","Jaff Decker_OAK","Adam Rosales_OAK","Mike Freeman_LAD","Matt Olson_OAK","Brett Eibner_LAD"
77.2497687326549,0,0,0,7.81835748792271,0,0,0,0,0,0,0,0,0,0,8.79545454545454,0,0,0,0,0,12.9581881533101,0,0,0,0,10.0343300110742,0,0,1.72093023255814,0,0,0,0,0,5.71428571428571,18.9553846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1111111111111,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,26.045,0,0,0,0,0,0,0,23.5777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9,0,0,0,0,0,0,0,0,0
0,61.7141535615171,0,0,0,0,0,0,13.8529411764706,0,0,9.86561561561562,0,0,0,0,0,0,0,0,0,0,0,0,9.65669988925803,0,0,0,0,0,0,4.31052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3653846153846,0,0,0,0,0,0,0,0,4.96219512195122,12.2849462365591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3695652173913,0,0,0,0,0,0,0,0,0,23.5881720430108,0,0,0,0,0,0,0,0,0,0,0,0,5.38264580369844,0,0,0,0,0,0,0,0,0,0,-3.08333333333333,0,0,0,0,0,-2.92615384615385,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80.5505226480836,4.75,0,10.3763066202091,27.2439024390244,17.1403361344538,0,0,0,0,0,0,0,0,0,0,8.90344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.4,0,0,0,0,0,0,0,0,0,0,41.1774891774892,13.982683982684,0,0,0,0,0,-10.5054945054945,0,0,0,0,-2.67592592592593,25.7307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9038461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54395604395604,0,0,0,0,0,0,0,0,-15.4848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.75,69.8414376321353,0,-1.5169133192389,4.45983086680761,6.25396825396825,0,0,0,0,0,0,0,0,0,0,18.7609195402299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.69047619047619,0,0,0,0,0,0,0,0,0,0,15.4940711462451,24.6471861471861,0,0,0,0,0,-9.74285714285714,0,0,0,0,-3.09655172413793,-35.8901098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,17.1047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6923076923077,0,0,0,0,0,0,0,0,5.81060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.81835748792271,0,0,0,60.6343085106383,0,0,0,0,0,0,0,0,0,0,6.03125,0,0,0,0,0,15.0143964562569,0,0,0,0,4.64728682170543,0,0,2.31818181818182,0,0,0,0,0,21.1620553359684,-5.93650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.4888888888889,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,-2.2,0,0,0,0,0,0,1.93833333333333,0,0,0,0,0,0,0,35.8909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.047619047619,0,0,0,0,0,0,0,0,0
0,0,10.3763066202091,-1.5169133192389,0,51.4979797979798,1.44242424242424,6.67342342342342,0,0,0,0,0,0,0,0,0,0,-2.78172043010753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.3095238095238,0,0,0,0,0,0,0,0,0,0,-15.1640316205534,5.69264069264069,0,0,0,0,0,4.65714285714286,0,0,0,0,25,6.83809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,-2.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.07619047619048,0,0,0,0,0,0,0,0,6.97435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27.2439024390244,4.45983086680761,0,1.44242424242424,40.2909090909091,9.36786786786787,0,0,0,0,0,0,0,0,0,0,18.7827956989247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.83333333333333,0,0,0,0,0,0,0,0,0,0,28.7213438735178,7.12987012987013,0,0,0,0,0,9.54285714285714,0,0,0,0,-4.56551724137931,23.147619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1047619047619,0,0,0,0,0,0,0,0,-6.41025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17.1403361344538,6.25396825396825,0,6.67342342342342,9.36786786786787,43.1591591591592,0,0,0,0,0,0,0,0,0,0,10.6809116809117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64285714285714,0,0,0,0,0,0,0,0,0,0,-1.74285714285714,17.7190476190476,0,0,0,0,0,-6.45833333333333,0,0,0,0,2.56,19.0222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3181818181818,0,0,0,0,0,0,0,0,-0.442307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.8529411764706,0,0,0,0,0,0,53.8313090418354,0,0,6.57635467980296,0,0,0,0,0,0,0,0,0,0,0,0,3.94294294294294,0,0,0,0,0,0,9.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43333333333333,0,0,0,0,0,0,0,0,18.8092691622103,14.1465517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9259259259259,0,0,0,0,0,0,0,0,0,9.18421052631579,0,0,0,0,0,0,0,0,0,0,0,0,-4.51612903225806,0,0,0,0,0,0,0,0,0,0,3.51923076923077,0,0,0,0,0,9.80263157894737,3.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,116.840840840841,0,0,-8.42631578947368,0,3,0,0,18.6,0,0,0,0,-4.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557142857142857,0,0,0,0,0,0,0,0,0,8.19556451612903,-11.8709677419355,0,0,0,0,0,14.7472527472527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.5181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0457516339869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10714285714286,0,0,0,0,0,2.83333333333333,-19.1666666666667,0,0,0,-3.67099567099567,0,0,0,0,0,0,0,0
