"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,7900,49.8101265822785,39.35,"Jimmy Nelson","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,9,1,0,1,6,2,1
2,1,4900,75.5102040816327,37,"Edwin Encarnacion","CLE",NA,"1B",4,2,2,5,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,5500,65.4545454545455,36,"Nolan Arenado","COL",NA,"3B",3,1,1,4,0,5,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,4500,77.7777777777778,35,"Xander Bogaerts","BOS",NA,"SS",3,2,2,4,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,4400,77.2727272727273,34,"Logan Morrison","TB",NA,"1B",4,3,2,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,8100,38.9506172839506,31.55,"Jacob Faria","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,0,0,1,6,1,0
7,3,10600,29.2452830188679,31,"Jacob deGrom","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,8,0,0,0,3,2,0
8,5,4900,57.1428571428571,28,"Anthony Rizzo","CHC",NA,"1B",1,3,1,2,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,3900,71.7948717948718,28,"Stephen Piscotty","STL",NA,"OF",6,2,2,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,4,6200,44.4354838709677,27.55,"Trevor Bauer","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,2,4,2,1
11,5,7700,34.025974025974,26.2,"J.A. Happ","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6.66666666666667,0,0,3,8,0,0
12,7,3800,68.4210526315789,26,"Brandon Crawford","SF",NA,"SS",3,1,1,3,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,8,3900,66.6666666666667,26,"Seth Smith","BAL",NA,"OF",1,3,1,1,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,9,4600,54.3478260869565,25,"Trea Turner","WAS",NA,"SS",1,0,0,0,4,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,10,3700,67.5675675675676,25,"Kyle Seager","SEA",NA,"3B",5,2,0,3,0,5,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,3700,64.8648648648649,24,"Salvador Perez","KC",NA,"C",5,1,1,3,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,12,4300,55.8139534883721,24,"Trey Mancini","BAL",NA,"1B/OF",5,2,1,1,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,13,4600,52.1739130434783,24,"Jose Ramirez","CLE",NA,"2B/3B",3,2,0,0,1,4,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,14,4500,51.1111111111111,23,"Justin Turner","LAD",NA,"3B",3,1,1,3,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,15,4100,56.0975609756098,23,"Steven Souza","TB",NA,"OF",5,1,1,4,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,16,3700,59.4594594594595,22,"Evan Longoria","TB",NA,"3B",3,3,1,1,0,2,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,17,3600,61.1111111111111,22,"Billy Hamilton","CIN",NA,"OF",1,2,0,1,1,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,18,4300,48.8372093023256,21,"Denard Span","SF",NA,"OF",1,1,0,0,2,2,1,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,19,3700,56.7567567567568,21,"Mark Trumbo","BAL",NA,"OF",4,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,20,5000,42,21,"George Springer","HOU",NA,"OF",1,2,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,21,3900,53.8461538461538,21,"Khris Davis","OAK",NA,"OF",4,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,22,4100,51.219512195122,21,"Kendrys Morales","TOR",NA,"1B",4,1,1,2,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,6,6800,30.1470588235294,20.5,"John Lackey","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,1,2,3,0
29,7,7200,28.125,20.25,"Kenta Maeda","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,0,0,1,3,1,1
30,23,4000,50,20,"Andrelton Simmons","LAA",NA,"SS",5,0,0,1,2,3,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,24,4000,50,20,"Scooter Gennett","CIN",NA,"2B/OF",2,1,1,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,25,3300,60.6060606060606,20,"Russell Martin","TOR",NA,"C",7,1,1,2,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,8,5200,37.4038461538461,19.45,"Jharel Cotton","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6.33333333333333,0,0,3,6,1,1
34,26,3400,55.8823529411765,19,"Willson Contreras","CHC",NA,"C",3,0,0,3,0,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,27,5500,34.5454545454545,19,"Paul Goldschmidt","ARI",NA,"1B",3,1,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,28,4000,47.5,19,"Aaron Altherr","PHI",NA,"OF",3,1,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,29,4400,43.1818181818182,19,"Michael Conforto","NYM",NA,"OF",1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,30,4500,42.2222222222222,19,"Adam Duvall","CIN",NA,"OF",4,1,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,31,4600,41.304347826087,19,"Dexter Fowler","STL",NA,"OF",2,1,1,2,0,3,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,32,3300,57.5757575757576,19,"Logan Forsythe","LAD",NA,"2B/3B",6,1,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,33,2000,95,19,"Ramon Torres","KC",NA,"SS",1,2,0,0,1,4,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,34,4500,40,18,"Marcell Ozuna","MIA",NA,"OF",4,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,35,3200,56.25,18,"Maikel Franco","PHI",NA,"3B",5,1,1,1,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,36,4100,41.4634146341463,17,"Welington Castillo","BAL",NA,"C",7,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,37,3500,48.5714285714286,17,"Manny Pina","MIL",NA,"C",5,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
