"Charlie Blackmon_COL","Bryce Harper_WAS","Adam Duvall_CIN","Joey Votto_CIN","Paul Goldschmidt_ARI","JD Martinez_DET","Jake Lamb_ARI","Ryan Zimmerman_WAS","Matt Kemp_ATL","Billy Hamilton_CIN","Marcell Ozuna_MIA","Nolan Arenado_COL","Giancarlo Stanton_MIA","Justin Bour_MIA","Zack Cozart_CIN","Francisco Lindor_CLE","Anthony Rizzo_CHC","Ryan Braun_MIL","Dee Gordon_MIA","Cody Bellinger_LAD","Jose Ramirez_CLE","Kris Bryant_CHC","Domingo Santana_MIL","Freddie Freeman_ATL","AJ Pollock_ARI","Mark Reynolds_COL","Daniel Murphy_WAS","Trea Turner_WAS","Eric Thames_MIL","Scott Schebler_CIN","Ian Kinsler_DET","Michael Brantley_CLE","Travis Shaw_MIL","Corey Seager_LAD","Jose Peraza_CIN","Buster Posey_SF","Ben Zobrist_CHC","Hunter Pence_SF","Chris Owings_ARI","David Dahl_COL","Edwin Encarnacion_CLE","Carlos Santana_CLE","Jason Kipnis_CLE","Chase Utley_LAD","Logan Forsythe_LAD","Chris Taylor_LAD","Brandon Belt_SF","Hunter Renfroe_SD","Trevor Story_COL","Miguel Cabrera_DET","Whit Merrifield_KC","Khris Davis_OAK","Anthony Rendon_WAS","Justin Turner_LAD","Ender Inciarte_ATL","Gerardo Parra_COL","Ryan Schimpf_SD","Melky Cabrera_CWS","Jose Abreu_CWS","Mike Moustakas_KC","Yonder Alonso_OAK","Joc Pederson_LAD","Eduardo Nunez_SF","Christian Yelich_MIA","Nick Ahmed_ARI","Wil Myers_SD","Justin Upton_DET","Dexter Fowler_STL","Tyler Flowers_ATL","Eugenio Suarez_CIN","Adonis Garcia_ATL","Avisail Garcia_CWS","Ian Happ_CHC","Adam Eaton_WAS","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Kike Hernandez_LAD","Hernan Perez_MIL","Scooter Gennett_CIN","Phillip Ervin_CIN","David Peralta_ARI","Carlos Gonzalez_COL","Victor Martinez_DET","Leury Garcia_CWS","Javier Baez_CHC","Kyle Schwarber_CHC","Austin Barnes_LAD","Brandon Phillips_ATL","JT Realmuto_MIA","Ian Desmond_COL","DJ LeMahieu_COL","Todd Frazier_CWS","Alex Avila_DET","Tim Anderson_CWS","Willson Contreras_CHC","Adrian Gonzalez_LAD","Keon Broxton_MIL","Yasiel Puig_LAD","Matt Adams_ATL","Aaron Altherr_PHI","Gregor Blanco_ARI","Martin Prado_MIA","Yasmany Tomas_ARI","Yoan Moncada_CWS","Salvador Perez_KC","Eric Hosmer_KC","Yadier Molina_STL","Tommy Pham_STL","Michael Taylor_WAS","Ryon Healy_OAK","Trayce Thompson_LAD","Jonathan Villar_MIL","Nick Markakis_ATL","Arismendy Alcantara_CIN","Denard Span_SF","Brandon Drury_ARI","Manuel Margot_SD","Pat Valaika_COL","Matt Davidson_CWS","Tyler Naquin_CLE","Jorge Bonifacio_KC","Bradley Zimmer_CLE","Randal Grichuk_STL","Stephen Piscotty_STL","Jayson Werth_WAS","Andrew Toles_LAD","Howie Kendrick_PHI","Nick Hundley_SF","Tommy Joseph_PHI","Jarrett Parker_SF","Joe Panik_SF","Stephen Cardullo_COL","Alex Dickerson_SD","Raimel Tapia_COL","Andrew Romine_DET","Tyler Saladino_CWS","Brandon Moss_KC","Lorenzo Cain_KC","Jason Heyward_CHC","Matt Carpenter_STL","Jed Lowrie_OAK","Matt Wieters_WAS","Brian Goodwin_WAS","Marcus Semien_OAK","Chad Pinder_OAK","Nick Franklin_MIL","Jesus Aguilar_MIL","Rob Segedin_LAD","Kurt Suzuki_ATL","Danny Santana_ATL","Jesse Winker_CIN","Brandon Crawford_SF","Cesar Hernandez_PHI","Chris Herrmann_ARI","JT Riddle_MIA","Dustin Garneau_COL","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Addison Russell_CHC","Paul DeJong_STL","Andre Ethier_LAD","Micah Johnson_ATL","Andrew Knapp_PHI","Mac Williamson_SF","Rhys Hoskins_PHI","Derek Dietrich_MIA","Rey Fuentes_ARI","Jeremy Hazelbaker_ARI","Yangervis Solarte_SD","Tony Wolters_COL","Tom Murphy_COL","Brandon Guyer_CLE","Jorge Soler_KC","Miguel Montero_CHC","Jedd Gyorko_STL","Rajai Davis_OAK","Scott Van Slyke_LAD","Eric Sogard_MIL","Jett Bandy_MIL","Orlando Arcia_MIL","Rio Ruiz_ATL","Michael Saunders_PHI","Daniel Nava_PHI","Kelby Tomlinson_SF","Travis Jankowski_SD","Dixon Machado_DET","Nicholas Castellanos_DET","Austin Jackson_CLE","Paulo Orlando_KC","Billy Burns_KC","Yan Gomes_CLE","Cheslor Cuthbert_KC","Jon Jay_CHC","Jeimer Candelario_CHC","Albert Almora_CHC","Adam Lind_WAS","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Christian Arroyo_SF","Destin Hood_MIA","Socrates Brito_ARI","Matt Szczur_SD","Alexi Amarista_COL","Austin Hedges_SD","Yolmer Sanchez_CWS","Charlie Tilson_CWS","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Aledmys Diaz_STL","Stephen Vogt_OAK","Mark Canha_OAK","Devin Mesoraco_CIN","Jace Peterson_ATL","Aaron Hill_SF","Ichiro Suzuki_MIA","Chris Iannetta_ARI","Tyler Moore_MIA","Tomas Telis_MIA","Chase d'Arnaud_SD","Cory Spangenberg_SD","Jose Iglesias_DET","James McCann_DET","Alcides Escobar_KC","Yandy Diaz_CLE","Jhonny Peralta_STL","Kolten Wong_STL","Tommy La Stella_CHC","Trevor Plouffe_OAK","Matt Joyce_OAK","Josh Phegley_OAK","Patrick Kivlehan_CIN","Dansby Swanson_ATL","Gorkys Hernandez_SF","Conor Gillaspie_SF","Maikel Franco_PHI","Orlando Calixte_SF","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","Christian Bethancourt_SD","Alex Presley_DET","John Hicks_DET","JaCoby Jones_DET","Mikie Mahtook_DET","Tyler Collins_DET","Drew Butera_KC","Ryan O'Hearn_KC","Harrison Bader_STL","Jake Smolinski_OAK","Ryan LaMarre_OAK","Tucker Barnhart_CIN","Freddy Galvis_PHI","Brock Stassi_PHI","AJ Ellis_MIA","Daniel Descalso_ARI","Jacob May_CWS","Terrance Gore_KC","Jose Martinez_STL","Stephen Drew_WAS","Wilmer Difo_WAS","Bruce Maxwell_OAK","Mike Freeman_LAD","Michael Morse_SF","Andres Blanco_PHI","Justin Ruggiano_SF","Odubel Herrera_PHI","Cameron Rupp_PHI","Mike Aviles_MIA","Ryan Hanigan_COL","Cristhian Adames_COL","Allen Cordoba_SD","Jim Adduci_DET","Omar Narvaez_CWS","Cody Asche_CWS","Willy Garcia_CWS","Greg Garcia_STL","Chris Heisey_WAS","Anthony Recker_ATL","Tim Federowicz_SF","Jabari Blash_SD","Franchy Cordero_SD","Geovany Soto_CWS","Roberto Perez_CLE","Daniel Robertson_CLE","Raul Mondesi_KC","Magneuris Sierra_STL","Brett Eibner_LAD","Emilio Bonifacio_ATL","Miguel Rojas_MIA","Erick Aybar_SD","Hector Sanchez_SD","Kevan Smith_CWS","Adam Engel_CWS","Alex Gordon_KC","Carson Kelly_STL","Eloy Jimenez_CHC","Rafael Bautista_WAS","Lane Adams_ATL","Johan Camargo_ATL","Chris Marrero_SF","Ty Kelly_PHI","Eric Fryer_STL","Jose Lobaton_WAS","Adam Rosales_OAK","Stuart Turner_CIN","Zack Collins_CWS","Grant Green_WAS","Jaff Decker_OAK","Matt Olson_OAK","Jeff Mathis_ARI","Luis Torrens_SD"
49,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
0,0,47,47,0,0,0,0,0,43,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,47,50,0,0,0,0,0,46,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,52,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,39,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,48,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
0,36,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,43,46,0,0,0,0,0,46,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
