"Bryce Harper_WAS","Jose Altuve_HOU","Edwin Encarnacion_CLE","Bradley Zimmer_CLE","Jose Ramirez_CLE","Aaron Judge_NYY","George Springer_HOU","Eric Hosmer_KC","Carlos Correa_HOU","Daniel Murphy_WAS","Giancarlo Stanton_MIA","Justin Smoak_TOR","Michael Brantley_CLE","Anthony Rendon_WAS","Jonathan Schoop_BAL","Carlos Santana_CLE","Francisco Lindor_CLE","Gary Sanchez_NYY","Josh Reddick_HOU","Steven Souza_TB","Chris Davis_BAL","Elvis Andrus_TEX","Didi Gregorius_NYY","Khris Davis_OAK","Adrian Beltre_TEX","Ryan Zimmerman_WAS","Lorenzo Cain_KC","Manny Machado_BAL","Jason Kipnis_CLE","Mookie Betts_BOS","Brett Gardner_NYY","Brian Goodwin_WAS","Justin Bour_MIA","Trea Turner_WAS","Adam Jones_BAL","Shin-Soo Choo_TEX","Nomar Mazara_TEX","Lucas Duda_TB","Yuli Gurriel_HOU","Mike Moustakas_KC","Clint Frazier_NYY","Marcus Semien_OAK","Jean Segura_SEA","Marwin Gonzalez_HOU","Marcell Ozuna_MIA","Josh Donaldson_TOR","Jose Abreu_CWS","Whit Merrifield_KC","Jorge Bonifacio_KC","Hanley Ramirez_BOS","Eduardo Nunez_BOS","Mike Napoli_TEX","Kyle Seager_SEA","Rougned Odor_TEX","Corey Dickerson_TB","Evan Longoria_TB","Evan Gattis_HOU","Christian Yelich_MIA","Jose Bautista_TOR","Kendrys Morales_TOR","Melky Cabrera_KC","Carlos Gomez_TEX","Adam Eaton_WAS","Wilmer Difo_WAS","Salvador Perez_KC","Nelson Cruz_SEA","Ben Gamel_SEA","Joey Gallo_TEX","Brian McCann_HOU","Logan Morrison_TB","Dee Gordon_MIA","Devon Travis_TOR","Dustin Pedroia_BOS","Austin Jackson_CLE","Jackie Bradley_BOS","Justin Upton_DET","Rajai Davis_OAK","Yonder Alonso_OAK","Alex Bregman_HOU","Howie Kendrick_WAS","Avisail Garcia_CWS","Alen Hanson_CWS","Cheslor Cuthbert_KC","Trey Mancini_BAL","Mason Williams_NYY","Buster Posey_SF","Delino DeShields_TEX","Derek Fisher_HOU","Mallex Smith_TB","Derek Dietrich_MIA","Russell Martin_TOR","Yoan Moncada_CWS","Brandon Moss_KC","Seth Smith_BAL","Welington Castillo_BAL","Xander Bogaerts_BOS","Francisco Mejia_CLE","Chase Headley_NYY","Todd Frazier_NYY","Nicholas Castellanos_DET","Jed Lowrie_OAK","Brandon Belt_SF","Robinson Cano_SEA","Leonys Martin_SEA","Taylor Motter_SEA","Ronald Guzman_TEX","Jayson Werth_WAS","Adam Lind_WAS","JT Realmuto_MIA","Mark Trumbo_BAL","Paulo Orlando_KC","Billy Burns_KC","Lonnie Chisenhall_CLE","Yan Gomes_CLE","Andrew Benintendi_BOS","Bobby Bradley_CLE","Miguel Cabrera_DET","Ian Kinsler_DET","Aaron Hicks_NYY","Mike Zunino_SEA","Guillermo Heredia_SEA","Carlos Beltran_HOU","Norichika Aoki_HOU","Michael Taylor_WAS","Steve Pearce_TOR","Ruben Tejada_BAL","Chris Young_BOS","Mitch Moreland_BOS","Erik Gonzalez_CLE","Matt Holliday_NYY","Starlin Castro_NYY","Ryon Healy_OAK","Jarrod Dyson_SEA","Jake Marisnick_HOU","Ezequiel Carrera_TOR","Jhonny Peralta_BOS","Brandon Guyer_CLE","Abraham Almonte_CLE","Rafael Devers_BOS","Jose Iglesias_DET","Greg Bird_NYY","Jorge Mateo_NYY","Miguel Andujar_NYY","Denard Span_SF","Matt Joyce_OAK","Robinson Chirinos_TEX","Jurickson Profar_TEX","Kevin Kiermaier_TB","Stephen Drew_WAS","Miguel Montero_TOR","Troy Tulowitzki_TOR","Matt Davidson_CWS","Rob Refsnyder_TOR","Alcides Escobar_KC","Alex Gordon_KC","Caleb Joseph_BAL","David Washington_BAL","Joey Rickard_BAL","Ryan O'Hearn_KC","Sandy Leon_BOS","Ronald Torreyes_NYY","Mikie Mahtook_DET","Tyler Wade_NYY","Dustin Fowler_NYY","Danny Espinosa_SEA","Peter Bourjos_TB","Ryan Raburn_WAS","Martin Prado_MIA","Willy Garcia_CWS","Dalton Pompey_TOR","Charlie Tilson_CWS","Rowdy Tellez_TOR","Craig Gentry_BAL","Terrance Gore_KC","Yandy Diaz_CLE","Victor Martinez_DET","Ji-Man Choi_NYY","Garrett Cooper_NYY","Nick Hundley_SF","Brandon Crawford_SF","Danny Valencia_SEA","Mitch Haniger_SEA","JJ Hardy_BAL","Christian Vazquez_BOS","Brock Holt_BOS","Giovanny Urshela_CLE","Greg Allen_CLE","Tyler Austin_NYY","Pablo Sandoval_SF","Josh Phegley_OAK","Mark Canha_OAK","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Tim Beckham_TB","Matt Wieters_WAS","Jarrod Saltalamacchia_TOR","Kevin Pillar_TOR","Roberto Perez_CLE","Steve Selsky_BOS","Marco Hernandez_BOS","Andrew Romine_DET","James McCann_DET","Joe Panik_SF","Joey Wendle_OAK","Matt Chapman_OAK","Shawn O'Malley_SEA","Jonathan Lucroy_TEX","Ryan Rua_TEX","Andy Ibanez_TEX","Trevor Plouffe_TB","Wilson Ramos_TB","JD Davis_HOU","Jake Bauers_TB","Ryan Goins_TOR","Darrell Ceciliani_TOR","Tyler Saladino_CWS","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Jorge Soler_KC","Jacoby Ellsbury_NYY","Alex Presley_DET","Alex Avila_DET","Dixon Machado_DET","Hunter Pence_SF","Carlos Ruiz_SEA","Boog Powell_SEA","Jose Lobaton_WAS","Chris Coghlan_TOR","Leury Garcia_CWS","Yolmer Sanchez_CWS","Jacob May_CWS","Anthony Alford_TOR","Raul Mondesi_KC","Michael Martinez_CLE","Daniel Robertson_CLE","Deven Marrero_BOS","Josh Rutledge_BOS","Sam Travis_BOS","JaCoby Jones_DET","Gleyber Torres_NYY","Gorkys Hernandez_SF","Jake Smolinski_OAK","Ryan LaMarre_OAK","Jarrett Parker_SF","Bruce Maxwell_OAK","Christian Arroyo_SF","Tuffy Gosewisch_SEA","Hanser Alberto_TEX","Derek Norris_TB","Brad Miller_TB","Ichiro Suzuki_MIA","Tyler Moore_MIA","Omar Narvaez_CWS","Cody Asche_CWS","Dwight Smith_TOR","Paul Janish_BAL","Drew Butera_KC","Francisco Pena_BAL","Ryan Flaherty_BAL","Ramon Torres_KC","Luis Sardinas_BAL","Hunter Dozier_KC","John Hicks_DET","Tyler Collins_DET","Mac Williamson_SF","Drew Stubbs_TEX","Rickie Weeks_TB","Teoscar Hernandez_HOU","Chris Heisey_WAS","Destin Hood_MIA","Adrian Sanchez_WAS","Geovany Soto_CWS","Luke Maile_TOR","Adam Engel_CWS","Tim Anderson_CWS","Johnny Giavotella_BAL","Anthony Santander_BAL","Tyler Naquin_CLE","Tzu-Wei Lin_BOS","Jim Adduci_DET","Chris Carter_OAK","Kelby Tomlinson_SF","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Colby Rasmus_TB","Jesus Sucre_TB","Adeiny Hechavarria_TB","Curt Casali_TB","Matt Duffy_TB","AJ Ellis_MIA","Tomas Telis_MIA","JT Riddle_MIA","Pedro Severino_WAS","Darwin Barney_TOR","Austin Romine_NYY","Jaycob Brugman_OAK","Drew Robinson_TEX","Daniel Robertson_TB","Kyle Tucker_HOU","Christian Colon_MIA","Steve Lombardozzi_MIA","Rafael Bautista_WAS","Kyle Higashioka_NYY","Aaron Hill_SF","Adam Rosales_OAK","Chad Pinder_OAK","DJ Peterson_SEA","Tyler Smith_TEX","Juan Centeno_HOU","Taylor Featherston_TB","Colin Moran_HOU","Tony Kemp_HOU","Willy Adames_TB","Mike Aviles_MIA","Miguel Rojas_MIA","Mike Ohlman_TOR","Kevan Smith_CWS","Justin Ruggiano_SF","Conor Gillaspie_SF","Jaff Decker_OAK","Shane Peterson_TB","Grant Green_CWS","Zack Collins_CWS","Matt den Dekker_DET","Michael Morse_SF","Chris Marrero_SF","Carlos Moncrief_SF","Ryan Lavarnway_OAK","Tim Federowicz_SF","Renato Nunez_OAK","Austin Slater_SF","Miguel Gomez_SF","Matt Olson_OAK","Ryder Jones_SF","Franklin Barreto_OAK","Orlando Calixte_SF","Jae-gyun Hwang_SF","Tyler White_HOU","Chad Huffman_WAS","Andrew Stevenson_WAS"
109.361392405063,0,0,0,0,0,0,0,0,5.37671232876712,0,0,0,27.8559792669382,0,0,0,0,0,0,0,0,0,0,0,28.3942054433714,0,0,0,0,0,0,0,19.065233785822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7470238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5268361581921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69.6706404862085,0,0,0,0,4.42396868413129,0,-5.43761569788967,0,0,0,0,0,0,0,0,0,6.27391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.86971830985915,0,0,0,0,7.84024577572965,0,0,0,0,0,0,0,0,0,0,0,0,-2.24132730015083,0,0,0,0,0,0,0,0,0,0,0,-3.54143980641258,0,0,0,0,0,0,0,0,0,11.8483690861005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9337282487967,17.1489361702128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,81.3557993730408,0,28.7915949512335,0,0,0,0,0,0,0,14.5323383084577,0,0,2.70158683514546,-7.39347767976477,0,0,0,0,0,0,0,0,0,0,0,-1.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3412429378531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28.7915949512335,0,86.8735632183908,0,0,0,0,0,0,0,20.3222506393862,0,0,21.1226858654129,2.92542101042502,0,0,0,0,0,0,0,0,0,0,0,4.95676691729323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52337814143776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,92.0959149546106,0,0,0,0,0,0,0,0,0,0,0,15.1683226183518,0,0,0,0,1.8420716112532,0,0,0,0,0,0,0,10.445253164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47202797202797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30434782608696,0,0,0,0,0,0,0,0,0,0,21.569014084507,24.8803272450533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1835748792271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3446088794926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.42396868413129,0,0,0,0,87.2053221288515,0,18.6987480438185,0,0,0,0,0,0,0,0,0,6.74881015335801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1531468531469,0,0,0,0,8.30639097744361,0,0,0,0,0,0,0,0,0,0,0,0,31.0567375886525,0,0,0,0,0,0,0,0,0,0,0,-4.19058823529412,0,0,0,0,0,0,0,0,0,7.96958304853042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99040920716113,7.39799154334038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57.7364447494852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1856429463171,0,0,0,0,0,0,0,0,0,0,0,0,12.7465576592083,0,0,0,0,0,0,0,12.1013986013986,3.93623188405797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7515406162465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12764670296431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3440860215054,12.2487394957983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5.43761569788967,0,0,0,0,18.6987480438185,0,59.0496592015579,0,0,0,0,0,0,0,0,0,18.6591046581972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.427527761543,0,0,0,0,7.04326530612245,0,0,0,0,0,0,0,0,0,0,0,0,21.0204872646733,0,0,0,0,0,0,0,0,0,0,0,-5.5732946298984,0,0,0,0,0,0,0,0,0,3.0935817805383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29960317460317,-0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.37671232876712,0,0,0,0,0,0,0,0,63.6062932851551,0,0,0,15.7231578947368,0,0,0,0,0,0,0,0,0,0,0,14.1828973843058,0,0,0,0,0,0,0,17.261355695318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7549019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4056497175141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
