"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4400,97.7272727272727,43,"Anthony Rendon","WAS",NA,"3B",6,2,2,6,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,13000,30.9615384615385,40.25,"Chris Sale","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,7.66666666666667,0,0,0,3,2,0
3,2,4400,81.8181818181818,36,"Cody Bellinger","LAD",NA,"1B/OF",4,2,1,3,0,5,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,2300,152.173913043478,35,"Matt Chapman","OAK",NA,"3B",8,3,2,2,0,3,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,12900,25.8139534883721,33.3,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,6,0,0,0,3,4,0
6,3,12200,25.8196721311475,31.5,"Corey Kluber","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,7.33333333333333,0,0,3,5,0,0
7,4,2500,120,30,"Luis Valbuena","LAA",NA,"1B/3B",7,2,2,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,4300,69.7674418604651,30,"J.D. Martinez","ARI",NA,"OF",5,1,1,5,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,3400,82.3529411764706,28,"Miguel Cabrera","DET",NA,"1B",4,3,1,2,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,3700,72.972972972973,27,"Melky Cabrera","CHW",NA,"OF",1,2,1,2,0,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,4,9700,26.8041237113402,26,"Jimmy Nelson","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6.66666666666667,0,0,2,3,2,0
12,5,9000,26.9444444444444,24.25,"Cole Hamels","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7.66666666666667,0,0,0,4,1,0
13,6,9400,25.7446808510638,24.2,"Michael Fulmer","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,8,0,0,1,2,1,0
14,8,3200,75,24,"Brandon Phillips","ATL",NA,"2B",2,1,1,2,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,9,3100,77.4193548387097,24,"Albert Almora","CHC",NA,"OF",9,1,1,2,1,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,7,11800,19.5762711864407,23.1,"Alex Wood","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,0,3,1,0
17,10,3200,71.875,23,"Jason Heyward","CHC",NA,"OF",7,2,0,3,0,4,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,11,4100,56.0975609756098,23,"Corey Dickerson","TB",NA,"OF",2,1,0,0,1,5,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12,3200,71.875,23,"Addison Russell","CHC",NA,"SS",6,3,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,8,10400,21.2980769230769,22.15,"Luis Severino","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,0,0,1,4,2,0
21,13,3600,61.1111111111111,22,"Jose Reyes","NYM",NA,"SS/3B",7,1,1,1,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,14,3900,56.4102564102564,22,"Scooter Gennett","CIN",NA,"2B/OF",5,1,1,4,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,9,7500,29.1333333333333,21.85,"Alex Cobb","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7.66666666666667,0,0,1,6,3,0
24,10,7800,27.8846153846154,21.75,"Danny Duffy","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8.33333333333333,0,0,1,5,0,0
25,15,2900,72.4137931034483,21,"Caleb Joseph","BAL",NA,"C",8,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,16,2300,91.304347826087,21,"Jabari Blash","SD",NA,"OF",5,2,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,17,4400,45.4545454545455,20,"Jay Bruce","NYM",NA,"OF",4,2,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
