"Mike Trout_LAA","Jose Altuve_Hou","Carlos Correa_Hou","George Springer_Hou","Brian Dozier_Min","Francisco Lindor_Cle","Michael Brantley_Cle","Carlos Santana_Cle","Edwin Encarnacion_Cle","Jason Kipnis_Cle","Hunter Pence_SF","Jose Ramirez_Cle","Miguel Sano_Min","Alex Bregman_Hou","Buster Posey_SF","Evan Gattis_Hou","Brandon Belt_SF","Eduardo Nunez_SF","Albert Pujols_LAA","Carlos Beltran_Hou","Denard Span_SF","Max Kepler_Min","Joe Mauer_Min","Josh Reddick_Hou","Joe Panik_SF","Lorenzo Cain_KC","Kennys Vargas_Min","Robbie Grossman_Min","Norichika Aoki_Hou","Kole Calhoun_LAA","Eric Hosmer_KC","Brandon Crawford_SF","Tyler Naquin_Cle","Eddie Rosario_Min","Byron Buxton_Min","Brian McCann_Hou","CJ Cron_LAA","Cameron Maybin_LAA","Mike Moustakas_KC","Yuli Gurriel_Hou","Luis Valbuena_LAA","Derek Fisher_Hou","Alex Gordon_KC","Lonnie Chisenhall_Cle","Jorge Polanco_Min","Abraham Almonte_Cle","Jefry Marte_LAA","Brandon Moss_KC","Jarrett Parker_SF","Jorge Soler_KC","Brandon Guyer_Cle","Bradley Zimmer_Cle","Nick Hundley_SF","Whit Merrifield_KC","Peter O'Brien_KC","Marwin Gonzalez_Hou","Yunel Escobar_LAA","Ben Revere_LAA","Salvador Perez_KC","Mac Williamson_SF","Yan Gomes_Cle","Austin Jackson_Cle","Andrelton Simmons_LAA","Kelby Tomlinson_SF","Cheslor Cuthbert_KC","Alcides Escobar_KC","Giovanny Urshela_Cle","Danny Santana_Min","Danny Espinosa_LAA","Paulo Orlando_KC","Billy Burns_KC","Jason Castro_Min","Yandy Diaz_Cle","Jake Marisnick_Hou","Gorkys Hernandez_SF","Chris Gimenez_Min","Eduardo Escobar_Min","Ryan O'Hearn_KC","Conor Gillaspie_SF","Roberto Perez_Cle","Terrance Gore_KC","Christian Colon_KC","Michael Martinez_Cle","Ehire Adrianza_Min","Tim Federowicz_SF","Martin Maldonado_LAA","Raul Mondesi_KC","Aaron Hill_SF","Carlos Perez_LAA","Chris Marrero_SF","Cliff Pennington_LAA","Drew Butera_KC"
21.9015151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1454545454545,0,0,0,0,0,0,0,0,0,0,-1.88636363636364,0,0,0,0,0,0,-3,2.18055555555556,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,11.8333333333333,17.4166666666667,0,0,0,0,-5.79090909090909,0,0,0,0,0,16.6212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.33333333333333,0,0,0,0,0,0
0,77.9015151515152,-0.266666666666667,-0.28030303030303,0,0,0,0,0,0,0,0,0,29.4454545454545,0,-17.8,0,0,0,5.24242424242424,0,0,0,17.1666666666667,0,0,0,0,65.0476190476191,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.19642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.266666666666667,9.6,-9.26666666666667,0,0,0,0,0,0,0,0,0,2.36111111111111,0,1.05,0,0,0,5.15555555555556,0,0,0,6.78571428571429,0,0,0,0,-0.25,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.28030303030303,-9.26666666666667,83.5378787878788,0,0,0,0,0,0,0,0,0,14.8818181818182,0,35,0,0,0,-7.21212121212121,0,0,0,-0.375,0,0,0,0,15.5,0,0,0,0,0,0,-35.4761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31.5,0,0,0,0,0,0,0,-3.41666666666667,0,0,0,0,0,0,0,0,20.25,-4.64285714285714,0,0,0,0,-0.166666666666667,0,0,0,0,0,-2.70833333333333,7.09523809523809,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.33333333333333,0,0,0,-5.5,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,138.163636363636,-2.97222222222222,12.2454545454545,0.154545454545455,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,14,0,0.9,0,0,0,0,-12.1,0,0,0,0,0,0,0,0,0,-6.33333333333333,-50.7,0,0,0,0,0,0,0,0,0,0,21.3636363636364,0,0,0,0,0,0,28.75,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2.97222222222222,37.2777777777778,-21.0138888888889,19.5416666666667,0,0,5.17857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,-55.3333333333333,0,-7.66666666666667,0,0,0,0,8.83333333333333,0,0,0,0,0,0,0,0,0,21.8,1.33333333333333,0,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12.2454545454545,-21.0138888888889,76.0181818181818,-1.21818181818182,0,0,73.1555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.416666666667,0,16.8,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,-28.9333333333333,14.65,0,0,0,0,0,0,0,0,0,0,1.14545454545455,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.154545454545455,19.5416666666667,-1.21818181818182,43.4181818181818,0,0,32.8222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,-21.6666666666667,0,19.2,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,-6.13333333333333,4.9,0,0,0,0,0,0,0,0,0,0,-1.64545454545455,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,29.4230769230769,0,0,0,2.71428571428571,0,6.90909090909091,19.9015151515152,0,0,4.77777777777778,0,0,0,6.57575757575758,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97619047619048,0,0,0,21.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,-80,0,24.0666666666667,0,0
0,0,0,0,0,7.4,5.17857142857143,73.1555555555556,32.8222222222222,0,0,184.933333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.166666666667,0,35.5,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,-24.5333333333333,-3.7,0,0,0,0,0,0,0,0,0,0,20.1111111111111,0,0,0,0,0,0,6.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-3.41666666666667,0,0,0,0,0,0,0,73.6555555555556,0,0,0,0,0,0,0,0,41.9333333333333,9.20833333333333,0,0,0,0,42.6071428571429,0,0,0,0,0,2.13888888888889,13.5714285714286,0,0,0,0,0,0,0,0,0,7.68888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,20.8809523809524,0,0,0,3.5,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29.4454545454545,2.36111111111111,14.8818181818182,0,0,0,0,0,0,0,0,0,23.8545454545455,0,-0.6,0,0,0,4.68181818181818,0,0,0,18.8333333333333,0,0,0,0,23.8666666666667,0,0,0,0,0,0,-8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.26190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.71428571428571,0,0,0,16.2380952380952,0,15.0952380952381,-13.5714285714286,0,0,-8.83333333333333,0,0,0,1.73333333333333,0,0,0,0,0,0,-9.38095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.41666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33333333333333,0,0
0,-17.8,1.05,35,0,0,0,0,0,0,0,0,0,-0.6,0,27.6,0,0,0,6,0,0,0,8.7,0,0,0,0,-22.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
