"Bryce Harper_WAS","Edwin Encarnacion_CLE","Jose Ramirez_CLE","Anthony Rizzo_CHC","Trea Turner_WAS","Daniel Murphy_WAS","Kris Bryant_CHC","Francisco Lindor_CLE","Ryan Zimmerman_WAS","Joey Votto_CIN","Anthony Rendon_WAS","Logan Morrison_TB","Ian Happ_CHC","Corey Dickerson_TB","Manny Machado_BAL","Ryan Braun_MIL","Freddie Freeman_ATL","Eric Thames_MIL","Carlos Santana_CLE","Lonnie Chisenhall_CLE","Steven Souza_TB","Jonathan Villar_MIL","Adam Duvall_CIN","Michael Brantley_CLE","Jason Kipnis_CLE","Addison Russell_CHC","Matt Kemp_ATL","Ender Inciarte_ATL","Domingo Santana_MIL","Billy Hamilton_CIN","Matt Adams_ATL","Travis Shaw_MIL","Adam Eaton_WAS","Brian Dozier_MIN","Miguel Sano_MIN","Ben Zobrist_CHC","Dee Gordon_MIA","Justin Bour_MIA","Eric Sogard_MIL","Keon Broxton_MIL","Scott Schebler_CIN","Lewis Brinson_MIL","Michael Taylor_WAS","Austin Jackson_CLE","Jonathan Schoop_BAL","Giancarlo Stanton_MIA","Marcell Ozuna_MIA","Willson Contreras_CHC","Brandon Phillips_ATL","Ryan Cordell_MIL","Scooter Gennett_CIN","Bradley Zimmer_CLE","Adam Jones_BAL","Chris Davis_BAL","Nick Markakis_ATL","Adam Lind_WAS","Trey Mancini_BAL","JT Realmuto_MIA","Tyler Flowers_ATL","Hernan Perez_MIL","Jayson Werth_WAS","Eugenio Suarez_CIN","Eddie Rosario_MIN","Seth Smith_BAL","Mark Trumbo_BAL","Jason Heyward_CHC","Manny Pina_MIL","Adonis Garcia_ATL","Ryan Raburn_WAS","Abraham Almonte_CLE","Eduardo Escobar_MIN","Colby Rasmus_TB","Tim Beckham_TB","Brad Miller_TB","Javier Baez_CHC","Kyle Schwarber_CHC","Nick Franklin_MIL","Jesus Aguilar_MIL","Brian Goodwin_WAS","Brandon Guyer_CLE","Max Kepler_MIN","Greg Allen_CLE","Mallex Smith_TB","Tyler Moore_MIA","Christian Yelich_MIA","Mark Zagunis_CHC","Kurt Suzuki_ATL","Dansby Swanson_ATL","Robbie Grossman_MIN","Yan Gomes_CLE","Erik Gonzalez_CLE","Trevor Plouffe_TB","Evan Longoria_TB","Wilson Ramos_TB","Kevin Kiermaier_TB","Jon Jay_CHC","Danny Santana_ATL","Michael Reed_MIL","Phillip Ervin_CIN","Kennys Vargas_MIN","Francisco Mejia_CLE","Matt Duffy_TB","Miguel Montero_CHC","Martin Prado_MIA","Albert Almora_CHC","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Orlando Arcia_MIL","Joe Mauer_MIN","Giovanny Urshela_CLE","Byron Buxton_MIN","Welington Castillo_BAL","Matt Wieters_WAS","Devin Mesoraco_CIN","Zack Cozart_CIN","Jose Peraza_CIN","Tyler Naquin_CLE","Yandy Diaz_CLE","Bobby Bradley_CLE","Daniel Robertson_TB","Jeimer Candelario_CHC","Brett Phillips_MIL","Stephen Drew_WAS","Arismendy Alcantara_CIN","Roberto Perez_CLE","Jesus Sucre_TB","Jake Bauers_TB","Micah Johnson_ATL","Jacob Nottingham_MIL","Jesse Winker_CIN","JJ Hardy_BAL","Peter Bourjos_TB","Craig Gentry_BAL","Joey Rickard_BAL","Tommy La Stella_CHC","Johan Camargo_ATL","Rio Ruiz_ATL","Travis Demeritte_ATL","Corey Ray_MIL","Wilmer Difo_WAS","Jorge Polanco_MIN","Derek Dietrich_MIA","Destin Hood_MIA","Jett Bandy_MIL","Jace Peterson_ATL","Chris Heisey_WAS","Jason Castro_MIN","Ehire Adrianza_MIN","Rickie Weeks_TB","David Washington_BAL","Ichiro Suzuki_MIA","Tomas Telis_MIA","Ronald Acuna_ATL","Pedro Severino_WAS","Chris Gimenez_MIN","Daniel Robertson_CLE","Daniel Palka_MIN","Ruben Tejada_BAL","Curt Casali_TB","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","Tucker Barnhart_CIN","Rafael Bautista_WAS","Patrick Kivlehan_CIN","Derek Norris_TB","Hyun Soo Kim_BAL","AJ Ellis_MIA","Jose Lobaton_WAS","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Luis Sardinas_BAL","Anthony Santander_BAL","Mike Aviles_MIA","JT Riddle_MIA","Anthony Recker_ATL","Michael Martinez_TB","Eloy Jimenez_CHC","Emilio Bonifacio_ATL","Shane Peterson_TB","Miguel Rojas_MIA","Lane Adams_ATL","Caleb Joseph_BAL","Taylor Featherston_TB","Willy Adames_TB","Stuart Turner_CIN","Nick Senzel_CIN"
96.0444184687317,0,0,0,28.4014801110083,9.70246734397678,0,0,27.2869897959184,0,26.5130624092888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8235294117647,0,0,0,0,0,0,0,0,0,27.7846153846154,0,0,0,0,0,0,0,0,0,0,0,0,-15.5833333333333,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,17.5530303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,0,0,0,0,0,0,0,0,0,81.3571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.325,0,0,0,0,0,-35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71.0174863387978,23.6666666666667,0,0,0,0,-7.18813559322034,0,0,0,0,0,0,0,0,0,0,4.25382513661202,-10.2701612903226,0,0,0,3.66860465116279,-3.4830866807611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23809523809524,0,0,0,0,0,0,0,-32.652380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69264069264069,0,0,0,0,0,0,0,0,0,4.65714285714286,0,0,0,0,0,0,0,0,0,21.5064102564103,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-2.0952380952381,0,0,0,0,0,0,-8.7952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.6666666666667,86.6132768361582,0,0,0,0,5.86469900642899,0,0,0,0,0,0,0,0,0,0,25.3412429378531,17.8118279569892,0,0,0,15.1075757575758,8.49545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7236467236467,0,0,0,0,0,0,0,-4.50735294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.982683982684,0,0,0,0,0,0,0,0,0,-10.5054945054945,0,0,0,0,0,0,0,0,0,-1.22672064777328,-49.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9038461538462,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.95862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,67.9041157847128,0,0,14.6554732945531,0,0,0,0,0,17.2056650246305,0,0,0,0,0,0,0,0,0,0,0,0,6.33018867924528,0,0,0,0,0,0,0,0,0,5.12458471760797,0,0,0,0,0,0,0,0,0,0,0,25.2382053654024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3690476190476,0,0,0,0,0,0,0,0,0.815602836879433,8.15686274509804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1449275362319,0,0,0,0,0,0,6.96904761904762,0,-4.15913978494624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.4014801110083,0,0,0,90.6320754716981,19.2260638297872,0,0,10.8575393154487,0,-14.4029255319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9444444444444,0,0,0,0,0,0,0,0,0,14.3493909191584,0,0,0,0,0,0,0,0,0,0,0,0,-21.8181818181818,0,0,0,0,-0.524064171122995,0,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,0,0,0,12.0142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149359886201991,0,0,0,0,0,0,0,0,0,104.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46428571428571,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.70246734397678,0,0,0,19.2260638297872,73.0502630040912,0,0,10.4847058823529,0,12.2158925979681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59803921568627,0,0,0,0,0,0,0,0,0,22.3317073170732,0,0,0,0,0,0,0,0,0,0,0,0,35.6346153846154,0,0,0,0,16.502024291498,0,0,0,0,0,0,0,28.25,0,0,0,0,0,0,0,0,0,51.1987179487179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1405342624855,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5909090909091,0,0,0,0,0,-12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14.6554732945531,0,0,78.3937532002048,0,0,0,0,0,33.325,0,0,0,0,0,0,0,0,0,0,0,0,22.2082352941176,0,0,0,0,0,0,0,0,0,17.4738675958188,0,0,0,0,0,0,0,0,0,0,0,17.09357696567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6063829787234,0,0,0,0,0,0,0,0,10.380303030303,3.53486394557823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3061594202899,0,0,0,0,0,0,22.3714285714286,0,18.5683760683761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7.18813559322034,5.86469900642899,0,0,0,0,62.6082949308756,0,0,0,0,0,0,0,0,0,0,-0.838709677419355,6.75284090909091,0,0,0,7.33623188405797,12.9227053140097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.489417989418,0,0,0,0,0,0,0,1.5359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6471861471861,0,0,0,0,0,0,0,0,0,-9.74285714285714,0,0,0,0,0,0,0,0,0,-3.86219512195122,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17.1047619047619,0,0,0,0,0,0,13.9177489177489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817204301075269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.2869897959184,0,0,0,10.8575393154487,10.4847058823529,0,0,82.0552188552189,0,-2.81673469387755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58571428571429,0,0,0,0,0,0,0,0,0,12.809756097561,0,0,0,0,0,0,0,0,0,0,0,0,-19.0666666666667,0,0,0,0,-1.83033033033033,0,0,0,0,0,0,0,58.25,0,0,0,0,0,0,0,0,0,-9.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9170731707317,0,0,0,0,0,0,0,0,0,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6666666666667,0,0,0,0,0,-45.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.4945054945055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,52.8312115891133,0,0,0,0,0,0,0,0,0,0,0,0,-1.91327340031729,0,0,0,0,0,0,-6.23638286620836,0,0,0,0,0,0,0,0,0,0,2.61052353252247,0,0,0,0,0,0,0,0,0,-5.92610837438424,0,0,0,0,0,0,0,0,0,0,-1.78341013824885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.12333333333333,5.73905723905724,13.4071038251366,0,0,0,0,0,0,0,12.4047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47435897435897,0,-0.711111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0
