Freddie Freeman_ATL,Josh Donaldson_TOR,Francisco Lindor_CLE,Michael Brantley_CLE,Edwin Encarnacion_CLE,Jose Bautista_TOR,Carlos Santana_CLE,Kendrys Morales_TOR,Evan Longoria_TB,Kevin Pillar_TOR,Matt Kemp_ATL,Corey Dickerson_TB,Logan Morrison_TB,Justin Smoak_TOR,Jason Kipnis_CLE,Jose Ramirez_CLE,Colby Rasmus_TB,Ender Inciarte_ATL,Steven Souza_TB,Brad Miller_TB,Steve Pearce_TOR,Wilson Ramos_TB,Troy Tulowitzki_TOR,Kevin Kiermaier_TB,Ezequiel Carrera_TOR,Tim Beckham_TB,Matt Duffy_TB,Russell Martin_TOR,Brandon Phillips_ATL,Lonnie Chisenhall_CLE,Darwin Barney_TOR,Tyler Flowers_ATL,Nick Markakis_ATL,Mallex Smith_TB,Brandon Guyer_CLE,Bradley Zimmer_CLE,Jake Bauers_TB,Adonis Garcia_ATL,Devon Travis_TOR,Ryan Goins_TOR,Abraham Almonte_CLE,Luke Maile_TOR,Rickie Weeks_TB,Peter Bourjos_TB,Austin Jackson_CLE,Yan Gomes_CLE,Derek Norris_TB,Giovanny Urshela_CLE,Jace Peterson_ATL,Dalton Pompey_TOR,Rowdy Tellez_TOR,Curt Casali_TB,Dansby Swanson_ATL,Tyler Naquin_CLE,Jesus Sucre_TB,Daniel Robertson_TB,Yandy Diaz_CLE,Jarrod Saltalamacchia_TOR,Danny Santana_ATL,Chris Coghlan_TOR,Daniel Robertson_CLE,Roberto Perez_CLE,Micah Johnson_ATL,Rio Ruiz_ATL,Erik Gonzalez_CLE,Shane Peterson_TB,Michael Martinez_CLE,Mike Ohlman_TOR,Kurt Suzuki_ATL,Emilio Bonifacio_ATL,Lane Adams_ATL,Johan Camargo_ATL,Anthony Recker_ATL
58.68571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.522727272727273,0.0,0.0,0.0,-3.1328671328671334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,93.69230769230771,0.0,0.0,0.0,12.730769230769232,0.0,0.0,0.0,17.37556561085973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.520710059171595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,86.65546218487394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,57.503003003002995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,48.274774774774784,0.0,3.948198198198198,0.0,0.0,0.0,9.710769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.402173913043477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0555555555555562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.730769230769232,0.0,0.0,0.0,40.83033033033033,0.0,0.0,0.0,8.410873440285206,0.0,0.0,0.0,0.0,8.61229086229086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.656019656019653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.948198198198198,0.0,77.03003003002998,0.0,0.0,0.0,15.529230769230773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5108695652173906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87254901960784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.392045454545464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.699843260188088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.941176470588246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.763398692810457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17.37556561085973,0.0,0.0,0.0,8.410873440285206,0.0,0.0,0.0,42.952762923351145,0.0,0.0,0.0,0.0,15.563725490196084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.437104072398189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
