"Anthony Rizzo_CHC","Edwin Encarnacion_CLE","Bradley Zimmer_CLE","AJ Pollock_ARI","Michael Brantley_CLE","Carlos Santana_CLE","Gregor Blanco_ARI","Paul Goldschmidt_ARI","Travis Shaw_MIL","JD Martinez_ARI","Kris Bryant_CHC","Francisco Lindor_CLE","Jose Ramirez_CLE","Eric Thames_MIL","Willson Contreras_CHC","Jake Lamb_ARI","Ryan Braun_MIL","Ian Happ_CHC","Jason Kipnis_CLE","Ben Zobrist_CHC","Domingo Santana_MIL","Kyle Schwarber_CHC","David Peralta_ARI","Manny Pina_MIL","Tommy Pham_STL","Paul DeJong_STL","Keon Broxton_MIL","Javier Baez_CHC","Francisco Mejia_CLE","Jonathan Villar_MIL","Albert Almora_CHC","Victor Caratini_CHC","Daniel Descalso_ARI","Randal Grichuk_STL","Stephen Piscotty_STL","Aledmys Diaz_STL","Austin Jackson_CLE","Jose Abreu_CWS","Matt Davidson_CWS","Jon Jay_CHC","Orlando Arcia_MIL","Addison Russell_CHC","Avisail Garcia_CWS","Yoan Moncada_CWS","Yadier Molina_STL","Dexter Fowler_STL","Jedd Gyorko_STL","Yasmany Tomas_ARI","Hernan Perez_MIL","Jesus Aguilar_MIL","Yan Gomes_CLE","Matt Carpenter_STL","Stephen Vogt_MIL","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Alen Hanson_CWS","Bobby Bradley_CLE","Kolten Wong_STL","Jason Heyward_CHC","Brandon Guyer_CLE","Greg Allen_CLE","Chris Iannetta_ARI","Chris Owings_ARI","Eric Sogard_MIL","Jeimer Candelario_CHC","Mark Zagunis_CHC","Erik Gonzalez_CLE","Rey Fuentes_ARI","Brandon Drury_ARI","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Melky Cabrera_CWS","Willy Garcia_CWS","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Tommy La Stella_CHC","Charlie Tilson_CWS","Lewis Brinson_MIL","Jacob Nottingham_MIL","Giovanny Urshela_CLE","Tim Anderson_CWS","Yandy Diaz_CLE","Jose Martinez_STL","Socrates Brito_ARI","Harrison Bader_STL","Tyler Saladino_CWS","Corey Ray_MIL","Roberto Perez_CLE","Leury Garcia_CWS","Yolmer Sanchez_CWS","Jacob May_CWS","Brett Phillips_MIL","Tyler Naquin_CLE","Omar Narvaez_CWS","Cody Asche_CWS","Adam Engel_CWS","Jeff Mathis_ARI","Greg Garcia_STL","Magneuris Sierra_STL","Yadiel Rivera_MIL","Jett Bandy_MIL","Michael Reed_MIL","Geovany Soto_CWS","Michael Martinez_CLE","Daniel Robertson_CLE","Carson Kelly_STL","Ryan Cordell_MIL","Eric Fryer_STL","Luke Voit_STL","Jack Reinheimer_ARI","Ildemaro Vargas_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Grant Green_CWS","Kevan Smith_CWS","Zack Collins_CWS","Alex Mejia_STL"
62.1082281439925,0,0,0,0,0,0,0,0,0,15.2623803009576,0,0,0,18.4253731343284,0,0,18.7733843537415,0,1.64337568058076,0,10.6309523809524,0,0,0,0,0,1.81564364876385,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50528169014085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2906746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81.8013900026731,0,0,14.5323383084577,2.08310749774164,0,0,0,0,0,-7.04500683994528,29.4212459594475,0,0,0,0,0,-1.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3412429378531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,70.5372340425532,0,0,0,20.2608695652174,0,0,0,0,0,0,0,6.27297895902547,0,0,0,0,0,0,15.8010510510511,0,0,0,0,0,0,0,0,0,-7.94117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1869918699187,0,0,0,0,0,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.5323383084577,0,0,42.5939637826962,3.99300699300699,0,0,0,0,0,9.80931677018634,20.3222506393862,0,0,0,0,0,12.2880549682875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.08310749774164,0,0,3.99300699300699,54.4116279069767,0,0,0,0,0,-1.14495798319328,21.7392351701295,0,0,0,0,0,13.2171052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399749373433584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20.2608695652174,0,0,0,62.8461366181411,0,0,0,0,0,0,0,-0.0296712109061748,0,0,0,0,0,0,17.8345755693582,0,0,0,0,0,0,0,0,0,5.68585858585859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54905063291139,0,0,0,0,0,17.9178947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,73.7383820998279,0,0,0,0,19.2504389815628,0,0,-1.81025641025641,0,0,0,0.187577639751553,0,0,15.0666666666667,0,0,9.7172131147541,0,0,-1.335148215366,0,0,0,0,0,0,0,0,0,0,0.484144144144144,0,0,0,0,0,0,0,-0.674165457184325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
