"Anthony Rizzo_CHC","Mookie Betts_BOS","Hanley Ramirez_BOS","Kris Bryant_CHC","Ryan Braun_MIL","Miguel Cabrera_DET","Kyle Schwarber_CHC","Xander Bogaerts_BOS","Freddie Freeman_ATL","Joey Votto_CIN","Manny Machado_BAL","Jose Altuve_HOU","Dexter Fowler_STL","Matt Carpenter_STL","Ben Zobrist_CHC","Jackie Bradley_BOS","Carlos Correa_HOU","JD Martinez_DET","Gary Sanchez_NYY","Brian Dozier_MIN","Jonathan Villar_MIL","Starling Marte_PIT","Chris Davis_BAL","Ian Kinsler_DET","Michael Brantley_CLE","Mark Trumbo_BAL","Edwin Encarnacion_CLE","Stephen Piscotty_STL","Dustin Pedroia_BOS","Andrew McCutchen_PIT","Matt Kemp_ATL","Aledmys Diaz_STL","Adam Jones_BAL","Carlos Santana_CLE","George Springer_HOU","Gregory Polanco_PIT","Jason Kipnis_CLE","Todd Frazier_CWS","Andrew Benintendi_BOS","Justin Upton_DET","Francisco Lindor_CLE","Adam Duvall_CIN","Javier Baez_CHC","Maikel Franco_PHI","Ender Inciarte_ATL","Miguel Sano_MIN","Billy Hamilton_CIN","Randal Grichuk_STL","Pablo Sandoval_BOS","Willson Contreras_CHC","Eric Thames_MIL","Evan Longoria_TB","Jose Abreu_CWS","Addison Russell_CHC","Keon Broxton_MIL","Jose Ramirez_CLE","Odubel Herrera_PHI","Nick Castellanos_DET","Jedd Gyorko_STL","Jonathan Schoop_BAL","Domingo Santana_MIL","Chris Carter_NYY","Alex Bregman_HOU","Mallex Smith_TB","Tommy Joseph_PHI","Melky Cabrera_CWS","Welington Castillo_BAL","Matt Holliday_NYY","Victor Martinez_DET","Jose Peraza_CIN","Max Kepler_MIN","Nick Markakis_ATL","Yadier Molina_STL","Jason Heyward_CHC","Brad Miller_TB","Albert Almora_CHC","Hernan Perez_MIL","Travis Shaw_MIL","Scooter Gennett_CIN","Scott Schebler_CIN","Brett Gardner_NYY","Brock Holt_BOS","Evan Gattis_HOU","Joe Mauer_MIN","Brandon Phillips_ATL","Eugenio Suarez_CIN","Jacoby Ellsbury_NYY","Robbie Grossman_MIN","Adonis Garcia_ATL","Kennys Vargas_MIN","Jhonny Peralta_STL","Michael Saunders_PHI","Aaron Judge_NYY","Mitch Moreland_BOS","Steven Souza_TB","Seth Smith_BAL","Josh Harrison_PIT","Carlos Beltran_HOU","Orlando Arcia_MIL","Jon Jay_CHC","Nick Franklin_MIL","Josh Reddick_HOU","Hyun-Soo Kim_BAL","Dansby Swanson_ATL","Kevin Kiermaier_TB","Miguel Montero_CHC","Chris Young_BOS","Tim Anderson_CWS","Aaron Altherr_PHI","Byron Buxton_MIN","Eddie Rosario_MIN","Matt Adams_STL","Wilson Ramos_TB","Zack Cozart_CIN","Tyler Naquin_CLE","Jorge Polanco_MIN","Norichika Aoki_HOU","Starlin Castro_NYY","Kolten Wong_STL","Alen Hanson_PIT","Jesus Aguilar_MIL","Didi Gregorius_NYY","Corey Dickerson_TB","Howie Kendrick_PHI","Trey Mancini_BAL","Colby Rasmus_TB","Arismendy Alcantara_CIN","Cesar Hernandez_PHI","Tyler Saladino_CWS","Freddy Galvis_PHI","Avisail Garcia_CWS","Rhys Hoskins_PHI","Ian Happ_CHC","Harrison Bader_STL","Matt Duffy_TB","Matt Szczur_CHC","Steve Selsky_BOS","Craig Gentry_BAL","Jace Peterson_ATL","Lonnie Chisenhall_CLE","Marco Hernandez_BOS","Greg Bird_NYY","Abraham Almonte_CLE","Sandy Leon_BOS","Logan Morrison_TB","Brian McCann_HOU","Kirk Nieuwenhuis_MIL","Derek Fisher_HOU","Daniel Nava_PHI","Tyler Flowers_ATL","JJ Hardy_BAL","Tommy La Stella_CHC","Brandon Guyer_CLE","Bradley Zimmer_CLE","Cameron Rupp_PHI","Yulieski Gurriel_HOU","Josh Bell_PIT","Jesse Winker_CIN","Andrew Susac_MIL","Andrew Knapp_PHI","Alex Avila_DET","David Freese_PIT","Christian Vazquez_BOS","Adam Frazier_PIT","Francisco Cervelli_PIT","Jordy Mercer_PIT","Jose Martinez_STL","Chase Headley_NYY","Josh Rutledge_BOS","Deven Marrero_BOS","Joey Rickard_BAL","JaCoby Jones_DET","James McCann_DET","John Jaso_PIT","Jake Bauers_TB","Danny Santana_MIN","Chase d'Arnaud_ATL","Tim Beckham_TB","Austin Jackson_CLE","Charlie Tilson_CWS","Kevin Newman_PIT","Greg Garcia_STL","Matt Davidson_CWS","Micah Johnson_ATL","Yan Gomes_CLE","Dixon Machado_DET","Tyler Collins_DET","Mikie Mahtook_DET","Marwin Gonzalez_HOU","Aaron Hicks_NYY","Giovanny Urshela_CLE","Jason Castro_MIN","Pete Kozma_NYY","Devin Mesoraco_CIN","Manny Pina_MIL","Rio Ruiz_ATL","Jose Osuna_PIT","Eduardo Escobar_MIN","Derek Norris_TB","Peter Bourjos_TB","Yandy Diaz_CLE","Carson Kelly_STL","Brock Stassi_PHI","Chris Gimenez_MIN","Ryan Flaherty_BAL","Jett Bandy_MIL","Jose Iglesias_DET","Caleb Joseph_BAL","Jacob May_CWS","Rickie Weeks_TB","Kurt Suzuki_ATL","Leury Garcia_CWS","Phil Gosselin_PIT","Andres Blanco_PHI","Gleyber Torres_NYY","Eric Fryer_STL","Tucker Barnhart_CIN","Austin Romine_NYY","Curt Casali_TB","Cody Asche_CWS","Jake Marisnick_HOU","Roberto Perez_CLE","Willy Garcia_CWS","Patrick Kivlehan_CIN","Jesus Sucre_TB","Daniel Robertson_TB","Ehire Adrianza_MIN","Geovany Soto_CWS","Eloy Jimenez_CHC","Omar Narvaez_CWS","Ronald Torreyes_NYY","Anthony Recker_ATL","Michael Martinez_CLE","Carlos Sanchez_CWS","Emilio Bonifacio_ATL","Kevan Smith_CWS","Andrew Romine_DET","Chris Stewart_PIT","Kyle Higashioka_NYY","Phillip Ervin_CIN","Shane Peterson_TB","Johan Camargo_ATL","Zack Collins_CWS","Stuart Turner_CIN"
61.2095238095238,0,0,2.7,0,0,-1.96703296703297,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1212121212121,0,0,0,0,0,0,35.5,0,0,0,6.49450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4294871794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70.974358974359,16.4454545454545,0,0,0,0,5.02222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30909090909091,0,0,0,0,0,0,0,0,0,32.8409090909091,0,0,0,0,0,0,0,0,0,26.7575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.275641025641,0,0,0,0,0,0,0,0,0,0,0,0,-10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16.4454545454545,18.0833333333333,0,0,0,0,8.95454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35555555555556,0,0,0,0,0,0,0,0,0,8.94545454545455,0,0,0,0,0,0,0,0,0,18.5909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15909090909091,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7,0,0,80.8857142857143,0,0,12.6098901098901,0,0,0,0,0,0,0,24.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96969696969697,0,0,0,0,0,0,-0.568181818181818,0,0,0,63.5820738661918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1858974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,76.0291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.3285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4166666666667,0,0,0,-20.3863636363636,0,0,0,0,0,14.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.3809523809524,-24.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0879120879120879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2321428571429,0,0,0,0,0,0,0,0,0,0,48.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,69.5636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.93636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,-2.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3596739653514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.1785714285714,0,0,0,0,0,0,0
-1.96703296703297,0,0,12.6098901098901,0,0,28.6868131868132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8181818181818,0,0,0,0,0,0,2.35454545454545,0,0,0,13.3269230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9358974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.02222222222222,8.95454545454546,0,0,0,0,26.0545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41666666666667,0,0,0,0,0,0,0,0,0,19.9222222222222,0,0,0,0,0,0,0,0,0,12.7111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.43636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.958333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,162.229166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.433333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.8125,0,0,0,0,0,0,0,0,0,0,0,0,-24.9041666666667,0,0,0,-9.55416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43055555555556,0,0,0,0,0,0,0,0,0,0,8.80555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,79.5588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3666666666667,0,0,0,0,-1.73809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6761904761905,0,0,0,0,0,0,0,0,0,-8.40952380952381,0,0,0,0,0,31.6190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26373626373626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
