"Bryce Harper_WAS","Anthony Rizzo_CHC","Trea Turner_WAS","Kris Bryant_CHC","Jose Altuve_HOU","Carlos Correa_HOU","Daniel Murphy_WAS","Ryan Zimmerman_WAS","Miguel Cabrera_DET","Brian Dozier_MIN","Kyle Schwarber_CHC","George Springer_HOU","Paul Goldschmidt_ARI","Miguel Sano_MIN","Francisco Lindor_CLE","Ben Zobrist_CHC","JD Martinez_DET","Jose Abreu_CWS","Rougned Odor_TEX","Edwin Encarnacion_CLE","Ian Kinsler_DET","Michael Brantley_CLE","Khris Davis_OAK","Shin-Soo Choo_TEX","Anthony Rendon_WAS","Adam Eaton_WAS","Carlos Santana_CLE","Jose Ramirez_CLE","Lorenzo Cain_KC","Todd Frazier_CWS","Maikel Franco_PHI","Adrian Beltre_TEX","Evan Gattis_HOU","Alex Bregman_HOU","Justin Upton_DET","Jason Kipnis_CLE","Melky Cabrera_CWS","Eric Hosmer_KC","Rajai Davis_OAK","Javier Baez_CHC","Carlos Beltran_HOU","Max Kepler_MIN","Odubel Herrera_PHI","Willson Contreras_CHC","Addison Russell_CHC","Mike Napoli_TEX","Carlos Gomez_TEX","AJ Pollock_ARI","Alex Gordon_KC","Mike Moustakas_KC","Joe Mauer_MIN","Trevor Plouffe_OAK","Elvis Andrus_TEX","Josh Reddick_HOU","Jonathan Lucroy_TEX","Michael Taylor_WAS","Jake Lamb_ARI","Brandon Moss_KC","Salvador Perez_KC","Jorge Soler_KC","Tim Anderson_CWS","Robbie Grossman_MIN","Kennys Vargas_MIN","Marcus Semien_OAK","Ryon Healy_OAK","Tommy Joseph_PHI","Cesar Hernandez_PHI","Norichika Aoki_HOU","Nomar Mazara_TEX","Jayson Werth_WAS","Yasmany Tomas_ARI","Nicholas Castellanos_DET","Matt Davidson_CWS","Whit Merrifield_KC","Peter O'Brien_KC","Eddie Rosario_MIN","Byron Buxton_MIN","Jason Heyward_CHC","Aaron Altherr_PHI","Brian McCann_HOU","Joey Gallo_TEX","Adam Lind_WAS","Victor Martinez_DET","Tyler Saladino_CWS","Stephen Vogt_OAK","Jorge Polanco_MIN","Michael Saunders_PHI","Albert Almora_CHC","Delino DeShields_TEX","Yuli Gurriel_HOU","David Peralta_ARI","Alex Avila_DET","Alcides Escobar_KC","Avisail Garcia_CWS","Cheslor Cuthbert_KC","Miguel Montero_CHC","Jon Jay_CHC","Tyler Naquin_CLE","Paulo Orlando_KC","Billy Burns_KC","Josh Phegley_OAK","Mark Canha_OAK","Howie Kendrick_PHI","Freddy Galvis_PHI","Jurickson Profar_TEX","Derek Fisher_HOU","Matt Wieters_WAS","Chris Owings_ARI","Brandon Drury_ARI","Jorge Bonifacio_KC","Yonder Alonso_OAK","Matt Szczur_CHC","Rhys Hoskins_PHI","Ian Happ_CHC","Marwin Gonzalez_HOU","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Charlie Tilson_CWS","Jed Lowrie_OAK","Danny Santana_MIN","Daniel Nava_PHI","Cameron Rupp_PHI","Tommy La Stella_CHC","Robinson Chirinos_TEX","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Brandon Guyer_CLE","Bradley Zimmer_CLE","Ryan O'Hearn_KC","Jake Smolinski_OAK","Jason Castro_MIN","Ryan LaMarre_OAK","Andrew Knapp_PHI","Pete Kozma_TEX","Brett Nicholas_TEX","Socrates Brito_ARI","Austin Jackson_CLE","Yan Gomes_CLE","Terrance Gore_KC","Chris Gimenez_MIN","Eduardo Escobar_MIN","Bruce Maxwell_OAK","Jake Marisnick_HOU","Ryan Rua_TEX","Stephen Drew_WAS","Giovanny Urshela_CLE","JaCoby Jones_DET","James McCann_DET","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Brock Stassi_PHI","Wilmer Difo_WAS","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Yandy Diaz_CLE","Cody Asche_CWS","Matt Joyce_OAK","Andres Blanco_PHI","Hanser Alberto_TEX","Chris Heisey_WAS","Jose Iglesias_DET","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Raul Mondesi_KC","Adam Rosales_OAK","Ehire Adrianza_MIN","Chris Iannetta_ARI","Jim Adduci_DET","Roberto Perez_CLE","Yolmer Sanchez_CWS","Jose Lobaton_WAS","Daniel Descalso_ARI","Rafael Bautista_WAS","Kevan Smith_CWS","Chad Pinder_OAK","Ty Kelly_PHI","Eloy Jimenez_CHC","Tony Kemp_HOU","Nick Ahmed_ARI","Michael Martinez_CLE","Drew Butera_KC","Jaff Decker_OAK","Drew Robinson_TEX","Andrew Romine_DET","Zack Collins_CWS","Matt Olson_OAK","Jeff Mathis_ARI","Grant Green_WAS"
148.430830039526,0,51.2319711538461,0,0,0,28.6471861471861,49.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.38322368421,84.0992647058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9850643382353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61.1566666666667,0,6.63166666666667,0,0,0,0,0,0,0.184782608695652,0,0,0,0,8.07017543859649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7516339869281,0,0,0,28.7712418300654,3.99802371541502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2371541501976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.2319711538461,0,150.43956043956,0,0,0,65.5164835164835,-3.97435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.1136363636364,28.9444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.63166666666667,0,69.94,0,0,0,0,0,0,16.4239130434783,0,0,0,0,21.4152046783626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3660130718954,0,0,0,-6.43790849673203,34.9925889328064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9802371541502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,73.7228260869565,-11.7666666666667,0,0,0,0,0,-12.8744588744589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40659340659341,10.5974025974026,0,0,0,0,0,0,2.86904761904762,0,0,0,0,0,0,0,0,0,0,0,0,-7.7280701754386,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8333333333334,0,0,0,0,0,0,0,0,0,0,0,-13.0916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89010989010989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-11.7666666666667,37.6798418972332,0,0,0,0,0,8.53801169590643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92307692307692,4.43333333333333,0,0,0,0,0,0,-7.73684210526316,0,0,0,0,0,0,0,0,0,0,0,0,14.8235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.38095238095238,0,0,0,0,0,0,0,0,0,0,0,13.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.6471861471861,0,65.5164835164835,0,0,0,111.810276679842,-6.65204678362573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6743421052631,8.59803921568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.078947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.375,0,-3.97435897435897,0,0,0,-6.65204678362573,81.5368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1209150326797,9.58571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,65.0769230769231,0,0,0,0,0,0,0,0,0,0,0,3.15909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42857142857143,0,0,0,0,0,0,0,0,-10.4444444444444,0,0,0,0,0,0,27.5363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.5,0,0,0,0
0,0,0,0,0,0,0,0,0,42.4078947368421,0,0,0,-5.42105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.516339869281,0,0,0,0,0,0,0,0,7.40808823529412,0,0,0,0,0,0,0,0,0,0,-6.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.06578947368421,17.3161764705882,0,0,0,0,0,0,0,0,-3.37581699346405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.184782608695652,0,16.4239130434783,0,0,0,0,0,0,33.4619565217391,0,0,0,0,7.00292397660819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6838235294118,0,0,0,5.65073529411765,14.9632034632035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0513833992095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-12.8744588744589,8.53801169590643,0,0,0,0,0,61.8268398268398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7307692307692,5.99473684210526,0,0,0,0,0,0,-3.53216374269006,0,0,0,0,0,0,0,0,0,0,0,0,-9.48161764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61538461538461,0,0,0,0,0,0,0,0,0,0,0,-3.15384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1263736263736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,56.1732804232804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8350317028986,0,0,0,0,0,0,0,0,15.3683333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44861660079051,21.536231884058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40384615384615,0,0,0,0,0,0,0,-2.75641025641026,0
0,0,0,0,0,0,0,0,0,-5.42105263157895,0,0,0,89.3904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.218567251462,0,0,0,0,0,0,0,0,14.6797385620915,0,0,0,0,0,0,0,0,0,0,15.5083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,30.4983660130719,0,0,0,0,0,0,0,0,6.61695906432749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4329710144928,0,0,0,0,-1.95652173913043,0,4.71052631578947,0,0,0,0,8.89673913043478,3.53246753246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.07017543859649,0,21.4152046783626,0,0,0,0,0,0,7.00292397660819,0,0,0,0,37.2865497076023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.39393939393939,0,0,0,0.727272727272727,18.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5130718954248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6471861471861,0,0,0,0,0,0,0,0,0,0,0,15.5166666666667,0,0,0,0,0,0,25.1988304093567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31428571428571,0,0,0,0,0,0,0,0,0,-4.66190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42483660130719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6153846153846,0,0,0,0,25.197628458498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663333333333333,35.1969230769231,0,0,0,0,0,0.0553846153846154,0,-2.00292397660819,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5830769230769,0,0,0,0,0,0,0,0,0,0,0,-10.9230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.95652173913043,0,0,0,0,36.7826086956522,0,14.3362573099415,0,0,0,0,5.65217391304348,26.3582251082251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.15909090909091,0,0,0,0,0,0,0,0,0,0,0,48.9619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7923976608188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1738095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1060606060606,0,0,0,0,0,0,0,0,17.6285714285714,0,0,0,0,0,0,-9.78095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7954545454545,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71052631578947,0,0,0,0,14.3362573099415,0,55.8070175438597,0,0,0,0,8.96491228070176,13.1176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3525641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1449275362319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57692307692308,0,0,0,0,0,0,0,0,0,0,0,0,11.800395256917,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346320346320346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55882352941176,0,0,0,0,0,0,0,-0.29004329004329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96078431372549,0,0,0,0,0,0,0,0,-12.3713235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
