"Bryce Harper_WAS","Mike Trout_LAA","Daniel Murphy_WAS","Anthony Rendon_WAS","Justin Smoak_TOR","Edwin Encarnacion_CLE","Michael Brantley_CLE","Jose Ramirez_CLE","Francisco Lindor_CLE","Carlos Santana_CLE","Adam Eaton_WAS","Trea Turner_WAS","Jason Kipnis_CLE","Bradley Zimmer_CLE","Ryan Zimmerman_WAS","Brian Goodwin_WAS","Josh Donaldson_TOR","Jose Bautista_TOR","Wilmer Difo_WAS","Albert Pujols_LAA","Luis Valbuena_LAA","Jefry Marte_LAA","Rajai Davis_OAK","Khris Davis_OAK","Yonder Alonso_OAK","Devon Travis_TOR","Ryan Braun_MIL","Abraham Almonte_CLE","Andrelton Simmons_LAA","Stephen Drew_WAS","Ben Revere_LAA","Marcus Semien_OAK","Adam Lind_WAS","Travis Shaw_MIL","Cameron Maybin_LAA","CJ Cron_LAA","Francisco Mejia_CLE","Russell Martin_TOR","Michael Taylor_WAS","Domingo Santana_MIL","Lonnie Chisenhall_CLE","Brandon Guyer_CLE","Nick Franklin_LAA","Bobby Bradley_CLE","Jayson Werth_WAS","Eric Thames_MIL","Greg Allen_CLE","Kendrys Morales_TOR","Matt Joyce_OAK","Jesus Aguilar_MIL","Martin Maldonado_LAA","Austin Jackson_CLE","Erik Gonzalez_CLE","Ezequiel Carrera_TOR","Rob Refsnyder_TOR","Eric Sogard_MIL","Hernan Perez_MIL","Jonathan Villar_MIL","Ryan Raburn_WAS","Keon Broxton_MIL","Yunel Escobar_LAA","Yan Gomes_CLE","Giovanny Urshela_CLE","Miguel Montero_TOR","Steve Pearce_TOR","Jed Lowrie_OAK","Dalton Pompey_TOR","Rowdy Tellez_TOR","Matt Wieters_WAS","Kole Calhoun_LAA","Yandy Diaz_CLE","David Fletcher_LAA","Eric Young_LAA","Roberto Perez_CLE","Tyler Naquin_CLE","Nolan Fontana_LAA","Jarrod Saltalamacchia_TOR","Troy Tulowitzki_TOR","Chris Carter_OAK","Kevin Pillar_TOR","Ryon Healy_OAK","Manny Pina_MIL","Stephen Vogt_MIL","Adrian Sanchez_WAS","Orlando Arcia_MIL","Darrell Ceciliani_TOR","Mark Canha_OAK","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Chris Coghlan_TOR","Anthony Alford_TOR","Joey Wendle_OAK","Matt Chapman_OAK","Chris Heisey_WAS","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Michael Reed_MIL","Lewis Brinson_MIL","Michael Martinez_CLE","Juan Graterol_LAA","Daniel Robertson_CLE","Carlos Perez_LAA","Ryan Goins_TOR","Dwight Smith_TOR","Matt Olson_OAK","Pedro Severino_WAS","Cliff Pennington_LAA","Shane Robinson_LAA","Kaleb Cowart_LAA","Jake Smolinski_OAK","Luke Maile_TOR","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Rafael Bautista_WAS","Brett Phillips_MIL","Jacob Nottingham_MIL","Jose Lobaton_WAS","Corey Ray_MIL","Ryan Cordell_MIL","Adam Rosales_OAK","Josh Phegley_OAK","Yadiel Rivera_MIL","Jett Bandy_MIL","Darwin Barney_TOR","Jaff Decker_OAK","Ryan Lavarnway_OAK","Mike Ohlman_TOR","Jaycob Brugman_OAK","Renato Nunez_OAK","Chad Pinder_OAK","Franklin Barreto_OAK","Andrew Stevenson_WAS"
100.588245088245,0,5.05835010060362,21.7679968701095,0,0,0,0,0,0,0,19.065233785822,0,0,18.679020979021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7470238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5070134424313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45.5609579100145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77979797979798,-5.68157894736842,0,0,0,0,0,0,0,10.1689291101056,0,0,0,0,0,12.2674253200569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.30959595959596,0,0,0,0,0,0,0,0,0,3.8371266002845,0,0,0,0,0,0,0,0,1.17730496453901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.05835010060362,0,63.6799740344044,15.3087899543379,0,0,0,0,0,0,0,17.261355695318,0,0,13.9997868712702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7549019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6155474894132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.7679968701095,0,15.3087899543379,118.429746835443,0,0,0,0,0,0,0,-7.77009084556254,0,0,1.42881500426257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1959361393324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6431911163063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,76.3717086834734,0,0,0,0,0,0,0,0,0,0,0,17.6163265306122,-1.43459383753501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2296296296296,0,0,0,0,0,0,0,0,0,10.4995004995005,0,0,0,0,0,4.47865853658537,0,0,0,0,0,0,0,0,0,0,10.01393728223,0,0,0,0,0,0,0,0,0,0,0,0,8.12155297532656,0,1.05221518987342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.16841369671558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09090909090909,0,0,0,0,0,0,0,0
0,0,0,0,0,84.3367756741251,15.3571428571429,31.5280063291139,-7.17278871583897,3.19831223628692,0,0,-1.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31063122923588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3932244404114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15.3571428571429,42.3079455662862,16.7671328671329,10.8835368611488,3.36379928315412,0,0,12.2880549682875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31754032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48005319148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,31.5280063291139,16.7671328671329,82.075157773953,3.8612988539524,20.2197338526452,0,0,4.95676691729323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4912891986063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63502506265664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-7.17278871583897,10.8835368611488,3.8612988539524,59.2841486233627,-2.00421559771153,0,0,17.7398669086509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7389006342495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08971361776739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.19831223628692,3.36379928315412,20.2197338526452,-2.00421559771153,53.1977666764619,0,0,13.2171052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.434756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.427609427609428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
