"Jake Lamb_ARI","Paul Goldschmidt_ARI","Aaron Judge_NYY","Francisco Lindor_CLE","Travis Shaw_MIL","Andrew Benintendi_BOS","Gary Sanchez_NYY","Josh Donaldson_TOR","Eric Thames_MIL","Brett Gardner_NYY","Nelson Cruz_SEA","Justin Smoak_TOR","Domingo Santana_MIL","Joey Votto_CIN","Cody Bellinger_LAD","Matt Holliday_NYY","Ryan Braun_MIL","Jose Ramirez_CLE","JD Martinez_DET","Xander Bogaerts_BOS","Starlin Castro_NYY","Jonathan Schoop_BAL","Chris Owings_ARI","Zack Cozart_CIN","Chris Taylor_LAD","Mookie Betts_BOS","Aaron Hicks_NYY","David Peralta_ARI","AJ Pollock_ARI","Carlos Santana_CLE","Didi Gregorius_NYY","Robinson Cano_SEA","Danny Valencia_SEA","Edwin Encarnacion_CLE","Michael Brantley_CLE","Jason Kipnis_CLE","Bradley Zimmer_CLE","Manny Machado_BAL","Adam Duvall_CIN","Lonnie Chisenhall_CLE","Avisail Garcia_CWS","Ian Kinsler_DET","Justin Upton_DET","Chris Davis_BAL","Jean Segura_SEA","Hernan Perez_MIL","Jonathan Villar_MIL","Eugenio Suarez_CIN","Todd Frazier_CWS","Hanley Ramirez_BOS","Corey Seager_LAD","Dustin Pedroia_BOS","Adam Jones_BAL","Chris Carter_NYY","Yasmany Tomas_ARI","Scott Schebler_CIN","Leury Garcia_CWS","Jose Abreu_CWS","Eric Sogard_MIL","Jesus Aguilar_MIL","Nick Ahmed_ARI","Scooter Gennett_CIN","Miguel Cabrera_DET","Jose Iglesias_DET","Seth Smith_BAL","Mark Trumbo_BAL","Mike Zunino_SEA","Kevin Pillar_TOR","Joc Pederson_LAD","Yasiel Puig_LAD","Tim Anderson_CWS","Jacoby Ellsbury_NYY","Russell Martin_TOR","Kyle Seager_SEA","Gregor Blanco_ARI","Brandon Drury_ARI","Justin Turner_LAD","Tyler Saladino_CWS","Mitch Moreland_BOS","Jackie Bradley_BOS","Taylor Motter_SEA","Devon Travis_TOR","Chris Iannetta_ARI","Yasmani Grandal_LAD","Billy Hamilton_CIN","Jose Peraza_CIN","Abraham Almonte_CLE","Tyler Naquin_CLE","Yolmer Sanchez_CWS","Yoan Moncada_CWS","Andrew Romine_DET","Alex Avila_DET","Nicholas Castellanos_DET","Welington Castillo_BAL","Melky Cabrera_CWS","Brandon Guyer_CLE","Matt Davidson_CWS","Yan Gomes_CLE","Greg Bird_NYY","Jose Bautista_TOR","Jarrod Dyson_SEA","Mitch Haniger_SEA","Daniel Descalso_ARI","Nick Franklin_MIL","Jeremy Hazelbaker_ARI","Franklin Gutierrez_LAD","Austin Jackson_CLE","Pablo Sandoval_BOS","Brock Holt_BOS","Steve Pearce_TOR","Keon Broxton_MIL","Rey Fuentes_ARI","Phillip Ervin_CIN","Victor Martinez_DET","Joey Rickard_BAL","Rob Refsnyder_NYY","Troy Tulowitzki_TOR","Ben Gamel_SEA","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Socrates Brito_ARI","Adrian Gonzalez_LAD","Chase Utley_LAD","Trayce Thompson_LAD","Austin Barnes_LAD","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Jacob May_CWS","Charlie Tilson_CWS","Chase Headley_NYY","Craig Gentry_BAL","Hyun Soo Kim_BAL","Trey Mancini_BAL","Leonys Martin_SEA","Chris Herrmann_ARI","Jett Bandy_MIL","Andrew Toles_LAD","Yandy Diaz_CLE","Chris Young_BOS","Kendrys Morales_TOR","Ezequiel Carrera_TOR","Logan Forsythe_LAD","Kike Hernandez_LAD","Arismendy Alcantara_CIN","Rob Segedin_LAD","Omar Narvaez_CWS","Cody Asche_CWS","Willy Garcia_CWS","Dixon Machado_DET","John Hicks_DET","JaCoby Jones_DET","James McCann_DET","Mikie Mahtook_DET","Dalton Pompey_TOR","Rowdy Tellez_TOR","Orlando Arcia_MIL","Andre Ethier_LAD","Geovany Soto_CWS","Christian Vazquez_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Tyler Collins_DET","Gleyber Torres_NYY","Ryan Goins_TOR","Brett Phillips_MIL","Scott Van Slyke_LAD","Jesse Winker_CIN","Rafael Devers_BOS","Jarrod Saltalamacchia_TOR","Guillermo Heredia_SEA","Roberto Perez_CLE","Daniel Robertson_CLE","Kevan Smith_CWS","Adam Engel_CWS","Clint Frazier_CLE","Jim Adduci_DET","Alex Presley_DET","Josh Rutledge_BOS","Sam Travis_BOS","Ronald Torreyes_NYY","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Darrell Ceciliani_TOR","Sandy Leon_BOS","Paul Janish_BAL","Francisco Pena_BAL","Austin Romine_NYY","Ryan Flaherty_BAL","Luis Sardinas_BAL","DJ Peterson_SEA","Anthony Alford_TOR","Boog Powell_SEA","Lewis Brinson_MIL","Devin Mesoraco_CIN","Nick Senzel_CIN","Francisco Mejia_CLE","Deven Marrero_BOS","Kyle Higashioka_NYY","Tuffy Gosewisch_SEA","Chris Coghlan_TOR","Dwight Smith_TOR","Kyle Lewis_SEA","Ryan Cordell_MIL","Corey Ray_MIL","Tucker Barnhart_CIN","Patrick Kivlehan_CIN","Zack Collins_CWS","Bobby Bradley_CLE","Ruben Tejada_BAL","Caleb Joseph_BAL","Tyler Austin_NYY","Miguel Andujar_NYY","Anthony Santander_BAL","Chance Sisco_BAL","Tyler Smith_SEA","Richard Urena_TOR","Jeff Mathis_ARI","Michael Reed_MIL","Mike Freeman_LAD","Willie Calhoun_LAD","Alex Verdugo_LAD","Jorge Mateo_NYY","Luke Maile_TOR","Daniel Vogelbach_SEA","Harold Ramirez_TOR","Christian Walker_ARI","Domingo Leyba_ARI","Jacob Nottingham_MIL","Brett Eibner_LAD","JJ Hardy_BAL","Tyler Wade_NYY","Dawel Lugo_ARI","Greg Allen_CLE","Darwin Barney_TOR","Mike Ohlman_TOR","Jack Reinheimer_ARI","Stuart Turner_CIN"
69.5814935064935,8.0041928721174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.74930619796485,0,0,0,0,26.7441860465116,-3.17241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16904761904762,0,0,0,0,0,-19.0626780626781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0449260042283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49287749287749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0041928721174,63.2909860859044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55102040816327,0,0,0,0,13.6788617886179,35.618611241735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48245614035088,0,0,0,0,0,14.0073891625616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,88.4143686502177,0,0,0,17.1283068783069,0,0,26.1338383838384,0,0,0,0,0,18.6965772432932,0,0,0,0,19.7757619738752,0,0,0,0,0,-4.50891265597148,0,0,0,-9.88068181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98743961352657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,65.6266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53457446808511,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,-2.61968085106383,7.10569105691057,15.0277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.14260249554367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,74.3825354609929,0,0,0,20.7653846153846,0,0,0,5.07207207207207,0,0,0,-16.8025362318841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.726436781609195,-1.198606271777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47795163584637,0,0,0,0,0,0,0,1.1038961038961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.1615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83042973286876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,79.4991496598639,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6075757575758,0,0,0,0,0,31.1304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2834008097166,0,14.5506072874494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3961352657005,2.26559714795009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17.1283068783069,0,0,0,89.8574712643678,0,0,20.952380952381,0,0,0,0,0,21.7301587301587,0,0,0,0,16.6071428571429,0,0,0,0,0,31.5649350649351,0,0,0,-0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.85238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.03692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.1181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20.7653846153846,0,0,0,88.446365248227,0,0,0,-2.51726726726727,0,0,0,24.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8333333333333,1.34030197444832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50525525525526,0,0,0,0,0,0,0,17.1904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.49076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41768292682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26.1338383838384,0,0,0,20.952380952381,0,0,79.9503546099291,0,0,0,0,0,23.7038327526132,0,0,0,0,10.1336725254394,0,0,0,0,0,18.9593596059113,0,0,0,9.4010752688172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2359756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
