"Miguel Sano_MIN","Brian Dozier_MIN","Kris Bryant_CHC","Anthony Rizzo_CHC","Michael Brantley_CLE","Francisco Lindor_CLE","Edwin Encarnacion_CLE","Carlos Santana_CLE","Kennys Vargas_MIN","Billy Hamilton_CIN","Matt Carpenter_STL","Joey Votto_CIN","Jason Kipnis_CLE","Max Kepler_MIN","Jose Ramirez_CLE","Buster Posey_SF","Robbie Grossman_MIN","Eddie Rosario_MIN","Jedd Gyorko_STL","Joe Mauer_MIN","Byron Buxton_MIN","Kolten Wong_STL","Stephen Piscotty_STL","Kyle Schwarber_CHC","Aledmys Diaz_STL","Jorge Polanco_MIN","Dexter Fowler_STL","Javier Baez_CHC","Brandon Belt_SF","Adam Duvall_CIN","Ben Zobrist_CHC","Denard Span_SF","Eugenio Suarez_CIN","Zack Cozart_CIN","Tommy Pham_STL","Randal Grichuk_STL","Eduardo Nunez_SF","Lonnie Chisenhall_CLE","Eduardo Escobar_MIN","Jason Heyward_CHC","Jeimer Candelario_CHC","Hunter Pence_SF","Christian Arroyo_SF","Bradley Zimmer_CLE","Yadier Molina_STL","Addison Russell_CHC","Magneuris Sierra_STL","Chris Gimenez_MIN","Brandon Guyer_CLE","Abraham Almonte_CLE","Jason Castro_MIN","Miguel Montero_CHC","Jon Jay_CHC","Brandon Crawford_SF","Austin Jackson_CLE","Yan Gomes_CLE","Willson Contreras_CHC","Joe Panik_SF","Jose Peraza_CIN","Albert Almora_CHC","Jarrett Parker_SF","Scott Schebler_CIN","Tyler Naquin_CLE","Giovanny Urshela_CLE","Jhonny Peralta_STL","Scooter Gennett_CIN","Phillip Ervin_CIN","Ehire Adrianza_MIN","Jose Martinez_STL","Matt Adams_STL","Nick Hundley_SF","Mac Williamson_SF","Yandy Diaz_CLE","Greg Garcia_STL","Ian Happ_CHC","Aaron Hill_SF","Arismendy Alcantara_CIN","Kelby Tomlinson_SF","Roberto Perez_CLE","Tommy La Stella_CHC","Harrison Bader_STL","Carson Kelly_STL","Gorkys Hernandez_SF","Conor Gillaspie_SF","Jesse Winker_CIN","Michael Martinez_CLE","Justin Ruggiano_SF","Drew Stubbs_SF","Michael Morse_SF","Eric Fryer_STL","Devin Mesoraco_CIN","Tim Federowicz_SF","Tucker Barnhart_CIN","Eloy Jimenez_CHC","Chris Marrero_SF","Patrick Kivlehan_CIN","Stuart Turner_CIN"
83.6615384615385,-2.8695652173913,0,0,0,0,0,0,0,0,0,0,0,26.1220238095237,0,0,12.2690058479532,-6.41333333333333,0,15.6,24.905303030303,0,0,0,0,1.30434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96323529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.8695652173913,43.2753623188406,0,0,0,0,0,0,0,0,0,0,0,24.8026315789474,0,0,-5.09558823529412,-9.59420289855072,0,-0.75,15.9184210526316,0,0,0,0,-3.02164502164502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1544117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,65.5816091954023,-1.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,10.3225108225108,0,0,16.4025974025974,0,0,0,0,0,0,0,0,4.93297101449275,0,0,0,0,0,28.3066239316239,0,0,0,0,0,0,0,0,0,0,-5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.03448275862069,58.3965517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692307692308,0,0,0,0.00865800865800866,0,0,8.08300395256917,0,0,0,0,0,0,0,0,27.0398550724638,0,0,0,0,0,4.41452991452991,0,0,0,0,0,0,0,0,0,0,20.4761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,56.7900432900433,12.1125541125541,7.57575757575758,9.4004329004329,0,0,0,0,16.0909090909091,0,20.7166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9230769230769,0,0,0,0,0,4.30952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12.1125541125541,83.6137931034483,-4.08965517241379,8.6551724137931,0,0,0,0,19.0166666666667,0,13.1005291005291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.483552631579,0,0,0,0,0,1.14327485380117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.57575757575758,-4.08965517241379,35.8402298850575,2,0,0,0,0,6.45,0,14.4550264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32105263157895,0,0,0,0,0,3.40643274853801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9.4004329004329,8.6551724137931,2,46.9655172413793,0,0,0,0,5.45833333333333,0,36.2962962962962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84736842105263,0,0,0,0,0,-10.7105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,75.7462365591398,0,1.05268817204301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9444444444444,0,0,34.1931216931218,10.4017094017094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1157407407408,0,0,-1.71264367816092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17380952380952,0,0,0,0
0,0,0,0,0,0,0,0,0,0,47.02849002849,0,0,0,0,0,0,0,15.8571428571429,0,0,-3.05928853754941,-1.86928104575163,0,18.6403162055336,0,-15.3285714285714,0,0,0,0,0,0,0,0,-2.50333333333333,0,0,0,0,0,0,0,0,-4.2463768115942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.05268817204301,0,61.7386363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.958620689655172,0,0,6.87931034482759,7.29556650246305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04433497536946,0,0,-1.55806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4802371541502,0,0,0,0
0,0,0,0,16.0909090909091,19.0166666666667,6.45,5.45833333333333,0,0,0,0,27.1833333333333,0,-1.85833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7051282051282,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.1220238095237,24.8026315789474,0,0,0,0,0,0,0,0,0,0,0,43.974025974026,0,0,19.7047619047619,4.26666666666667,0,-2.26315789473684,20.8823529411765,0,0,0,0,-4.88421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20.7166666666667,13.1005291005291,14.4550264550265,36.2962962962962,0,0,0,0,-1.85833333333333,0,88.3280423280423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0973684210526,0,0,0,0,0,-10.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.025641025641,0,0,0,0,0,0,0,0,0,0,0,0,-1.17391304347826,0,0,0,0,0,0,0,-4.78632478632479,0,0,0,0,13.2119565217391,0,0,0,0,0,0,0,0,0,0,0,1.63333333333333,0,0,0,-6.1268115942029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2690058479532,-5.09558823529412,0,0,0,0,0,0,0,0,0,0,0,19.7047619047619,0,0,32.093567251462,-2.05882352941176,0,-1.61904761904762,3.10833333333333,0,0,0,0,5.73529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.41333333333333,-9.59420289855072,0,0,0,0,0,0,0,0,0,0,0,4.26666666666667,0,0,-2.05882352941176,26.5661538461538,0,9.54761904761905,5.69264069264069,0,0,0,0,2.85144927536232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.27450980392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15.8571428571429,0,0,0,0,0,0,0,81.6916996047431,0,0,10.6209150326797,11.5769230769231,0,35.8618421052631,0,-10.1397058823529,0,0,0,0,0,0,0,0,-19.1428571428571,0,0,0,0,0,0,0,0,0.987012987012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.6,-0.75,0,0,0,0,0,0,0,0,0,0,0,-2.26315789473684,0,0,-1.61904761904762,9.54761904761905,0,24.9177489177489,13.9901960784314,0,0,0,0,-3.66315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.905303030303,15.9184210526316,0,0,0,0,0,0,0,0,0,0,0,20.8823529411765,0,0,3.10833333333333,5.69264069264069,0,13.9901960784314,32.703557312253,0,0,0,0,3.78354978354978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
