"Miguel Sano_MIN","Brian Dozier_MIN","Kris Bryant_CHC","Anthony Rizzo_CHC","Michael Brantley_CLE","Francisco Lindor_CLE","Edwin Encarnacion_CLE","Carlos Santana_CLE","Kennys Vargas_MIN","Billy Hamilton_CIN","Matt Carpenter_STL","Joey Votto_CIN","Jason Kipnis_CLE","Max Kepler_MIN","Jose Ramirez_CLE","Buster Posey_SF","Robbie Grossman_MIN","Eddie Rosario_MIN","Jedd Gyorko_STL","Joe Mauer_MIN","Byron Buxton_MIN","Kolten Wong_STL","Stephen Piscotty_STL","Kyle Schwarber_CHC","Aledmys Diaz_STL","Jorge Polanco_MIN","Dexter Fowler_STL","Javier Baez_CHC","Brandon Belt_SF","Adam Duvall_CIN","Ben Zobrist_CHC","Denard Span_SF","Eugenio Suarez_CIN","Zack Cozart_CIN","Tommy Pham_STL","Randal Grichuk_STL","Eduardo Nunez_SF","Lonnie Chisenhall_CLE","Eduardo Escobar_MIN","Jason Heyward_CHC","Jeimer Candelario_CHC","Hunter Pence_SF","Christian Arroyo_SF","Bradley Zimmer_CLE","Yadier Molina_STL","Addison Russell_CHC","Magneuris Sierra_STL","Chris Gimenez_MIN","Brandon Guyer_CLE","Abraham Almonte_CLE","Jason Castro_MIN","Miguel Montero_CHC","Jon Jay_CHC","Brandon Crawford_SF","Austin Jackson_CLE","Yan Gomes_CLE","Willson Contreras_CHC","Joe Panik_SF","Jose Peraza_CIN","Albert Almora_CHC","Jarrett Parker_SF","Scott Schebler_CIN","Tyler Naquin_CLE","Giovanny Urshela_CLE","Jhonny Peralta_STL","Scooter Gennett_CIN","Phillip Ervin_CIN","Ehire Adrianza_MIN","Jose Martinez_STL","Matt Adams_STL","Nick Hundley_SF","Mac Williamson_SF","Yandy Diaz_CLE","Greg Garcia_STL","Ian Happ_CHC","Aaron Hill_SF","Arismendy Alcantara_CIN","Kelby Tomlinson_SF","Roberto Perez_CLE","Tommy La Stella_CHC","Harrison Bader_STL","Carson Kelly_STL","Gorkys Hernandez_SF","Conor Gillaspie_SF","Jesse Winker_CIN","Michael Martinez_CLE","Justin Ruggiano_SF","Drew Stubbs_SF","Michael Morse_SF","Eric Fryer_STL","Devin Mesoraco_CIN","Tim Federowicz_SF","Tucker Barnhart_CIN","Eloy Jimenez_CHC","Chris Marrero_SF","Patrick Kivlehan_CIN","Stuart Turner_CIN"
83.6615384615385,-2.8695652173913,0,0,0,0,0,0,8.96428571428571,0,0,0,0,20.897619047619,0,0,12.2690058479532,-6.41333333333333,0,15.6,19.9242424242424,0,0,0,0,1.30434782608696,0,0,0,0,0,0,0,0,0,0,0,0,22.8782051282051,0,0,0,0,0,0,0,0,4.59722222222222,0,0,9.96323529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.8695652173913,43.2753623188406,0,0,0,0,0,0,18.6190476190476,0,0,0,0,19.8421052631579,0,0,-5.09558823529412,-9.59420289855072,0,-0.75,15.9184210526316,0,0,0,0,-3.02164502164502,0,0,0,0,0,0,0,0,0,0,0,0,9.90909090909091,0,0,0,0,0,0,0,0,-4.21428571428571,0,0,15.1544117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,65.5816091954023,-1.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,10.3225108225108,0,0,16.4025974025974,0,0,0,0,0,0,0,0,4.93297101449275,0,0,0,0,0,22.6452991452991,0,0,0,0,0,37.3333333333333,17.6410256410256,0,0,0,-5.75,0,0,19.5824175824176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.03448275862069,58.3965517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692307692308,0,0,0,0.00865800865800866,0,0,8.08300395256917,0,0,0,0,0,0,0,0,27.0398550724638,0,0,0,0,0,4.41452991452991,0,0,0,0,0,5.17857142857143,14.4318181818182,0,0,0,20.4761904761905,0,0,-9.22527472527472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,56.7900432900433,12.1125541125541,7.57575757575758,9.4004329004329,0,0,0,0,16.0909090909091,0,20.7166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78787878787879,0,0,0,0,0,0,0,0,0,0,-6.45833333333333,18.9230769230769,0,0,0,0,10.9333333333333,4.30952380952381,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,37.9285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12.1125541125541,83.6137931034483,-4.08965517241379,8.6551724137931,0,0,0,0,19.0166666666667,0,13.1005291005291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57692307692308,0,0,0,0,0,0,0,0,0,0,-9.74285714285714,23.5868421052632,0,0,0,0,-27.8909090909091,1.14327485380117,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,17.1047619047619,0,0,0,0,0,30.8545454545455,0,0,0,0,0,0,-18,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.57575757575758,-4.08965517241379,35.8402298850575,2,0,0,0,0,6.45,0,14.4550264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.16483516483516,0,0,0,0,0,0,0,0,0,0,4.65714285714286,5.32105263157895,0,0,0,0,-0.254545454545455,3.40643274853801,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,-2.0952380952381,0,0,0,0,0,-6.18181818181818,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9.4004329004329,8.6551724137931,2,46.9655172413793,0,0,0,0,5.45833333333333,0,29.037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0549450549451,0,0,0,0,0,0,0,0,0,0,9.54285714285714,7.84736842105263,0,0,0,0,6.82727272727273,-10.7105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01904761904762,0,0,0,0,0,4.62727272727273,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
8.96428571428571,18.6190476190476,0,0,0,0,0,0,71.4444444444444,0,0,0,0,-8.55,0,0,11.1666666666667,3.625,0,29.6666666666667,32.0555555555556,0,0,0,0,27.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,-39.6,0,0,0,0,0,0,0,0,24.6666666666667,0,0,-1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,75.7462365591398,0,1.05268817204301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9444444444444,0,0,27.3544973544974,10.4017094017094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0925925925926,0,0,-1.71264367816092,0,0,0,-41.5888888888889,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,-1.17380952380952,0,0,52.5,31
