"Jose Altuve_Hou","Carlos Correa_Hou","Ryan Braun_Mil","George Springer_Hou","Michael Brantley_Cle","Joey Votto_Cin","Edwin Encarnacion_Cle","Eric Thames_Mil","Carlos Santana_Cle","Francisco Lindor_Cle","Jason Kipnis_Cle","Jonathan Villar_Mil","Alex Bregman_Hou","Billy Hamilton_Cin","Evan Gattis_Hou","Adam Duvall_Cin","Carlos Beltran_Hou","Todd Frazier_CWS","Jose Ramirez_Cle","Josh Reddick_Hou","Jose Abreu_CWS","Jose Peraza_Cin","Norichika Aoki_Hou","Scooter Gennett_Cin","Keon Broxton_Mil","Scott Schebler_Cin","Phillip Ervin_Cin","Brian McCann_Hou","Eugenio Suarez_Cin","Domingo Santana_Mil","Yuli Gurriel_Hou","Derek Fisher_Hou","Melky Cabrera_CWS","Lorenzo Cain_KC","Zack Cozart_Cin","Tyler Naquin_Cle","Eric Hosmer_KC","Arismendy Alcantara_Cin","Travis Shaw_Mil","Hernan Perez_Mil","Alex Gordon_KC","Lonnie Chisenhall_Cle","Abraham Almonte_Cle","Salvador Perez_KC","Tim Anderson_CWS","Orlando Arcia_Mil","Marwin Gonzalez_Hou","Brandon Guyer_Cle","Bradley Zimmer_Cle","Brandon Moss_KC","Jorge Soler_KC","Nick Franklin_Mil","Jesse Winker_Cin","Tyler Saladino_CWS","Whit Merrifield_KC","Matt Davidson_CWS","Peter O'Brien_KC","Jesus Aguilar_Mil","Yan Gomes_Cle","Austin Jackson_Cle","Cheslor Cuthbert_KC","Alcides Escobar_KC","Avisail Garcia_CWS","Jake Marisnick_Hou","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Devin Mesoraco_Cin","Andrew Susac_Mil","Kirk Nieuwenhuis_Mil","Giovanny Urshela_Cle","Jorge Bonifacio_KC","Tucker Barnhart_Cin","Yandy Diaz_Cle","Charlie Tilson_CWS","Manny Pina_Mil","Ryan O'Hearn_KC","Jett Bandy_Mil","Roberto Perez_Cle","Terrance Gore_KC","Patrick Kivlehan_Cin","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Michael Martinez_Cle","Cody Asche_CWS","Geovany Soto_CWS","Omar Narvaez_CWS","Raul Mondesi_KC","Willy Garcia_CWS","Yolmer Sanchez_CWS","Stuart Turner_Cin","Kevan Smith_CWS","Drew Butera_KC","Zack Collins_CWS"
80.8088235294118,6.15384615384615,0,-7.64285714285714,0,0,0,0,0,0,0,0,19.9083333333333,0,13.0138888888889,0,-1.35,0,0,5.09615384615385,0,0,41.8,0,0,0,0,4.51818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.15384615384615,18.7692307692308,0,-4.54545454545455,0,0,0,0,0,0,0,0,0.961538461538462,0,-8.88095238095238,0,4.92307692307692,0,0,0.111111111111111,0,0,4.57142857142857,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,72.0261437908497,0,0,0,0,22.5857142857143,0,0,0,-23.4301470588235,0,0,0,0,0,0,0,0,0,0,0,0,-28.4615384615385,0,0,0,0,13.8571428571429,0,0,0,0,0,0,0,0,-17.2541666666667,-34.2678571428571,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,-12.0833333333333,0,0,0,0,0,6.24545454545455,0,58.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.64285714285714,-4.54545454545455,0,75.8857142857143,0,0,0,0,0,0,0,0,10.3516483516484,0,8.75,0,-3.50549450549451,0,0,-23.0454545454545,0,0,20.3888888888889,0,0,0,0,-19.4583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,50.2045454545455,0,32,0,-4.63636363636364,-10.0681818181818,-2.66666666666667,0,0,0,0,0,0,0,19.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,-42.05,-11.8,0,0,0,0,-7.85,0,0,0,0,0,0,0,0,0,0,18.6805555555556,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,73.140350877193,0,0,0,0,0,0,0,0.544117647058823,0,-1.57352941176471,0,0,0,0,0,11.1580882352941,0,-32.9285714285714,0,-5.125,0,0,26.5404411764706,0,0,0,0,0,9.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13333333333333,0,0,0,0,0,0,0,-9.83333333333333,0,0,0,0,0,0,0,0,0,0,9.66666666666667,0,0,0
0,0,0,0,32,0,46.4952380952381,0,10.3714285714286,-4.71428571428571,5.66666666666667,0,0,0,0,0,0,0,38.3186813186813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,-16.7,15.1607142857143,0,0,0,0,-0.357142857142857,0,0,0,0,0,0,0,0,0,0,1.625,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64545454545455,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22.5857142857143,0,0,0,0,103.558823529412,0,0,0,-23.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,-33.6987179487179,0,0,0,0,25.2121212121212,0,0,0,0,0,0,0,0,14.747619047619,84.1666666666667,0,0,0,0,0,8.40952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.65,0,0,0,0,0,-1.98611111111111,0,2.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-4.63636363636364,0,10.3714285714286,0,63.6,6.28571428571429,2.83333333333333,0,0,0,0,0,0,0,63.8351648351648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,14.1785714285714,0,0,0,0,1.64285714285714,0,0,0,0,0,0,0,0,0,0,-14.0972222222222,3.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14545454545455,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-10.0681818181818,0,-4.71428571428571,0,6.28571428571429,120,0.833333333333333,0,0,0,0,0,0,0,5.43956043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10.95,2.25,0,0,0,0,-21.75,0,0,0,0,0,0,0,0,0,0,-3.63888888888889,-42.7857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3636363636364,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
