"Mookie Betts_BOS","Michael Brantley_CLE","Hanley Ramirez_BOS","Francisco Lindor_CLE","Brian Dozier_MIN","Josh Donaldson_TOR","Edwin Encarnacion_CLE","Xander Bogaerts_BOS","Andrew Benintendi_BOS","Jose Ramirez_CLE","Carlos Santana_CLE","Miguel Sano_MIN","Jason Kipnis_CLE","Jackie Bradley_BOS","Dustin Pedroia_BOS","Jose Bautista_TOR","Evan Longoria_TB","Lorenzo Cain_KC","Eric Hosmer_KC","Mike Moustakas_KC","Mitch Moreland_BOS","Steven Souza_TB","Alex Gordon_KC","Pablo Sandoval_BOS","Max Kepler_MIN","Kennys Vargas_MIN","Troy Tulowitzki_TOR","Corey Dickerson_TB","Jorge Soler_KC","Salvador Perez_KC","Joe Mauer_MIN","Devon Travis_TOR","Brad Miller_TB","Whit Merrifield_KC","Robbie Grossman_MIN","Kendrys Morales_TOR","Russell Martin_TOR","Steve Pearce_TOR","Brandon Moss_KC","Brock Holt_BOS","Eddie Rosario_MIN","Byron Buxton_MIN","Wilson Ramos_TB","Kevin Kiermaier_TB","Alcides Escobar_KC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Cheslor Cuthbert_KC","Jorge Polanco_MIN","Colby Rasmus_TB","Chris Coghlan_TOR","Paulo Orlando_KC","Brandon Guyer_CLE","Billy Burns_KC","Bradley Zimmer_CLE","Mallex Smith_TB","Logan Morrison_TB","Matt Duffy_TB","Tim Beckham_TB","Jorge Bonifacio_KC","Kevin Pillar_TOR","Tyler Naquin_CLE","Austin Jackson_CLE","Yan Gomes_CLE","Sandy Leon_BOS","Chase d'Arnaud_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Justin Smoak_TOR","Giovanny Urshela_CLE","Ryan O'Hearn_KC","Danny Santana_MIN","Jake Bauers_TB","Rickie Weeks_TB","Terrance Gore_KC","Yandy Diaz_CLE","Jason Castro_MIN","Christian Vazquez_BOS","Deven Marrero_BOS","Josh Rutledge_BOS","Dalton Pompey_TOR","Rowdy Tellez_TOR","Peter O'Brien_KC","Christian Colon_KC","Chris Gimenez_MIN","Eduardo Escobar_MIN","Jarrod Saltalamacchia_TOR","Peter Bourjos_TB","Derek Norris_TB","Ezequiel Carrera_TOR","Roberto Perez_CLE","Chris Young_BOS","Curt Casali_TB","Ryan Goins_TOR","Raul Mondesi_KC","Jesus Sucre_TB","Daniel Robertson_TB","Michael Martinez_CLE","Ehire Adrianza_MIN","Darwin Barney_TOR","Luke Maile_TOR","Drew Butera_KC","Shane Peterson_TB"
57.0851449275362,0,10.1428571428571,0,0,0,0,8.13095238095238,24.602766798419,0,0,0,0,-11.9615384615385,4.02631578947368,0,0,0,0,0,19.5090579710145,0,0,18.8653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52272727272727,0,0,-5.1,0,0,0,0,0,0,0,0,0,4.42424242424242,0,-7,0,0,0,0,0,0,0,0,0,0,0,-7.8,0,0,0,0,0,0,0,0,0,0,0
0,58.0289473684211,0,8.9,0,0,7.13947368421053,0,0,17.0614035087719,12.6631578947368,0,15.4666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68181818181818,16.3484848484848,0,0,0,0,0,-3.4047619047619,0,0,0,0,0,0,0,0,12,10.9333333333333,6.3525641025641,0,0,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9285714285714,0,0,0,0,0,0,0,0,0,0,0,0
10.1428571428571,0,44.7549407114625,0,0,0,0,8.00865800865801,9.04545454545454,0,0,0,0,-21.6153846153846,5.17836257309941,0,0,0,0,0,7.00790513833992,0,0,13.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.363636363636364,0,0,-3.1025641025641,0,0,0,0,0,0,0,0,0,-4.54545454545455,0,-3,0,0,0,0,0,0,0,0,0,0,0,1.77777777777778,0,0,0,0,0,0,0,0,0,0,0
0,8.9,0,92.9566666666667,0,0,-7.31333333333333,0,0,7.15612648221344,11.5066666666667,0,19.9454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46363636363636,25.5,0,0,0,0,0,-11.7954545454545,0,0,0,0,0,0,0,0,24,-27.8909090909091,1.26666666666667,0,0,0,0,0,0,0,0,0,0,0,19.2727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7777777777778,0,0,0,0,0,0,-18,0,0,0,0,0
0,0,0,0,43.3008658008658,0,0,0,0,0,0,-4.88961038961039,0,0,0,0,0,0,0,0,0,0,0,0,18.7543859649123,14.8,0,0,0,0,-2.31372549019608,0,0,0,-5.01666666666667,0,0,0,0,0,-9.95238095238095,18.0130718954248,0,0,0,0,0,0,-1.96052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.1666666666667,0,0,0,0,15.5625,0,0,0,0,0,0,0,-2.86666666666667,-7.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,44.8392857142857,0,0,0,0,0,0,0,0,0,11.8035714285714,0,0,0,0,0,0,0,0,0,0,50.0357142857143,0,0,0,0,3.47619047619048,0,0,0,7.35714285714286,-2.80952380952381,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10714285714286,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,-2,0,0,0
0,7.13947368421053,0,-7.31333333333333,0,0,42.01,0,0,15.6442687747036,1.71166666666667,0,4.68181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.0454545454545,6.61666666666667,0,0,0,0,0,0.378787878787879,0,0,0,0,0,0,0,0,30,-0.254545454545455,4.28095238095238,0,0,0,0,0,0,0,0,0,0,0,-1.46969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.91111111111111,0,0,0,0,0,0,9,0,0,0,0,0
8.13095238095238,0,8.00865800865801,0,0,0,0,21.3008658008658,11.5547619047619,0,0,0,0,-1.68589743589744,-0.529411764705882,0,0,0,0,0,1.94588744588745,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.60909090909091,0,0,-0.151515151515152,0,0,0,0,0,0,0,0,0,-12.9727272727273,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,6.06666666666667,0,0,0,0,0,0,0,0,0,0,0
24.602766798419,0,9.04545454545454,0,0,0,0,11.5547619047619,41.9166666666667,0,0,0,0,2.03296703296703,4.23809523809524,0,0,0,0,0,4.025,0,0,19.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265151515151515,0,0,4.07142857142857,0,0,0,0,0,0,0,0,0,11.4551282051282,0,19,0,0,0,0,0,0,0,0,0,0,0,1.6969696969697,0,0,0,0,0,0,0,0,0,0,0
0,17.0614035087719,0,7.15612648221344,0,0,15.6442687747036,0,0,98.7667984189723,37.6324110671937,0,-9.87272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5545454545454,8.05,0,0,0,0,0,-14.2909090909091,0,0,0,0,0,0,0,0,0,-5.78888888888889,-7.12087912087912,0,0,0,0,0,0,0,0,0,0,0,20.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08333333333333,0,0,0,0,0,0,-4.5,0,0,0,0,0
