"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,13100,26.9847328244275,35.35,"Chris Sale","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,7,0,0,3,2,2,0
2,2,6800,49.8529411764706,33.9,"Alex Wood","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,6,0,0,0,5,1,0
3,1,4100,80.4878048780488,33,"J.D. Martinez","ARI",NA,"OF",6,2,2,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,3000,93.3333333333333,28,"Nick Ahmed","ARI",NA,"SS",7,2,2,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,2600,107.692307692308,28,"Francisco Pena","BAL",NA,"C",9,2,2,2,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,4100,68.2926829268293,28,"Travis Shaw","MIL",NA,"3B",4,2,1,4,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,7900,35,27.65,"Nathan Karns","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,5,0,0,2,5,1,0
8,4,8100,31.9753086419753,25.9,"Matt Moore","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7.33333333333333,0,0,1,8,3,0
9,5,5100,49.0196078431373,25,"Mookie Betts","BOS",NA,"OF",1,2,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,3600,69.4444444444444,25,"Manuel Margot","SD",NA,"OF",1,1,1,1,1,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5,5500,45.1818181818182,24.85,"Jose Berrios","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7.66666666666667,0,0,1,2,1,1
12,7,4100,56.0975609756098,23,"Jose Bautista","TOR",NA,"OF",3,1,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,6,8600,26.1627906976744,22.5,"Julio Teheran","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,0,3,2,0
14,8,4200,52.3809523809524,22,"Kevin Pillar","TOR",NA,"OF",1,2,0,1,1,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,7,10200,21.1764705882353,21.6,"Carlos Martinez","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6.66666666666667,0,0,3,5,4,0
16,8,9500,22.6315789473684,21.5,"Marcus Stroman","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6,0,0,2,8,2,0
17,9,3600,58.3333333333333,21,"Thomas Pham","STL",NA,"OF",7,2,0,2,1,3,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,10,3400,61.7647058823529,21,"Jesus Aguilar","MIL",NA,"1B",9,2,0,2,0,2,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,11,5700,35.0877192982456,20,"Bryce Harper","WAS",NA,"OF",3,2,1,2,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,9,5300,37.1698113207547,19.7,"Lisalverto Bonilla","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,8,1,0,3,6,2,0
21,12,4400,43.1818181818182,19,"Yonder Alonso","OAK",NA,"1B",5,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,13,4200,45.2380952380952,19,"Elvis Andrus","TEX",NA,"SS",2,1,0,3,1,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,14,3100,61.2903225806452,19,"Scott Schebler","CIN",NA,"OF",6,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
