"Joey Votto_CIN","Charlie Blackmon_COL","Paul Goldschmidt_ARI","Cody Bellinger_LAD","Adam Duvall_CIN","Carlos Correa_HOU","Nolan Arenado_COL","Mark Reynolds_COL","Jose Altuve_HOU","George Springer_HOU","Edwin Encarnacion_CLE","Jose Ramirez_CLE","Mookie Betts_BOS","Billy Hamilton_CIN","Marwin Gonzalez_HOU","Xander Bogaerts_BOS","Justin Turner_LAD","Chris Taylor_LAD","Corey Seager_LAD","Ian Desmond_COL","Jackie Bradley_BOS","Jake Lamb_ARI","Joc Pederson_LAD","Scooter Gennett_CIN","Lonnie Chisenhall_CLE","Dustin Pedroia_BOS","Elvis Andrus_TEX","Logan Forsythe_LAD","Zack Cozart_CIN","Trevor Story_COL","David Dahl_COL","Josh Reddick_HOU","Freddie Freeman_ATL","Francisco Lindor_CLE","Hanley Ramirez_BOS","Chris Owings_ARI","Carlos Gonzalez_COL","Gerardo Parra_COL","Evan Gattis_HOU","David Peralta_ARI","Yasiel Puig_LAD","DJ LeMahieu_COL","Arismendy Alcantara_CIN","Scott Schebler_CIN","Carlos Santana_CLE","Hunter Renfroe_SD","Joey Gallo_TEX","Adrian Gonzalez_LAD","AJ Pollock_ARI","Michael Brantley_CLE","Yasmani Grandal_LAD","Kike Hernandez_LAD","Eugenio Suarez_CIN","Raimel Tapia_COL","Jesse Winker_CIN","Rougned Odor_TEX","Andrew Benintendi_BOS","Daniel Descalso_ARI","Devin Mesoraco_CIN","Stephen Cardullo_COL","Wil Myers_SD","Robinson Chirinos_TEX","Carlos Gomez_TEX","Dustin Garneau_COL","Pat Valaika_COL","Matt Adams_ATL","Jason Kipnis_CLE","Manuel Margot_SD","Mitch Moreland_BOS","Nomar Mazara_TEX","Chase Utley_LAD","Franklin Gutierrez_LAD","Gregor Blanco_ARI","Peter O'Brien_LAD","Austin Barnes_LAD","Yasmany Tomas_ARI","Tom Murphy_COL","Ender Inciarte_ATL","Adrian Beltre_TEX","Shin-Soo Choo_TEX","Deven Marrero_BOS","Tucker Barnhart_CIN","Phillip Ervin_CIN","Brian McCann_HOU","Yuli Gurriel_HOU","Mike Napoli_TEX","Sandy Leon_BOS","Delino DeShields_TEX","Chris Herrmann_ARI","Jordan Patterson_COL","Kurt Suzuki_ATL","Tyler Naquin_CLE","Chris Iannetta_ARI","Trayce Thompson_LAD","Jose Peraza_CIN","Matt Kemp_ATL","Tyler Flowers_ATL","Ryan Schimpf_SD","Pablo Sandoval_BOS","Andrew Toles_LAD","Willie Calhoun_LAD","Tony Wolters_COL","Brandon Phillips_ATL","Derek Fisher_HOU","Adonis Garcia_ATL","Abraham Almonte_CLE","Yangervis Solarte_SD","Bradley Zimmer_CLE","Bobby Bradley_CLE","Chris Young_BOS","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Rob Segedin_LAD","Brandon Drury_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Alex Verdugo_LAD","Alexi Amarista_COL","Patrick Kivlehan_CIN","Mike Tauchman_COL","Carlos Beltran_HOU","Nick Markakis_ATL","Danny Santana_ATL","Alex Bregman_HOU","Greg Allen_CLE","Jonathan Lucroy_TEX","Christian Vazquez_BOS","Jurickson Profar_TEX","Andre Ethier_LAD","Rey Fuentes_ARI","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Cristhian Adames_COL","Erick Aybar_SD","Brandon Guyer_CLE","Jose Pirela_SD","Alex Dickerson_SD","Francisco Mejia_CLE","Jhonny Peralta_BOS","Brock Holt_BOS","Scott Van Slyke_LAD","Socrates Brito_ARI","Ryan Hanigan_COL","Jake Marisnick_HOU","Austin Jackson_CLE","Roberto Perez_CLE","Erik Gonzalez_CLE","JD Davis_HOU","Ronald Acuna_ATL","Giovanny Urshela_CLE","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Nick Senzel_CIN","Dansby Swanson_ATL","Matt Szczur_SD","Yan Gomes_CLE","Travis Jankowski_SD","Franchy Cordero_SD","Allen Cordoba_SD","Yandy Diaz_CLE","Steve Selsky_BOS","Marco Hernandez_BOS","Ryan Rua_TEX","Tzu-Wei Lin_BOS","Andy Ibanez_TEX","Stuart Turner_CIN","Norichika Aoki_HOU","Micah Johnson_ATL","Chase d'Arnaud_SD","Cory Spangenberg_SD","Rio Ruiz_ATL","Travis Demeritte_ATL","Christian Bethancourt_SD","Luis Urias_SD","Drew Stubbs_TEX","Josh Rutledge_BOS","Hanser Alberto_TEX","Sam Travis_BOS","Mike Freeman_LAD","Jeff Mathis_ARI","Jace Peterson_ATL","Kyle Tucker_HOU","Michael Martinez_CLE","Daniel Robertson_CLE","Jose Rondon_SD","Ronald Guzman_TEX","Brett Eibner_LAD","Johan Camargo_ATL","Jabari Blash_SD","Austin Hedges_SD","Carlos Asuaje_SD","Drew Robinson_TEX","Ildemaro Vargas_ARI","Anthony Recker_ATL","Juan Centeno_HOU","Tony Kemp_HOU","Hector Sanchez_SD","Luis Torrens_SD","Emilio Bonifacio_ATL","Lane Adams_ATL","Teoscar Hernandez_HOU","Colin Moran_HOU"
55.2197539302802,0,0,0,2.49315895372233,0,0,0,0,0,0,0,0,-6.88533674339301,0,0,0,0,0,0,0,0,0,-11.4864864864865,0,0,0,0,5.43828320802005,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21428571428571,2.86625258799172,0,0,0,0,0,0,0,0,-3.07686116700201,0,0,0,0,0,-5.27709359605911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86868686868687,0,0,0,0,0,0,0,0,0,0,0,0,10.4507672634271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71.5527582376897,0,0,0,0,9.70833333333333,16.5174825174825,0,0,0,0,0,0,0,0,0,0,0,8.50724637681159,0,0,0,0,0,0,0,0,0,1.04104010025063,0,0,0,0,0,0,7.04839685420448,13.5862068965517,0,0,0,9.6191389599318,0,0,0,0,0,0,0,0,0,0,0,29.8846153846154,0,0,0,0,0,5.4,0,0,0,4.21428571428571,20.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3076109936575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8131868131868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,67.1514035087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19114688128773,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.768509615384615,0,0,0,22.5243506493506,0,0,0,0,0,0,0,0,31.089247311828,0,0,0,0,0,0,0,0,3.48039215686275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1923076923077,0,0,2.48245614035088,0,0,0,0,0,0,0,0,0,0,0,0,18.6523076923077,0,0,0,-7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,18.8783712321523,15.3460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38502673796791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,99.4038112522686,0,0,0,0,0,0,0,0,0,0,0,0,13.1033613445378,10.3649398704903,24.3673469387755,0,0,0,-10.1630769230769,0,0,0,0,1.35897435897436,0,0,0,0,0,0,0,0,0,0,0,0,39.5937198067633,0,0,0,0,0,0,-4.06833333333333,0,0,-6.97674418604651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63461538461539,-1.02380952380952,0,0,3.20833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83333333333333,0,0,0,0,0,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.49315895372233,0,0,0,71.4329979879276,0,0,0,0,0,0,0,0,12.5974702380952,0,0,0,0,0,0,0,0,0,8.17741935483871,0,0,0,0,-20.1764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1428571428571,2.078125,0,0,0,0,0,0,0,0,10.7475961538462,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111538461538462,0,0,0,0,0,0,0,0,0,0,0,0,8.55222734254992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,60.7839034205231,0,0,-5.07462686567164,13.5806051587302,0,0,0,0,9.41583610188261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5266666666667,0,0,0,0,0,0,15.3179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.52867715078631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26013309134906,0,0,4.23215230037017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.70833333333333,0,0,0,0,67.954954954955,10.0307553143374,0,0,0,0,0,0,0,0,0,0,0,20.7548566142461,0,0,0,0,0,0,0,0,0,10.3038847117794,0,0,0,0,0,0,1.50453720508167,-1.6633064516129,0,0,0,10.9507246376812,0,0,0,0,0,0,0,0,0,0,0,4.17619047619048,0,0,0,0,0,14.05,0,0,0,-2.2,55.7272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.84778012684989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16.5174825174825,0,0,0,0,10.0307553143374,74.1270247229326,0,0,0,0,0,0,0,0,0,0,0,3.85191637630662,0,0,0,0,0,0,0,0,0,0.345911949685535,0,0,0,0,0,0,13.0452488687783,4.01538461538462,0,0,0,6.55555555555556,0,0,0,0,0,0,0,0,0,0,0,-4.46153846153846,0,0,0,0,0,0.1,0,0,0,2.06593406593407,13.5054945054945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8192307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-5.07462686567164,0,0,60.036036036036,-1.52463768115942,0,0,0,0,2.66651248843663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.36512928022362,0,0,0,0,0,0,3.27177700348432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.86262719703978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2363387978142,0,0,4.78741258741259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88541666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17421602787456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0
0,0,0,0,0,13.5806051587302,0,0,-1.52463768115942,71.6627766599598,0,0,0,0,4.98939393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.47061224489796,0,0,0,0,0,0,20.1786585365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0458768873403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24198427102238,0,0,9.67281105990783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71794871794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
