"Paul Goldschmidt_ARI","Jay Bruce_NYM","Jake Lamb_ARI","Carlos Correa_HOU","AJ Pollock_ARI","Jose Altuve_HOU","Francisco Lindor_CLE","Cody Bellinger_LAD","Michael Conforto_NYM","George Springer_HOU","Michael Brantley_CLE","Chris Owings_ARI","Yasmany Tomas_ARI","Neil Walker_NYM","Brandon Drury_ARI","Giancarlo Stanton_MIA","Eduardo Nunez_SF","Logan Morrison_TB","Carlos Santana_CLE","Buster Posey_SF","Evan Longoria_TB","Corey Dickerson_TB","Asdrubal Cabrera_NYM","Justin Turner_LAD","Kevin Kiermaier_TB","Wilson Ramos_TB","Steven Souza_TB","Edwin Encarnacion_CLE","Brad Miller_TB","Jose Ramirez_CLE","Yoenis Cespedes_NYM","David Wright_NYM","Jose Reyes_NYM","Marcell Ozuna_MIA","Jason Kipnis_CLE","Colby Rasmus_TB","Lucas Duda_NYM","Justin Bour_MIA","Josh Reddick_HOU","Evan Gattis_HOU","Christian Yelich_MIA","David Peralta_ARI","Curtis Granderson_NYM","Dee Gordon_MIA","Corey Seager_LAD","Matt Duffy_TB","Brian McCann_HOU","Carlos Beltran_HOU","Alex Bregman_HOU","Yasiel Puig_LAD","Lonnie Chisenhall_CLE","Marwin Gonzalez_HOU","Logan Forsythe_LAD","Joc Pederson_LAD","Tim Beckham_TB","Wilmer Flores_NYM","Hunter Pence_SF","Jake Bauers_TB","TJ Rivera_NYM","Gregor Blanco_ARI","JT Realmuto_MIA","Brandon Belt_SF","Chris Taylor_LAD","Christian Arroyo_SF","Brandon Guyer_CLE","Bradley Zimmer_CLE","Nick Ahmed_ARI","Jeremy Hazelbaker_ARI","Derek Fisher_HOU","Yuli Gurriel_HOU","Norichika Aoki_HOU","Denard Span_SF","Adrian Gonzalez_LAD","Joe Panik_SF","Tyler Naquin_CLE","Rickie Weeks_TB","Derek Norris_TB","Rey Fuentes_ARI","Chris Herrmann_ARI","Travis d'Arnaud_NYM","Martin Prado_MIA","Yasmani Grandal_LAD","Austin Jackson_CLE","Yan Gomes_CLE","Peter Bourjos_TB","Abraham Almonte_CLE","Socrates Brito_ARI","Brandon Nimmo_NYM","Mallex Smith_TB","Erik Gonzalez_CLE","Giovanny Urshela_CLE","Chris Iannetta_ARI","Franklin Gutierrez_LAD","Brandon Crawford_SF","Andre Ethier_LAD","Daniel Robertson_TB","Curt Casali_TB","Juan Lagares_NYM","Gavin Cecchini_NYM","Derek Dietrich_MIA","Chase Utley_LAD","Kike Hernandez_LAD","Aaron Hill_SF","Jesus Sucre_TB","Yandy Diaz_CLE","Matt Reynolds_NYM","Kevin Plawecki_NYM","Jarrett Parker_SF","Gorkys Hernandez_SF","Roberto Perez_CLE","Rene Rivera_NYM","Daniel Descalso_ARI","Jake Marisnick_HOU","JT Riddle_MIA","Destin Hood_MIA","Austin Barnes_LAD","Mac Williamson_SF","Nick Hundley_SF","Trayce Thompson_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Shane Peterson_TB","Adeiny Hechavarria_MIA","Mike Aviles_MIA","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Rob Segedin_LAD","Michael Martinez_CLE","Daniel Robertson_CLE","AJ Ellis_MIA","Christian Colon_MIA","Jeff Mathis_ARI","Steve Lombardozzi_MIA","Conor Gillaspie_SF","Scott Van Slyke_LAD","Tony Kemp_HOU","Justin Ruggiano_SF","Drew Stubbs_SF","Miguel Rojas_MIA","Michael Morse_SF","Chris Marrero_SF","Brett Eibner_LAD","Tim Federowicz_SF"
77.4736842105263,0,4.66806722689076,0,31.089247311828,0,0,0,0,0,0,2.49337121212121,-2.64532019704433,0,10.6381048387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.75,0,0,0,0,0,0,15.6236842105263,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,-23.1410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46491228070175,0,0,0,0,0,0,0,0,0,0,0
0,107.467226890756,0,0,0,0,0,0,2.82608695652174,0,0,0,0,-15.5561497326203,0,0,0,0,0,0,0,0,17.31,0,0,0,0,0,0,0,-21.5708333333333,0,-13.2597701149425,0,0,0,-24.6428571428571,0,0,0,0,0,-10.5632183908046,0,0,0,0,0,0,0,0,0,0,0,0,23.7272727272727,0,0,-6.58455882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.0958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1333333333333,0,0,0,0,0,0,0,0,-21.3333333333333,0,0,0,9.57916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.66806722689076,0,49.9777777777778,0,-3.17241379310345,0,0,0,0,0,0,-20.7057471264368,4.54153846153846,0,9.60344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6507936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-28.1470588235294,6,0,0,0,0,0,0,0,0,0,0,37.4636363636364,0,0,0,0,0,0,0,0,0,0,0,0,2.65454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44117647058824,0,0,0,0,0,0,0,0,0,0,0
0,0,0,41.6931818181818,0,-18.4505376344086,0,0,0,3.33903133903134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-1.08771929824561,0,0,0,0,0,0,2.61264822134387,-0.363756613756614,4.24384236453202,0,0,7.69934640522876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.55847953216374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4679487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.089247311828,0,-3.17241379310345,0,59.2540322580645,0,0,0,0,0,0,-5.20229885057471,-12.52,0,15.9692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7687747035573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5769230769231,0,0,0,0,0,0,0,0,0,0,0,19.625,0,0,0,0,0,0,0,0,0,0,0,0,-5.88181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-18.4505376344086,0,64.8565062388592,0,0,0,-11.5505747126437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.52991452991453,6.34210526315789,0,0,0,0,0,0,-5.14229249011858,-2.07142857142857,8.24137931034483,0,0,-2.48538011695906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8289473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73717948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,78.0035650623886,0,0,0,8.72,0,0,0,0,0,0,0,9.17112299465241,0,0,0,0,0,0,0,0,-5.06951871657754,0,14.5473790322581,0,0,0,0,34.0631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3856209150327,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.74285714285714,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,-27.8909090909091,2.40909090909091,0,24.6471861471861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1047619047619,0,0,0,0,28.1363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,66.7222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.30416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514705882352941,0,0,0,0,30.6958333333333,0,0,0,-15.4285714285714,0,0,0,0,0,0,0,0,-32,0,0,0,0,0,0,0,0,0,19.7619047619048,0,0,0,0,0,0,0,0,-12.2417582417582,0,0,0,0,0,0,0,0,0,0,123.5,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.91666666666667,0,0,0,0,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.82608695652174,0,0,0,0,0,0,130.99,0,0,0,0,12.1014492753623,0,0,0,0,0,0,0,0,-2.23333333333333,0,0,0,0,0,0,0,18.6,0,12.9090909090909,0,0,0,-21.5,0,0,0,0,0,-6.66578947368421,0,0,0,0,0,0,0,0,0,0,0,0,14.1333333333333,0,0,26.7541666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,-84,0,0,0,1.28095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.33903133903134,0,-11.5505747126437,0,0,0,47.1505747126437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.96442687747036,18,0,0,0,0,0,0,-0.807017543859649,-3.09538461538462,4.35897435897436,0,0,17.7610294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
