"Mike Trout_LAA","Jose Ramirez_CLE","Edwin Encarnacion_CLE","Carlos Santana_CLE","Francisco Lindor_CLE","Brandon Belt_SF","Michael Brantley_CLE","Logan Morrison_TB","Steven Souza_TB","Lonnie Chisenhall_CLE","Jason Kipnis_CLE","Corey Dickerson_TB","Mallex Smith_TB","Bradley Zimmer_CLE","Cameron Maybin_LAA","Denard Span_SF","Buster Posey_SF","Evan Longoria_TB","Eduardo Nunez_SF","Andrelton Simmons_LAA","Albert Pujols_LAA","Joe Panik_SF","Yonder Alonso_OAK","Kole Calhoun_LAA","Brad Miller_TB","Wil Myers_SD","Khris Davis_OAK","Wilson Ramos_TB","Kevin Kiermaier_TB","Ryan Schimpf_SD","Colby Rasmus_TB","Jefry Marte_LAA","Yangervis Solarte_SD","Tyler Naquin_CLE","Marcus Semien_OAK","Eric Young_LAA","Trevor Plouffe_TB","Matt Duffy_TB","Erick Aybar_SD","Hunter Pence_SF","Brandon Crawford_SF","Jarrett Parker_SF","Christian Arroyo_SF","Rajai Davis_OAK","Matt Joyce_OAK","Jed Lowrie_OAK","Yunel Escobar_LAA","Nick Franklin_LAA","Jose Pirela_SD","Alex Dickerson_SD","Ryon Healy_OAK","Bobby Bradley_CLE","Nick Hundley_SF","Cory Spangenberg_SD","Austin Hedges_SD","Mac Williamson_SF","Abraham Almonte_CLE","Greg Allen_CLE","Martin Maldonado_LAA","Ben Revere_LAA","Tim Beckham_TB","CJ Cron_LAA","Jake Bauers_TB","Hunter Renfroe_SD","Kelby Tomlinson_SF","Brandon Guyer_CLE","Yan Gomes_CLE","Erik Gonzalez_CLE","Shane Robinson_LAA","Jesus Sucre_TB","Gorkys Hernandez_SF","Matt Szczur_SD","Travis Jankowski_SD","Franchy Cordero_SD","Adam Rosales_OAK","Austin Jackson_CLE","Peter Bourjos_TB","Derek Norris_TB","Kaleb Cowart_LAA","Aaron Hill_SF","Chase d'Arnaud_SD","Miguel Gomez_SF","Manuel Margot_SD","Giovanny Urshela_CLE","Mark Canha_OAK","Bruce Maxwell_OAK","Franklin Barreto_OAK","Rickie Weeks_TB","Christian Bethancourt_SD","Luis Urias_SD","Jae-gyun Hwang_SF","Roberto Perez_CLE","Joey Wendle_OAK","Francisco Mejia_CLE","Yandy Diaz_CLE","Luis Valbuena_LAA","Curt Casali_TB","David Fletcher_LAA","Justin Ruggiano_SF","Conor Gillaspie_SF","Jose Rondon_SD","Jake Smolinski_OAK","Ryan LaMarre_OAK","Adeiny Hechavarria_TB","Daniel Robertson_TB","Nolan Fontana_LAA","Michael Morse_SF","Austin Slater_SF","Carlos Asuaje_SD","Matt Chapman_OAK","Cliff Pennington_LAA","Shane Peterson_TB","Jabari Blash_SD","Tim Federowicz_SF","Ryder Jones_SF","Michael Martinez_CLE","Daniel Robertson_CLE","Juan Graterol_LAA","Carlos Perez_LAA","Hector Sanchez_SD","Jaycob Brugman_OAK","Chris Marrero_SF","Orlando Calixte_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","Josh Phegley_OAK","Renato Nunez_OAK","Matt Olson_OAK","Chad Pinder_OAK","Danny Espinosa_LAA","Taylor Featherston_TB","Willy Adames_TB","Allen Cordoba_SD","Luis Torrens_SD"
49.810101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4714285714286,0,0,0,0,11.0475687103594,8.84850640113798,0,0,0.776219512195122,0,0,0,0,0,0,0,13.3116883116883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01724137931034,0,0,0,0,0,0,0,0,0,0,0,-5.28453453453453,21.9125,0,11.0584795321637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42857142857143,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,12.875,0,0,0,0,0,0,16.55,0,0,0,0,0,0,0,0,0,0,0,18.9019607843137,0,0,0,0
0,89.7313546423135,33.8786749482402,27.0612836438923,3.7599765258216,0,18.5983164983165,0,0,26.4912891986063,5.21428571428571,0,0,2.02413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21166666666667,0,0,0,0,0,0,0,0,-2.24166666666667,4.0625,-32.6428571428571,0,0,0,0,0,0,0,19.5935960591133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39130434782609,0,0,18.9038461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,-9.41935483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33.8786749482402,77.9157719363199,6.50382293762575,-6.03158295281583,0,11.8329839273235,0,0,2.31063122923588,-1.56296296296296,0,0,-6.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28,0,0,0,0,0,0,0,0,9.29044117647059,26.1616326530612,-4.10714285714286,0,0,0,0,0,0,0,8.52873563218391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25,0,0,-2.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.00752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.0612836438923,6.50382293762575,47.8498704183636,-0.491438356164384,0,5.81830887491265,0,0,28.434756097561,13.1714285714286,0,0,5.31349206349206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12987012987013,0,0,0,0,0,0,0,0,16.9669117647059,-1.1296768707483,5.21428571428571,0,0,0,0,0,0,0,21.2634408602151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96333333333333,0,0,1.01904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5.20053475935829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.7599765258216,-6.03158295281583,-0.491438356164384,63.2384210526316,0,11.0506493506494,0,0,12.7389006342495,17.8236215538847,0,0,14.7279569892473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5583333333333,0,0,0,0,0,0,0,0,-3.65808823529412,-0.688235294117647,16.3214285714286,0,0,0,0,0,0,0,-20.0206896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6783333333333,0,0,17.1047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,-1.07670454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,45.5612720612721,0,0,0,0,0,0,0,0,0,9.02792207792208,3.8625,0,6.98019480519481,0,0,9.23654454997739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4819004524887,-3.85416666666667,-10.8,-2.12307692307692,0,0,0,0,0,0,0,0,0,6.15,0,0,5.95833333333333,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,6.38387096774194,0,0,0,0,0,0,0,0,-0.909090909090909,0,0,0,0,0,0,0,0,0,0,14.5952380952381,0,0,0,0,0,0,0,31.4636363636364,8.92857142857143,0,0,0,0,0,0,-2.3,3.05263157894737,0,0,0,0,0,0,-14.6666666666667,0,0,0,0,0,0,-0.583333333333333,1.2,0,0,0,0,0,0,0,0,0,0,0
0,18.5983164983165,11.8329839273235,5.81830887491265,11.0506493506494,0,42.3728070175439,0,0,2.31754032258065,12.5741971207087,0,0,9.57509881422925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7320261437908,0,0,0,0,0,0,0,0,-9.57777777777778,6.38333333333333,-25,0,0,0,0,0,0,0,9.10833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7867647058824,0,0,3.51388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05928853754941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,70.8196964087375,18.5551786521936,0,0,16.1673060528559,4.24367816091954,0,0,0,0,17.9006259780908,0,0,0,0,0,0,21.905376344086,0,0,68.3095238095238,2.69946808510638,0,-11.2008547008547,0,0,0,0,0,-0.119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.0892316999395,0,0,0,0,0,0,0,0,12.7391304347826,0,0,0,0,0,0,-3.19871794871795,19.1589147286822,0,0,0,0,0,0,0,0,0,22.7692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.98214285714286,-6.44462901439646,0,0,0,0,0,0,22.8285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.17857142857143,0,0,0
0,0,0,0,0,0,0,18.5551786521936,69.7877122877123,0,0,4.92132505175983,17.9402298850575,0,0,0,0,6.72432432432432,0,0,0,0,0,0,23.5443548387097,0,0,20.1428571428571,13.6734693877551,0,-7.97402597402597,0,0,0,0,0,5.32142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00640040962622,0,0,0,0,0,0,0,0,25.2948717948718,0,0,0,0,0,0,-3.03333333333333,-6.62236987818383,0,0,0,0,0,0,0,0,0,5.05263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9027777777778,3.93579931972789,0,0,0,0,0,0,5.03296703296703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16071428571429,0,0,0
0,26.4912891986063,2.31063122923588,28.434756097561,12.7389006342495,0,2.31754032258065,0,0,57.0972515856237,28.3085585585586,0,0,14.7252964426877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84640522875817,0,0,0,0,0,0,0,0,133,7.69540229885058,9,0,0,0,0,0,0,0,12.4821428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2637362637363,0,0,18.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
