"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Kyle Hendricks",9600,"CHC@SD 04:40PM ET",14.53,"CHC","SD",23.37,17.7,17.568,NA,7.05
"SP","Carlos Carrasco",9300,"OAK@CLE 04:10PM ET",21.161,"CLE","OAK",25.78,18.9,22.449,NA,26.15
"SP","Tanner Roark",8800,"WAS@SF 04:05PM ET",14.385,"WAS","SF",18.44,15.3,12.7595,NA,26.95
"SP","Matt Moore",7300,"WAS@SF 04:05PM ET",11.39,"SF","WAS",16.54,14,14.791,NA,18.15
"SP","Matt Garza",6300,"MIL@NYM 04:10PM ET",14.792,"MIL","NYM",13.29,13,11.801,NA,7.35
"SP","Robert Gsellman",5600,"MIL@NYM 04:10PM ET",5.308,"NYM","MIL",12.29,12.6,19.177,NA,24.15
"RP","Trevor Williams",4900,"ARI@PIT 04:05PM ET",5.325,"PIT","ARI",14.08,9.7,11.986,NA,13.9
"RP","Randall Delgado",4600,"ARI@PIT 04:05PM ET",5,"ARI","PIT",13.27,15,10.116,NA,23.75
"SP","Jarred Cosart",4500,"CHC@SD 04:40PM ET",3.72,"SD","CHC",12.42,8.3,9.809,NA,3.6
"SP","Daniel Mengden",4300,"OAK@CLE 04:10PM ET",0,"OAK","CLE",9.37,13.3,7.184,NA,-5.3
