"Mookie Betts_BOS","Brian Dozier_MIN","Anthony Rizzo_CHC","Andrew Benintendi_BOS","Kris Bryant_CHC","George Springer_HOU","Jose Altuve_HOU","Edwin Encarnacion_CLE","Xander Bogaerts_BOS","Carlos Correa_HOU","Mike Moustakas_KC","Mike Trout_LAA","Miguel Sano_MIN","Starling Marte_PIT","Adam Frazier_PIT","Ian Happ_CHC","Cameron Maybin_LAA","Andrelton Simmons_LAA","Lorenzo Cain_KC","Mitch Moreland_BOS","Jose Ramirez_CLE","Francisco Lindor_CLE","Max Kepler_MIN","Andrew McCutchen_PIT","Jackie Bradley_BOS","Eddie Rosario_MIN","Josh Harrison_PIT","Kyle Schwarber_CHC","Eric Hosmer_KC","Marwin Gonzalez_HOU","Salvador Perez_KC","Brian McCann_HOU","Jordy Mercer_PIT","Eric Young_LAA","Dustin Pedroia_BOS","Michael Brantley_CLE","Robbie Grossman_MIN","Whit Merrifield_KC","Eduardo Escobar_MIN","Byron Buxton_MIN","Kennys Vargas_MIN","David Freese_PIT","Kole Calhoun_LAA","Lonnie Chisenhall_CLE","Joe Mauer_MIN","Bradley Zimmer_CLE","Josh Bell_PIT","Addison Russell_CHC","Jorge Bonifacio_KC","Jason Castro_MIN","Carlos Santana_CLE","Jason Heyward_CHC","Josh Reddick_HOU","Jason Kipnis_CLE","Albert Almora_CHC","Jefry Marte_LAA","Jorge Soler_KC","Hanley Ramirez_BOS","Alex Bregman_HOU","Abraham Almonte_CLE","Albert Pujols_LAA","Yunel Escobar_LAA","Alex Gordon_KC","CJ Cron_LAA","Brock Holt_BOS","Evan Gattis_HOU","Brandon Guyer_CLE","Greg Allen_CLE","John Jaso_PIT","Ben Zobrist_CHC","Alcides Escobar_KC","Derek Fisher_HOU","Yuli Gurriel_HOU","Jorge Polanco_MIN","Miguel Montero_CHC","Jon Jay_CHC","Willson Contreras_CHC","Cheslor Cuthbert_KC","Carlos Beltran_HOU","Pablo Sandoval_BOS","Jake Marisnick_HOU","Chris Gimenez_MIN","Austin Jackson_CLE","Jose Osuna_PIT","Jeimer Candelario_CHC","Mark Zagunis_CHC","Luis Valbuena_LAA","Paulo Orlando_KC","Billy Burns_KC","Chris Young_BOS","Norichika Aoki_HOU","Tyler Naquin_CLE","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Elias Diaz_PIT","Javier Baez_CHC","Brandon Moss_KC","Christian Vazquez_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Yan Gomes_CLE","Francisco Cervelli_PIT","Danny Ortiz_PIT","Tommy La Stella_CHC","Kevin Newman_PIT","Ben Revere_LAA","Danny Espinosa_LAA","Sandy Leon_BOS","Josh Rutledge_BOS","JD Davis_HOU","Colin Moran_HOU","Francisco Mejia_CLE","Yandy Diaz_CLE","Gregory Polanco_PIT","Martin Maldonado_LAA","Ryan O'Hearn_KC","Deven Marrero_BOS","Sam Travis_BOS","Daniel Robertson_CLE","Roberto Perez_CLE","Jacob Stallings_PIT","Terrance Gore_KC","David Fletcher_LAA","Phil Gosselin_PIT","Chris Bostick_PIT","Nolan Fontana_LAA","Bobby Bradley_CLE","Juan Graterol_LAA","Daniel Palka_MIN","Ehire Adrianza_MIN","Gift Ngoepe_PIT","Carlos Perez_LAA","Raul Mondesi_KC","Kyle Tucker_HOU","Chris Stewart_PIT","Max Moroff_PIT","John Bormann_PIT","Eloy Jimenez_CHC","Juan Centeno_HOU","Teoscar Hernandez_HOU","Tony Kemp_HOU","Cliff Pennington_LAA","Drew Butera_KC","Shane Robinson_LAA","Ramon Torres_KC","Hunter Dozier_KC"
98.0971751412429,0,0,28.8701015965167,0,0,0,0,13.6456766917293,0,0,0,0,0,0,0,0,0,0,3.35822021116139,0,0,0,0,10.8833333333333,0,0,0,0,0,0,0,0,0,15.4647342995169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84863945578231,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4805194805195,0,0,0,0,0,0,0,0,0,-12.5666666666667,0,0,0,0,0,0,0,-1.51477832512315,0,-5.1,0,0,0,0,0,0,0,19.3666666666667,-3.26842105263158,0,0,0,0,0,0,0,22.8268398268398,43.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44.2164705882353,0,0,0,0,0,0,0,0,0,0,-5.90048309178744,0,0,0,0,0,0,0,0,0,20.1156565656566,0,0,17.7320044296788,0,0,0,0,0,0,0,0,0,0,-1.87692307692308,0,2.94466403162055,9.29268292682927,19.1710526315789,0,0,0,8.76532769556025,0,0,0,0,17.0746031746032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56330014224751,0,0,0,0,0,0,0,3.07916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.2142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,66.5251412429378,0,14.249025974026,0,0,0,0,0,0,0,0,0,0,19.3593073593074,0,0,0,0,0,0,0,0,0,0,0,8.31632653061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43173758865248,0,0,0,29.8732654949121,0,0,-3.94153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12458471760797,0,0,0,0,5.63725490196078,19.3894736842105,21.1045296167247,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,-1.00813008130081,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.8701015965167,0,0,77.4996632996633,0,0,0,0,17.7870588235294,0,0,0,0,0,0,0,0,0,0,19.4470588235294,0,0,0,0,3.56410256410256,0,0,0,0,0,0,0,0,0,14.8383838383838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96068660022148,0,0,0,0,0,0,-1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2312252964427,0,0,0,0,0,0,0,0,0,11.9889473684211,0,0,0,0,0,0,0,8.22307692307692,0,4.07142857142857,0,0,0,0,0,0,0,17.0233990147783,4.46666666666667,0,0,0,0,0,0,0,-11.8272058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14.249025974026,0,77.9273182957394,0,0,0,0,0,0,0,0,0,0,22.7543859649123,0,0,0,0,0,0,0,0,0,0,0,1.68212560386473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5188405797101,0,0,0,18.3333333333333,0,0,27.0494071146245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4738675958188,0,0,0,0,24.4019607843137,13.3880952380952,16.1012145748988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1339743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,74.0338345864662,-0.170112781954887,0,0,24.2118367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1134453781513,0,-0.659090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40254706533776,0,0,0,0,0,8.57529411764706,0,0,0,0,0,0,31.0511363636364,0,0,0,0,0,90,0,0,0,0,0,0,2.77874396135266,0,-3.73684210526316,0,0,0,0,0,0,0,0,0,15.3725490196078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.170112781954887,65.1636700158646,0,0,-4.93164983164983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09957325746799,0,-5.65718349928876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.24734042553191,0,0,0,0,0,7.71212121212121,0,0,0,0,0,0,5.19327731092437,0,0,0,0,0,54,0,0,0,0,0,0,12.5897959183673,0,5.43478260869565,0,0,0,0,0,0,0,0,0,10.1253753753754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57.4119496855346,0,0,0,0,0,0,0,0,0,0,0,0,11.1733333333333,-2.46879535558781,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66860465116279,0,0,0,0,0,0,0,-7.48615384615385,0,-31.7,0,0,0,0,1.05031446540881,0,0,-2.73399715504979,0,0,0,0,0,5.69264069264069,0,0,0,0,0,0,4.65714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59307359307359,0,0,0,0,0,0,0,0,30,0,-3,0,0,0,0,0,0,24.5936507936508,0,0,0,0,0,0,0,0,0,0,0,-2.0952380952381,0,0,0,0,0,5.57142857142857,-8.66339869281046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.6456766917293,0,0,17.7870588235294,0,0,0,0,47.4110707803993,0,0,0,0,0,0,0,0,0,0,14.4228571428571,0,0,0,0,7.32272727272727,0,0,0,0,0,0,0,0,0,6.46035940803383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.647108843537415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03157894736842,0,0,0,0,0,0,0,0,0,15.331884057971,0,0,0,0,0,0,0,2.96428571428571,0,-0.151515151515152,0,0,0,0,0,0,0,16.4068965517241,12.4052631578947,0,0,0,0,0,0,0,34.5865800865801,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24.2118367346939,-4.93164983164983,0,0,55.7957393483709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4346590909091,0,-8.92745376955903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6564482029598,0,0,0,0,0,6.31428571428571,0,0,0,0,0,0,15.7056451612903,0,0,0,0,0,54,0,0,0,0,0,0,16.2830917874396,0,12.5571428571429,0,0,0,0,0,0,0,0,0,0.957219251336898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
