"Freddie Freeman_ATL","Josh Donaldson_TOR","Francisco Lindor_CLE","Michael Brantley_CLE","Edwin Encarnacion_CLE","Jose Bautista_TOR","Carlos Santana_CLE","Kendrys Morales_TOR","Evan Longoria_TB","Kevin Pillar_TOR","Matt Kemp_ATL","Corey Dickerson_TB","Logan Morrison_TB","Justin Smoak_TOR","Jason Kipnis_CLE","Jose Ramirez_CLE","Colby Rasmus_TB","Ender Inciarte_ATL","Steven Souza_TB","Brad Miller_TB","Steve Pearce_TOR","Wilson Ramos_TB","Troy Tulowitzki_TOR","Kevin Kiermaier_TB","Ezequiel Carrera_TOR","Tim Beckham_TB","Matt Duffy_TB","Russell Martin_TOR","Brandon Phillips_ATL","Lonnie Chisenhall_CLE","Darwin Barney_TOR","Tyler Flowers_ATL","Nick Markakis_ATL","Mallex Smith_TB","Brandon Guyer_CLE","Bradley Zimmer_CLE","Jake Bauers_TB","Adonis Garcia_ATL","Devon Travis_TOR","Ryan Goins_TOR","Abraham Almonte_CLE","Luke Maile_TOR","Rickie Weeks_TB","Peter Bourjos_TB","Austin Jackson_CLE","Yan Gomes_CLE","Derek Norris_TB","Giovanny Urshela_CLE","Jace Peterson_ATL","Dalton Pompey_TOR","Rowdy Tellez_TOR","Curt Casali_TB","Dansby Swanson_ATL","Tyler Naquin_CLE","Jesus Sucre_TB","Daniel Robertson_TB","Yandy Diaz_CLE","Jarrod Saltalamacchia_TOR","Danny Santana_ATL","Chris Coghlan_TOR","Daniel Robertson_CLE","Roberto Perez_CLE","Micah Johnson_ATL","Rio Ruiz_ATL","Erik Gonzalez_CLE","Shane Peterson_TB","Michael Martinez_CLE","Mike Ohlman_TOR","Kurt Suzuki_ATL","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL","Anthony Recker_ATL"
33,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,27,0,0,19,33,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,17,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,2,0,0,0
0,8,0,0,0,8,0,8,0,8,0,0,0,5,0,0,0,0,0,0,5,0,8,0,4,0,0,7,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33,25,33,0,33,0,0,0,0,0,0,0,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15,0,0,0,0,0,22,0,0,0,11,21,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0
0,0,25,25,25,0,25,0,0,0,0,0,0,0,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,9,0,0,0,0,0,15,0,0,0,6,17,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0,0,33,25,33,0,33,0,0,0,0,0,0,0,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15,0,0,0,0,0,22,0,0,0,11,21,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0
0,8,0,0,0,35,0,32,0,35,0,0,0,30,0,0,0,0,0,0,21,0,15,0,19,0,0,22,0,0,19,0,0,0,0,0,0,0,27,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33,25,33,0,33,0,0,0,0,0,0,0,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15,0,0,0,0,0,22,0,0,0,11,21,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0
0,8,0,0,0,32,0,33,0,33,0,0,0,27,0,0,0,0,0,0,19,0,15,0,17,0,0,22,0,0,18,0,0,0,0,0,0,0,24,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,36,0,0,30,29,0,0,0,7,0,30,30,0,0,0,35,0,32,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,10,0,0,26,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0,8,0,0,0,35,0,33,0,36,0,0,0,30,0,0,0,0,0,0,22,0,15,0,20,0,0,22,0,0,20,0,0,0,0,0,0,0,27,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,17,0,0,14,23,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,30,0,0,32,27,0,0,0,7,0,26,28,0,0,0,30,0,28,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,5,0,0,23,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,29,0,0,27,30,0,0,0,7,0,24,27,0,0,0,29,0,26,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,4,0,0,23,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0,5,0,0,0,30,0,27,0,30,0,0,0,30,0,0,0,0,0,0,18,0,11,0,15,0,0,17,0,0,16,0,0,0,0,0,0,0,24,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19,15,19,0,19,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,15,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,31,24,31,0,31,0,0,0,0,0,0,0,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,14,0,0,0,0,0,22,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0
