"Anthony Rizzo_CHC","Edwin Encarnacion_CLE","Bradley Zimmer_CLE","AJ Pollock_ARI","Michael Brantley_CLE","Carlos Santana_CLE","Gregor Blanco_ARI","Paul Goldschmidt_ARI","Travis Shaw_MIL","JD Martinez_ARI","Kris Bryant_CHC","Francisco Lindor_CLE","Jose Ramirez_CLE","Eric Thames_MIL","Willson Contreras_CHC","Jake Lamb_ARI","Ryan Braun_MIL","Ian Happ_CHC","Jason Kipnis_CLE","Ben Zobrist_CHC","Domingo Santana_MIL","Kyle Schwarber_CHC","David Peralta_ARI","Manny Pina_MIL","Tommy Pham_STL","Paul DeJong_STL","Keon Broxton_MIL","Javier Baez_CHC","Francisco Mejia_CLE","Jonathan Villar_MIL","Albert Almora_CHC","Victor Caratini_CHC","Daniel Descalso_ARI","Randal Grichuk_STL","Stephen Piscotty_STL","Aledmys Diaz_STL","Austin Jackson_CLE","Jose Abreu_CWS","Matt Davidson_CWS","Jon Jay_CHC","Orlando Arcia_MIL","Addison Russell_CHC","Avisail Garcia_CWS","Yoan Moncada_CWS","Yadier Molina_STL","Dexter Fowler_STL","Jedd Gyorko_STL","Yasmany Tomas_ARI","Hernan Perez_MIL","Jesus Aguilar_MIL","Yan Gomes_CLE","Matt Carpenter_STL","Stephen Vogt_MIL","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Alen Hanson_CWS","Bobby Bradley_CLE","Kolten Wong_STL","Jason Heyward_CHC","Brandon Guyer_CLE","Greg Allen_CLE","Chris Iannetta_ARI","Chris Owings_ARI","Eric Sogard_MIL","Jeimer Candelario_CHC","Mark Zagunis_CHC","Erik Gonzalez_CLE","Rey Fuentes_ARI","Brandon Drury_ARI","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Melky Cabrera_CWS","Willy Garcia_CWS","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Tommy La Stella_CHC","Charlie Tilson_CWS","Lewis Brinson_MIL","Jacob Nottingham_MIL","Giovanny Urshela_CLE","Tim Anderson_CWS","Yandy Diaz_CLE","Jose Martinez_STL","Socrates Brito_ARI","Harrison Bader_STL","Tyler Saladino_CWS","Corey Ray_MIL","Roberto Perez_CLE","Leury Garcia_CWS","Yolmer Sanchez_CWS","Jacob May_CWS","Brett Phillips_MIL","Tyler Naquin_CLE","Omar Narvaez_CWS","Cody Asche_CWS","Adam Engel_CWS","Jeff Mathis_ARI","Greg Garcia_STL","Magneuris Sierra_STL","Yadiel Rivera_MIL","Jett Bandy_MIL","Michael Reed_MIL","Geovany Soto_CWS","Michael Martinez_CLE","Daniel Robertson_CLE","Carson Kelly_STL","Ryan Cordell_MIL","Eric Fryer_STL","Luke Voit_STL","Jack Reinheimer_ARI","Ildemaro Vargas_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Grant Green_CWS","Kevan Smith_CWS","Zack Collins_CWS","Alex Mejia_STL"
93,0,0,0,0,0,0,0,0,0,86,0,0,0,68,0,0,49,0,58,0,64,0,0,0,0,0,69,0,0,42,4,0,0,0,0,0,0,0,40,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,87,38,0,67,82,0,0,0,0,0,86,83,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,43,30,0,0,0,0,23,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
0,38,42,0,34,37,0,0,0,0,0,42,41,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,23,7,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,48,0,0,3,46,0,7,0,0,0,0,0,43,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,37,0,0,0,0,13,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,67,34,0,71,66,0,0,0,0,0,70,69,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,32,24,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
0,82,37,0,66,86,0,0,0,0,0,85,82,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,41,28,0,0,0,0,21,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,33,32,0,0,0,0,0,0,0,30,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,24,0,0,0,0,15,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46,0,0,32,95,0,7,0,0,0,0,0,87,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,33,80,0,0,0,0,0,76,0,0,0,0,33,6,0,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,84,0,0,0,0,68,0,0,40,0,0,0,70,0,0,45,0,0,61,0,0,58,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,53,26,0,0,6,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,7,0,7,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
