"Anthony Rizzo_CHC","Edwin Encarnacion_CLE","Bradley Zimmer_CLE","AJ Pollock_ARI","Michael Brantley_CLE","Carlos Santana_CLE","Gregor Blanco_ARI","Paul Goldschmidt_ARI","Travis Shaw_MIL","JD Martinez_ARI","Kris Bryant_CHC","Francisco Lindor_CLE","Jose Ramirez_CLE","Eric Thames_MIL","Willson Contreras_CHC","Jake Lamb_ARI","Ryan Braun_MIL","Ian Happ_CHC","Jason Kipnis_CLE","Ben Zobrist_CHC","Domingo Santana_MIL","Kyle Schwarber_CHC","David Peralta_ARI","Manny Pina_MIL","Tommy Pham_STL","Paul DeJong_STL","Keon Broxton_MIL","Javier Baez_CHC","Francisco Mejia_CLE","Jonathan Villar_MIL","Albert Almora_CHC","Victor Caratini_CHC","Daniel Descalso_ARI","Randal Grichuk_STL","Stephen Piscotty_STL","Aledmys Diaz_STL","Austin Jackson_CLE","Jose Abreu_CWS","Matt Davidson_CWS","Jon Jay_CHC","Orlando Arcia_MIL","Addison Russell_CHC","Avisail Garcia_CWS","Yoan Moncada_CWS","Yadier Molina_STL","Dexter Fowler_STL","Jedd Gyorko_STL","Yasmany Tomas_ARI","Hernan Perez_MIL","Jesus Aguilar_MIL","Yan Gomes_CLE","Matt Carpenter_STL","Stephen Vogt_MIL","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Alen Hanson_CWS","Bobby Bradley_CLE","Kolten Wong_STL","Jason Heyward_CHC","Brandon Guyer_CLE","Greg Allen_CLE","Chris Iannetta_ARI","Chris Owings_ARI","Eric Sogard_MIL","Jeimer Candelario_CHC","Mark Zagunis_CHC","Erik Gonzalez_CLE","Rey Fuentes_ARI","Brandon Drury_ARI","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Melky Cabrera_CWS","Willy Garcia_CWS","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Tommy La Stella_CHC","Charlie Tilson_CWS","Lewis Brinson_MIL","Jacob Nottingham_MIL","Giovanny Urshela_CLE","Tim Anderson_CWS","Yandy Diaz_CLE","Jose Martinez_STL","Socrates Brito_ARI","Harrison Bader_STL","Tyler Saladino_CWS","Corey Ray_MIL","Roberto Perez_CLE","Leury Garcia_CWS","Yolmer Sanchez_CWS","Jacob May_CWS","Brett Phillips_MIL","Tyler Naquin_CLE","Omar Narvaez_CWS","Cody Asche_CWS","Adam Engel_CWS","Jeff Mathis_ARI","Greg Garcia_STL","Magneuris Sierra_STL","Yadiel Rivera_MIL","Jett Bandy_MIL","Michael Reed_MIL","Geovany Soto_CWS","Michael Martinez_CLE","Daniel Robertson_CLE","Carson Kelly_STL","Ryan Cordell_MIL","Eric Fryer_STL","Luke Voit_STL","Jack Reinheimer_ARI","Ildemaro Vargas_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Grant Green_CWS","Kevan Smith_CWS","Zack Collins_CWS","Alex Mejia_STL"
62.1082281439925,0,0,0,0,0,0,0,0,0,15.2623803009576,0,0,0,18.4253731343284,0,0,18.7733843537415,0,1.64337568058076,0,10.6309523809524,0,0,0,0,0,1.81564364876385,0,0,0.820557491289199,26.25,0,0,0,0,0,0,0,14.9602564102564,0,4.50528169014085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2906746031746,0,0,0,0,0,27.7,10,0,0,0,0,0,0,0,0,0,0,0,0,-9.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81.8013900026731,14.823613086771,0,14.5323383084577,2.08310749774164,0,0,0,0,0,-7.04500683994528,29.4212459594475,0,0,0,0,0,-1.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6185383244207,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3412429378531,0,0,2.31063122923588,22.0620689655172,0,0,0,0,7.59090909090909,0,0,0,0,0,0,8.31060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94444444444444,0,-2.0952380952381,0,0,0,0,0,4.1025641025641,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,9,1.00752688172043,0,0,0,0,0,0,0,0,0,0,0,0
0,14.823613086771,64.5923344947735,0,17.0686274509804,4.13813813813814,0,0,0,0,0,11.2090592334495,-1.27256097560976,0,0,0,0,0,7.10449735449735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28042328042328,0,0,14.7252964426877,15.7142857142857,0,0,0,0,21.15,0,0,0,0,0,0,1.76666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,0,0,0,0,0,15.1978021978022,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,-2.35789473684211,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,70.5372340425532,0,0,-10.6666666666667,20.2608695652174,0,-1.33333333333333,0,0,0,0,0,6.27297895902547,0,0,0,0,0,0,15.8010510510511,0,0,0,0,0,0,0,0,0,-7.94117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41176470588235,-7.1869918699187,0,0,0,0,0,10.25,0,0,0,0,10.5897435897436,0,0,16.021978021978,-46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4762845849802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.5323383084577,17.0686274509804,0,42.5939637826962,3.99300699300699,0,0,0,0,0,9.80931677018634,20.3222506393862,0,0,0,0,0,12.2880549682875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02081632653061,0,0,2.31754032258065,9.98731884057971,0,0,0,0,3.74166666666667,0,0,0,0,0,0,-8.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857142857,0,3.51388888888889,0,0,0,0,0,16.547619047619,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,-3.05928853754941,0,0,0,0,0,0,0,0,0,0,0,0
0,2.08310749774164,4.13813813813814,0,3.99300699300699,54.4116279069767,0,0,0,0,0,-1.14495798319328,21.7392351701295,0,0,0,0,0,13.2171052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5210084033613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399749373433584,0,0,28.434756097561,10.2275132275132,0,0,0,0,18.9404761904762,0,0,0,0,0,0,6.26923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97619047619048,0,1.01904761904762,0,0,0,0,0,11.2081280788177,0,0,0,0,9.25,0,0,0,0,0,0,0,0,0,0,1.5,5.20053475935829,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-10.6666666666667,0,0,66.3825757575758,7.76411290322581,0,0,0,0,0,0,0,31.1954022988506,0,0,0,0,0,0,4.81422924901186,0,0,0,0,0,0,0,0,0,-13.5263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7083333333333,15.3048433048433,0,0,0,0,0,4.41304347826087,0,0,0,0,13.552380952381,0,0,-15.8708333333333,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20.2608695652174,0,0,7.76411290322581,62.8461366181411,0,61.8333333333333,0,0,0,0,0,-0.0296712109061748,0,0,0,0,0,0,17.8345755693582,0,0,0,0,0,0,0,0,0,5.68585858585859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.98863636363636,5.54905063291139,0,0,0,0,0,17.9178947368421,0,0,0,0,22.1420454545455,19.6,0,14.5878378378378,41.3666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85365853658537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,73.7383820998279,0,0,0,0,19.2504389815628,0,0,-1.81025641025641,0,0,0,0.187577639751553,0,0,15.0666666666667,0,0,9.7172131147541,0,0,-1.335148215366,0,0,0,0,0,0,0,0,0,0,0.484144144144144,0,0,0,0,0,0,0,-0.674165457184325,23.9169230769231,0,0,-25.2,0,0,0,0,0,0,0,0,0,0,4.54891304347826,0,0,0,0,0,22.75,0,0,0,0,0,0,0,0,0,0,25.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.5476190476191,0,0,0,0,0,0,0,0,-14.0994318181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.33333333333333,0,0,0,61.8333333333333,0,153,0,0,0,0,0,-0.233333333333333,0,0,0,0,0,0,-18.9,0,0,0,0,0,0,0,0,0,39.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.5,-17.05,0,0,0,0,0,-4.16666666666667,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
