"Charlie Blackmon_COL","Bryce Harper_WAS","Adam Duvall_CIN","Joey Votto_CIN","Paul Goldschmidt_ARI","JD Martinez_DET","Jake Lamb_ARI","Ryan Zimmerman_WAS","Matt Kemp_ATL","Billy Hamilton_CIN","Marcell Ozuna_MIA","Nolan Arenado_COL","Giancarlo Stanton_MIA","Justin Bour_MIA","Zack Cozart_CIN","Francisco Lindor_CLE","Anthony Rizzo_CHC","Ryan Braun_MIL","Dee Gordon_MIA","Cody Bellinger_LAD","Jose Ramirez_CLE","Kris Bryant_CHC","Domingo Santana_MIL","Freddie Freeman_ATL","AJ Pollock_ARI","Mark Reynolds_COL","Daniel Murphy_WAS","Trea Turner_WAS","Eric Thames_MIL","Scott Schebler_CIN","Ian Kinsler_DET","Michael Brantley_CLE","Travis Shaw_MIL","Corey Seager_LAD","Jose Peraza_CIN","Buster Posey_SF","Ben Zobrist_CHC","Hunter Pence_SF","Chris Owings_ARI","David Dahl_COL","Edwin Encarnacion_CLE","Carlos Santana_CLE","Jason Kipnis_CLE","Chase Utley_LAD","Logan Forsythe_LAD","Chris Taylor_LAD","Brandon Belt_SF","Hunter Renfroe_SD","Trevor Story_COL","Miguel Cabrera_DET","Whit Merrifield_KC","Khris Davis_OAK","Anthony Rendon_WAS","Justin Turner_LAD","Ender Inciarte_ATL","Gerardo Parra_COL","Ryan Schimpf_SD","Melky Cabrera_CWS","Jose Abreu_CWS","Mike Moustakas_KC","Yonder Alonso_OAK","Joc Pederson_LAD","Eduardo Nunez_SF","Christian Yelich_MIA","Nick Ahmed_ARI","Wil Myers_SD","Justin Upton_DET","Dexter Fowler_STL","Tyler Flowers_ATL","Eugenio Suarez_CIN","Adonis Garcia_ATL","Avisail Garcia_CWS","Ian Happ_CHC","Adam Eaton_WAS","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Kike Hernandez_LAD","Hernan Perez_MIL","Scooter Gennett_CIN","Phillip Ervin_CIN","David Peralta_ARI","Carlos Gonzalez_COL","Victor Martinez_DET","Leury Garcia_CWS","Javier Baez_CHC","Kyle Schwarber_CHC","Austin Barnes_LAD","Brandon Phillips_ATL","JT Realmuto_MIA","Ian Desmond_COL","DJ LeMahieu_COL","Todd Frazier_CWS","Alex Avila_DET","Tim Anderson_CWS","Willson Contreras_CHC","Adrian Gonzalez_LAD","Keon Broxton_MIL","Yasiel Puig_LAD","Matt Adams_ATL","Aaron Altherr_PHI","Gregor Blanco_ARI","Martin Prado_MIA","Yasmany Tomas_ARI","Yoan Moncada_CWS","Salvador Perez_KC","Eric Hosmer_KC","Yadier Molina_STL","Tommy Pham_STL","Michael Taylor_WAS","Ryon Healy_OAK","Trayce Thompson_LAD","Jonathan Villar_MIL","Nick Markakis_ATL","Arismendy Alcantara_CIN","Denard Span_SF","Brandon Drury_ARI","Manuel Margot_SD","Pat Valaika_COL","Matt Davidson_CWS","Tyler Naquin_CLE","Jorge Bonifacio_KC","Bradley Zimmer_CLE","Randal Grichuk_STL","Stephen Piscotty_STL","Jayson Werth_WAS","Andrew Toles_LAD","Howie Kendrick_PHI","Nick Hundley_SF","Tommy Joseph_PHI","Jarrett Parker_SF","Joe Panik_SF","Stephen Cardullo_COL","Alex Dickerson_SD","Raimel Tapia_COL","Andrew Romine_DET","Tyler Saladino_CWS","Brandon Moss_KC","Lorenzo Cain_KC","Jason Heyward_CHC","Matt Carpenter_STL","Jed Lowrie_OAK","Matt Wieters_WAS","Brian Goodwin_WAS","Marcus Semien_OAK","Chad Pinder_OAK","Nick Franklin_MIL","Jesus Aguilar_MIL","Rob Segedin_LAD","Kurt Suzuki_ATL","Danny Santana_ATL","Jesse Winker_CIN","Brandon Crawford_SF","Cesar Hernandez_PHI","Chris Herrmann_ARI","JT Riddle_MIA","Dustin Garneau_COL","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Addison Russell_CHC","Paul DeJong_STL","Andre Ethier_LAD","Micah Johnson_ATL","Andrew Knapp_PHI","Mac Williamson_SF","Rhys Hoskins_PHI","Derek Dietrich_MIA","Rey Fuentes_ARI","Jeremy Hazelbaker_ARI","Yangervis Solarte_SD","Tony Wolters_COL","Tom Murphy_COL","Brandon Guyer_CLE","Jorge Soler_KC","Miguel Montero_CHC","Jedd Gyorko_STL","Rajai Davis_OAK","Scott Van Slyke_LAD","Eric Sogard_MIL","Jett Bandy_MIL","Orlando Arcia_MIL","Rio Ruiz_ATL","Michael Saunders_PHI","Daniel Nava_PHI","Kelby Tomlinson_SF","Travis Jankowski_SD","Dixon Machado_DET","Nicholas Castellanos_DET","Austin Jackson_CLE","Paulo Orlando_KC","Billy Burns_KC","Yan Gomes_CLE","Cheslor Cuthbert_KC","Jon Jay_CHC","Jeimer Candelario_CHC","Albert Almora_CHC","Adam Lind_WAS","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Christian Arroyo_SF","Destin Hood_MIA","Socrates Brito_ARI","Matt Szczur_SD","Alexi Amarista_COL","Austin Hedges_SD","Yolmer Sanchez_CWS","Charlie Tilson_CWS","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Aledmys Diaz_STL","Stephen Vogt_OAK","Mark Canha_OAK","Devin Mesoraco_CIN","Jace Peterson_ATL","Aaron Hill_SF","Ichiro Suzuki_MIA","Chris Iannetta_ARI","Tyler Moore_MIA","Tomas Telis_MIA","Chase d'Arnaud_SD","Cory Spangenberg_SD","Jose Iglesias_DET","James McCann_DET","Alcides Escobar_KC","Yandy Diaz_CLE","Jhonny Peralta_STL","Kolten Wong_STL","Tommy La Stella_CHC","Trevor Plouffe_OAK","Matt Joyce_OAK","Josh Phegley_OAK","Patrick Kivlehan_CIN","Dansby Swanson_ATL","Gorkys Hernandez_SF","Conor Gillaspie_SF","Maikel Franco_PHI","Orlando Calixte_SF","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","Christian Bethancourt_SD","Alex Presley_DET","John Hicks_DET","JaCoby Jones_DET","Mikie Mahtook_DET","Tyler Collins_DET","Drew Butera_KC","Ryan O'Hearn_KC","Harrison Bader_STL","Jake Smolinski_OAK","Ryan LaMarre_OAK","Tucker Barnhart_CIN","Freddy Galvis_PHI","Brock Stassi_PHI","AJ Ellis_MIA","Daniel Descalso_ARI","Jacob May_CWS","Terrance Gore_KC","Jose Martinez_STL","Stephen Drew_WAS","Wilmer Difo_WAS","Bruce Maxwell_OAK","Mike Freeman_LAD","Michael Morse_SF","Andres Blanco_PHI","Justin Ruggiano_SF","Odubel Herrera_PHI","Cameron Rupp_PHI","Mike Aviles_MIA","Ryan Hanigan_COL","Cristhian Adames_COL","Allen Cordoba_SD","Jim Adduci_DET","Omar Narvaez_CWS","Cody Asche_CWS","Willy Garcia_CWS","Greg Garcia_STL","Chris Heisey_WAS","Anthony Recker_ATL","Tim Federowicz_SF","Jabari Blash_SD","Franchy Cordero_SD","Geovany Soto_CWS","Roberto Perez_CLE","Daniel Robertson_CLE","Raul Mondesi_KC","Magneuris Sierra_STL","Brett Eibner_LAD","Emilio Bonifacio_ATL","Miguel Rojas_MIA","Erick Aybar_SD","Hector Sanchez_SD","Kevan Smith_CWS","Adam Engel_CWS","Alex Gordon_KC","Carson Kelly_STL","Eloy Jimenez_CHC","Rafael Bautista_WAS","Lane Adams_ATL","Johan Camargo_ATL","Chris Marrero_SF","Ty Kelly_PHI","Eric Fryer_STL","Jose Lobaton_WAS","Adam Rosales_OAK","Stuart Turner_CIN","Zack Collins_CWS","Grant Green_WAS","Jaff Decker_OAK","Matt Olson_OAK","Jeff Mathis_ARI","Luis Torrens_SD"
75.8741496598639,0,0,0,0,0,0,0,0,0,0,6.19104609929078,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1712473572939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47310924369748,0,0,0,0,0,0,14.5940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20454545454545,0,0,0,0,0,0,0,7.01449275362319,3.02173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117.539024390244,0,0,0,0,0,33.3111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88738738738739,29.8758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8798798798799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6847826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,81.1914893617021,-7.21970397779833,0,0,0,0,0,14.4080841638981,0,0,0,0,-20.9213414634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19661733615222,0,0,0,0,6.13588850174216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64174972314507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44458128078818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-7.21970397779833,56.9730612244898,0,0,0,0,0,-0.236714975845411,0,0,0,0,9.20321151716501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32284921369103,0,0,0,0,13.3818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831884057971015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19052419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,67.1915535444947,0,7.44725177304965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.089247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6756756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48245614035088,0,0,0,0,0,0,0,0,0,0,0,0,9.81068524970964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49666666666667,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.44725177304965,0,69.0302040816326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.85830429732869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.2411067193676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16904761904762,0,0,0,0,0,0,0,0,0,0,0,0,12.8115384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45652173913043,0
0,33.3111111111111,0,0,0,0,0,74.9719512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19894894894895,9.98484848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4665718349929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1547619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,86.5737179487179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4366666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61538461538461,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4283333333333,0,4.13852813852814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.55172413793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0224358974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.68947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3854907539118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14.4080841638981,-0.236714975845411,0,0,0,0,0,56.2550724637681,0,0,0,0,8.77884615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273,0,0,0,0,21.9593495934959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4703832752613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58004926108374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
