"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4000,105,42,"Michael Taylor","WAS",NA,"OF",8,4,2,3,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,12600,30.7539682539683,38.75,"Corey Kluber","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,7,0,0,0,3,2,0
3,2,2000,190,38,"Matt Olson","OAK",NA,"1B/OF",2,2,2,4,0,3,0,0,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,11400,27.1929824561403,31,"Jacob deGrom","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,0,0,1,4,1,0
5,3,12500,24.4,30.5,"Clayton Kershaw","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,0,4,1,0
6,3,5300,54.7169811320755,29,"Trea Turner","WAS",NA,"SS",1,4,0,2,0,5,5,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,10800,24.8611111111111,26.85,"Lance McCullers","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,0,0,1,4,0,0
8,5,5300,49.3396226415094,26.15,"R.A. Dickey","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,1,5,1,0
9,4,4000,62.5,25,"Josh Harrison","PIT",NA,"2B/3B",2,2,1,2,0,4,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,3700,67.5675675675676,25,"Trey Mancini","BAL",NA,"1B/OF",6,2,1,2,0,3,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,6,4300,58.1395348837209,25,"Carlos Gomez","TEX",NA,"OF",6,2,1,2,1,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,6,6600,36.8939393939394,24.35,"Dylan Bundy","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,3,5,4,0
13,7,5400,44.2592592592593,23.9,"Daniel Gossett","OAK",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,0,5,1,0
14,8,5900,39.9152542372881,23.55,"Joe Ross","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,0,0,1,6,1,0
15,7,2400,95.8333333333333,23,"Wilmer Flores","NYM",NA,"1B/3B",6,1,1,2,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,9,5500,40.9090909090909,22.5,"J.C. Ramirez","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,1,4,0,1
17,10,8000,26.625,21.3,"Gerrit Cole","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,1,5,2,0
18,8,2100,100,21,"Franklin Barreto","OAK",NA,"2B/SS",7,2,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,9,3900,53.8461538461538,21,"Brandon Phillips","ATL",NA,"2B",2,2,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
