"Bryce Harper_WAS","Mookie Betts_BOS","Trea Turner_WAS","Francisco Lindor_CLE","Ryan Zimmerman_WAS","Daniel Murphy_WAS","Michael Brantley_CLE","Hanley Ramirez_BOS","Brian Dozier_MIN","Edwin Encarnacion_CLE","Miguel Sano_MIN","Xander Bogaerts_BOS","Andrew Benintendi_BOS","Jose Ramirez_CLE","Carlos Santana_CLE","Jason Kipnis_CLE","Adam Eaton_WAS","Jackie Bradley_BOS","Lorenzo Cain_KC","Dustin Pedroia_BOS","Anthony Rendon_WAS","Eric Hosmer_KC","Mitch Moreland_BOS","Maikel Franco_PHI","Tyler Naquin_CLE","Kennys Vargas_MIN","Michael Taylor_WAS","Alex Gordon_KC","Mike Moustakas_KC","Jayson Werth_WAS","Tommy Joseph_PHI","Cesar Hernandez_PHI","Odubel Herrera_PHI","Jorge Soler_KC","Salvador Perez_KC","Whit Merrifield_KC","Pablo Sandoval_BOS","Max Kepler_MIN","Michael Saunders_PHI","Brandon Moss_KC","Joe Mauer_MIN","Robbie Grossman_MIN","Freddy Galvis_PHI","Aaron Altherr_PHI","Alcides Escobar_KC","Cheslor Cuthbert_KC","Brock Holt_BOS","Eddie Rosario_MIN","Byron Buxton_MIN","Howie Kendrick_PHI","Adam Lind_WAS","Matt Wieters_WAS","Rhys Hoskins_PHI","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Billy Burns_KC","Jorge Polanco_MIN","Daniel Nava_PHI","Cameron Rupp_PHI","Brandon Guyer_CLE","Jorge Bonifacio_KC","Bradley Zimmer_CLE","Chris Young_BOS","Andrew Knapp_PHI","Peter O'Brien_KC","Austin Jackson_CLE","Yan Gomes_CLE","Ryan O'Hearn_KC","Sandy Leon_BOS","Chase d'Arnaud_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Stephen Drew_WAS","Paulo Orlando_KC","Giovanny Urshela_CLE","Terrance Gore_KC","Danny Santana_MIN","Brock Stassi_PHI","Wilmer Difo_WAS","Christian Colon_KC","Yandy Diaz_CLE","Jason Castro_MIN","Christian Vazquez_BOS","Deven Marrero_BOS","Josh Rutledge_BOS","Andres Blanco_PHI","Chris Heisey_WAS","Chris Gimenez_MIN","Eduardo Escobar_MIN","Roberto Perez_CLE","Raul Mondesi_KC","Jose Lobaton_WAS","Rafael Bautista_WAS","Ty Kelly_PHI","Michael Martinez_CLE","Ehire Adrianza_MIN","Drew Butera_KC","Grant Green_WAS"
146.476449275362,0,30.4505494505494,0,39.1026315789474,24.4624505928854,0,0,0,0,0,0,0,0,0,0,53.8235294117647,0,0,0,65.8214285714286,0,0,0,0,0,12.1428571428571,0,0,13.3815789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54.6666666666667,28.7904411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9166666666667,0,0,0,0,0,46.75,0,0,0,0,0,0,0,-137.5,0,0,0,0,36.1428571428571,0,0,0,0,0,0
0,57.0851449275362,0,0,0,0,0,10.1428571428571,0,0,0,8.13095238095238,24.602766798419,0,0,0,0,-11.9615384615385,0,4.02631578947368,0,0,19.5090579710145,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8653846153846,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.8,0,0,0,0,0,1.52272727272727,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,4.42424242424242,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0
30.4505494505494,0,135.295833333333,0,-7.40476190476191,61.6291666666667,0,0,0,0,0,0,0,0,0,0,28.9444444444444,0,0,0,-30.0769230769231,0,0,0,0,0,3.23214285714286,0,0,-2.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.04545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,92.9566666666667,0,0,8.9,0,0,-7.31333333333333,0,0,0,7.15612648221344,11.5066666666667,19.9454545454545,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46363636363636,25.5,0,0,0,0,-11.7954545454545,0,0,0,0,0,-27.8909090909091,1.26666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2727272727273,0,0,0,0,0,0,0,0,34.7777777777778,0,0,0,0,-18,0,0,0
39.1026315789474,0,-7.40476190476191,0,76.9025974025974,-7.71428571428571,0,0,0,0,0,0,0,0,0,0,9.58571428571429,0,0,0,21.8947368421053,0,0,0,0,0,15.7333333333333,0,0,5.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.833333333333,0,0,0,0,0,34.2,0,0,0,0,0,0,0,-154,0,0,0,0,-6.1,0,0,0,0,0,0
24.4624505928854,0,61.6291666666667,0,-7.71428571428571,105.416666666667,0,0,0,0,0,0,0,0,0,0,8.59803921568627,0,0,0,24.4285714285714,0,0,0,0,0,13.5416666666667,0,0,26.3896103896104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6666666666667,40.1139705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.25,0,0,0,0,0,16.7857142857143,0,0,0,0,0,0,0,-11.1666666666667,0,0,0,0,-7.5,0,0,0,0,0,0
0,0,0,8.9,0,0,58.0289473684211,0,0,7.13947368421053,0,0,0,17.0614035087719,12.6631578947368,15.4666666666667,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68181818181818,16.3484848484848,0,0,0,0,-3.4047619047619,0,0,0,0,0,10.9333333333333,6.3525641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,0,0,0,37.9285714285714,0,0,0,0,0,0,0,0
0,10.1428571428571,0,0,0,0,0,44.7549407114625,0,0,0,8.00865800865801,9.04545454545454,0,0,0,0,-21.6153846153846,0,5.17836257309941,0,0,7.00790513833992,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77777777777778,0,0,0,0,0,-0.363636363636364,0,0,-3.1025641025641,0,0,0,0,0,0,0,0,0,0,-4.54545454545455,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,43.3008658008658,0,-4.88961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,18.7543859649123,0,0,-2.31372549019608,-5.01666666666667,0,0,0,0,0,-9.95238095238095,18.0130718954248,0,0,0,0,0,0,0,-1.96052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.1666666666667,0,0,0,0,15.5625,0,0,0,0,0,-2.86666666666667,-7.83333333333333,0,0,0,0,0,0,0,0,0
0,0,0,-7.31333333333333,0,0,7.13947368421053,0,0,42.01,0,0,0,15.6442687747036,1.71166666666667,4.68181818181818,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.0454545454545,6.61666666666667,0,0,0,0,0.378787878787879,0,0,0,0,0,-0.254545454545455,4.28095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46969696969697,0,0,0,0,0,0,0,0,-6.91111111111111,0,0,0,0,9,0,0,0
