"Michael Brantley_CLE","Francisco Lindor_CLE","Josh Donaldson_TOR","Edwin Encarnacion_CLE","Jose Ramirez_CLE","Carlos Santana_CLE","Jason Kipnis_CLE","Jose Bautista_TOR","Evan Longoria_TB","Lorenzo Cain_KC","Eric Hosmer_KC","Mike Moustakas_KC","Steven Souza_TB","Alex Gordon_KC","Troy Tulowitzki_TOR","Corey Dickerson_TB","Salvador Perez_KC","Jorge Soler_KC","Devon Travis_TOR","Brad Miller_TB","Whit Merrifield_KC","Russell Martin_TOR","Kendrys Morales_TOR","Steve Pearce_TOR","Brandon Moss_KC","Wilson Ramos_TB","Kevin Kiermaier_TB","Alcides Escobar_KC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Cheslor Cuthbert_KC","Colby Rasmus_TB","Chris Coghlan_TOR","Paulo Orlando_KC","Brandon Guyer_CLE","Billy Burns_KC","Bradley Zimmer_CLE","Logan Morrison_TB","Tim Beckham_TB","Mallex Smith_TB","Matt Duffy_TB","Jorge Bonifacio_KC","Kevin Pillar_TOR","Austin Jackson_CLE","Yan Gomes_CLE","Tyler Naquin_CLE","Justin Smoak_TOR","Giovanny Urshela_CLE","Ryan O'Hearn_KC","Rickie Weeks_TB","Jake Bauers_TB","Terrance Gore_KC","Yandy Diaz_CLE","Dalton Pompey_TOR","Rowdy Tellez_TOR","Christian Colon_KC","Peter O'Brien_KC","Jarrod Saltalamacchia_TOR","Peter Bourjos_TB","Derek Norris_TB","Ezequiel Carrera_TOR","Roberto Perez_CLE","Curt Casali_TB","Ryan Goins_TOR","Raul Mondesi_KC","Jesus Sucre_TB","Daniel Robertson_TB","Michael Martinez_CLE","Darwin Barney_TOR","Luke Maile_TOR","Drew Butera_KC","Shane Peterson_TB"
20,20,0,20,19,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,7,0,0,0,0,0,0,0,0,6,13,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
20,25,0,25,23,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,12,0,0,0,0,0,0,0,0,11,15,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0
0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,7,0,0,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0
20,25,0,25,23,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,12,0,0,0,0,0,0,0,0,11,15,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0
19,23,0,23,23,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,11,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0
20,25,0,25,23,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,12,0,0,0,0,0,0,0,0,11,15,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0
10,11,0,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,0,0,26,0,0,0,0,0,0,15,0,0,0,20,0,0,21,26,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,26,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,15,0,0,0,0,12,0,0,0
0,0,0,0,0,0,0,0,27,0,0,0,25,0,0,22,0,0,0,23,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,20,24,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,7,12,0,0,0,0,9
0,0,0,0,0,0,0,0,0,25,25,21,0,24,0,0,24,0,0,0,12,0,0,0,18,0,0,25,0,0,8,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,25,26,22,0,25,0,0,24,0,0,0,13,0,0,0,19,0,0,26,0,0,9,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,21,22,22,0,22,0,0,20,0,0,0,11,0,0,0,19,0,0,22,0,0,5,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,25,0,0,0,27,0,0,22,0,0,0,23,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,19,25,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,7,12,0,0,0,0,8
0,0,0,0,0,0,0,0,0,24,25,22,0,25,0,0,23,0,0,0,12,0,0,0,19,0,0,25,0,0,8,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0
0,0,8,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,11,0,0,13,15,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,4,0,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,24,0,0,0,21,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,19,21,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,6,10,0,0,0,0,9
0,0,0,0,0,0,0,0,0,24,24,20,0,23,0,0,24,0,0,0,11,0,0,0,17,0,0,24,0,0,8,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,0,0,20,0,0,0,0,0,0,11,0,0,0,20,0,0,16,20,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,10,0,0,0,0,9,0,0,0
0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,21,0,0,0,25,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,20,22,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,6,10,0,0,0,0,9
0,0,0,0,0,0,0,0,0,12,13,11,0,12,0,0,11,0,0,0,13,0,0,0,8,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
