"Carlos Correa_HOU","Jose Altuve_HOU","Miguel Sano_MIN","Brian Dozier_MIN","George Springer_HOU","Francisco Lindor_CLE","Michael Brantley_CLE","Dexter Fowler_STL","Buster Posey_SF","Carlos Santana_CLE","Lorenzo Cain_KC","Matt Carpenter_STL","Edwin Encarnacion_CLE","Jason Kipnis_CLE","Eric Hosmer_KC","Alex Bregman_HOU","Stephen Piscotty_STL","Aledmys Diaz_STL","Evan Gattis_HOU","Max Kepler_MIN","Hunter Pence_SF","Carlos Beltran_HOU","Jose Ramirez_CLE","Joe Mauer_MIN","Brandon Moss_KC","Jorge Soler_KC","Tommy Pham_STL","Jedd Gyorko_STL","Robbie Grossman_MIN","Kennys Vargas_MIN","Eduardo Nunez_SF","Brandon Belt_SF","Randal Grichuk_STL","Josh Reddick_HOU","Marwin Gonzalez_HOU","Whit Merrifield_KC","Eddie Rosario_MIN","Byron Buxton_MIN","Denard Span_SF","Norichika Aoki_HOU","Mike Moustakas_KC","Salvador Perez_KC","Jorge Polanco_MIN","Joe Panik_SF","Brian McCann_HOU","Bradley Zimmer_CLE","Alcides Escobar_KC","Alex Gordon_KC","Cheslor Cuthbert_KC","Yadier Molina_STL","Brandon Crawford_SF","Kolten Wong_STL","Christian Arroyo_SF","Tyler Naquin_CLE","Derek Fisher_HOU","Yuli Gurriel_HOU","Paulo Orlando_KC","Billy Burns_KC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Jorge Bonifacio_KC","Jhonny Peralta_STL","Jarrett Parker_SF","Brandon Guyer_CLE","Justin Ruggiano_SF","Nick Hundley_SF","Matt Adams_STL","Ryan O'Hearn_KC","Mac Williamson_SF","Austin Jackson_CLE","Yan Gomes_CLE","Jason Castro_MIN","Terrance Gore_KC","Kelby Tomlinson_SF","Harrison Bader_STL","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Chris Gimenez_MIN","Eduardo Escobar_MIN","Jose Martinez_STL","Jake Marisnick_HOU","Yandy Diaz_CLE","Aaron Hill_SF","Gorkys Hernandez_SF","Greg Garcia_STL","Raul Mondesi_KC","Conor Gillaspie_SF","Magneuris Sierra_STL","Roberto Perez_CLE","Ehire Adrianza_MIN","Carson Kelly_STL","Michael Morse_SF","Eric Fryer_STL","Michael Martinez_CLE","Daniel Robertson_CLE","Drew Butera_KC","Tim Federowicz_SF","Tony Kemp_HOU","Chris Marrero_SF"
41.6931818181818,-18.4505376344086,0,0,3.33903133903134,0,0,0,0,0,0,0,0,0,0,4.24384236453202,0,0,-1.08771929824561,0,0,-0.363756613756614,0,0,0,0,0,0,0,0,0,0,0,16,7.69934640522876,0,0,0,0,-4.55847953216374,0,0,0,0,2.61264822134387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.4505376344086,72.0554621848739,0,0,-8.05161290322581,0,0,0,0,0,0,0,0,0,0,7.40215053763441,0,0,4.06052631578947,0,0,-2.07142857142857,0,0,0,0,0,0,0,0,0,0,0,-11.7261904761905,-10.5657894736842,0,0,0,0,23.8289473684211,0,0,0,0,-5.14229249011858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80.923645320197,-3.91025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.897233201581,0,0,0,14.2075098814229,0,0,0,0,13.5904761904762,0,0,0,0,0,0,0,-4.22222222222222,14.6066666666667,0,0,0,0,1.29344729344729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-3.91025641025641,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6147186147186,0,0,0,-0.493506493506494,0,0,0,0,-5,0,0,0,0,0,0,0,-9.33538461538462,16.5948616600791,0,0,0,0,-4.19166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7076023391813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.33903133903134,-8.05161290322581,0,0,46.5311827956989,0,0,0,0,0,0,0,0,0,0,3.96825396825397,0,0,16.2156862745098,0,0,-3.09538461538462,0,0,0,0,0,0,0,0,0,0,0,-9.59420289855072,14.2483660130719,0,0,0,0,2.55555555555556,0,0,0,0,-0.807017543859649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,76.2218487394958,8.33190883190883,0,0,9.54201680672269,0,0,-4.38655462184874,32.4571428571429,0,0,0,0,0,0,0,0,14.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.359649122807,24.6471861471861,0,0,0,0,0,0,0,0,0,0,2.40909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8.33190883190883,49.7207977207977,0,0,5.82905982905983,0,0,6.47293447293447,-4.80147058823529,0,0,0,0,0,0,0,0,19.8169230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.25,17.7190476190476,0,0,0,0,0,0,0,0,0,0,3.40849673202614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,61.6455026455026,0,0,0,-15.2934782608696,0,0,0,0,3.21666666666667,6.58166666666667,0,0,0,0,0,0,0,0,0,-11.3157894736842,0,0,0,0,-1.89855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79528985507246,0,-7.85281385281385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,39.858064516129,0,0,0,0,0,0,0,0,0,0,0,13.2119565217391,0,0,0,0,0,0,0,0,0,3.05161290322581,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,-4.42877492877493,0,0,0,0,0,0,8.91503267973856,0,11.3345588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.97058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9.54201680672269,5.82905982905983,0,0,43.0084033613445,0,0,-0.42436974789916,16.0690476190476,0,0,0,0,0,0,0,0,24.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1929824561403,7.12987012987013,0,0,0,0,0,0,0,0,0,0,-10.478354978355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
