"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Chris Sale",13500,"BOS@TOR 01:07PM ET",29.703,"BOS","TOR",29.41,22.2,24.1325,NA,37.55
"SP","Carlos Carrasco",12000,"CLE@DET 01:10PM ET",19.48,"CLE","DET",22.85,17.8,NA,NA,28.15
"SP","Zack Greinke",11900,"COL@ARI 10:10PM ET",21.526,"ARI","COL",21.16,18.4,18.9455,NA,29.95
"SP","Gio Gonzalez",11700,"WAS@STL 07:15PM ET",18.897,"WAS","STL",20.45,20.1,15.356,NA,29.35
"SP","Rich Hill",11300,"LAD@SD 10:10PM ET",12.995,"LAD","SD",23.23,18.3,15.284,NA,38.75
"SP","Cole Hamels",8400,"TEX@CWS 02:10PM ET",7.921,"TEX","CWS",20.27,15,17.6375,NA,25.2
"SP","Tyler Chatwood",8000,"COL@ARI 10:10PM ET",14.109,"COL","ARI",13.4,14.7,11.582,NA,12.85
"SP","Zack Wheeler",7700,"PHI@NYM 04:10PM ET",10.204,"NYM","PHI",20.69,16.6,18.32,NA,13.25
"SP","Michael Wacha",7600,"WAS@STL 07:15PM ET",12.75,"STL","WAS",18.12,12.8,12.95,NA,32.5
"SP","Sam Gaviglio",7200,"SEA@LAA 10:07PM ET",11.311,"SEA","LAA",13.22,10.1,8.176,NA,NA
"SP","Dylan Bundy",7100,"TB@BAL 04:05PM ET",15.234,"BAL","TB",19.62,12.6,14.576,NA,8.8
"SP","Jake Odorizzi",7000,"TB@BAL 04:05PM ET",13.489,"TB","BAL",16.53,13.1,11.56,NA,11.05
"SP","Jordan Montgomery",6900,"NYY@HOU 07:15PM ET",17.268,"NYY","HOU",12.31,11.8,11.563,NA,10.4
"SP","Jason Hammel",6800,"MIN@KC 02:15PM ET",11.327,"KC","MIN",NA,15.2,NA,NA,3.4
"SP","Francisco Liriano",6700,"BOS@TOR 01:07PM ET",10.567,"TOR","BOS",12.09,12.6,14.289,NA,5.5
"SP","Zach Davies",6600,"MIA@MIL 04:10PM ET",9.975,"MIL","MIA",14.68,13,12.187,NA,15.3
"RP","Francis Martes",6600,"NYY@HOU 07:15PM ET",9.838,"HOU","NYY",13.23,10.9,10.45,NA,18.25
"SP","RA Dickey",6500,"ATL@OAK 04:05PM ET",11.54,"ATL","OAK",12.24,14.4,12.618,NA,14.1
"SP","Ricky Nolasco",6400,"SEA@LAA 10:07PM ET",12.463,"LAA","SEA",15.28,12.8,15.167,NA,40.85
"SP","Jeremy Hellickson",6300,"PHI@NYM 04:10PM ET",9.569,"PHI","NYM",16.16,10.7,12.613,NA,9.45
"SP","Derek Holland",6100,"TEX@CWS 02:10PM ET",12.737,"CWS","TEX",16.2,8.8,12.534,NA,9.2
"SP","Jordan Zimmermann",6000,"CLE@DET 01:10PM ET",9.897,"DET","CLE",NA,9.3,NA,NA,10.55
"SP","Matt Moore",5900,"SF@PIT 04:05PM ET",9.8,"SF","PIT",17.72,13.9,10.767,NA,14.75
"SP","Chad Kuhl",5700,"SF@PIT 04:05PM ET",8.05,"PIT","SF",13.92,12.2,9.762,NA,15.7
"SP","Eddie Butler",5600,"CHC@CIN 04:10PM ET",10.539,"CHC","CIN",12.55,8.3,6.56,NA,-0.55
"SP","Felix Jorge",5200,"MIN@KC 02:15PM ET",0,"MIN","KC",11.74,9.8,NA,NA,8.45
"SP","Tom Koehler",4800,"MIA@MIL 04:10PM ET",6.581,"MIA","MIL",13.33,15.8,11.559,NA,-3.05
"RP","Jackson Stephens",4500,"CHC@CIN 04:10PM ET",0,"CIN","CHC",10.22,18.1,9.604,NA,21.05
"SP","Dillon Overton",4200,"LAD@SD 10:10PM ET",1.939,"SD","LAD",11.88,12.3,9.473,NA,1.9
