"Bryce Harper_WAS","Carlos Correa_HOU","Trea Turner_WAS","Jose Altuve_HOU","Freddie Freeman_ATL","Daniel Murphy_WAS","Miguel Sano_MIN","Ryan Zimmerman_WAS","Brian Dozier_MIN","George Springer_HOU","Francisco Lindor_CLE","Adam Eaton_WAS","Michael Brantley_CLE","Dexter Fowler_STL","Buster Posey_SF","Carlos Santana_CLE","Matt Kemp_ATL","Anthony Rendon_WAS","Lorenzo Cain_KC","Matt Carpenter_STL","Edwin Encarnacion_CLE","Jason Kipnis_CLE","Eric Hosmer_KC","Alex Bregman_HOU","Stephen Piscotty_STL","Aledmys Diaz_STL","Evan Gattis_HOU","Ender Inciarte_ATL","Max Kepler_MIN","Hunter Pence_SF","Carlos Beltran_HOU","Jose Ramirez_CLE","Jayson Werth_WAS","Joe Mauer_MIN","Brandon Moss_KC","Jorge Soler_KC","Tommy Pham_STL","Jedd Gyorko_STL","Nick Markakis_ATL","Michael Taylor_WAS","Robbie Grossman_MIN","Kennys Vargas_MIN","Eduardo Nunez_SF","Brandon Belt_SF","Randal Grichuk_STL","Josh Reddick_HOU","Marwin Gonzalez_HOU","Brandon Phillips_ATL","Whit Merrifield_KC","Eddie Rosario_MIN","Byron Buxton_MIN","Denard Span_SF","Norichika Aoki_HOU","Adonis Garcia_ATL","Mike Moustakas_KC","Salvador Perez_KC","Jorge Polanco_MIN","Joe Panik_SF","Brian McCann_HOU","Bradley Zimmer_CLE","Adam Lind_WAS","Matt Wieters_WAS","Dansby Swanson_ATL","Alcides Escobar_KC","Alex Gordon_KC","Cheslor Cuthbert_KC","Yadier Molina_STL","Brandon Crawford_SF","Kolten Wong_STL","Christian Arroyo_SF","Tyler Naquin_CLE","Derek Fisher_HOU","Yuli Gurriel_HOU","Paulo Orlando_KC","Billy Burns_KC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Jace Peterson_ATL","Jorge Bonifacio_KC","Jhonny Peralta_STL","Jarrett Parker_SF","Brandon Guyer_CLE","Tyler Flowers_ATL","Brian Goodwin_WAS","Justin Ruggiano_SF","Nick Hundley_SF","Matt Adams_STL","Stephen Drew_WAS","Danny Santana_ATL","Ryan O'Hearn_KC","Mac Williamson_SF","Austin Jackson_CLE","Yan Gomes_CLE","Wilmer Difo_WAS","Jason Castro_MIN","Terrance Gore_KC","Kelby Tomlinson_SF","Harrison Bader_STL","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Chris Heisey_WAS","Micah Johnson_ATL","Chris Gimenez_MIN","Eduardo Escobar_MIN","Jose Martinez_STL","Jake Marisnick_HOU","Yandy Diaz_CLE","Rio Ruiz_ATL","Aaron Hill_SF","Gorkys Hernandez_SF","Greg Garcia_STL","Jose Lobaton_WAS","Johan Camargo_ATL","Rafael Bautista_WAS","Raul Mondesi_KC","Conor Gillaspie_SF","Magneuris Sierra_STL","Roberto Perez_CLE","Kurt Suzuki_ATL","Ehire Adrianza_MIN","Carson Kelly_STL","Michael Morse_SF","Eric Fryer_STL","Michael Martinez_CLE","Daniel Robertson_CLE","Drew Butera_KC","Tim Federowicz_SF","Tony Kemp_HOU","Anthony Recker_ATL","Emilio Bonifacio_ATL","Grant Green_WAS","Chris Marrero_SF","Lane Adams_ATL"
129.664516129032,0,32.6052631578947,0,0,16.5443349753695,0,33.7307692307692,0,0,0,53.8235294117647,0,0,0,0,0,47.7579365079365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0830769230769,0,0,0,0,0,0,15.9120879120879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,19.8441558441558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9166666666667,0,0,0,0,0,40.1636363636364,0,0,0,0,0,0,-35.5,0,0,0,0,0,0,0,0,0,0,30.2916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41.6931818181818,0,-18.4505376344086,0,0,0,0,0,3.33903133903134,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24384236453202,0,0,-1.08771929824561,0,0,0,-0.363756613756614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7.69934640522876,0,0,0,0,0,-4.55847953216374,0,0,0,0,0,2.61264822134387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4679487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.6052631578947,0,109.146245059289,0,0,46.9523809523809,0,10.1904761904762,0,0,0,28.9444444444444,0,0,0,0,0,-20.0642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.1642857142857,0,0,0,0,0,0,6.76923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,-9.54285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,-15.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-18.4505376344086,0,72.0554621848739,0,0,0,0,0,-8.05161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40215053763441,0,0,4.06052631578947,0,0,0,-2.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.7261904761905,-10.5657894736842,0,0,0,0,0,23.8289473684211,0,0,0,0,0,-5.14229249011858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31318681318681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.139495798319,0,0,0,0,0,0,0,0,0,0,0,10.4366666666667,0,0,0,0,0,0,0,0,0,0,6.03949579831933,0,0,0,0,0,0,0,0,0,0,-1.10168067226891,0,0,0,0,0,0,0,0,-11.0135467980296,0,0,0,0,0,6.87956989247312,0,0,0,0,0,0,0,0,24.1016042780749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.792397660818713,0,0,0,0,4.62105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.91208791208791,0,0,0,0,0,0,0,0,0,0,-11,0,0,0
16.5443349753695,0,46.9523809523809,0,0,86.6088709677419,0,-1.35470085470085,0,0,0,8.59803921568627,0,0,0,0,0,18.6083743842365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3015873015873,0,0,0,0,0,0,3.18571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,33.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.25,0,0,0,0,0,19.2916666666667,0,0,0,0,0,0,-12.4,0,0,0,0,0,0,0,0,0,0,-5.21818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,80.923645320197,0,-3.91025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.897233201581,0,0,0,0,14.2075098814229,0,0,0,0,0,0,13.5904761904762,18.7545454545455,0,0,0,0,0,0,0,-4.22222222222222,14.6066666666667,0,0,0,0,0,1.29344729344729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11111111111111,0,0,0,0,0,0,0,5.18888888888889,25.3846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.7307692307692,0,10.1904761904762,0,0,-1.35470085470085,0,83.7586206896552,0,0,0,9.58571428571429,0,0,0,0,0,18.7820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87166666666667,0,0,0,0,0,0,-1.69583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.833333333333,0,0,0,0,0,34.5,0,0,0,0,0,0,-45.1666666666667,0,0,0,0,0,0,0,0,0,0,-12.5892857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-3.91025641025641,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6147186147186,0,0,0,0,-0.493506493506494,0,0,0,0,0,0,-5,7.68888888888889,0,0,0,0,0,0,0,-9.33538461538462,16.5948616600791,0,0,0,0,0,-4.19166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7076023391813,0,0,0,0,0,0,0,-1.16071428571429,4.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.33903133903134,0,-8.05161290322581,0,0,0,0,0,46.5311827956989,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96825396825397,0,0,16.2156862745098,0,0,0,-3.09538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.59420289855072,14.2483660130719,0,0,0,0,0,2.55555555555556,0,0,0,0,0,-0.807017543859649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,76.2218487394958,0,8.33190883190883,0,0,9.54201680672269,0,0,0,0,-4.38655462184874,32.4571428571429,0,0,0,0,0,0,0,0,0,14.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,21.359649122807,24.6471861471861,0,0,0,0,-9.74285714285714,0,0,0,0,0,0,0,0,0,-27.8909090909091,2.40909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1047619047619,0,0,0,0,0,0,0,0,0,0,28.3269230769231,0,0,0,0,0,-18,5,0,0,0,0,0,0,0,0
53.8235294117647,0,28.9444444444444,0,0,8.59803921568627,0,9.58571428571429,0,0,0,61.2573099415205,0,0,0,0,0,7.1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1625,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8333333333333,12.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5833333333333,0,0,0,0,0,38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8.33190883190883,0,49.7207977207977,0,0,5.82905982905983,0,0,0,0,6.47293447293447,-4.80147058823529,0,0,0,0,0,0,0,0,0,19.8169230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,-6.25,17.7190476190476,0,0,0,0,-6.45833333333333,0,0,0,0,0,0,0,0,0,10.9333333333333,3.40849673202614,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,0,0,0,0,0,26.4722222222222,0,0,0,0,0,0,-1.66666666666667,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,61.6455026455026,0,0,0,0,0,-15.2934782608696,0,0,0,0,3.21666666666667,6.58166666666667,0,0,0,0,0,0,0,0,0,0,-4.66666666666667,-11.3157894736842,0,0,0,0,0,0,-1.89855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79528985507246,0,-7.85281385281385,0,0,0,0,0,0,0,0,0,0,3.21428571428571,0,0,0,0,0,0,40.9285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23333333333333,0,0,0,0,0,18.1964285714286,0,0,0,0,0,42,0,0,0,0,0,-15.4166666666667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.858064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2119565217391,0,0,0,0,0,0,0,0,0,0,0,0,3.05161290322581,0.666666666666667,0,0,0,0,0,0,0,0.654545454545455,0,0,0,0,0,-4.42877492877493,0,0,0,0,0,0,0,0,0,8.91503267973856,0,11.3345588235294,0,0,0,0,0,0,0,0,0,0,-6.41666666666667,0,0,0,1,7.52380952380952,0,0,0,0,43.3333333333333,0,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,0,0,4.5,-7.97058823529412,0,0,0,0,0,-36.6666666666667,0,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,2.8,0
