"Mookie Betts_BOS","Mike Trout_LAA","Miguel Cabrera_DET","Bryce Harper_WAS","Ian Kinsler_DET","Joey Votto_CIN","Ryan Braun_MIL","Justin Upton_DET","Anthony Rizzo_CHC","Josh Donaldson_TOR","Jonathan Villar_MIL","Carlos Santana_CLE","Evan Longoria_TB","Edwin Encarnacion_CLE","Michael Brantley_CLE","JD Martinez_DET","Kris Bryant_CHC","Nicholas Castellanos_DET","Hanley Ramirez_BOS","Giancarlo Stanton_MIA","Daniel Murphy_WAS","Trea Turner_WAS","Jason Kipnis_CLE","Francisco Lindor_CLE","Starling Marte_PIT","Manny Machado_BAL","Jose Bautista_TOR","Freddie Freeman_ATL","Andrew McCutchen_PIT","Adam Duvall_CIN","Wil Myers_SD","Victor Martinez_DET","Gregory Polanco_PIT","Chris Davis_BAL","Xander Bogaerts_BOS","Jackie Bradley_BOS","Mallex Smith_TB","Billy Hamilton_CIN","Dee Gordon_MIA","Christian Yelich_MIA","Yoenis Cespedes_NYM","Jose Ramirez_CLE","Kyle Schwarber_CHC","Dustin Pedroia_BOS","Keon Broxton_MIL","Adam Eaton_WAS","Albert Pujols_LAA","Brad Miller_TB","Steven Souza_TB","Eric Thames_MIL","Domingo Santana_MIL","Matt Kemp_ATL","Maikel Franco_PHI","Ben Zobrist_CHC","Mark Trumbo_BAL","Kevin Kiermaier_TB","Hernan Perez_MIL","Anthony Rendon_WAS","Lorenzo Cain_KC","Troy Tulowitzki_TOR","Adam Jones_BAL","Colby Rasmus_TB","Corey Dickerson_TB","Andrew Benintendi_BOS","Jose Peraza_CIN","Travis Shaw_MIL","JT Realmuto_MIA","Jose Reyes_NYM","Odubel Herrera_PHI","Eric Hosmer_KC","Kole Calhoun_LAA","Devon Travis_TOR","Logan Morrison_TB","Matt Duffy_TB","Scooter Gennett_CIN","Orlando Arcia_MIL","Scott Schebler_CIN","Curtis Granderson_NYM","Ender Inciarte_ATL","Tyler Naquin_CLE","Cameron Maybin_LAA","Willson Contreras_CHC","Kendrys Morales_TOR","Pablo Sandoval_BOS","Nick Franklin_MIL","Eugenio Suarez_CIN","Asdrubal Cabrera_NYM","Tommy Joseph_PHI","Jayson Werth_WAS","CJ Cron_LAA","Alex Gordon_KC","Javier Baez_CHC","Josh Harrison_PIT","Russell Martin_TOR","Zack Cozart_CIN","David Wright_NYM","Marcell Ozuna_MIA","Ryan Schimpf_SD","Nick Markakis_ATL","Michael Taylor_WAS","Alex Avila_DET","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","JaCoby Jones_DET","Luis Valbuena_LAA","Brandon Moss_KC","Jorge Soler_KC","Addison Russell_CHC","Jesus Aguilar_MIL","Arismendy Alcantara_CIN","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","Brandon Phillips_ATL","Yangervis Solarte_SD","Ryan Zimmerman_WAS","Michael Saunders_PHI","James McCann_DET","Dixon Machado_DET","Brandon Guyer_CLE","Mikie Mahtook_DET","Tyler Collins_DET","Bradley Zimmer_CLE","Jefry Marte_LAA","Whit Merrifield_KC","Peter O'Brien_KC","Alen Hanson_PIT","Jonathan Schoop_BAL","Steve Pearce_TOR","Wilson Ramos_TB","Jake Bauers_TB","Brock Holt_BOS","Tim Beckham_TB","Martin Prado_MIA","Michael Conforto_NYM","Adonis Garcia_ATL","Manuel Margot_SD","Aaron Altherr_PHI","Salvador Perez_KC","Welington Castillo_BAL","Kevin Pillar_TOR","Mitch Moreland_BOS","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Jesse Winker_CIN","Dansby Swanson_ATL","Alex Dickerson_SD","Hunter Renfroe_SD","Matt Wieters_WAS","Adam Lind_WAS","Rhys Hoskins_PHI","Cesar Hernandez_PHI","Freddy Galvis_PHI","Howie Kendrick_PHI","Yan Gomes_CLE","Jose Iglesias_DET","Austin Jackson_CLE","Yunel Escobar_LAA","Cheslor Cuthbert_KC","Alcides Escobar_KC","Andrelton Simmons_LAA","Ben Revere_LAA","Josh Bell_PIT","Jason Heyward_CHC","Seth Smith_BAL","Derek Norris_TB","Chris Young_BOS","Peter Bourjos_TB","Justin Bour_MIA","Wilmer Flores_NYM","Cory Spangenberg_SD","Cameron Rupp_PHI","Daniel Nava_PHI","Giovanny Urshela_CLE","Danny Espinosa_LAA","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Francisco Cervelli_PIT","Adam Frazier_PIT","David Freese_PIT","Jordy Mercer_PIT","Albert Almora_CHC","Hyun Soo Kim_BAL","Rickie Weeks_TB","Manny Pina_MIL","Derek Dietrich_MIA","Jace Peterson_ATL","Andrew Knapp_PHI","Miguel Montero_CHC","John Jaso_PIT","Kevin Newman_PIT","Jon Jay_CHC","Justin Smoak_TOR","Trey Mancini_BAL","Rowdy Tellez_TOR","Dalton Pompey_TOR","Sandy Leon_BOS","Curt Casali_TB","Marco Hernandez_BOS","Steve Selsky_BOS","Devin Mesoraco_CIN","Jett Bandy_MIL","Travis d'Arnaud_NYM","Tyler Flowers_ATL","Travis Jankowski_SD","Yandy Diaz_CLE","Ryan O'Hearn_KC","Jose Osuna_PIT","Craig Gentry_BAL","Jesus Sucre_TB","Daniel Robertson_TB","Tucker Barnhart_CIN","TJ Rivera_NYM","Brandon Nimmo_NYM","Stephen Drew_WAS","Andrew Romine_DET","Terrance Gore_KC","Ian Happ_CHC","Matt Szczur_CHC","Jarrod Saltalamacchia_TOR","JJ Hardy_BAL","Ezequiel Carrera_TOR","Christian Vazquez_BOS","Josh Rutledge_BOS","Deven Marrero_BOS","Destin Hood_MIA","Micah Johnson_ATL","Chase d'Arnaud_ATL","Brock Stassi_PHI","Wilmer Difo_WAS","Roberto Perez_CLE","Christian Colon_KC","Phil Gosselin_PIT","Tommy La Stella_CHC","Joey Rickard_BAL","Patrick Kivlehan_CIN","Tyler Moore_MIA","Ichiro Suzuki_MIA","Juan Lagares_NYM","Christian Bethancourt_SD","Austin Hedges_SD","Rio Ruiz_ATL","Andres Blanco_PHI","Chris Heisey_WAS","Chris Coghlan_TOR","Adeiny Hechavarria_MIA","Erick Aybar_SD","Michael Martinez_CLE","Martin Maldonado_LAA","Raul Mondesi_KC","Darwin Barney_TOR","Ryan Flaherty_BAL","Shane Peterson_TB","AJ Ellis_MIA","Kurt Suzuki_ATL","Luis Sardinas_SD","Allen Cordoba_SD","Jose Lobaton_WAS","Carlos Perez_LAA","Caleb Joseph_BAL","JT Riddle_MIA","Jabari Blash_SD","Chris Stewart_PIT","Ryan Goins_TOR","Ty Kelly_TOR","Rene Rivera_NYM","Miguel Rojas_MIA","Hector Sanchez_SD","Drew Butera_KC","Cliff Pennington_LAA","Eloy Jimenez_CHC","Stuart Turner_CIN","Anthony Recker_ATL","Emilio Bonifacio_ATL","Grant Green_WAS","Luis Torrens_SD","Johan Camargo_ATL"
35.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.1184395493985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0501426261629,0,0,0,0,0,0,0,0,11.8168043489464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1343481948086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.46465093041514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.0200158505915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393489269899101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95555555555557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15.8777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91593320298623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.92297501760912,0,0,0,0,0,0,0,0,0,2.20509349137662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5277349753533,0,0,-8.66565046780885,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6054388052573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.62844846307358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,94.3333333333333,0,-39.0608168210245,0,0,-13.0535929575156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.23280714658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0175992665391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,93.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0029957905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0021138088582,0,0,0,0,0,0,0,0,0,0,0,-8.24513714694677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2213538622983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7244411133048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9395685382207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-39.0608168210245,0,33.8666666666667,0,0,-14.1812156894492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.97854128750211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4117319223234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,36.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2623070772541,0,0,0,0,0,0,0,-13.549312408751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.99483114659039,0,0,0,0,0,0,0,0,0,0,0,21.0881047707075,0,0,0,0,0,0,0,0,-10.092799604725,0,0,0,0,0,0,0,0,10.4585899389293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9394648518771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,46.4555555555556,0,0,0,-25.6554569211786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.6296272918398,0,0,0,0,5.4248706207904,14.2967660764174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1067620266363,0,0,0,0,0,0,0,0,0,16.6144495258083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46093723939902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-13.0535929575156,0,-14.1812156894492,0,0,101.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.995773866529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.6257849275807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,33.5,0,0,0,0,0,0,0,-22.1519600194514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.85279886968221,0,0,0,0,0,0,0,0,0,0,-12.0000883864087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.5646047060285,0,0,0,0,0,0,0,0,0,11.8936750491819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.595965187697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.4799694046482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,44.8392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2944003112756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0641977545141,0,0,0,0,0,0,0,0,0,0,0,2.84697302331795,0,0,0,0,0,0,0,0,0,0,11.0031952153494,0,0,0,0,0,0,0,0,0,0,-8.8199423375243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5433655253473,0,0,0,0,0,0,0,0,0,0,0,0.799901108874999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6330050621138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
