"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Jordan Zimmermann",8400,"DET@SD 04:40PM ET",10.346,"DET","SD",14.79,18.4,NA,NA,3.6
"SP","Brandon McCarthy",7500,"COL@LAD 04:10PM ET",15.8,"LAD","COL",19.11,15.3,NA,NA,-0.85
"SP","Mike Leake",7400,"PIT@STL 08:08PM ET",16.843,"STL","PIT",17.18,15,NA,NA,6.7
"SP","Clayton Richard",6900,"DET@SD 04:40PM ET",13.277,"SD","DET",15.29,12.9,NA,NA,1.4
"SP","Tyler Anderson",6700,"COL@LAD 04:10PM ET",11.621,"COL","LAD",12.22,18.6,NA,NA,-4.95
"SP","Matt Moore",5900,"NYM@SF 04:05PM ET",10.243,"SF","NYM",16.79,19.8,NA,NA,3.75
"RP","Francis Martes",5800,"HOU@SEA 04:10PM ET",12.35,"HOU","SEA",14.96,12.3,NA,NA,2.3
"RP","Randall Delgado",5700,"PHI@ARI 04:10PM ET",6.831,"ARI","PHI",14.6,17.9,NA,NA,16.25
"SP","Ariel Miranda",5500,"HOU@SEA 04:10PM ET",13.375,"SEA","HOU",11.73,9.5,NA,NA,8.9
"SP","Jeremy Hellickson",5200,"PHI@ARI 04:10PM ET",8.627,"PHI","ARI",11.24,10.9,NA,NA,23.7
"SP","Chad Kuhl",5100,"PIT@STL 08:08PM ET",7.93,"PIT","STL",15.03,13,NA,NA,9.85
"SP","Rafael Montero",4800,"NYM@SF 04:05PM ET",2.91,"NYM","SF",13.82,14.7,NA,NA,24.55
