"Charlie Blackmon_COL","Mike Trout_LAA","Paul Goldschmidt_ARI","Bryce Harper_WAS","Jake Lamb_ARI","Joey Votto_CIN","Kris Bryant_CHC","Michael Conforto_NYM","AJ Pollock_ARI","Nolan Arenado_COL","Anthony Rizzo_CHC","Mookie Betts_BOS","Daniel Murphy_WAS","Billy Hamilton_CIN","Xander Bogaerts_BOS","Corey Dickerson_TB","Jose Altuve_HOU","Trea Turner_WAS","Eugenio Suarez_CIN","Scott Schebler_CIN","Adam Duvall_CIN","Francisco Lindor_CLE","Zack Cozart_CIN","Jonathan Villar_MIL","Eric Thames_MIL","Jay Bruce_NYM","Matt Kemp_ATL","Freddie Freeman_ATL","Ryan Zimmerman_WAS","Brett Gardner_NYY","Aaron Judge_NYY","Edwin Encarnacion_CLE","Michael Brantley_CLE","Andrew Benintendi_BOS","Jackie Bradley_BOS","Cameron Maybin_LAA","Ryan Braun_MIL","JD Martinez_DET","Mark Reynolds_COL","Ender Inciarte_ATL","Gary Sanchez_NYY","Jose Peraza_CIN","Jason Kipnis_CLE","Joey Gallo_TEX","Hanley Ramirez_BOS","Nomar Mazara_TEX","Miguel Cabrera_DET","DJ LeMahieu_COL","Corey Seager_LAD","Gregory Polanco_PIT","Shin-Soo Choo_TEX","Logan Morrison_TB","David Peralta_ARI","Travis Shaw_MIL","Yoenis Cespedes_NYM","Carlos Gonzalez_COL","Brandon Phillips_ATL","Robinson Cano_SEA","Scooter Gennett_CIN","Mitch Moreland_BOS","Adrian Beltre_TEX","Chris Owings_ARI","Carlos Correa_HOU","David Dahl_COL","Trevor Story_COL","Cody Bellinger_LAD","Anthony Rendon_WAS","Aaron Hicks_NYY","Javier Baez_CHC","Kyle Schwarber_CHC","Ben Zobrist_CHC","Dustin Pedroia_BOS","Mike Napoli_TEX","Evan Longoria_TB","Ian Desmond_COL","Adam Eaton_WAS","Phillip Ervin_CIN","Jose Ramirez_CLE","Ian Happ_CHC","Carlos Gomez_TEX","Jonathan Lucroy_TEX","Yasmany Tomas_ARI","Aaron Altherr_PHI","Starling Marte_PIT","Jean Segura_SEA","Mike Moustakas_KC","Matt Holliday_NYY","Carlos Santana_CLE","Lonnie Chisenhall_CLE","Hunter Pence_SF","Eduardo Nunez_SF","Buster Posey_SF","Dexter Fowler_STL","Adam Frazier_PIT","Josh Harrison_PIT","Josh Bell_PIT","Nelson Cruz_SEA","Chris Carter_NYY","Brandon Belt_SF","Pablo Sandoval_BOS","Andrelton Simmons_LAA","Jose Reyes_NYM","Maikel Franco_PHI","Jacoby Ellsbury_NYY","Yan Gomes_CLE","Arismendy Alcantara_CIN","Joe Panik_SF","Elvis Andrus_TEX","Brad Miller_TB","Keon Broxton_MIL","Wil Myers_SD","Victor Martinez_DET","Gerardo Parra_COL","Yasmani Grandal_LAD","Jayson Werth_WAS","Jorge Bonifacio_KC","Brandon Moss_KC","Bradley Zimmer_CLE","Delino DeShields_TEX","Rougned Odor_TEX","Albert Pujols_LAA","Chris Herrmann_ARI","Domingo Santana_MIL","Asdrubal Cabrera_NYM","David Wright_NYM","George Springer_HOU","Cesar Hernandez_PHI","Tommy Joseph_PHI","Yasiel Puig_LAD","Dansby Swanson_ATL","Matt Adams_ATL","Alex Gordon_KC","Starlin Castro_NYY","Didi Gregorius_NYY","Salvador Perez_KC","Jesse Winker_CIN","Abraham Almonte_CLE","Brandon Crawford_SF","Chris Young_BOS","Wilson Ramos_TB","Brandon Drury_ARI","Hernan Perez_MIL","Lucas Duda_NYM","Curtis Granderson_NYM","Josh Reddick_HOU","Marwin Gonzalez_HOU","Justin Upton_DET","Carlos Beltran_HOU","Logan Forsythe_LAD","Chris Taylor_LAD","Stephen Piscotty_STL","Michael Taylor_WAS","Kyle Seager_SEA","Lorenzo Cain_KC","Whit Merrifield_KC","Eric Hosmer_KC","Brandon Guyer_CLE","Denard Span_SF","Addison Russell_CHC","Brock Holt_BOS","CJ Cron_LAA","Rey Fuentes_ARI","Ian Kinsler_DET","Alex Bregman_HOU","Howie Kendrick_PHI","Pat Valaika_COL","Justin Turner_LAD","Matt Carpenter_STL","Alen Hanson_PIT","Nick Markakis_ATL","Adonis Garcia_ATL","Tyler Flowers_ATL","Mitch Haniger_SEA","Devin Mesoraco_CIN","Jason Heyward_CHC","Willson Contreras_CHC","Robinson Chirinos_TEX","Sandy Leon_BOS","Jurickson Profar_TEX","Matt Duffy_TB","Steven Souza_TB","Colby Rasmus_TB","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Ryan Schimpf_SD","Neil Walker_NYM","Alex Avila_DET","Nicholas Castellanos_DET","Brian McCann_HOU","Rhys Hoskins_PHI","Michael Saunders_PHI","Matt Wieters_WAS","Greg Bird_NYY","Austin Jackson_CLE","Ryan Rua_TEX","Jefry Marte_LAA","Eric Sogard_MIL","Wilmer Flores_NYM","Evan Gattis_HOU","Raimel Tapia_COL","Stephen Cardullo_COL","Daniel Nava_PHI","Franklin Gutierrez_LAD","Joc Pederson_LAD","Adrian Gonzalez_LAD","Randal Grichuk_STL","Jedd Gyorko_STL","Aledmys Diaz_STL","Jordy Mercer_PIT","John Jaso_PIT","Francisco Cervelli_PIT","David Freese_PIT","Andrew McCutchen_PIT","Adam Lind_WAS","Chase Headley_NYY","Tucker Barnhart_CIN","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Jarrett Parker_SF","Kevin Kiermaier_TB","Luis Valbuena_LAA","Ben Revere_LAA","Socrates Brito_ARI","Nick Franklin_MIL","Andrew Knapp_PHI","Cameron Rupp_PHI","Dustin Garneau_COL","Freddy Galvis_PHI","Chase Utley_LAD","Tommy Pham_STL","Kurt Suzuki_ATL","Leonys Martin_SEA","Ben Gamel_SEA","Jarrod Dyson_SEA","Rob Refsnyder_NYY","Paulo Orlando_KC","Billy Burns_KC","Jorge Soler_KC","Yandy Diaz_CLE","Christian Arroyo_SF","Miguel Montero_CHC","Pete Kozma_TEX","Jared Hoying_TEX","Brett Nicholas_TEX","Marco Hernandez_BOS","Steve Selsky_BOS","Jake Bauers_TB","Kole Calhoun_LAA","Yunel Escobar_LAA","Gregor Blanco_ARI","Jesus Aguilar_MIL","Orlando Arcia_MIL","Derek Fisher_HOU","Tom Murphy_COL","Danny Ortiz_PIT","Kevin Newman_PIT","Cheslor Cuthbert_KC","Tyler Naquin_CLE","Mac Williamson_SF","Nick Hundley_SF","Albert Almora_CHC","Jon Jay_CHC","Christian Vazquez_BOS","Derek Norris_TB","Jett Bandy_MIL","Travis d'Arnaud_NYM","Hunter Renfroe_SD","Alex Dickerson_SD","Andrew Romine_DET","James McCann_DET","Odubel Herrera_PHI","Alexi Amarista_COL","Tony Wolters_COL","Austin Barnes_LAD","Trayce Thompson_LAD","Kolten Wong_STL","Jose Osuna_PIT","Danny Santana_ATL","Danny Valencia_SEA","Wilmer Difo_WAS","Brian Goodwin_WAS","Peter O'Brien_CIN","Patrick Kivlehan_CIN","Kelby Tomlinson_SF","Jeimer Candelario_CHC","Sam Travis_BOS","Josh Rutledge_BOS","Peter Bourjos_TB","Mallex Smith_TB","Rickie Weeks_TB","Tim Beckham_TB","Danny Espinosa_LAA","Chris Iannetta_ARI","Manny Pina_MIL","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Brandon Nimmo_NYM","TJ Rivera_NYM","Norichika Aoki_HOU","Kike Hernandez_LAD","Andrew Toles_LAD","Jace Peterson_ATL","Micah Johnson_ATL","Stephen Drew_WAS","Ryan O'Hearn_KC","Hanser Alberto_TEX","Deven Marrero_BOS","Jesus Sucre_TB","Daniel Descalso_ARI","Matt Szczur_SD","Yuli Gurriel_HOU","JaCoby Jones_DET","Jake Marisnick_HOU","Brock Stassi_PHI","Rob Segedin_LAD","Yadier Molina_STL","Jhonny Peralta_STL","Elias Diaz_PIT","Chris Bostick_PIT","Phil Gosselin_PIT","Rio Ruiz_ATL","Mike Zunino_SEA","Taylor Motter_SEA","Gleyber Torres_NYY","Terrance Gore_KC","Roberto Perez_CLE","Justin Ruggiano_SF","Aaron Hill_SF","Tommy La Stella_CHC","Drew Stubbs_TEX","Curt Casali_TB","Juan Lagares_NYM","Gavin Cecchini_NYM","Yangervis Solarte_SD","Travis Jankowski_SD","Tyler Collins_DET","Mikie Mahtook_DET","Dixon Machado_DET","John Hicks_DET","Andres Blanco_PHI","Andre Ethier_LAD","Chris Heisey_WAS","Austin Romine_NYY","Daniel Robertson_CLE","Gorkys Hernandez_SF","Conor Gillaspie_SF","Daniel Robertson_TB","Matt Reynolds_NYM","Kevin Plawecki_NYM","Cory Spangenberg_SD","Cristhian Adames_COL","Ryan Hanigan_COL","Jose Martinez_STL","Scott Van Slyke_LAD","Harrison Bader_STL","Gift Ngoepe_PIT","Shawn O'Malley_SEA","Ronald Torreyes_NYY","Rene Rivera_NYM","Chase d'Arnaud_SD","Manuel Margot_SD","Jim Adduci_DET","Greg Garcia_STL","Drew Robinson_TEX","Nolan Fontana_LAA","Christian Bethancourt_SD","Jose Iglesias_DET","Magneuris Sierra_STL","Max Moroff_PIT","Guillermo Heredia_SEA","Carlos Ruiz_SEA","Boog Powell_SEA","Rafael Bautista_WAS","Raul Mondesi_KC","Stuart Turner_CIN","Michael Morse_SF","Michael Martinez_TB","Juan Graterol_LAA","Martin Maldonado_LAA","Jeff Mathis_ARI","Allen Cordoba_SD","Austin Hedges_SD","Ty Kelly_PHI","Carson Kelly_STL","John Bormann_PIT","Chris Stewart_PIT","Tuffy Gosewisch_SEA","Jose Lobaton_WAS","Kyle Higashioka_NYY","Alcides Escobar_KC","Tim Federowicz_SF","Shane Peterson_TB","Carlos Perez_LAA","Carlos Asuaje_SD","Erick Aybar_SD","Jabari Blash_SD","Luis Sardinas_SD","Eric Fryer_STL","Anthony Recker_ATL","Mike Freeman_SEA","Daniel Vogelbach_SEA","Eloy Jimenez_CHC","Cliff Pennington_LAA","Hector Sanchez_SD","Juan Centeno_HOU","Tony Kemp_HOU","Brett Eibner_LAD","Emilio Bonifacio_ATL","Drew Butera_KC","Chris Marrero_SF","Luis Torrens_SD","Johan Camargo_ATL","Lane Adams_ATL","Grant Green_WAS"
70.0865384615385,0,0,0,0,0,0,0,0,-0.324561403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04117647058824,0,0,0,0,0,0,0,0,-0.391891891891892,0,0,0,0,0,0,0,12.4294294294294,0,0,0,0,0,0,0,0,5.96153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51.2814102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27217741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165079365079365,2.6551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7610887096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349431818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,70.3657505285412,0,4.32051282051282,0,0,0,31.089247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2631048387097,0,0,0,0,0,0,0,0,1.7012012012012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33143939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7792207792208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.314285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,123.28253968254,0,0,0,0,0,0,0,0,11.2994652406417,0,0,0,0,28.095,0,0,0,0,0,0,0,0,0,0,37.8387096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4415322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7947943427755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.32051282051282,0,65.5195121951219,0,0,0,-3.17241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1532258064516,0,0,0,0,0,0,0,0,-14.7174688057041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158620689655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2784090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,57.4928017718715,0,0,0,0,0,0,0,0.697435897435897,0,0,0,0,1.36032388663968,-2.30128205128205,-1.24935897435897,0,6.05238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74561403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91005291005291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,85.50213371266,0,0,0,5.70495495495495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9643874643875,17.0645161290323,13.3703703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23148148148148,13.4501424501425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,129.733333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.44704433497537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83903133903134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7472527472527,-12.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95197044334975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.99415204678363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,31.089247311828,0,-3.17241379310345,0,0,0,59.2540322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7687747035573,0,0,0,0,0,0,0,0,-5.20229885057471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.324561403508772,0,0,0,0,0,0,0,0,63.9975609756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3587301587302,0,0,0,0,0,0,0,0,1.41835357624831,0,0,0,0,0,0,0,4.00225225225225,0,0,0,0,0,0,0,0,6.42307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
