"Aaron Judge_NYY","Cody Bellinger_LAD","Jose Ramirez_CLE","Edwin Encarnacion_CLE","Anthony Rizzo_CHC","Gary Sanchez_NYY","Corey Seager_LAD","Kris Bryant_CHC","JD Martinez_DET","Manny Machado_BAL","Francisco Lindor_CLE","Brett Gardner_NYY","Justin Bour_MIA","Freddie Freeman_ATL","Jonathan Schoop_BAL","Adam Jones_BAL","Chris Davis_BAL","Starlin Castro_NYY","Mike Trout_LAA","Nelson Cruz_SEA","Aaron Hicks_NYY","Matt Holliday_NYY","Ian Kinsler_DET","Chris Taylor_LAD","Justin Turner_LAD","Matt Adams_ATL","Eduardo Nunez_SF","Trey Mancini_BAL","Lonnie Chisenhall_CLE","Carlos Santana_CLE","Mark Trumbo_BAL","Jason Kipnis_CLE","Ben Gamel_SEA","Jean Segura_SEA","Robinson Cano_SEA","Jay Bruce_NYM","Ian Happ_CHC","Ender Inciarte_ATL","Michael Brantley_CLE","Christian Yelich_MIA","Giancarlo Stanton_MIA","Seth Smith_BAL","Joc Pederson_LAD","Michael Conforto_NYM","Yoenis Cespedes_NYM","Marcell Ozuna_MIA","Ben Zobrist_CHC","Matt Kemp_ATL","Brandon Phillips_ATL","Austin Jackson_CLE","Justin Upton_DET","Mitch Haniger_SEA","Alex Avila_DET","Dee Gordon_MIA","Buster Posey_SF","Bradley Zimmer_CLE","Kole Calhoun_LAA","Cameron Maybin_LAA","Tyler Flowers_ATL","Jacoby Ellsbury_NYY","Didi Gregorius_NYY","Yasiel Puig_LAD","Kyle Schwarber_CHC","Addison Russell_CHC","Willson Contreras_CHC","Austin Slater_SF","Abraham Almonte_CLE","Albert Pujols_LAA","Mike Zunino_SEA","Jose Reyes_NYM","Adrian Gonzalez_LAD","Brandon Guyer_CLE","Greg Allen_CLE","Welington Castillo_BAL","Luis Valbuena_LAA","Eric Young_LAA","Chris Carter_NYY","Kyle Seager_SEA","Jarrod Dyson_SEA","Jason Heyward_CHC","Joe Panik_SF","Brandon Crawford_SF","Brandon Belt_SF","Adonis Garcia_ATL","Orlando Calixte_SF","Yunel Escobar_LAA","Greg Bird_NYY","Andrelton Simmons_LAA","Curtis Granderson_NYM","Denard Span_SF","Nick Markakis_ATL","Joey Rickard_BAL","Yan Gomes_CLE","Jefry Marte_LAA","Victor Martinez_DET","Miguel Cabrera_DET","Neil Walker_NYM","David Wright_NYM","Asdrubal Cabrera_NYM","JT Realmuto_MIA","Tyler Moore_MIA","Dansby Swanson_ATL","Francisco Mejia_CLE","Ruben Tejada_BAL","Craig Gentry_BAL","Erik Gonzalez_CLE","Chase Headley_NYY","Yasmani Grandal_LAD","Logan Forsythe_LAD","Peter O'Brien_LAD","Lucas Duda_NYM","Jon Jay_CHC","Javier Baez_CHC","Jace Peterson_ATL","Kurt Suzuki_ATL","Danny Santana_ATL","Jarrett Parker_SF","Christian Arroyo_SF","JJ Hardy_BAL","David Washington_BAL","Giovanny Urshela_CLE","Rob Refsnyder_NYY","CJ Cron_LAA","Leonys Martin_SEA","Nicholas Castellanos_DET","Franklin Gutierrez_LAD","Derek Dietrich_MIA","Miguel Montero_CHC","Martin Prado_MIA","Albert Almora_CHC","Johan Camargo_ATL","Nick Hundley_SF","Hyun Soo Kim_BAL","Yandy Diaz_CLE","Tyler Austin_NYY","Taylor Motter_SEA","Kike Hernandez_LAD","Chase Utley_LAD","Mac Williamson_SF","Hunter Pence_SF","Tyler Naquin_CLE","Danny Valencia_SEA","Austin Barnes_LAD","Trayce Thompson_LAD","Mark Zagunis_CHC","Jeimer Candelario_CHC","Micah Johnson_ATL","Rio Ruiz_ATL","Kelby Tomlinson_SF","Daniel Robertson_CLE","Ronald Torreyes_NYY","Guillermo Heredia_SEA","Travis d'Arnaud_NYM","Willie Calhoun_LAD","Andrew Toles_LAD","Travis Demeritte_ATL","Anthony Santander_BAL","Roberto Perez_CLE","Gleyber Torres_NYY","Danny Espinosa_LAA","Amed Rosario_NYM","Wilmer Flores_NYM","Alex Verdugo_LAD","Rob Segedin_LAD","Tommy La Stella_CHC","Gorkys Hernandez_SF","Paul Janish_BAL","Luis Sardinas_BAL","Ryan Flaherty_BAL","Francisco Pena_BAL","Mason Williams_NYY","John Hicks_DET","Andrew Romine_DET","Brandon Nimmo_NYM","Andre Ethier_LAD","Destin Hood_MIA","JT Riddle_MIA","Conor Gillaspie_SF","Caleb Joseph_BAL","Martin Maldonado_LAA","Ben Revere_LAA","David Fletcher_LAA","Dixon Machado_DET","Shawn O'Malley_SEA","Carlos Ruiz_SEA","JaCoby Jones_DET","Jose Iglesias_DET","DJ Peterson_SEA","Mikie Mahtook_DET","Scott Van Slyke_LAD","TJ Rivera_NYM","Ichiro Suzuki_MIA","Tomas Telis_MIA","Justin Ruggiano_SF","Bobby Bradley_CLE","Austin Romine_NYY","Nolan Fontana_LAA","Boog Powell_SEA","Tyler Collins_DET","Tyler Smith_SEA","Gavin Cecchini_NYM","Juan Lagares_NYM","Christian Colon_MIA","Adeiny Hechavarria_MIA","Steve Lombardozzi_MIA","Ronald Acuna_ATL","Michael Morse_SF","Aaron Hill_SF","Kyle Higashioka_NYY","Jim Adduci_DET","Tuffy Gosewisch_SEA","Kevin Plawecki_NYM","Matt Reynolds_NYM","AJ Ellis_MIA","Anthony Recker_ATL","Tim Federowicz_SF","Miguel Andujar_NYY","Jorge Mateo_NYY","Tyler Wade_NYY","Carlos Perez_LAA","Juan Graterol_LAA","Alex Presley_DET","Rene Rivera_NYM","Mike Aviles_MIA","Daniel Vogelbach_SEA","Kyle Lewis_SEA","James McCann_DET","Mike Freeman_LAD","Eloy Jimenez_CHC","Emilio Bonifacio_ATL","Chris Marrero_SF","Shane Robinson_LAA","Cliff Pennington_LAA","Brett Eibner_LAD","Miguel Rojas_MIA","Lane Adams_ATL"
64,0,0,0,0,36,0,0,0,0,0,55,0,0,0,0,0,64,0,0,42,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,59,56,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,59,0,44,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,56,59,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,59,0,42,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,65,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,38,0,0,0,0,0,36,0,0,0,0,0,37,0,0,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,60,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,9,0,0,2,29,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,63,0,0,0,0,62,58,53,0,0,0,0,0,0,0,0,0,0,42,0,0,63,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
