"Corey Seager_LAD","Nolan Arenado_COL","Charlie Blackmon_COL","Mike Trout_LAA","Adrian Gonzalez_LAD","Carlos Gonzalez_COL","Joc Pederson_LAD","Paul Goldschmidt_ARI","Logan Forsythe_LAD","Justin Turner_LAD","Trevor Story_COL","Yasiel Puig_LAD","Edwin Encarnacion_CLE","Michael Brantley_CLE","Jason Kipnis_CLE","Mark Reynolds_COL","David Dahl_COL","Carlos Santana_CLE","Yasmani Grandal_LAD","Chase Utley_LAD","DJ LeMahieu_COL","Franklin Gutierrez_LAD","Ian Desmond_COL","Rougned Odor_TEX","Khris Davis_OAK","Francisco Lindor_CLE","Yoenis Cespedes_NYM","Shin-Soo Choo_TEX","Stephen Cardullo_COL","Adrian Beltre_TEX","Rajai Davis_OAK","Nomar Mazara_TEX","Cody Bellinger_LAD","Chris Taylor_LAD","Buster Posey_SF","Wil Myers_SD","Nelson Cruz_SEA","Jonathan Lucroy_TEX","Jose Ramirez_CLE","Trayce Thompson_LAD","Robinson Cano_SEA","Jean Segura_SEA","Giancarlo Stanton_MIA","Mike Napoli_TEX","Trevor Plouffe_OAK","Carlos Gomez_TEX","Austin Barnes_LAD","Gerardo Parra_COL","Brandon Belt_SF","Hunter Pence_SF","Albert Pujols_LAA","Jose Reyes_NYM","Ryon Healy_OAK","Marcus Semien_OAK","Elvis Andrus_TEX","AJ Pollock_ARI","Curtis Granderson_NYM","Jake Lamb_ARI","Austin Jackson_CLE","Rob Segedin_LAD","Eduardo Nunez_SF","Kyle Seager_SEA","Dee Gordon_MIA","Christian Yelich_MIA","Joey Gallo_TEX","Tyler Naquin_CLE","Yasmany Tomas_ARI","Andre Ethier_LAD","Andrew Toles_LAD","Brandon Crawford_SF","Denard Span_SF","Kole Calhoun_LAA","David Wright_NYM","Asdrubal Cabrera_NYM","Stephen Vogt_OAK","Delino DeShields_TEX","Kike Hernandez_LAD","Scott Van Slyke_LAD","Joe Panik_SF","Cameron Maybin_LAA","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","David Peralta_ARI","Dustin Garneau_COL","CJ Cron_LAA","Michael Conforto_NYM","Josh Phegley_OAK","Mark Canha_OAK","Jurickson Profar_TEX","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Tom Murphy_COL","Ryan Schimpf_SD","Luis Valbuena_LAA","Jefry Marte_LAA","Mitch Haniger_SEA","Yonder Alonso_OAK","Michael Martinez_CLE","Brandon Drury_ARI","Chris Owings_ARI","Brandon Guyer_CLE","Bradley Zimmer_CLE","Yangervis Solarte_SD","Robinson Chirinos_TEX","Jed Lowrie_OAK","Pat Valaika_COL","Jarrett Parker_SF","Manuel Margot_SD","Danny Valencia_SEA","Yunel Escobar_LAA","Ben Revere_LAA","Wilmer Flores_NYM","Marcell Ozuna_MIA","Brett Nicholas_TEX","Drew Robinson_TEX","Jake Smolinski_OAK","Yan Gomes_CLE","Jeremy Hazelbaker_ARI","Tony Wolters_COL","Nick Hundley_SF","Alex Dickerson_SD","Hunter Renfroe_SD","Taylor Motter_SEA","Andrelton Simmons_LAA","Leonys Martin_SEA","JT Realmuto_MIA","Martin Prado_MIA","Chris Herrmann_ARI","Giovanny Urshela_CLE","Cory Spangenberg_SD","Mac Williamson_SF","Danny Espinosa_LAA","Travis d'Arnaud_NYM","Ryan Rua_TEX","Matt Joyce_OAK","Yandy Diaz_CLE","Socrates Brito_ARI","Kelby Tomlinson_SF","Jarrod Dyson_SEA","Justin Bour_MIA","TJ Rivera_NYM","Brandon Nimmo_NYM","Cristhian Adames_COL","Aaron Hill_SF","Travis Jankowski_SD","Mike Zunino_SEA","Ben Gamel_SEA","Guillermo Heredia_SEA","Derek Dietrich_MIA","Juan Lagares_NYM","Adam Rosales_OAK","Hanser Alberto_TEX","Chris Iannetta_ARI","Roberto Perez_CLE","Alexi Amarista_COL","Christian Bethancourt_SD","Austin Hedges_SD","Chris Marrero_SF","Conor Gillaspie_SF","Gorkys Hernandez_SF","Shawn O'Malley_SEA","Destin Hood_MIA","Daniel Descalso_ARI","Carlos Ruiz_SEA","Martin Maldonado_LAA","Tyler Moore_MIA","Adeiny Hechavarria_MIA","Ichiro Suzuki_MIA","Nick Ahmed_ARI","Luis Sardinas_SD","Jabari Blash_SD","Carlos Perez_LAA","Rene Rivera_NYM","AJ Ellis_MIA","Ty Kelly_NYM","Jeff Mathis_ARI","Cliff Pennington_LAA","Miguel Rojas_MIA","Hector Sanchez_SD","Luis Torrens_SD","Erick Aybar_SD","Allen Cordoba_SD"
4,0,0,0,4,0,3,0,3,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,4,0,3,0,3,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,3,0,3,0,2,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
3,0,0,0,3,0,2,0,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,4,0,3,0,3,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
