"Paul Goldschmidt_ARI","Aaron Judge_NYY","Cody Bellinger_LAD","Bryce Harper_WAS","Jake Lamb_ARI","Trea Turner_WAS","Mookie Betts_BOS","David Peralta_ARI","Corey Seager_LAD","Daniel Murphy_WAS","Charlie Blackmon_COL","Jose Ramirez_CLE","Xander Bogaerts_BOS","Nolan Arenado_COL","Gary Sanchez_NYY","Chris Owings_ARI","Ryan Zimmerman_WAS","Anthony Rizzo_CHC","Joey Votto_CIN","Edwin Encarnacion_CLE","Gregor Blanco_ARI","Anthony Rendon_WAS","Kris Bryant_CHC","Dexter Fowler_STL","Francisco Lindor_CLE","Brett Gardner_NYY","Brandon Drury_ARI","Justin Turner_LAD","Adam Duvall_CIN","Carlos Gomez_TEX","AJ Pollock_ARI","Mike Trout_LAA","Scott Schebler_CIN","Jose Abreu_CWS","Ian Happ_CHC","Tommy Pham_STL","Scooter Gennett_CIN","Lonnie Chisenhall_CLE","Michael Brantley_CLE","Matt Holliday_NYY","Joc Pederson_LAD","Stephen Piscotty_STL","Avisail Garcia_CWS","Chris Taylor_LAD","Cameron Maybin_LAA","Jedd Gyorko_STL","Todd Frazier_CWS","Aaron Hicks_NYY","Andrew Benintendi_BOS","Yasmany Tomas_ARI","Adam Eaton_WAS","Nomar Mazara_TEX","Elvis Andrus_TEX","Yasmani Grandal_LAD","Michael Taylor_WAS","Ian Desmond_COL","Matt Carpenter_STL","Adrian Beltre_TEX","Bradley Zimmer_CLE","Matt Davidson_CWS","Didi Gregorius_NYY","Jackie Bradley_BOS","Nick Ahmed_ARI","Adrian Gonzalez_LAD","Addison Russell_CHC","Buster Posey_SF","Yadier Molina_STL","Starlin Castro_NYY","Jacoby Ellsbury_NYY","Miguel Sano_MIN","Chris Herrmann_ARI","Kike Hernandez_LAD","Andrelton Simmons_LAA","Eric Young_LAA","Brian Goodwin_WAS","Ben Zobrist_CHC","Joe Panik_SF","Billy Hamilton_CIN","Jason Kipnis_CLE","Brian Dozier_MIN","Yasiel Puig_LAD","Adam Lind_WAS","Ryan Raburn_WAS","David Dahl_COL","Mark Reynolds_COL","Randal Grichuk_STL","Paul DeJong_STL","Joey Gallo_TEX","Carlos Santana_CLE","Shin-Soo Choo_TEX","Yoan Moncada_CWS","Dustin Pedroia_BOS","Joe Mauer_MIN","Hanley Ramirez_BOS","Eddie Rosario_MIN","Daniel Descalso_ARI","Austin Barnes_LAD","Albert Pujols_LAA","Yunel Escobar_LAA","Javier Baez_CHC","Jayson Werth_WAS","Willson Contreras_CHC","Brandon Belt_SF","Denard Span_SF","Eduardo Nunez_SF","Aledmys Diaz_STL","Eugenio Suarez_CIN","Zack Cozart_CIN","Tyler Naquin_CLE","Mike Napoli_TEX","Delino DeShields_TEX","Greg Bird_NYY","Chris Carter_NYY","Sandy Leon_BOS","Chris Iannetta_ARI","Jeremy Hazelbaker_ARI","Tommy Joseph_PHI","Martin Maldonado_LAA","Peter O'Brien_LAD","Kole Calhoun_LAA","Luis Valbuena_LAA","Kyle Schwarber_CHC","Trevor Story_COL","Carlos Gonzalez_COL","Austin Jackson_CLE","Tyler Saladino_CWS","Jorge Polanco_MIN","Mitch Moreland_BOS","Kennys Vargas_MIN","Eduardo Escobar_MIN","Cesar Hernandez_PHI","Howie Kendrick_PHI","Odubel Herrera_PHI","Logan Forsythe_LAD","Jason Heyward_CHC","DJ LeMahieu_COL","Bobby Bradley_CLE","Francisco Mejia_CLE","Abraham Almonte_CLE","Jurickson Profar_TEX","Yolmer Sanchez_CWS","Alen Hanson_CWS","Rob Refsnyder_NYY","Melky Cabrera_CWS","Robbie Grossman_MIN","Chris Young_BOS","Max Kepler_MIN","Rey Fuentes_ARI","Aaron Altherr_PHI","Chase Utley_LAD","Franklin Gutierrez_LAD","CJ Cron_LAA","Jefry Marte_LAA","Phillip Ervin_CIN","Devin Mesoraco_CIN","Brandon Guyer_CLE","Greg Allen_CLE","Rougned Odor_TEX","Ronald Guzman_TEX","Robinson Chirinos_TEX","Mason Williams_NYY","Chase Headley_NYY","Tyler Austin_NYY","Chris Gimenez_MIN","Jhonny Peralta_BOS","Brock Holt_BOS","Socrates Brito_ARI","Trayce Thompson_LAD","Gerardo Parra_COL","Hunter Pence_SF","Jonathan Lucroy_TEX","Byron Buxton_MIN","Maikel Franco_PHI","Willie Calhoun_LAD","Andrew Toles_LAD","Danny Espinosa_LAA","Mark Zagunis_CHC","Christian Arroyo_SF","Jose Martinez_STL","Pete Kozma_TEX","Jared Hoying_TEX","Brett Nicholas_TEX","Erik Gonzalez_CLE","Charlie Tilson_CWS","Adam Engel_CWS","Tim Anderson_CWS","Dawel Lugo_ARI","Jack Reinheimer_ARI","Domingo Leyba_ARI","Rob Segedin_LAD","Alex Verdugo_LAD","Stephen Drew_WAS","Albert Almora_CHC","Brandon Crawford_SF","Pat Valaika_COL","Nick Hundley_SF","Kolten Wong_STL","Arismendy Alcantara_CIN","Giovanny Urshela_CLE","Ryan Rua_TEX","Andy Ibanez_TEX","Yan Gomes_CLE","Gleyber Torres_NYY","Daniel Palka_MIN","Cameron Perkins_PHI","Andrew Knapp_PHI","Cameron Rupp_PHI","Daniel Nava_PHI","Andre Ethier_LAD","Cliff Pennington_LAA","Matt Wieters_WAS","Jon Jay_CHC","Miguel Montero_CHC","Raimel Tapia_COL","Stephen Cardullo_COL","Kelby Tomlinson_SF","Austin Slater_SF","Gorkys Hernandez_SF","Harrison Bader_STL","Jose Peraza_CIN","Yandy Diaz_CLE","Pablo Sandoval_BOS","Marco Hernandez_BOS","Steve Selsky_BOS","Scott Van Slyke_LAD","David Fletcher_LAA","Ben Revere_LAA","Jeimer Candelario_CHC","Dustin Garneau_COL","Chad Huffman_STL","Jesse Winker_CIN","Roberto Perez_CLE","Hanser Alberto_TEX","Miguel Andujar_NYY","Tyler Wade_NYY","Jorge Mateo_NYY","Leury Garcia_CWS","Jacob May_CWS","Austin Romine_NYY","Ronald Torreyes_NYY","Sam Travis_BOS","Jorge Alfaro_PHI","Nick Williams_PHI","Freddy Galvis_PHI","Tom Murphy_COL","Orlando Calixte_SF","Drew Stubbs_TEX","Cody Asche_CWS","Willy Garcia_CWS","Josh Rutledge_BOS","Brock Stassi_PHI","Michael Saunders_PHI","Shane Robinson_LAA","Wilmer Difo_WAS","Chris Heisey_WAS","Tommy La Stella_CHC","Aaron Hill_SF","Jarrett Parker_SF","Jordan Patterson_COL","Tucker Barnhart_CIN","Magneuris Sierra_STL","Geovany Soto_CWS","Kyle Higashioka_NYY","Kevan Smith_CWS","Jason Castro_MIN","Christian Vazquez_BOS","Christian Walker_ARI","Rhys Hoskins_PHI","Roman Quinn_PHI","Andres Blanco_PHI","Carlos Perez_LAA","Nolan Fontana_LAA","Pedro Severino_WAS","Mac Williamson_SF","Tony Wolters_COL","Alexi Amarista_COL","Conor Gillaspie_SF","Carson Kelly_STL","Ehire Adrianza_MIN","Deven Marrero_BOS","Scott Kingery_PHI","Rafael Bautista_WAS","Justin Ruggiano_SF","Patrick Kivlehan_CIN","Greg Garcia_STL","Drew Robinson_TEX","Daniel Robertson_CLE","Omar Narvaez_CWS","Ty Kelly_PHI","Mike Freeman_LAD","Jose Lobaton_WAS","Cristhian Adames_COL","Ryan Hanigan_COL","Michael Morse_SF","Eric Fryer_STL","Juan Graterol_LAA","Tim Federowicz_SF","Jeff Mathis_ARI","Brett Eibner_LAD","Grant Green_CWS","Zack Collins_CWS","Tzu-Wei Lin_BOS","Eloy Jimenez_CHC","Ryder Jones_SF","Chris Marrero_SF","Nick Senzel_CIN","Stuart Turner_CIN"
71,0,0,0,66,0,0,52,0,0,0,0,0,0,0,61,0,0,0,0,23,0,0,0,0,0,58,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
0,68,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,67,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,52,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,42,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,61,0,49,0,0,0,55,0,0,0,0,0,0,50,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,68,0,0,53,0,0,0,0,0,0,0,57,0,0,0,0,22,0,0,0,0,0,55,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
0,0,0,49,0,56,0,0,0,50,0,0,0,0,0,0,48,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,68,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,53,0,0,54,0,0,0,0,0,0,0,43,0,0,0,0,18,0,0,0,0,0,45,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
0,0,47,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,40,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,0,55,0,50,0,0,0,61,0,0,0,0,0,0,52,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
