"Brian Dozier_MIN","Edwin Encarnacion_CLE","Miguel Sano_MIN","Eric Thames_MIL","Hernan Perez_MIL","Jose Ramirez_CLE","Ryan Braun_MIL","Keon Broxton_MIL","Travis Shaw_MIL","Yangervis Solarte_SD","Domingo Santana_MIL","Michael Brantley_CLE","Eddie Rosario_MIN","Francisco Lindor_CLE","Wil Myers_SD","Jonathan Villar_MIL","Max Kepler_MIN","Jose Pirela_SD","Lonnie Chisenhall_CLE","Franchy Cordero_SD","Robbie Grossman_MIN","Eduardo Escobar_MIN","Kennys Vargas_MIN","Bradley Zimmer_CLE","Byron Buxton_MIN","Eric Sogard_MIL","Ryan Schimpf_SD","Hunter Renfroe_SD","Jason Kipnis_CLE","Jesus Aguilar_MIL","Cory Spangenberg_SD","Manuel Margot_SD","Joe Mauer_MIN","Manny Pina_MIL","Alex Dickerson_SD","Carlos Santana_CLE","Abraham Almonte_CLE","Jason Castro_MIN","Nick Franklin_MIL","Austin Hedges_SD","Chris Gimenez_MIN","Brandon Guyer_CLE","Greg Allen_CLE","Michael Reed_MIL","Yan Gomes_CLE","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Travis Jankowski_SD","Brett Phillips_MIL","Tyler Naquin_CLE","Jorge Polanco_MIN","Francisco Mejia_CLE","Erick Aybar_SD","Matt Szczur_SD","Jose Rondon_SD","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Chase d'Arnaud_SD","Austin Jackson_CLE","Yandy Diaz_CLE","Christian Bethancourt_SD","Orlando Arcia_MIL","Lewis Brinson_MIL","Jacob Nottingham_MIL","Luis Urias_SD","Daniel Robertson_CLE","Ryan Cordell_MIL","Corey Ray_MIL","Roberto Perez_CLE","Jett Bandy_MIL","Daniel Palka_MIN","Bobby Bradley_CLE","Jabari Blash_SD","Carlos Asuaje_SD","Allen Cordoba_SD","Ehire Adrianza_MIN","Hector Sanchez_SD","Luis Torrens_SD"
52,0,47,0,0,0,0,0,0,0,0,0,44,0,0,0,46,0,0,0,40,24,20,0,43,0,0,0,0,0,0,0,45,0,0,0,0,37,0,0,16,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0,55,0,0,0,52,0,0,0,0,0,44,0,54,0,0,0,0,27,0,0,0,0,11,0,0,0,0,38,0,0,0,0,0,0,55,22,0,0,0,0,15,0,0,37,0,0,0,0,2,0,0,0,0,0,0,4,0,23,15,0,0,0,0,0,23,0,0,18,0,0,0,0,0,0,0,0,0
47,0,49,0,0,0,0,0,0,0,0,0,41,0,0,0,42,0,0,0,38,22,18,0,43,0,0,0,0,0,0,0,42,0,0,0,0,34,0,0,16,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0,0,0,54,36,0,25,42,44,0,43,0,0,0,0,42,0,0,0,0,0,0,0,0,0,15,0,0,0,11,0,0,0,25,0,0,0,0,8,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
0,0,0,36,46,0,17,34,34,0,37,0,0,0,0,35,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0,22,0,0,0,0,9,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
0,52,0,0,0,55,0,0,0,0,0,45,0,54,0,0,0,0,27,0,0,0,0,13,0,0,0,0,40,0,0,0,0,0,0,55,22,0,0,0,0,14,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,23,13,0,0,0,0,0,25,0,0,19,0,0,0,0,0,0,0,0,0
0,0,0,25,17,0,28,21,24,0,22,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
0,0,0,42,34,0,21,52,43,0,45,0,0,0,0,40,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
0,0,0,44,34,0,24,43,53,0,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0,0,0,25,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,62,0,0,0,0,60,0,0,8,0,14,0,0,0,0,0,0,42,59,0,0,31,40,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,13,0,0,0,0,45,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,27,0,2,10
0,0,0,43,37,0,22,45,42,0,54,0,0,0,0,42,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
0,44,0,0,0,45,0,0,0,0,0,47,0,46,0,0,0,0,24,0,0,0,0,13,0,0,0,0,35,0,0,0,0,0,0,47,15,0,0,0,0,9,0,0,32,0,0,0,0,2,0,0,0,0,0,0,5,0,16,9,0,0,0,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0
44,0,41,0,0,0,0,0,0,0,0,0,46,0,0,0,39,0,0,0,33,23,18,0,38,0,0,0,0,0,0,0,38,0,0,0,0,32,0,0,16,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0,54,0,0,0,54,0,0,0,0,0,46,0,57,0,0,0,0,28,0,0,0,0,14,0,0,0,0,40,0,0,0,0,0,0,57,22,0,0,0,0,15,0,0,38,0,0,0,0,2,0,0,0,0,0,0,4,0,23,15,0,0,0,0,0,25,0,0,19,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,60,0,0,0,0,61,0,0,7,0,13,0,0,0,0,0,0,42,58,0,0,30,41,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,13,0,0,0,0,44,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26,0,2,10
0,0,0,42,35,0,26,40,42,0,42,0,0,0,0,51,0,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,25,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
46,0,42,0,0,0,0,0,0,0,0,0,39,0,0,0,48,0,0,0,36,21,17,0,39,0,0,0,0,0,0,0,44,0,0,0,0,36,0,0,13,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,8,0,7,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,27,0,0,0,27,0,0,0,0,0,24,0,28,0,0,0,0,28,0,0,0,0,8,0,0,0,0,22,0,0,0,0,0,0,28,15,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,7,0,14,0,0,0,0,0,0,5,13,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3
40,0,38,0,0,0,0,0,0,0,0,0,33,0,0,0,36,0,0,0,42,19,12,0,34,0,0,0,0,0,0,0,35,0,0,0,0,27,0,0,16,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
24,0,22,0,0,0,0,0,0,0,0,0,23,0,0,0,21,0,0,0,19,27,11,0,20,0,0,0,0,0,0,0,20,0,0,0,0,18,0,0,11,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
20,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,17,0,0,0,12,11,22,0,19,0,0,0,0,0,0,0,17,0,0,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0,11,0,0,0,13,0,0,0,0,0,13,0,14,0,0,0,0,8,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0
43,0,43,0,0,0,0,0,0,0,0,0,38,0,0,0,39,0,0,0,34,20,19,0,46,0,0,0,0,0,0,0,39,0,0,0,0,32,0,0,16,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
