"Brian Dozier_MIN","Edwin Encarnacion_CLE","Miguel Sano_MIN","Eric Thames_MIL","Hernan Perez_MIL","Jose Ramirez_CLE","Ryan Braun_MIL","Keon Broxton_MIL","Travis Shaw_MIL","Yangervis Solarte_SD","Domingo Santana_MIL","Michael Brantley_CLE","Eddie Rosario_MIN","Francisco Lindor_CLE","Wil Myers_SD","Jonathan Villar_MIL","Max Kepler_MIN","Jose Pirela_SD","Lonnie Chisenhall_CLE","Franchy Cordero_SD","Robbie Grossman_MIN","Eduardo Escobar_MIN","Kennys Vargas_MIN","Bradley Zimmer_CLE","Byron Buxton_MIN","Eric Sogard_MIL","Ryan Schimpf_SD","Hunter Renfroe_SD","Jason Kipnis_CLE","Jesus Aguilar_MIL","Cory Spangenberg_SD","Manuel Margot_SD","Joe Mauer_MIN","Manny Pina_MIL","Alex Dickerson_SD","Carlos Santana_CLE","Abraham Almonte_CLE","Jason Castro_MIN","Nick Franklin_MIL","Austin Hedges_SD","Chris Gimenez_MIN","Brandon Guyer_CLE","Greg Allen_CLE","Michael Reed_MIL","Yan Gomes_CLE","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Travis Jankowski_SD","Brett Phillips_MIL","Tyler Naquin_CLE","Jorge Polanco_MIN","Francisco Mejia_CLE","Erick Aybar_SD","Matt Szczur_SD","Jose Rondon_SD","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Chase d'Arnaud_SD","Austin Jackson_CLE","Yandy Diaz_CLE","Christian Bethancourt_SD","Orlando Arcia_MIL","Lewis Brinson_MIL","Jacob Nottingham_MIL","Luis Urias_SD","Daniel Robertson_CLE","Ryan Cordell_MIL","Corey Ray_MIL","Roberto Perez_CLE","Jett Bandy_MIL","Daniel Palka_MIN","Bobby Bradley_CLE","Jabari Blash_SD","Carlos Asuaje_SD","Allen Cordoba_SD","Ehire Adrianza_MIN","Hector Sanchez_SD","Luis Torrens_SD"
43.6662895927602,0,-5.21692876965772,0,0,0,0,0,0,0,0,0,17.0856236786469,0,0,0,20.0357487922705,0,0,0,-1.87692307692308,4.06702898550725,19.1710526315789,0,9.12679955703211,0,0,0,0,0,0,0,8.60757575757576,0,0,0,0,17.2725225225225,0,0,3.07916666666667,0,0,0,0,0,0,0,0,0,3.8859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.2142857142857,0,0
0,56.8552188552189,0,0,0,13.9064856711916,0,0,0,0,0,3.66860465116279,0,-1.58036338225017,0,0,0,0,-8.34330484330484,0,0,0,0,-31.7,0,0,0,0,-2.73399715504979,0,0,0,0,0,0,1.24410774410774,5.69264069264069,0,0,0,0,4.65714285714286,0,0,23.0773273273273,0,0,0,0,30,0,0,0,0,0,0,-3,0,-2.67193675889328,-2.0952380952381,0,0,0,0,0,4.73122529644269,0,0,-8.66339869281046,0,0,0,0,0,0,0,0,0
-5.21692876965772,0,80.0289115646258,0,0,0,0,0,0,0,0,0,-5.54451219512195,0,0,0,23.8048780487805,0,0,0,13.2460881934566,29.2683982683983,1.90849673202614,0,15.7707641196013,0,0,0,0,0,0,0,16.6463414634146,0,0,0,0,5.32263814616756,0,0,-0.1,0,0,0,0,0,0,0,0,0,12.2546230440967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4285714285714,0,0
0,0,0,91.2134870719776,24.9888888888889,0,24.875,3.20209059233449,20.1437632135307,0,-1.74086378737542,0,0,0,0,1.34030197444832,0,0,0,0,0,0,0,0,0,31.6190476190476,0,0,0,1.79090909090909,0,0,0,21.1583333333333,0,0,0,0,-16.7142857142857,0,0,0,0,0,0,15.65,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0.433857539315449,-11,0,0,0,0,0,0,-4.30049261083744,0,0,0,0,0,0,0,0
0,0,0,24.9888888888889,74.2357487922705,0,-0.294117647058824,4.18360071301248,0.602495543672014,0,-6.17867867867868,0,0,0,0,7.1546218487395,0,0,0,0,0,0,0,0,0,-12.8589743589744,0,0,0,21.0934065934066,0,0,0,24,0,0,0,0,3.61111111111111,0,0,0,0,0,0,-10.8333333333333,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,11.0647773279352,6,0,0,0,0,0,0,1.27173913043478,0,0,0,0,0,0,0,0
0,13.9064856711916,0,0,0,86.6316498316498,0,0,0,0,0,15.1075757575758,0,11.7148846960168,0,0,0,0,20.9871794871795,0,0,0,0,-0.397435897435897,0,0,0,0,6.28589743589744,0,0,0,0,0,0,23.0501683501683,13.982683982684,0,0,0,0,-10.5054945054945,0,0,-3.55396825396825,0,0,0,0,0,0,0,0,0,0,0,-72.9166666666667,0,14.1383399209486,18.9038461538462,0,0,0,0,0,-14.3783333333333,0,0,1.88011695906433,0,0,0,0,0,0,0,0,0
0,0,0,24.875,-0.294117647058824,0,67.4444444444444,-25.7761904761905,-16.8025362318841,0,8.83766233766234,0,0,0,0,-24.9076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,16.7857142857143,0,0,0,0,-6,0,0,0,0,0,0,-12.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4683333333333,0,0,0,0,0,0,0,44.2435897435897,0,0,0,0,0,0,0,0
0,0,0,3.20209059233449,4.18360071301248,0,-25.7761904761905,77.0750377073906,11.8410852713178,0,-6.29646464646465,0,0,0,0,10.0692307692308,0,0,0,0,0,0,0,0,0,-24.0604395604396,0,0,0,8.4327485380117,0,0,0,12.0942028985507,0,0,0,0,-4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97132284921369,-23,0,0,0,0,0,0,-18.7169312169312,0,0,0,0,0,0,0,0
0,0,0,20.1437632135307,0.602495543672014,0,-16.8025362318841,11.8410852713178,72.8759071117562,0,4.8130081300813,0,0,0,0,-1.198606271777,0,0,0,0,0,0,0,0,0,21.4272727272727,0,0,0,26.7977941176471,0,0,0,7.275,0,0,0,0,-19.7857142857143,0,0,0,0,0,0,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5531914893617,-7.5,0,0,0,0,0,0,-15.4259259259259,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,44.7258064516129,0,0,0,0,15.009604519774,0,0,-39.1964285714286,0,28.1978021978022,0,0,0,0,0,0,0.509291521486643,-3.89333722969024,0,0,12.7279569892473,4.05833333333333,0,0,0,0,0,0,0,8.55411764705882,0,0,0,0,0,0,0,0.83974358974359,0,0,0,0,6.71818181818182,3.19871794871795,0,0,0,9.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16666666666667,0,7.35754985754986,0,0,9.82222222222222
0,0,0,-1.74086378737542,-6.17867867867868,0,8.83766233766234,-6.29646464646465,4.8130081300813,0,48.3396226415094,0,0,0,0,-6.02322880371661,0,0,0,0,0,0,0,0,0,18.8419117647059,0,0,0,6.13157894736842,0,0,0,7.12923076923077,0,0,0,0,-3.33333333333333,0,0,0,0,0,0,-38.5,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,-3.33526570048309,-8,0,0,0,0,0,0,-3.62962962962963,0,0,0,0,0,0,0,0
