"Brian Dozier_MIN","Edwin Encarnacion_CLE","Miguel Sano_MIN","Eric Thames_MIL","Hernan Perez_MIL","Jose Ramirez_CLE","Ryan Braun_MIL","Keon Broxton_MIL","Travis Shaw_MIL","Yangervis Solarte_SD","Domingo Santana_MIL","Michael Brantley_CLE","Eddie Rosario_MIN","Francisco Lindor_CLE","Wil Myers_SD","Jonathan Villar_MIL","Max Kepler_MIN","Jose Pirela_SD","Lonnie Chisenhall_CLE","Franchy Cordero_SD","Robbie Grossman_MIN","Eduardo Escobar_MIN","Kennys Vargas_MIN","Bradley Zimmer_CLE","Byron Buxton_MIN","Eric Sogard_MIL","Ryan Schimpf_SD","Hunter Renfroe_SD","Jason Kipnis_CLE","Jesus Aguilar_MIL","Cory Spangenberg_SD","Manuel Margot_SD","Joe Mauer_MIN","Manny Pina_MIL","Alex Dickerson_SD","Carlos Santana_CLE","Abraham Almonte_CLE","Jason Castro_MIN","Nick Franklin_MIL","Austin Hedges_SD","Chris Gimenez_MIN","Brandon Guyer_CLE","Greg Allen_CLE","Michael Reed_MIL","Yan Gomes_CLE","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Travis Jankowski_SD","Brett Phillips_MIL","Tyler Naquin_CLE","Jorge Polanco_MIN","Francisco Mejia_CLE","Erick Aybar_SD","Matt Szczur_SD","Jose Rondon_SD","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Chase d'Arnaud_SD","Austin Jackson_CLE","Yandy Diaz_CLE","Christian Bethancourt_SD","Orlando Arcia_MIL","Lewis Brinson_MIL","Jacob Nottingham_MIL","Luis Urias_SD","Daniel Robertson_CLE","Ryan Cordell_MIL","Corey Ray_MIL","Roberto Perez_CLE","Jett Bandy_MIL","Daniel Palka_MIN","Bobby Bradley_CLE","Jabari Blash_SD","Carlos Asuaje_SD","Allen Cordoba_SD","Ehire Adrianza_MIN","Hector Sanchez_SD","Luis Torrens_SD"
43.6662895927602,0,-5.21692876965772,0,0,0,0,0,0,0,0,0,17.0856236786469,0,0,0,20.0357487922705,0,0,0,-1.87692307692308,0,0,0,9.12679955703211,0,0,0,0,0,0,0,8.60757575757576,0,0,0,0,17.2725225225225,0,0,0,0,0,0,0,0,0,0,0,0,3.8859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.8552188552189,0,0,0,13.9064856711916,0,0,0,0,0,3.66860465116279,0,-1.58036338225017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73399715504979,0,0,0,0,0,0,1.24410774410774,0,0,0,0,0,0,0,0,23.0773273273273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.21692876965772,0,80.0289115646258,0,0,0,0,0,0,0,0,0,-5.54451219512195,0,0,0,23.8048780487805,0,0,0,13.2460881934566,0,0,0,15.7707641196013,0,0,0,0,0,0,0,16.6463414634146,0,0,0,0,5.32263814616756,0,0,0,0,0,0,0,0,0,0,0,0,12.2546230440967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,91.2134870719776,24.9888888888889,0,0,3.20209059233449,20.1437632135307,0,-1.74086378737542,0,0,0,0,1.34030197444832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433857539315449,0,0,0,0,0,0,0,-4.30049261083744,0,0,0,0,0,0,0,0
0,0,0,24.9888888888889,74.2357487922705,0,0,4.18360071301248,0.602495543672014,0,-6.17867867867868,0,0,0,0,7.1546218487395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0647773279352,0,0,0,0,0,0,0,1.27173913043478,0,0,0,0,0,0,0,0
0,13.9064856711916,0,0,0,86.6316498316498,0,0,0,0,0,15.1075757575758,0,11.7148846960168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28589743589744,0,0,0,0,0,0,23.0501683501683,0,0,0,0,0,0,0,0,-3.55396825396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.20209059233449,4.18360071301248,0,0,77.0750377073906,11.8410852713178,0,-6.29646464646465,0,0,0,0,10.0692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0942028985507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97132284921369,0,0,0,0,0,0,0,-18.7169312169312,0,0,0,0,0,0,0,0
0,0,0,20.1437632135307,0.602495543672014,0,0,11.8410852713178,72.8759071117562,0,4.8130081300813,0,0,0,0,-1.198606271777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5531914893617,0,0,0,0,0,0,0,-15.4259259259259,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,44.7258064516129,0,0,0,0,15.009604519774,0,0,0,0,0,0,0,0,0,0,0,0.509291521486643,-3.89333722969024,0,0,12.7279569892473,4.05833333333333,0,0,0,0,0,0,0,8.55411764705882,0,0,0,0,0,0,0,0,0,0,0,0,6.71818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
