"Freddie Freeman_ATL","Josh Donaldson_TOR","Francisco Lindor_CLE","Michael Brantley_CLE","Edwin Encarnacion_CLE","Jose Bautista_TOR","Carlos Santana_CLE","Kendrys Morales_TOR","Evan Longoria_TB","Kevin Pillar_TOR","Matt Kemp_ATL","Corey Dickerson_TB","Logan Morrison_TB","Justin Smoak_TOR","Jason Kipnis_CLE","Jose Ramirez_CLE","Colby Rasmus_TB","Ender Inciarte_ATL","Steven Souza_TB","Brad Miller_TB","Steve Pearce_TOR","Wilson Ramos_TB","Troy Tulowitzki_TOR","Kevin Kiermaier_TB","Ezequiel Carrera_TOR","Tim Beckham_TB","Matt Duffy_TB","Russell Martin_TOR","Brandon Phillips_ATL","Lonnie Chisenhall_CLE","Darwin Barney_TOR","Tyler Flowers_ATL","Nick Markakis_ATL","Mallex Smith_TB","Brandon Guyer_CLE","Bradley Zimmer_CLE","Jake Bauers_TB","Adonis Garcia_ATL","Devon Travis_TOR","Ryan Goins_TOR","Abraham Almonte_CLE","Luke Maile_TOR","Rickie Weeks_TB","Peter Bourjos_TB","Austin Jackson_CLE","Yan Gomes_CLE","Derek Norris_TB","Giovanny Urshela_CLE","Jace Peterson_ATL","Dalton Pompey_TOR","Rowdy Tellez_TOR","Curt Casali_TB","Dansby Swanson_ATL","Tyler Naquin_CLE","Jesus Sucre_TB","Daniel Robertson_TB","Yandy Diaz_CLE","Jarrod Saltalamacchia_TOR","Danny Santana_ATL","Chris Coghlan_TOR","Daniel Robertson_CLE","Roberto Perez_CLE","Micah Johnson_ATL","Rio Ruiz_ATL","Erik Gonzalez_CLE","Shane Peterson_TB","Michael Martinez_CLE","Mike Ohlman_TOR","Kurt Suzuki_ATL","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL","Anthony Recker_ATL"
101.75,0,0,0,0,0,0,0,0,0,6.38735177865613,0,0,0,0,0,0,6.9375,0,0,0,0,0,0,0,0,0,0,-14.0641025641026,0,0,5.33625730994152,-1.9375,0,0,0,0,6.87956989247312,0,0,0,0,0,0,0,0,0,0,-1.59191176470588,0,0,0,20.1542338709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67307692307692,-11,0,0,0
0,44.8392857142857,0,0,0,11.8035714285714,0,7.35714285714286,0,4.10714285714286,0,0,0,2.75,0,0,0,0,0,0,11.55,0,50.0357142857143,0,0.0833333333333333,0,0,-2.80952380952381,0,0,-2,0,0,0,0,0,0,0,3.47619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,79.8636363636364,8.65166666666667,-3.51136363636364,0,9.00852272727273,0,0,0,0,0,0,0,36.1169590643275,14.2505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7867647058824,0,0,0,0,-9.74285714285714,0,0,0,0,0,24.6471861471861,0,0,0,-27.8909090909091,2.82142857142857,0,0,0,0,0,0,0,24,0,0,17.1047619047619,0,0,0,0,28.1363636363636,0,0,0,0,-18,0,0,0,0,0,0
0,0,8.65166666666667,53.3233333333333,8.98833333333333,0,5.81333333333333,0,0,0,0,0,0,0,-5.22857142857143,20.7192028985507,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.1571428571429,0,0,0,0,-6.45833333333333,0,0,0,0,0,17.7190476190476,0,0,0,10.9333333333333,4.75735294117647,0,0,0,0,0,0,0,12,0,0,3.51388888888889,0,0,0,0,30.7142857142857,0,0,0,0,0,0,0,0,0,0,0
0,0,-3.51136363636364,8.98833333333333,34.405303030303,0,0.175189393939394,0,0,0,0,0,0,0,-1.96783625730994,14.9462365591398,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.0919117647059,0,0,0,0,4.65714285714286,0,0,0,0,0,5.69264069264069,0,0,0,-0.254545454545455,4.67142857142857,0,0,0,0,0,0,0,30,0,0,-2.0952380952381,0,0,0,0,-6.36363636363636,0,0,0,0,9,0,0,0,0,0,0
0,11.8035714285714,0,0,0,48.0806722689076,0,0.425403225806452,0,-6.23781512605042,0,0,0,-4.45172413793103,0,0,0,0,0,0,6.11904761904762,0,6.47142857142857,0,20.0263157894737,0,0,5.24025974025974,0,0,-4.88011695906433,0,0,0,0,0,0,0,9.14102564102564,15.9746376811594,0,7.40476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,21.4772727272727,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9.00852272727273,5.81333333333333,0.175189393939394,0,44.4962121212121,0,0,0,0,0,0,0,17.8391812865497,25.0516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0147058823529,0,0,0,0,9.54285714285714,0,0,0,0,0,7.12987012987013,0,0,0,6.82727272727273,-10.3714285714286,0,0,0,0,0,0,0,0,0,0,1.01904761904762,0,0,0,0,5.13636363636364,0,0,0,0,1.5,0,0,0,0,0,0
0,7.35714285714286,0,0,0,0.425403225806452,0,67.7348484848485,0,-3.54261363636364,0,0,0,6.38034188034188,0,0,0,0,0,0,-24.9824561403509,0,4.95714285714286,0,-1.09926470588235,0,0,0.231601731601732,0,0,3.43464052287582,0,0,0,0,0,0,0,2.2463768115942,-3.52813852813853,0,13.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,-5.37878787878788,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,44.4468253968254,0,0,10.5068965517241,10.8633004926108,0,0,0,-12.7380952380952,0,6.31034482758621,1.42758620689655,0,0,0,12.7201680672269,0,-3.51612903225806,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,19.3713235294118,6.67777777777778,0,0,8.73538461538462,0,0,0,0,0,0,0,7.8,7.18571428571429,0,0,0,0,0,0,0,0,0,7.45833333333333,0,0,0,0,0,0,0
0,4.10714285714286,0,0,0,-6.23781512605042,0,-3.54261363636364,0,59.8730158730159,0,0,0,-1.07241379310345,0,0,0,0,0,0,-0.757575757575758,0,4.34285714285714,0,10.4210526315789,0,0,1.82034632034632,0,0,8.82894736842105,0,0,0,0,0,0,0,10.005698005698,8.53166666666667,0,8.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.8,0,-3.86538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0
6.38735177865613,0,0,0,0,0,0,0,0,0,121.612648221344,0,0,0,0,0,0,15.7332015810277,0,0,0,0,0,0,0,0,0,0,-13.5147058823529,0,0,23.1923076923077,19.6897233201581,0,0,0,0,4.33571428571429,0,0,0,0,0,0,0,0,0,0,-16.5555555555556,0,0,0,26.7922077922078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.125,0,0,0,0
0,0,0,0,0,0,0,0,10.5068965517241,0,0,44.0483870967742,0.769230769230769,0,0,0,66.0714285714286,0,9.77538461538462,-6.84259259259259,0,0,0,4.31264367816092,0,-8.26984126984127,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,27.8484848484848,-1.4,0,0,8.60474308300395,0,0,0,0,0,0,0,24.1388888888889,-2.56060606060606,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10.8633004926108,0,0,0.769230769230769,58.2586206896552,0,0,0,55.5238095238095,0,-7,22.1908831908832,0,0,0,3.01847290640394,0,-7.72461538461538,0,0,0,0,0,0,0,-29.1666666666667,0,0,0,0,0,0,0,0,30,-6.66666666666667,0,0,8.59486166007905,0,0,0,0,0,0,0,-17.2857142857143,-2.79166666666667,0,0,0,0,0,0,0,0,0,-8.66666666666667,0,0,0,0,0,0,0
0,2.75,0,0,0,-4.45172413793103,0,6.38034188034188,0,-1.07241379310345,0,0,0,86.4379310344828,0,0,0,0,0,0,8.29411764705882,0,5.50909090909091,0,-4.9,0,0,26.5919117647059,0,0,-20.4,0,0,0,0,0,0,0,17.9166666666667,-12.9350649350649,0,-12.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,36.1169590643275,-5.22857142857143,-1.96783625730994,0,17.8391812865497,0,0,0,0,0,0,0,90.0643274853801,-1.46198830409357,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7692307692308,0,0,0,0,28.0952380952381,0,0,0,0,0,15.9714285714286,0,0,0,0,-0.538461538461538,0,0,0,0,0,0,0,0,0,0,-10.6666666666667,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
0,0,14.2505376344086,20.7192028985507,14.9462365591398,0,25.0516129032258,0,0,0,0,0,0,0,-1.46198830409357,82.9591397849462,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0698529411765,0,0,0,0,-10.5054945054945,0,0,0,0,0,13.982683982684,0,0,0,-5.78888888888889,-5.91315789473684,0,0,0,0,0,0,0,0,0,0,18.9038461538462,0,0,0,0,3.81818181818182,0,0,0,0,-4.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-12.7380952380952,0,0,66.0714285714286,55.5238095238095,0,0,0,129.571428571429,0,-30,8.42857142857143,0,0,0,-29.8571428571429,0,-41.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.5,0,0,0,-8.7,0,0,0,0,0,0,0,18,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9375,0,0,0,0,0,0,0,0,0,15.7332015810277,0,0,0,0,0,0,62.6723484848485,0,0,0,0,0,0,0,0,0,0,-5.26923076923077,0,0,12.4853801169591,6.57291666666667,0,0,0,0,0.289247311827957,0,0,0,0,0,0,0,0,0,0,-7.6875,0,0,0,-0.982862903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2564102564103,6,0,0,0
0,0,0,0,0,0,0,0,6.31034482758621,0,0,9.77538461538462,-7,0,0,0,-30,0,46.6683467741936,22.457264957265,0,0,0,3.99310344827586,0,-2.07389162561576,0,0,0,0,0,0,0,-1.33333333333333,0,0,0,0,0,0,0,0,7.70512820512821,1.75555555555556,0,0,-1.44071146245059,0,0,0,0,0,0,0,51.75,3,0,0,0,0,0,0,0,0,0,5.10714285714286,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.42758620689655,0,0,-6.84259259259259,22.1908831908832,0,0,0,8.42857142857143,0,22.457264957265,45.6774193548387,0,0,0,13.7206896551724,0,-9.38624338624339,0,0,0,0,0,0,0,19.6666666666667,0,0,0,0,0,0,0,0,-1.59090909090909,-4.2,0,0,2.97233201581028,0,0,0,0,0,0,0,-3.80555555555556,-0.572727272727273,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0
0,11.55,0,0,0,6.11904761904762,0,-24.9824561403509,0,-0.757575757575758,0,0,0,8.29411764705882,0,0,0,0,0,0,75.6125541125541,0,-0.138888888888889,0,-6.8,0,0,-7.82417582417582,0,0,3.13186813186813,0,0,0,0,0,0,0,13.9970760233918,-11.9095238095238,0,-4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50.0357142857143,0,0,0,6.47142857142857,0,4.95714285714286,0,4.34285714285714,0,0,0,5.50909090909091,0,0,0,0,0,0,-0.138888888888889,0,50.5428571428571,0,-4.78571428571429,0,0,1.71153846153846,0,0,-2.8,0,0,0,0,0,0,0,3.75454545454545,5.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12.7201680672269,0,0,4.31264367816092,3.01847290640394,0,0,0,-29.8571428571429,0,3.99310344827586,13.7206896551724,0,0,0,45.9587301587302,0,4.89516129032258,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,0,0,0,0,5.3625,6.54444444444444,0,0,4.17094017094017,0,0,0,0,0,0,0,24.3055555555556,0.366666666666667,0,0,0,0,0,0,0,0,0,10.3035714285714,0,0,0,0,0,0,0
0,0.0833333333333333,0,0,0,20.0263157894737,0,-1.09926470588235,0,10.4210526315789,0,0,0,-4.9,0,0,0,0,0,0,-6.8,0,-4.78571428571429,0,37.7894736842105,0,0,7.26666666666667,0,0,13.6111111111111,0,0,0,0,0,0,0,12.1136363636364,24.6095238095238,0,-7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33333333333333,0,-1.68181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-3.51612903225806,0,0,-8.26984126984127,-7.72461538461538,0,0,0,-41.9,0,-2.07389162561576,-9.38624338624339,0,0,0,4.89516129032258,0,72.9527629233512,0,0,0,0,0,0,0,-8.4,0,0,0,0,0,0,0,0,4.42279411764706,4.68181818181818,0,0,8.62250712250712,0,0,0,0,0,0,0,9.61904761904762,-5.71153846153846,0,0,0,0,0,0,0,0,0,-11.3571428571429,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2.80952380952381,0,0,0,5.24025974025974,0,0.231601731601732,0,1.82034632034632,0,0,0,26.5919117647059,0,0,0,0,0,0,-7.82417582417582,0,1.71153846153846,0,7.26666666666667,0,0,26.1839826839827,0,0,-7.45454545454545,0,0,0,0,0,0,0,-3.76470588235294,-4.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0
-14.0641025641026,0,0,0,0,0,0,0,0,0,-13.5147058823529,0,0,0,0,0,0,-5.26923076923077,0,0,0,0,0,0,0,0,0,0,54.7948717948718,0,0,7.17647058823529,2.55555555555556,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,0,0,0,0,1.21212121212121,0,0,0,-2.64615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.375,24,0,0,0
0,0,21.7867647058824,-10.1571428571429,-14.0919117647059,0,32.0147058823529,0,0,0,0,0,0,0,58.7692307692308,52.0698529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8823529411765,0,0,0,0,0,0,0,0,0,0,8.90952380952381,0,0,0,0,0.845454545454545,0,0,0,0,0,0,0,0,0,0,18.3333333333333,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0
0,-2,0,0,0,-4.88011695906433,0,3.43464052287582,0,8.82894736842105,0,0,0,-20.4,0,0,0,0,0,0,3.13186813186813,0,-2.8,0,13.6111111111111,0,0,-7.45454545454545,0,0,17.9868421052632,0,0,0,0,0,0,0,-3.49450549450549,-2.36263736263736,0,-8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0
5.33625730994152,0,0,0,0,0,0,0,0,0,23.1923076923077,0,0,0,0,0,0,12.4853801169591,0,0,0,0,0,0,0,0,0,0,7.17647058823529,0,0,43.4736842105263,17.3888888888889,0,0,0,0,-10.0490196078431,0,0,0,0,0,0,0,0,0,0,-8.42857142857143,0,0,0,11.4005847953216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.9375,0,0,0,0,0,0,0,0,0,19.6897233201581,0,0,0,0,0,0,6.57291666666667,0,0,0,0,0,0,0,0,0,0,2.55555555555556,0,0,17.3888888888889,21.9791666666667,0,0,0,0,2.39784946236559,0,0,0,0,0,0,0,0,0,0,2.39705882352941,0,0,0,6.70866935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5769230769231,12,0,0,0
0,0,0,0,0,0,0,0,-6,0,0,6.5,-29.1666666666667,0,0,0,0,0,-1.33333333333333,19.6666666666667,0,0,0,-19.8333333333333,0,-8.4,0,0,0,0,0,0,0,90.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,-3.5,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-9.74285714285714,-6.45833333333333,4.65714285714286,0,9.54285714285714,0,0,0,0,0,0,0,28.0952380952381,-10.5054945054945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0285714285714,0,0,0,0,0,-3.33333333333333,0,0,0,3.17272727272727,0.6,0,0,0,0,0,0,0,0,0,0,-8.5,0,0,0,0,-0.45,0,0,0,0,7.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
