"Charlie Blackmon_COL","Nelson Cruz_SEA","Jose Ramirez_CLE","Francisco Lindor_CLE","Nolan Arenado_COL","Edwin Encarnacion_CLE","Carlos Santana_CLE","Michael Brantley_CLE","Jean Segura_SEA","Michael Conforto_NYM","Khris Davis_OAK","Robinson Cano_SEA","Lucas Duda_NYM","Yonder Alonso_OAK","Neil Walker_NYM","Trevor Story_COL","Ryan Braun_MIL","Yoenis Cespedes_NYM","Jason Kipnis_CLE","Jed Lowrie_OAK","Cody Bellinger_LAD","Mark Reynolds_COL","Jay Bruce_NYM","Ryon Healy_OAK","Kyle Seager_SEA","Domingo Santana_MIL","Carlos Gonzalez_COL","Corey Seager_LAD","David Dahl_COL","DJ LeMahieu_COL","Travis Shaw_MIL","Mitch Haniger_SEA","Eric Thames_MIL","Chase Utley_LAD","Tommy Pham_STL","Ian Desmond_COL","Gerardo Parra_COL","Asdrubal Cabrera_NYM","Bradley Zimmer_CLE","Marcus Semien_OAK","Chris Taylor_LAD","Dexter Fowler_STL","David Wright_NYM","Logan Forsythe_LAD","Joc Pederson_LAD","Stephen Piscotty_STL","Randal Grichuk_STL","Jose Reyes_NYM","Curtis Granderson_NYM","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Kike Hernandez_LAD","Justin Turner_LAD","Matt Carpenter_STL","Wilmer Flores_NYM","Jonathan Villar_MIL","Brandon Guyer_CLE","Adrian Gonzalez_LAD","Jedd Gyorko_STL","Yadier Molina_STL","Leonys Martin_SEA","Yan Gomes_CLE","Austin Jackson_CLE","Matt Joyce_OAK","Rajai Davis_OAK","Stephen Vogt_OAK","Yasmani Grandal_LAD","Franklin Gutierrez_LAD","Aledmys Diaz_STL","Jarrod Dyson_SEA","Guillermo Heredia_SEA","Pat Valaika_COL","Keon Broxton_MIL","Hernan Perez_MIL","Travis d'Arnaud_NYM","Mark Canha_OAK","Josh Phegley_OAK","Yasiel Puig_LAD","Austin Barnes_LAD","Raimel Tapia_COL","Stephen Cardullo_COL","Tyler Naquin_CLE","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Trevor Plouffe_OAK","Ben Gamel_SEA","Dustin Garneau_COL","Jesus Aguilar_MIL","Nick Franklin_MIL","Yandy Diaz_CLE","Chad Pinder_OAK","Trayce Thompson_LAD","Jhonny Peralta_STL","Tony Wolters_COL","Tom Murphy_COL","Taylor Motter_SEA","TJ Rivera_NYM","Ryan LaMarre_OAK","Jake Smolinski_OAK","Andrew Toles_LAD","Kolten Wong_STL","Alexi Amarista_COL","Jett Bandy_MIL","Orlando Arcia_MIL","Brandon Nimmo_NYM","Bruce Maxwell_OAK","Rob Segedin_LAD","Harrison Bader_STL","Danny Valencia_SEA","Shawn O'Malley_SEA","Andrew Susac_MIL","Manny Pina_MIL","Eric Sogard_MIL","Kirk Nieuwenhuis_MIL","Roberto Perez_CLE","Scott Van Slyke_LAD","Andre Ethier_LAD","Greg Garcia_STL","Jose Martinez_STL","Carlos Ruiz_SEA","Boog Powell_SEA","Juan Lagares_NYM","Gavin Cecchini_NYM","Daniel Robertson_CLE","Magneuris Sierra_STL","Mike Zunino_SEA","Tuffy Gosewisch_SEA","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carson Kelly_STL","Cristhian Adames_COL","Ryan Hanigan_COL","Rene Rivera_NYM","Paul DeJong_STL","Eric Fryer_STL","Daniel Vogelbach_SEA","Jaff Decker_OAK","Adam Rosales_OAK","Mike Freeman_LAD","Matt Olson_OAK","Brett Eibner_LAD"
47,0,0,0,46,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,42,0,0,0,0,43,0,0,44,0,0,0,0,0,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,25,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
0,47,0,0,0,0,0,0,35,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42,41,0,42,42,35,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,14,0,0,0,0,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,41,44,0,44,44,36,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0,0,15,0,0,0,0,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,48,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,43,0,0,0,0,43,0,0,45,0,0,0,0,0,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,0,42,44,0,45,45,37,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0,0,15,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42,44,0,45,45,37,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0,0,15,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35,36,0,37,37,37,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21,15,0,0,0,0,0,9,0,0,0,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,39,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,37,0,0,20,0,34,0,0,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,32,31,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,4,0,0,0,22,0,0,0,0,0,0,0,0
