"Nolan Arenado_COL","Hunter Pence_SF","Buster Posey_SF","Charlie Blackmon_COL","Ryan Braun_MIL","Brandon Belt_SF","Eduardo Nunez_SF","Carlos Gonzalez_COL","Miguel Cabrera_DET","Trevor Story_COL","Denard Span_SF","Dexter Fowler_STL","Joe Panik_SF","Ian Desmond_COL","Matt Carpenter_STL","Brandon Crawford_SF","JD Martinez_DET","Jonathan Villar_MIL","Aledmys Diaz_STL","Stephen Piscotty_STL","Rougned Odor_TEX","David Dahl_COL","Ian Kinsler_DET","Adrian Beltre_TEX","Shin-Soo Choo_TEX","DJ LeMahieu_COL","Brian Dozier_MIN","Mark Reynolds_COL","Jarrett Parker_SF","Justin Upton_DET","Edwin Encarnacion_CLE","Michael Brantley_CLE","Lorenzo Cain_KC","Nick Hundley_SF","Carlos Santana_CLE","Todd Frazier_CWS","Randal Grichuk_STL","Jonathan Lucroy_TEX","Eric Hosmer_KC","Jason Kipnis_CLE","Mike Napoli_TEX","Carlos Gomez_TEX","Mac Williamson_SF","Miguel Sano_MIN","Jose Abreu_CWS","Francisco Lindor_CLE","Jedd Gyorko_STL","Keon Broxton_MIL","Elvis Andrus_TEX","Alex Gordon_KC","Kelby Tomlinson_SF","Gerardo Parra_COL","Nicholas Castellanos_DET","Yadier Molina_STL","Eric Thames_MIL","Domingo Santana_MIL","Brandon Moss_KC","Jorge Soler_KC","Nomar Mazara_TEX","Victor Martinez_DET","Jose Ramirez_CLE","Whit Merrifield_KC","Joey Gallo_TEX","Peter O'Brien_KC","Max Kepler_MIN","Melky Cabrera_CWS","Jhonny Peralta_STL","Travis Shaw_MIL","Hernan Perez_MIL","Salvador Perez_KC","Delino DeShields_TEX","Aaron Hill_SF","Gorkys Hernandez_SF","Joe Mauer_MIN","Orlando Arcia_MIL","Matt Adams_STL","Cheslor Cuthbert_KC","Alcides Escobar_KC","Conor Gillaspie_SF","Stephen Cardullo_COL","Raimel Tapia_COL","Kennys Vargas_MIN","Robbie Grossman_MIN","Kolten Wong_STL","Nick Franklin_MIL","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Jurickson Profar_TEX","Dustin Garneau_COL","Eddie Rosario_MIN","Byron Buxton_MIN","Tim Anderson_CWS","Jesus Aguilar_MIL","Tom Murphy_COL","Jorge Polanco_MIN","Tyler Saladino_CWS","Tyler Naquin_CLE","Harrison Bader_STL","Robinson Chirinos_TEX","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Avisail Garcia_CWS","Andrew Susac_MIL","Jose Martinez_STL","Kirk Nieuwenhuis_MIL","Brett Nicholas_TEX","Tim Federowicz_SF","Pat Valaika_COL","Alex Avila_DET","Brandon Guyer_CLE","Bradley Zimmer_CLE","Greg Garcia_STL","Ryan O'Hearn_KC","Ryan Rua_TEX","Tony Wolters_COL","James McCann_DET","JaCoby Jones_DET","Terrance Gore_KC","Dixon Machado_DET","Danny Santana_MIN","Mikie Mahtook_DET","Tyler Collins_DET","Yan Gomes_CLE","Matt Davidson_CWS","Austin Jackson_CLE","Charlie Tilson_CWS","Manny Pina_MIL","Carson Kelly_STL","Christian Colon_KC","Hanser Alberto_TEX","Cristhian Adames_COL","Chris Marrero_SF","Jason Castro_MIN","Jose Iglesias_DET","Giovanny Urshela_CLE","Eric Fryer_STL","Jett Bandy_MIL","Alexi Amarista_COL","Chris Gimenez_MIN","Eduardo Escobar_MIN","Yandy Diaz_CLE","Raul Mondesi_KC","Leury Garcia_CWS","Jacob May_CWS","Roberto Perez_CLE","Cody Asche_CWS","Andrew Romine_DET","Ehire Adrianza_MIN","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Drew Butera_KC","Drew Robinson_TEX","Yolmer Sanchez_CWS","Michael Martinez_CLE","Kevan Smith_CWS","Zack Collins_CWS"
92.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34.4095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,38.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,35.956043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,78.1318681318681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,32.5274725274725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,57.6923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,17.7307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,77.2111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5281552402359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33.2564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
