"Nolan Arenado_COL","Hunter Pence_SF","Buster Posey_SF","Charlie Blackmon_COL","Ryan Braun_MIL","Brandon Belt_SF","Eduardo Nunez_SF","Carlos Gonzalez_COL","Miguel Cabrera_DET","Trevor Story_COL","Denard Span_SF","Dexter Fowler_STL","Joe Panik_SF","Ian Desmond_COL","Matt Carpenter_STL","Brandon Crawford_SF","JD Martinez_DET","Jonathan Villar_MIL","Aledmys Diaz_STL","Stephen Piscotty_STL","Rougned Odor_TEX","David Dahl_COL","Ian Kinsler_DET","Adrian Beltre_TEX","Shin-Soo Choo_TEX","DJ LeMahieu_COL","Brian Dozier_MIN","Mark Reynolds_COL","Jarrett Parker_SF","Justin Upton_DET","Edwin Encarnacion_CLE","Michael Brantley_CLE","Lorenzo Cain_KC","Nick Hundley_SF","Carlos Santana_CLE","Todd Frazier_CWS","Randal Grichuk_STL","Jonathan Lucroy_TEX","Eric Hosmer_KC","Jason Kipnis_CLE","Mike Napoli_TEX","Carlos Gomez_TEX","Mac Williamson_SF","Miguel Sano_MIN","Jose Abreu_CWS","Francisco Lindor_CLE","Jedd Gyorko_STL","Keon Broxton_MIL","Elvis Andrus_TEX","Alex Gordon_KC","Kelby Tomlinson_SF","Gerardo Parra_COL","Nicholas Castellanos_DET","Yadier Molina_STL","Eric Thames_MIL","Domingo Santana_MIL","Brandon Moss_KC","Jorge Soler_KC","Nomar Mazara_TEX","Victor Martinez_DET","Jose Ramirez_CLE","Whit Merrifield_KC","Joey Gallo_TEX","Peter O'Brien_KC","Max Kepler_MIN","Melky Cabrera_CWS","Jhonny Peralta_STL","Travis Shaw_MIL","Hernan Perez_MIL","Salvador Perez_KC","Delino DeShields_TEX","Aaron Hill_SF","Gorkys Hernandez_SF","Joe Mauer_MIN","Orlando Arcia_MIL","Matt Adams_STL","Cheslor Cuthbert_KC","Alcides Escobar_KC","Conor Gillaspie_SF","Stephen Cardullo_COL","Raimel Tapia_COL","Kennys Vargas_MIN","Robbie Grossman_MIN","Kolten Wong_STL","Nick Franklin_MIL","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Jurickson Profar_TEX","Dustin Garneau_COL","Eddie Rosario_MIN","Byron Buxton_MIN","Tim Anderson_CWS","Jesus Aguilar_MIL","Tom Murphy_COL","Jorge Polanco_MIN","Tyler Saladino_CWS","Tyler Naquin_CLE","Harrison Bader_STL","Robinson Chirinos_TEX","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Avisail Garcia_CWS","Andrew Susac_MIL","Jose Martinez_STL","Kirk Nieuwenhuis_MIL","Brett Nicholas_TEX","Tim Federowicz_SF","Pat Valaika_COL","Alex Avila_DET","Brandon Guyer_CLE","Bradley Zimmer_CLE","Greg Garcia_STL","Ryan O'Hearn_KC","Ryan Rua_TEX","Tony Wolters_COL","James McCann_DET","JaCoby Jones_DET","Terrance Gore_KC","Dixon Machado_DET","Danny Santana_MIN","Mikie Mahtook_DET","Tyler Collins_DET","Yan Gomes_CLE","Matt Davidson_CWS","Austin Jackson_CLE","Charlie Tilson_CWS","Manny Pina_MIL","Carson Kelly_STL","Christian Colon_KC","Hanser Alberto_TEX","Cristhian Adames_COL","Chris Marrero_SF","Jason Castro_MIN","Jose Iglesias_DET","Giovanny Urshela_CLE","Eric Fryer_STL","Jett Bandy_MIL","Alexi Amarista_COL","Chris Gimenez_MIN","Eduardo Escobar_MIN","Yandy Diaz_CLE","Raul Mondesi_KC","Leury Garcia_CWS","Jacob May_CWS","Roberto Perez_CLE","Cody Asche_CWS","Andrew Romine_DET","Ehire Adrianza_MIN","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Drew Butera_KC","Drew Robinson_TEX","Yolmer Sanchez_CWS","Michael Martinez_CLE","Kevan Smith_CWS","Zack Collins_CWS"
92.0714285714286,0,0,1.11881902523662,0,0,0,-0.687467504715818,0,8.00466911323341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.7379653558858,0,10.9035610621217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1953582562347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13433565630788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34.4095238095238,14.0652285632102,0,0,10.9175875865563,27.8944963305766,0,0,0,1.78897818725377,0,0.212781349689488,0,0,19.9703494245492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.0652285632102,38.7777777777778,0,0,9.05296847856248,-13.0933811739119,0,0,0,0,0,5.75451881542037,0,0,-7.38810080132428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11881902523662,0,0,35.956043956044,0,0,0,9.58242503965873,0,-11.2260335182272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.6696346442686,0,-13.0276815197897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.81882839951091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6993986601611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,78.1318681318681,0,0,0,0,0,0,0,0,0,0,0,0,-14.3967519790602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.2745691632965,0,0,0,0,0,0,29.6133202588504,18.6896342257259,0,0,0,0,0,0,0,0,0,0,0,-46.3575978266158,-25.081315216895,0,0,0,0,0,-3.27830008924461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4240431740787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.9175875865563,9.05296847856248,0,0,32.5274725274725,1.23739292096344,0,0,0,1.39580923885414,0,8.38113745670432,0,0,6.2728344133114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.8944963305766,-13.0933811739119,0,0,1.23739292096344,57.6923076923077,0,0,0,12.0770331645078,0,29.0051023797396,0,0,21.7490394846557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.687467504715818,0,0,9.58242503965873,0,0,0,17.7307692307692,0,3.1276488708941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.47988833442697,0,-14.5352827563929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6841511351464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.08995262657792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,77.2111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.4160779226617,0,0,0,0,0,0,29.3414250559794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.88713363368939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5556577222153,0,0,0,0,0,0,0,0,0,0,0,35.753687661227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.00466911323341,0,0,-11.2260335182272,0,0,0,3.1276488708941,0,33.2564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414274855629479,0,4.25196029145411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5835893724222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.2056823755054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.78897818725377,0,0,0,1.39580923885414,12.0770331645078,0,0,0,12.9888888888889,0,-8.83668068178667,0,0,2.41678161934269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,65.1238095238095,0,0,-10.8754104425232,0,0,0,33.8067988306112,-9.75841213566445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950527894076978,0,0,0,0,0,0,0,0,0,-52.4987318021989,0,0,0,0,0,0,4.05176714489639,0,0,0,0,0,0,0,0,0,0,0,0,6.66103219525349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.7119855428106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.212781349689488,5.75451881542037,0,0,8.38113745670432,29.0051023797396,0,0,0,-8.83668068178667,0,32.4358974358974,0,0,2.86913367248266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-10.8754104425232,0,0,32.4242424242424,0,0,0,19.8261510004893,13.3694952246265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40027708469264,0,0,0,0,0,0,0,0,0,49.15273035475,0,0,0,0,0,0,2.21586564184353,0,0,0,0,0,0,0,0,0,0,0,0,-1.45919933326936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11799646706788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19.9703494245492,-7.38810080132428,0,0,6.2728344133114,21.7490394846557,0,0,0,2.41678161934269,0,2.86913367248266,0,0,36.1025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
