"Paul Goldschmidt_ARI","Aaron Judge_NYY","Cody Bellinger_LAD","Bryce Harper_WAS","Jake Lamb_ARI","Trea Turner_WAS","Mookie Betts_BOS","David Peralta_ARI","Corey Seager_LAD","Daniel Murphy_WAS","Charlie Blackmon_COL","Jose Ramirez_CLE","Xander Bogaerts_BOS","Nolan Arenado_COL","Gary Sanchez_NYY","Chris Owings_ARI","Ryan Zimmerman_WAS","Anthony Rizzo_CHC","Joey Votto_CIN","Edwin Encarnacion_CLE","Gregor Blanco_ARI","Anthony Rendon_WAS","Kris Bryant_CHC","Dexter Fowler_STL","Francisco Lindor_CLE","Brett Gardner_NYY","Brandon Drury_ARI","Justin Turner_LAD","Adam Duvall_CIN","Carlos Gomez_TEX","AJ Pollock_ARI","Mike Trout_LAA","Scott Schebler_CIN","Jose Abreu_CWS","Ian Happ_CHC","Tommy Pham_STL","Scooter Gennett_CIN","Lonnie Chisenhall_CLE","Michael Brantley_CLE","Matt Holliday_NYY","Joc Pederson_LAD","Stephen Piscotty_STL","Avisail Garcia_CWS","Chris Taylor_LAD","Cameron Maybin_LAA","Jedd Gyorko_STL","Todd Frazier_CWS","Aaron Hicks_NYY","Andrew Benintendi_BOS","Yasmany Tomas_ARI","Adam Eaton_WAS","Nomar Mazara_TEX","Elvis Andrus_TEX","Yasmani Grandal_LAD","Michael Taylor_WAS","Ian Desmond_COL","Matt Carpenter_STL","Adrian Beltre_TEX","Bradley Zimmer_CLE","Matt Davidson_CWS","Didi Gregorius_NYY","Jackie Bradley_BOS","Nick Ahmed_ARI","Adrian Gonzalez_LAD","Addison Russell_CHC","Buster Posey_SF","Yadier Molina_STL","Starlin Castro_NYY","Jacoby Ellsbury_NYY","Miguel Sano_MIN","Chris Herrmann_ARI","Kike Hernandez_LAD","Andrelton Simmons_LAA","Eric Young_LAA","Brian Goodwin_WAS","Ben Zobrist_CHC","Joe Panik_SF","Billy Hamilton_CIN","Jason Kipnis_CLE","Brian Dozier_MIN","Yasiel Puig_LAD","Adam Lind_WAS","Ryan Raburn_WAS","David Dahl_COL","Mark Reynolds_COL","Randal Grichuk_STL","Paul DeJong_STL","Joey Gallo_TEX","Carlos Santana_CLE","Shin-Soo Choo_TEX","Yoan Moncada_CWS","Dustin Pedroia_BOS","Joe Mauer_MIN","Hanley Ramirez_BOS","Eddie Rosario_MIN","Daniel Descalso_ARI","Austin Barnes_LAD","Albert Pujols_LAA","Yunel Escobar_LAA","Javier Baez_CHC","Jayson Werth_WAS","Willson Contreras_CHC","Brandon Belt_SF","Denard Span_SF","Eduardo Nunez_SF","Aledmys Diaz_STL","Eugenio Suarez_CIN","Zack Cozart_CIN","Tyler Naquin_CLE","Mike Napoli_TEX","Delino DeShields_TEX","Greg Bird_NYY","Chris Carter_NYY","Sandy Leon_BOS","Chris Iannetta_ARI","Jeremy Hazelbaker_ARI","Tommy Joseph_PHI","Martin Maldonado_LAA","Peter O'Brien_LAD","Kole Calhoun_LAA","Luis Valbuena_LAA","Kyle Schwarber_CHC","Trevor Story_COL","Carlos Gonzalez_COL","Austin Jackson_CLE","Tyler Saladino_CWS","Jorge Polanco_MIN","Mitch Moreland_BOS","Kennys Vargas_MIN","Eduardo Escobar_MIN","Cesar Hernandez_PHI","Howie Kendrick_PHI","Odubel Herrera_PHI","Logan Forsythe_LAD","Jason Heyward_CHC","DJ LeMahieu_COL","Bobby Bradley_CLE","Francisco Mejia_CLE","Abraham Almonte_CLE","Jurickson Profar_TEX","Yolmer Sanchez_CWS","Alen Hanson_CWS","Rob Refsnyder_NYY","Melky Cabrera_CWS","Robbie Grossman_MIN","Chris Young_BOS","Max Kepler_MIN","Rey Fuentes_ARI","Aaron Altherr_PHI","Chase Utley_LAD","Franklin Gutierrez_LAD","CJ Cron_LAA","Jefry Marte_LAA","Phillip Ervin_CIN","Devin Mesoraco_CIN","Brandon Guyer_CLE","Greg Allen_CLE","Rougned Odor_TEX","Ronald Guzman_TEX","Robinson Chirinos_TEX","Mason Williams_NYY","Chase Headley_NYY","Tyler Austin_NYY","Chris Gimenez_MIN","Jhonny Peralta_BOS","Brock Holt_BOS","Socrates Brito_ARI","Trayce Thompson_LAD","Gerardo Parra_COL","Hunter Pence_SF","Jonathan Lucroy_TEX","Byron Buxton_MIN","Maikel Franco_PHI","Willie Calhoun_LAD","Andrew Toles_LAD","Danny Espinosa_LAA","Mark Zagunis_CHC","Christian Arroyo_SF","Jose Martinez_STL","Pete Kozma_TEX","Jared Hoying_TEX","Brett Nicholas_TEX","Erik Gonzalez_CLE","Charlie Tilson_CWS","Adam Engel_CWS","Tim Anderson_CWS","Dawel Lugo_ARI","Jack Reinheimer_ARI","Domingo Leyba_ARI","Rob Segedin_LAD","Alex Verdugo_LAD","Stephen Drew_WAS","Albert Almora_CHC","Brandon Crawford_SF","Pat Valaika_COL","Nick Hundley_SF","Kolten Wong_STL","Arismendy Alcantara_CIN","Giovanny Urshela_CLE","Ryan Rua_TEX","Andy Ibanez_TEX","Yan Gomes_CLE","Gleyber Torres_NYY","Daniel Palka_MIN","Cameron Perkins_PHI","Andrew Knapp_PHI","Cameron Rupp_PHI","Daniel Nava_PHI","Andre Ethier_LAD","Cliff Pennington_LAA","Matt Wieters_WAS","Jon Jay_CHC","Miguel Montero_CHC","Raimel Tapia_COL","Stephen Cardullo_COL","Kelby Tomlinson_SF","Austin Slater_SF","Gorkys Hernandez_SF","Harrison Bader_STL","Jose Peraza_CIN","Yandy Diaz_CLE","Pablo Sandoval_BOS","Marco Hernandez_BOS","Steve Selsky_BOS","Scott Van Slyke_LAD","David Fletcher_LAA","Ben Revere_LAA","Jeimer Candelario_CHC","Dustin Garneau_COL","Chad Huffman_STL","Jesse Winker_CIN","Roberto Perez_CLE","Hanser Alberto_TEX","Miguel Andujar_NYY","Tyler Wade_NYY","Jorge Mateo_NYY","Leury Garcia_CWS","Jacob May_CWS","Austin Romine_NYY","Ronald Torreyes_NYY","Sam Travis_BOS","Jorge Alfaro_PHI","Nick Williams_PHI","Freddy Galvis_PHI","Tom Murphy_COL","Orlando Calixte_SF","Drew Stubbs_TEX","Cody Asche_CWS","Willy Garcia_CWS","Josh Rutledge_BOS","Brock Stassi_PHI","Michael Saunders_PHI","Shane Robinson_LAA","Wilmer Difo_WAS","Chris Heisey_WAS","Tommy La Stella_CHC","Aaron Hill_SF","Jarrett Parker_SF","Jordan Patterson_COL","Tucker Barnhart_CIN","Magneuris Sierra_STL","Geovany Soto_CWS","Kyle Higashioka_NYY","Kevan Smith_CWS","Jason Castro_MIN","Christian Vazquez_BOS","Christian Walker_ARI","Rhys Hoskins_PHI","Roman Quinn_PHI","Andres Blanco_PHI","Carlos Perez_LAA","Nolan Fontana_LAA","Pedro Severino_WAS","Mac Williamson_SF","Tony Wolters_COL","Alexi Amarista_COL","Conor Gillaspie_SF","Carson Kelly_STL","Ehire Adrianza_MIN","Deven Marrero_BOS","Scott Kingery_PHI","Rafael Bautista_WAS","Justin Ruggiano_SF","Patrick Kivlehan_CIN","Greg Garcia_STL","Drew Robinson_TEX","Daniel Robertson_CLE","Omar Narvaez_CWS","Ty Kelly_PHI","Mike Freeman_LAD","Jose Lobaton_WAS","Cristhian Adames_COL","Ryan Hanigan_COL","Michael Morse_SF","Eric Fryer_STL","Juan Graterol_LAA","Tim Federowicz_SF","Jeff Mathis_ARI","Brett Eibner_LAD","Grant Green_CWS","Zack Collins_CWS","Tzu-Wei Lin_BOS","Eloy Jimenez_CHC","Ryder Jones_SF","Chris Marrero_SF","Nick Senzel_CIN","Stuart Turner_CIN"
67.6261569416499,0,0,0,6.16503496503497,0,0,24.7865761689291,0,0,0,0,0,0,0,4.19262295081967,0,0,0,0,0,0,0,0,0,0,19.6781609195402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48245614035088,0,0,0,0,0,0,0,0,0,0,0,0,14.281512605042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85227272727273,0,0,0,0,0,0,0,0,0
0,107.118525021949,0,0,0,0,0,0,0,0,0,0,0,0,31.6970310391363,0,0,0,0,0,0,0,0,0,0,18.5411373260738,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4409701928697,0,0,0,0,0,0,0,6.1256038647343,0,0,0,0,0,0,0,0,0,0,0,0,0.794172062904718,0,0,0,0,0,0,29.5574400723654,-0.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64939024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09743107769424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.508064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,105.814102564103,0,0,0,0,0,28.7687326549491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9425287356322,0,0,0,0,0,0,0,0,0,0,0,0,-12.7489177489177,0,0,14.5121951219512,0,0,0,0,0,0,0,0,0,-7.49390243902439,0,0,0,0,0,0,0,0,0,-4.06833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3101045296167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5197628458498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,93.9830601092896,0,23.9791666666667,0,0,0,8.35016835016835,0,0,0,0,0,0,25.6775510204082,0,0,0,0,24.1279461279461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9430894308943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2409090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.16503496503497,0,0,0,65.0035118525022,0,0,25.8577648766328,0,0,0,0,0,0,0,-6.61309523809524,0,0,0,0,0,0,0,0,0,0,18.3653198653199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16904761904762,0,0,0,0,0,0,0,0,0,0,0,0,-11.3649193548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47741935483871,0,0,0,0,0,0,0,0,0
0,0,0,23.9791666666667,0,95.4532467532468,0,0,0,21.6665306122449,0,0,0,0,0,0,13.3670212765957,0,0,0,0,-9.41959183673469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.524064171122995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21862348178138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,90.4038630377524,0,0,0,0,0,12.9137019230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1398305084746,0,0,0,0,0,0,0,0,0,0,0,0,6.88316400580552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1482352941176,0,7.68181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5811051693405,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2270601987142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08110516934046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7865761689291,0,0,0,25.8577648766328,0,0,74.3930817610063,0,0,0,0,0,0,0,0.926356589147287,0,0,0,0,0,0,0,0,0,0,36.8560606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5897435897436,0,0,0,0,0,0,0,0,0,0,0,0,7.22794117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.10333333333333,0,0,0,0,0,0,0,0,0
0,0,28.7687326549491,0,0,0,0,0,78.0634615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.525,0,0,0,0,0,0,0,0,0,0,0,0,22.0379310344828,0,0,-16.9615384615385,0,0,0,0,0,0,0,0,0,29.1847058823529,0,0,0,0,0,0,0,0,0,3.24466571834993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4925324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8279569892473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8.35016835016835,0,21.6665306122449,0,0,0,71.8568306010929,0,0,0,0,0,0,10.9019607843137,0,0,0,0,13.5296296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7264673311185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.502024291498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.078073089701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
