"Paul Goldschmidt_ARI","Joey Votto_CIN","Charlie Blackmon_COL","Jose Ramirez_CLE","Jake Lamb_ARI","Edwin Encarnacion_CLE","Jean Segura_SEA","Carlos Gomez_TEX","Nolan Arenado_COL","Anthony Rizzo_CHC","Marcell Ozuna_MIA","Kris Bryant_CHC","Mike Napoli_TEX","Robinson Cano_SEA","Nelson Cruz_SEA","Adam Duvall_CIN","Corey Seager_LAD","Andrew McCutchen_PIT","Adrian Beltre_TEX","Ian Desmond_COL","Jose Abreu_CWS","Giancarlo Stanton_MIA","Starling Marte_PIT","Ian Happ_CHC","Shin-Soo Choo_TEX","Mike Trout_LAA","Khris Davis_OAK","AJ Pollock_ARI","Scooter Gennett_CIN","Justin Turner_LAD","Eric Hosmer_KC","Melky Cabrera_CWS","Mark Reynolds_COL","David Dahl_COL","Brandon Belt_SF","Justin Bour_MIA","Carlos Santana_CLE","Justin Upton_DET","Andrelton Simmons_LAA","Logan Forsythe_LAD","Cameron Maybin_LAA","Nomar Mazara_TEX","Yonder Alonso_OAK","Mike Moustakas_KC","Chris Taylor_LAD","Raimel Tapia_COL","Buster Posey_SF","JD Martinez_DET","Willson Contreras_CHC","Rougned Odor_TEX","Ben Gamel_SEA","Daniel Descalso_ARI","Chris Owings_ARI","Whit Merrifield_KC","Cody Bellinger_LAD","Dee Gordon_MIA","Lonnie Chisenhall_CLE","Francisco Lindor_CLE","Zack Cozart_CIN","Gerardo Parra_COL","Todd Frazier_CWS","DJ LeMahieu_COL","Denard Span_SF","Michael Brantley_CLE","Eric Young_LAA","Elvis Andrus_TEX","Delino DeShields_TEX","CJ Cron_LAA","Gregor Blanco_ARI","David Peralta_ARI","Billy Hamilton_CIN","Scott Schebler_CIN","Yasmany Tomas_ARI","Lorenzo Cain_KC","Salvador Perez_KC","Trevor Story_COL","Christian Yelich_MIA","Nicholas Castellanos_DET","Josh Bell_PIT","Joey Gallo_TEX","Jed Lowrie_OAK","Joc Pederson_LAD","Carlos Gonzalez_COL","Avisail Garcia_CWS","Hunter Pence_SF","Alex Avila_DET","Kole Calhoun_LAA","Matt Joyce_OAK","Jarrod Dyson_SEA","Yolmer Sanchez_CWS","Stephen Cardullo_COL","Pat Valaika_COL","Yoan Moncada_CWS","Eduardo Nunez_SF","Joe Panik_SF","Victor Martinez_DET","Ben Zobrist_CHC","Josh Harrison_PIT","Albert Pujols_LAA","Robinson Chirinos_TEX","Jefry Marte_LAA","Mitch Haniger_SEA","Eugenio Suarez_CIN","Adrian Gonzalez_LAD","Yasmani Grandal_LAD","Matt Davidson_CWS","Willy Garcia_CWS","Adam Engel_CWS","Miguel Cabrera_DET","Gregory Polanco_PIT","Yunel Escobar_LAA","Danny Valencia_SEA","Kyle Seager_SEA","Mike Zunino_SEA","Franklin Barreto_OAK","Matt Chapman_OAK","Brandon Drury_ARI","Yasiel Puig_LAD","Leury Garcia_CWS","Tyler Saladino_CWS","Alen Hanson_CWS","Jacob May_CWS","JT Realmuto_MIA","Jason Kipnis_CLE","Tyler Naquin_CLE","Francisco Mejia_CLE","Jason Heyward_CHC","Nick Franklin_LAA","Guillermo Heredia_SEA","Chris Iannetta_ARI","Jorge Bonifacio_KC","Austin Barnes_LAD","Jordan Patterson_COL","Tim Anderson_CWS","Andrew Romine_DET","Bradley Zimmer_CLE","John Jaso_PIT","Jon Jay_CHC","Jordy Mercer_PIT","Addison Russell_CHC","Adam Frazier_PIT","Rajai Davis_OAK","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Arismendy Alcantara_CIN","Nick Ahmed_ARI","Jose Peraza_CIN","Ketel Marte_ARI","Mike Tauchman_COL","Ian Kinsler_DET","Yan Gomes_CLE","Mikie Mahtook_DET","Bobby Bradley_CLE","Jose Osuna_PIT","Javier Baez_CHC","Kyle Schwarber_CHC","Jonathan Lucroy_TEX","Ben Revere_LAA","Jurickson Profar_TEX","Leonys Martin_SEA","Marcus Semien_OAK","Franklin Gutierrez_LAD","Alex Gordon_KC","Peter O'Brien_LAD","Charlie Tilson_CWS","Martin Prado_MIA","Nick Hundley_SF","Gorkys Hernandez_SF","Brandon Crawford_SF","Greg Allen_CLE","Jeimer Candelario_CHC","Luis Valbuena_LAA","Ryon Healy_OAK","Bruce Maxwell_OAK","Rey Fuentes_ARI","Socrates Brito_ARI","Jesse Winker_CIN","Brandon Moss_KC","Dustin Garneau_COL","Derek Dietrich_MIA","Jarrett Parker_SF","Christian Arroyo_SF","Alex Presley_DET","Brandon Guyer_CLE","Abraham Almonte_CLE","Dixon Machado_DET","Erik Gonzalez_CLE","JaCoby Jones_DET","James McCann_DET","Martin Maldonado_LAA","Shane Robinson_LAA","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Chase Utley_LAD","Ryan Hanigan_COL","Omar Narvaez_CWS","Austin Jackson_CLE","John Hicks_DET","Tyler Collins_DET","David Freese_PIT","Kaleb Cowart_LAA","Ryan Rua_TEX","Andy Ibanez_TEX","Adam Rosales_OAK","Phillip Ervin_CIN","Kike Hernandez_LAD","Cheslor Cuthbert_KC","Jorge Soler_KC","Alexi Amarista_COL","Cristhian Adames_COL","Tom Murphy_COL","Kelby Tomlinson_SF","Mac Williamson_SF","Giovanny Urshela_CLE","Jose Iglesias_DET","David Fletcher_LAA","Josh Phegley_OAK","Mark Canha_OAK","Jaycob Brugman_OAK","Taylor Motter_SEA","Renato Nunez_OAK","Devin Mesoraco_CIN","Paulo Orlando_KC","Billy Burns_KC","Trayce Thompson_LAD","Andrew Toles_LAD","Willie Calhoun_LAD","Kevan Smith_CWS","Tyler Moore_MIA","Roberto Perez_CLE","Yandy Diaz_CLE","Elias Diaz_PIT","Tommy La Stella_CHC","Albert Almora_CHC","Mark Zagunis_CHC","Hanser Alberto_TEX","Joey Wendle_OAK","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Rob Segedin_LAD","Alex Verdugo_LAD","Geovany Soto_CWS","Cody Asche_CWS","Tony Wolters_COL","Jim Adduci_DET","Jacob Stallings_PIT","Drew Stubbs_TEX","Nolan Fontana_LAA","Ronald Guzman_TEX","Shawn O'Malley_SEA","DJ Peterson_SEA","Tyler Smith_SEA","Andre Ethier_LAD","Grant Green_CWS","Zack Collins_CWS","Aaron Hill_SF","JT Riddle_MIA","Matt den Dekker_DET","Danny Ortiz_PIT","Kevin Newman_PIT","Cliff Pennington_LAA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Boog Powell_SEA","Tucker Barnhart_CIN","Patrick Kivlehan_CIN","Scott Van Slyke_LAD","Ryan O'Hearn_KC","Conor Gillaspie_SF","Jae-gyun Hwang_SF","Francisco Cervelli_PIT","Gift Ngoepe_PIT","Juan Graterol_LAA","Carlos Perez_LAA","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Matt Olson_OAK","Jeff Mathis_ARI","Alcides Escobar_KC","Terrance Gore_KC","Justin Ruggiano_SF","Destin Hood_MIA","Michael Martinez_CLE","Daniel Robertson_CLE","Phil Gosselin_PIT","Chris Bostick_PIT","Victor Caratini_CHC","Drew Robinson_TEX","Ichiro Suzuki_MIA","Michael Morse_SF","Tomas Telis_MIA","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Raul Mondesi_KC","Christian Colon_MIA","Tim Federowicz_SF","Steve Lombardozzi_MIA","Austin Slater_SF","Ryder Jones_SF","Danny Espinosa_LAA","Ildemaro Vargas_ARI","Nick Senzel_CIN","Mike Freeman_LAD","Eloy Jimenez_CHC","Chad Pinder_OAK","Stuart Turner_CIN","Mike Aviles_MIA","Chris Marrero_SF","Orlando Calixte_SF","Chris Stewart_PIT","Max Moroff_PIT","John Bormann_PIT","Jaff Decker_OAK","Ryan Lavarnway_OAK","Drew Butera_KC","Brett Eibner_LAD","Ramon Torres_KC","Hunter Dozier_KC","AJ Ellis_MIA","Miguel Rojas_MIA"
80,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,59,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,73,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,78,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,61,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,71,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,70,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,6,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,60,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,68,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,71,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,7,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,54,0,0,0,0,0,0,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,45,51,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,0,0,49,0,0,0,0,0,17,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,28,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,75,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,60,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,78,0,71,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,32,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
