"Anthony Rizzo_CHC","Mookie Betts_BOS","Kris Bryant_CHC","Nelson Cruz_SEA","Edwin Encarnacion_CLE","Kyle Schwarber_CHC","Robinson Cano_SEA","Francisco Lindor_CLE","Michael Brantley_CLE","Carlos Santana_CLE","Jose Ramirez_CLE","Jean Segura_SEA","Hanley Ramirez_BOS","Jason Kipnis_CLE","Kyle Seager_SEA","Mitch Haniger_SEA","Ben Zobrist_CHC","Xander Bogaerts_BOS","Jackie Bradley_BOS","Danny Valencia_SEA","Dustin Pedroia_BOS","Taylor Motter_SEA","Leonys Martin_SEA","Javier Baez_CHC","Andrew Benintendi_BOS","Willson Contreras_CHC","Addison Russell_CHC","Jarrod Dyson_SEA","Pablo Sandoval_BOS","Ben Gamel_SEA","Mitch Moreland_BOS","Jason Heyward_CHC","Brock Holt_BOS","Albert Almora_CHC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Guillermo Heredia_SEA","Miguel Montero_CHC","Jon Jay_CHC","Mike Zunino_SEA","Shawn O'Malley_SEA","Brandon Guyer_CLE","Bradley Zimmer_CLE","Carlos Ruiz_SEA","Tyler Naquin_CLE","Ian Happ_CHC","Chris Young_BOS","Matt Szczur_CHC","Yan Gomes_CLE","Austin Jackson_CLE","Tommy La Stella_CHC","Chase d'Arnaud_BOS","Giovanny Urshela_CLE","Sandy Leon_BOS","Marco Hernandez_BOS","Steve Selsky_BOS","Daniel Vogelbach_SEA","Mike Freeman_SEA","Yandy Diaz_CLE","Christian Vazquez_BOS","Josh Rutledge_BOS","Deven Marrero_BOS","Roberto Perez_CLE","Michael Martinez_CLE","Eloy Jimenez_CHC"
65.8815789473684,0,4.44797685016468,0,0,-3.63414850544879,0,0,0,0,0,0,0,0,0,0,0.00931325799228233,0,0,0,0,0,0,14.3437202915194,0,33.3859521855859,5.5280251705925,0,0,0,0,26.5947856630905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75.9044117647059,0,0,0,0,0,0,0,0,0,0,16.9029910941074,0,0,0,0,10.4236326372637,0,0,3.71015514266287,0,0,0,43.8191303724249,0,0,0,13.4786771434304,0,26.2544631318512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0141876111196,0,0,0,0,0,0,4.28416911666882,-4.68893646633323,0,0,0,0,0,0,0,0,0,0
4.44797685016468,0,71.7131578947368,0,0,5.25806365192332,0,0,0,0,0,0,0,0,0,0,17.0223165017576,0,0,0,0,0,0,1.01063643911426,0,-10.6346113348925,43.7566715650011,0,0,0,0,9.28885323026089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,68.504329004329,0,0,9.19779984501782,0,0,0,0,55.2606266920157,0,0,9.26056624860079,3.58278025617748,0,0,0,17.8311221333296,0,7.55819437386204,16.367141797427,0,0,0,0,15.3518000532314,0,0,0,0,0,0,0,0,4.8971538741405,0,0,3.20935729926917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,42.5906432748538,0,0,-4.10345940503665,8.72598378734432,3.70435986258109,26.1479235475738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1729036115346,0,0,0,0,0,0,0,0,0,0,0,0,10.8893989406993,0,0,0,0,0,0,0,0,0,-2.68830259734276,0,0,0,0,0,0
-3.63414850544879,0,5.25806365192332,0,0,30.6959064327485,0,0,0,0,0,0,0,0,0,0,1.15520844237338,0,0,0,0,0,0,8.3458521375358,0,9.43726323390362,13.7402178383663,0,0,0,0,19.59301177275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9.19779984501782,0,0,60.0276679841897,0,0,0,0,3.60282809193706,0,0,-6.57828885522583,5.10981138887654,0,0,0,-6.52458167076711,0,-0.440101883959999,6.33570144922715,0,0,0,0,14.0228372757508,0,0,0,0,0,0,0,0,-12.377313881791,0,0,-8.02646194949956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-4.10345940503665,0,0,98.2865497076023,-11.3132863957002,-4.36438933800104,3.05765913105458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53970773802126,0,0,0,0,0,0,0,0,0,0,0,0,1.73177504279736,0,0,0,0,0,0,0,0,0,12.1619264716756,0,0,0,0,0,0
0,0,0,0,8.72598378734432,0,0,-11.3132863957002,54.1813186813187,4.4044947098498,11.7158581887375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8078816574087,0,0,0,0,0,0,0,0,0,1.29444799954808,0,0,0,0,0,0
0,0,0,0,3.70435986258109,0,0,-4.36438933800104,4.4044947098498,62.5614035087719,50.7539601115115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8020594314428,0,0,0,0,0,0,0,0,0,0,0,0,-15.2779289897053,0,0,0,0,0,0,0,0,0,-6.53113136598413,0,0,0,0,0,0
