"Jose Altuve_Hou","Carlos Correa_Hou","George Springer_Hou","Michael Brantley_Cle","Edwin Encarnacion_Cle","Carlos Santana_Cle","Francisco Lindor_Cle","Jason Kipnis_Cle","Alex Bregman_Hou","Evan Gattis_Hou","Carlos Beltran_Hou","Todd Frazier_CWS","Jose Ramirez_Cle","Josh Reddick_Hou","Jose Abreu_CWS","Norichika Aoki_Hou","Brian McCann_Hou","Yuli Gurriel_Hou","Derek Fisher_Hou","Melky Cabrera_CWS","Lorenzo Cain_KC","Tyler Naquin_Cle","Eric Hosmer_KC","Alex Gordon_KC","Lonnie Chisenhall_Cle","Abraham Almonte_Cle","Salvador Perez_KC","Tim Anderson_CWS","Marwin Gonzalez_Hou","Brandon Guyer_Cle","Bradley Zimmer_Cle","Brandon Moss_KC","Jorge Soler_KC","Tyler Saladino_CWS","Whit Merrifield_KC","Matt Davidson_CWS","Peter O'Brien_KC","Yan Gomes_Cle","Austin Jackson_Cle","Cheslor Cuthbert_KC","Alcides Escobar_KC","Avisail Garcia_CWS","Jake Marisnick_Hou","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Giovanny Urshela_Cle","Jorge Bonifacio_KC","Yandy Diaz_Cle","Charlie Tilson_CWS","Ryan O'Hearn_KC","Roberto Perez_Cle","Terrance Gore_KC","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Michael Martinez_Cle","Cody Asche_CWS","Geovany Soto_CWS","Omar Narvaez_CWS","Raul Mondesi_KC","Willy Garcia_CWS","Yolmer Sanchez_CWS","Kevan Smith_CWS","Drew Butera_KC","Zack Collins_CWS"
80.8088235294118,6.15384615384615,-7.64285714285714,0,0,0,0,0,19.9083333333333,13.0138888888889,-1.35,0,0,5.09615384615385,0,41.8,4.51818181818182,0,0,0,0,0,0,0,0,0,0,0,-12.6444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.15384615384615,18.7692307692308,-4.54545454545455,0,0,0,0,0,0.961538461538462,-8.88095238095238,4.92307692307692,0,0,0.111111111111111,0,4.57142857142857,-3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.64285714285714,-4.54545454545455,75.8857142857143,0,0,0,0,0,10.3516483516484,8.75,-3.50549450549451,0,0,-23.0454545454545,0,20.3888888888889,-19.4583333333333,0,0,0,0,0,0,0,0,0,0,0,7.12222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,50.2045454545455,32,-4.63636363636364,-10.0681818181818,-2.66666666666667,0,0,0,0,19.8181818181818,0,0,0,0,0,0,0,0,12,0,0,-42.05,-11.8,0,0,0,-7.85,0,0,0,0,0,0,0,18.6805555555556,11.75,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,32,46.4952380952381,10.3714285714286,-4.71428571428571,5.66666666666667,0,0,0,0,38.3186813186813,0,0,0,0,0,0,0,0,30,0,0,-16.7,15.1607142857143,0,0,0,-0.357142857142857,0,0,0,0,0,0,0,1.625,-1,0,0,0,0,0,0,0,0,0,-1.64545454545455,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-4.63636363636364,10.3714285714286,63.6,6.28571428571429,2.83333333333333,0,0,0,0,63.8351648351648,0,0,0,0,0,0,0,0,0,0,0,87.8,14.1785714285714,0,0,0,1.64285714285714,0,0,0,0,0,0,0,-14.0972222222222,3.85714285714286,0,0,0,0,0,0,0,0,0,1.14545454545455,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-10.0681818181818,-4.71428571428571,6.28571428571429,120,0.833333333333333,0,0,0,0,5.43956043956044,0,0,0,0,0,0,0,0,24,0,0,10.95,2.25,0,0,0,-21.75,0,0,0,0,0,0,0,-3.63888888888889,-42.7857142857143,0,0,0,0,0,0,0,0,0,21.3636363636364,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-2.66666666666667,5.66666666666667,2.83333333333333,0.833333333333333,4.33333333333333,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1.33333333333333,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.9083333333333,0.961538461538462,10.3516483516484,0,0,0,0,0,17.3958333333333,-3.13888888888889,3.77619047619048,0,0,19.3589743589744,0,11.625,-5.22222222222222,0,0,0,0,0,0,0,0,0,0,0,-4.18055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0138888888889,-8.88095238095238,8.75,0,0,0,0,0,-3.13888888888889,39.5277777777778,-2.83928571428571,0,0,19.6428571428571,0,-6.25,-27.8333333333333,0,0,0,0,0,0,0,0,0,0,0,-13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
