"Jose Altuve_HOU","Carlos Correa_HOU","George Springer_HOU","Michael Brantley_CLE","Edwin Encarnacion_CLE","Carlos Santana_CLE","Francisco Lindor_CLE","Jason Kipnis_CLE","Alex Bregman_HOU","Evan Gattis_HOU","Carlos Beltran_HOU","Todd Frazier_CWS","Jose Ramirez_CLE","Josh Reddick_HOU","Jose Abreu_CWS","Norichika Aoki_HOU","Brian McCann_HOU","Yuli Gurriel_HOU","Derek Fisher_HOU","Melky Cabrera_CWS","Lorenzo Cain_KC","Tyler Naquin_CLE","Eric Hosmer_KC","Alex Gordon_KC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Salvador Perez_KC","Tim Anderson_CWS","Marwin Gonzalez_HOU","Brandon Guyer_CLE","Bradley Zimmer_CLE","Brandon Moss_KC","Jorge Soler_KC","Tyler Saladino_CWS","Whit Merrifield_KC","Matt Davidson_CWS","Peter O'Brien_KC","Yan Gomes_CLE","Austin Jackson_CLE","Cheslor Cuthbert_KC","Alcides Escobar_KC","Avisail Garcia_CWS","Jake Marisnick_HOU","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Giovanny Urshela_CLE","Jorge Bonifacio_KC","Yandy Diaz_CLE","Charlie Tilson_CWS","Ryan O'Hearn_KC","Roberto Perez_CLE","Terrance Gore_KC","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Michael Martinez_CLE","Cody Asche_CWS","Geovany Soto_CWS","Omar Narvaez_CWS","Raul Mondesi_KC","Willy Garcia_CWS","Yolmer Sanchez_CWS","Kevan Smith_CWS","Drew Butera_KC","Zack Collins_CWS"
76.5751633986928,2.6413842276285,-4.50814399332728,0,0,0,0,0,17.7875197812596,-2.94577881722622,-0.0979603175553876,0,0,5.4240720071365,0,29.7025632533356,10.2260675852165,0,0,0,0,0,0,0,0,0,0,0,-15.7252225560533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6413842276285,18.0285714285714,-0.0867545426460463,0,0,0,0,0,0.891629103122815,-13.2243380096103,0.443850512955057,0,0,-1.35908266263429,0,-5.43908306809437,-4.13615787187782,0,0,0,0,0,0,0,0,0,0,0,-9.33836929263083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.50814399332728,-0.0867545426460463,77.3291666666667,0,0,0,0,0,12.1926638038135,13.6665118788613,1.52099748115865,0,0,-28.3773854906067,0,2.74023525875269,-14.0764463058523,0,0,0,0,0,0,0,0,0,0,0,30.0532681776179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,50.2045454545455,45.8772546482944,2.85163528319034,-2.99027708217652,0,0,0,0,0,1.0384997584521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1709334565784,0,0,0,0,0,0,0,0,0,0,1.29444799954808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45.8772546482944,43.5833333333333,12.559075787323,-7.89214255496726,0,0,0,0,0,47.6738828564933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144229767072396,0,0,0,0,0,0,0,0,0,0,-2.68830259734276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2.85163528319034,12.559075787323,63.5625,11.8078845184533,0,0,0,0,0,66.0743424851364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.5224532427394,0,0,0,0,0,0,0,0,0,0,-6.53113136598413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-2.99027708217652,-7.89214255496726,11.8078845184533,116,0,0,0,0,0,6.25026425013296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.06188925537126,0,0,0,0,0,0,0,0,0,0,12.1619264716756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.7875197812596,0.891629103122815,12.1926638038135,0,0,0,0,0,18.4705882352941,-3.20638325330491,4.52642809995832,0,0,22.3424482973243,0,15.5651243818596,-4.43508258961176,0,0,0,0,0,0,0,0,0,0,0,-15.3904227122695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.94577881722622,-13.2243380096103,13.6665118788613,0,0,0,0,0,-3.20638325330491,44.0555555555556,-5.68977273790499,0,0,7.29939587206936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
