"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Yu Darvish",11600,"Tex@Oak 03:35PM ET",20.567,"Tex",NA,NA,NA,NA,NA
"SP","Felix Hernandez",10400,"Mia@Sea 03:40PM ET",16.683,"Sea",0,16.9,17.707,14.7,11.9
"SP","Cole Hamels",10300,"Tex@Oak 03:35PM ET",11.167,"Tex",NA,NA,NA,NA,NA
"SP","Dan Straily",8800,"Mia@Sea 03:40PM ET",9.783,"Mia",NA,NA,NA,NA,NA
"SP","James Paxton",8700,"Mia@Sea 03:40PM ET",30.683,"Sea",NA,NA,NA,NA,NA
"SP","Tyson Ross",8600,"Tex@Oak 03:35PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Drew Smyly",8400,"Mia@Sea 03:40PM ET",0,"Sea",NA,NA,NA,NA,NA
"SP","Edinson Volquez",8300,"Mia@Sea 03:40PM ET",15.35,"Mia",0,13.8,13.169,11,-0.7
"SP","Hisashi Iwakuma",8300,"Mia@Sea 03:40PM ET",5.25,"Sea",NA,NA,NA,NA,NA
"SP","Jharel Cotton",8200,"Tex@Oak 03:35PM ET",11.033,"Oak",NA,NA,NA,NA,NA
"SP","Sean Manaea",8100,"Tex@Oak 03:35PM ET",14.717,"Oak",NA,NA,NA,NA,NA
"SP","Wei-Yin Chen",8000,"Mia@Sea 03:40PM ET",8.625,"Mia",NA,NA,NA,NA,NA
"SP","Sonny Gray",7800,"Tex@Oak 03:35PM ET",0,"Oak",NA,NA,NA,NA,NA
"SP","Adam Conley",7100,"Mia@Sea 03:40PM ET",10.6,"Mia",NA,NA,NA,NA,NA
"SP","Chase De Jong",7100,"Mia@Sea 03:40PM ET",-6.3,"Sea",NA,NA,NA,NA,NA
"SP","Martin Perez",7000,"Tex@Oak 03:35PM ET",14.45,"Tex",0,12.2,12.134,11.1,-0.5
"SP","Tom Koehler",7000,"Mia@Sea 03:40PM ET",7.117,"Mia",NA,NA,NA,NA,NA
"SP","Daniel Mengden",6700,"Tex@Oak 03:35PM ET",0,"Oak",NA,NA,NA,NA,NA
"SP","AJ. Griffin",6600,"Tex@Oak 03:35PM ET",17.367,"Tex",NA,NA,NA,NA,NA
"SP","Yovani Gallardo",6500,"Mia@Sea 03:40PM ET",3.95,"Sea",NA,NA,NA,NA,NA
"SP","Ariel Miranda",6400,"Mia@Sea 03:40PM ET",15.517,"Sea",NA,NA,NA,NA,NA
"SP","Chris Heston",6200,"Mia@Sea 03:40PM ET",0,"Sea",NA,NA,NA,NA,NA
"SP","Andrew Cashner",6100,"Tex@Oak 03:35PM ET",5.2,"Tex",NA,NA,NA,NA,NA
"SP","Kendall Graveman",6100,"Tex@Oak 03:35PM ET",17.7,"Oak",NA,NA,NA,NA,NA
"SP","Tyler Wagner",6000,"Tex@Oak 03:35PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Rob Whalen",5700,"Mia@Sea 03:40PM ET",0,"Sea",NA,NA,NA,NA,NA
"SP","Jesse Hahn",5500,"Tex@Oak 03:35PM ET",13.7,"Oak",0,11.2,14.366,8.5,19.9
"SP","Jeff Locke",5500,"Mia@Sea 03:40PM ET",0,"Mia",NA,NA,NA,NA,NA
"SP","Chi Chi Gonzalez",5400,"Tex@Oak 03:35PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Dillon Overton",5000,"Mia@Sea 03:40PM ET",-0.7,"Sea",NA,NA,NA,NA,NA
"SP","Justin Nicolino",4900,"Mia@Sea 03:40PM ET",0,"Mia",NA,NA,NA,NA,NA
"RP","Jarlin Garcia",4800,"Mia@Sea 03:40PM ET",3.575,"Mia",NA,NA,0.356,NA,NA
"RP","Yohander Mendez",4700,"Tex@Oak 03:35PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Jose Urena",4700,"Mia@Sea 03:40PM ET",7.2,"Mia",NA,NA,0.5105,NA,NA
"RP","David Phelps",4700,"Mia@Sea 03:40PM ET",3.943,"Mia",NA,NA,0.766,NA,NA
"RP","Dustin McGowan",4600,"Mia@Sea 03:40PM ET",3.542,"Mia",NA,NA,0.553,NA,NA
"RP","Brad Ziegler",4600,"Mia@Sea 03:40PM ET",3.164,"Mia",NA,NA,0.817,NA,NA
"RP","Junichi Tazawa",4600,"Mia@Sea 03:40PM ET",1.175,"Mia",NA,NA,0.991,NA,NA
"RP","AJ Ramos",4600,"Mia@Sea 03:40PM ET",4.317,"Mia",NA,NA,1.306,NA,NA
"RP","Severino Gonzalez",4600,"Mia@Sea 03:40PM ET",0,"Mia",NA,NA,NA,NA,NA
"RP","Kyle Barraclough",4600,"Mia@Sea 03:40PM ET",3.85,"Mia",NA,NA,1.52,NA,NA
"RP","Nick Wittgren",4600,"Mia@Sea 03:40PM ET",6.933,"Mia",NA,NA,NA,NA,NA
