"Player.Name","Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Actual.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Ownership.Pctg"
"Stefon Diggs",2,0,6700,20.3,0.1,-0.24,0.08,0.3,0.3,0.2,0.1,3.3,12,9.8,10.7,0.9,8.5,21.4,18.2,18,6.9,29.5,19.8,13.9,15,17,0,9.7,32.4,68,90,2,0.233160621761658,1,1,3,0
"Demaryius Thomas",1,0,6600,21.3,-0.17,0.1,-0.09,0,0,0,0,0,9.7,8.5,8.3,1.1,7.9,14.8,15.2,13,9.5,20.8,14,12.1,13,6,11,0,22.7,62,105,5,0.274151436031332,1,2,1,1.16412058786002
"Donte Moncrief",5,0,6600,23.8,0.05,-0.2,0.08,0,0.2,0,0,-1,8,7.2,7.7,1.2,5.8,14.9,13.2,13,7.4,19,14.1,12.6,18,25,16.5,13.7,0,25,42,6,0.100478468899522,4,4,1,0
"Spencer Ware",8,0,6400,22.5,0.13,-0.07,0.3,15.7,14.9,14.7,2,4.7,2.3,3,3.4,0.2,12.4,10.8,15.3,29,5.6,24.9,15,20.2,30,30,11.6,10.5,10.2,25,31,1,0.0763546798029557,5,6,5,9.62614979526975
"Brandin Cooks",16,0,6400,29.8,0,-0.03,-0.02,0.7,0.5,0.3,0.3,5.2,6.3,7.5,6.7,0.8,9.8,14.1,16.9,11,6.3,27.6,14.5,14.7,19,10,0,11.9,18.8,52,77,6,0.167391304347826,3,2,2,14.6501026551136
"Russell Wilson",24,0,6300,25.8,0.12,-0.25,0.09,6.3,4.3,4.7,0.1,3.4,0.3,0.2,0,0.1,7,22.3,17.4,67,9.5,25.2,20.4,17,25,26,12,25.3,29.5,2,2,1,0.00571428571428571,11,11,3,6.46274837317744
"Davante Adams",3,0,6300,25.8,-0.16,0.01,-0.17,0,0,0,0,0,7,7.8,7.2,1.4,9,21,17.4,12,6,28.8,11.9,2.7,6,3,31.3,7.2,24.6,60,91,8,0.193617021276596,2,2,2,7.52108199649697
"Golden Tate",17,0,6200,23.3,0.09,-0.07,0.02,0.7,0.7,0.4,0.1,-0.3,7.7,7.7,7.1,0.6,7.3,13.9,12.2,13,2.7,21.8,15.2,31.5,26,15,12.7,4.1,0,57,90,3,0.223880597014925,1,1,4,12.128382688984
"Kelvin Benjamin",0,0,6200,17.8,-0.03,-0.06,-0.07,0,0,0,0,0,7.3,7.8,6.4,0.8,8.6,12.1,14,11,5.8,22.1,11.6,3.8,5,8,13.3,8.6,14.4,48,87,5,0.2175,2,2,1,0.527078911043834
"Tyrell Williams",10,0,6100,26.3,0.03,0.08,-0.01,0,0,0,0,0,10.7,7.7,7.1,1.1,9.3,22,15.4,11,6.9,23.8,14.3,12.7,23,19,21,0,26.5,53,81,5,0.2,1,1,1,2.90566169050353
"Devonta Freeman",6,0,6100,27.5,0.05,0.14,-0.12,15,14.6,15.5,3.2,4.5,2.7,3.8,3,1,6.4,15.1,16.2,29,8.1,24.3,15.1,26.5,16,13,21.7,0,11.1,35,44,2,0.114285714285714,3,3,5,5.200728445326
"Michael Crabtree",14,0,6000,25.8,-0.06,0.07,-0.06,0,0,0,0,0,8.7,9.2,7.3,1.1,7,10.1,16.2,12,6.5,25.9,13.5,20.4,11,11,22,3.5,0,64,109,7,0.245495495495495,2,2,1,3.37010358306945
"Mark Ingram",4,0,6000,29.8,0,-0.03,-0.08,10.7,12.4,13.1,1.9,5.3,2.7,3.3,2.8,0.6,6.9,17.2,15.9,25,4.9,26.9,13.2,10.3,19,5,32.7,10.5,8.3,30,36,4,0.0782608695652174,5,5,3,3.91481365487003
"DeAndre Hopkins",7,0,6000,18.8,0.07,-0.15,0.06,0,0,0,0,0,9.7,9.5,7.6,0.5,5.8,10.9,12.5,13,5.8,19.1,13.9,14.8,28,30,12,10.8,9.8,55,108,3,0.26865671641791,1,1,1,5.70994420665576
"Matt Forte",6,0,5900,24.8,0.11,0.09,0.08,15,18.4,14.7,2.7,3.8,3,3.5,2.6,0.4,5.3,12.5,15.9,29,5.2,26.7,13.4,10.9,29,24,8,0,12.9,27,38,1,0.0997375328083989,4,5,5,0
"Emmanuel Sanders",3,0,5900,21.3,-0.17,0.1,-0.09,0,0,0.3,0,0,10,9.5,8,1.5,7.9,17.4,15.8,13,5.9,25.8,13.1,6.2,13,6,32.2,0,10.4,61,107,4,0.279373368146214,2,1,2,3.9498439874262
"Thomas Rawls",1,0,5900,25.8,0.12,-0.25,-0.09,11,11.3,14.6,1,2.7,2.7,2.8,3.2,0.3,6.5,6.5,7.1,31,3.1,11,12.5,27.8,25,4,3.8,11.8,0,9,11,0,0.0314285714285714,7,8,5,2.3261532751041
"Jamison Crowder",12,0,5800,23,-0.19,-0.07,-0.04,0.3,0.2,0.5,0,-1,6.3,6.9,6.2,1.3,9.5,17.8,16.2,11,9.8,22.6,14,13.2,1,8,16.8,22.2,14.4,55,76,6,0.168141592920354,2,3,1,8.89120877846215
"Theo Riddick",19,0,5800,23.3,0.09,-0.07,0.12,9,9.8,10,0.7,4,6,6.8,5.8,1.2,5.8,11.9,16.6,27,8.4,24.8,16.8,12.7,26,28,10.8,16.3,0,50,63,4,0.156716417910448,3,4,2,15.4873508021018
"Allen Robinson",2,0,5800,17.8,-0.19,0.13,-0.34,0,0,0,0,0,8,9.5,8.7,1.4,5.6,15.3,13.9,14,5.3,22.5,14.1,6.1,3,1,4.4,10.8,30.7,53,112,6,0.247240618101545,1,1,1,0.816601129786222
"Steve Smith",4,0,5700,22.5,-0.06,0.24,-0.02,0,0,0,0,0,6.7,7.4,7.4,0.8,8,15.6,13.8,11,5.7,21.9,13,11.3,15,16,6,23.9,17,50,70,3,0.155555555555556,3,3,2,1.99324912134182
"Doug Martin",10,1,5700,22.8,0.09,-0.16,0.19,21,17.6,14.9,2.8,3,2.7,2.6,2,0.2,7.1,11.7,10.4,27,5.5,15.3,11,13.8,21,27,10,13.5,11.6,11,13,0,0.0306603773584906,7,8,9,9.99918803864936
"Lamar Miller",1,0,5600,18.8,0.07,-0.15,-0.07,19.3,19.2,16.5,1.9,4.2,2.3,3.2,2.3,0.5,4.3,13.4,14.7,32,6.1,23.4,12.6,2.8,28,15,9.5,22.3,8.3,28,36,1,0.0895522388059701,5,5,4,2.42753244945541
"DeVante Parker",0,0,5600,19,-0.08,-0.3,0.02,0,0,0,0,0,8,6.4,6.1,0.7,8.6,16.5,11.4,11,4.2,18.6,11.9,12.4,4,26,9.4,21.9,18.3,42,64,3,0.192771084337349,2,2,2,0.165176137615849
"Sammy Watkins",9,0,5500,22.8,0.08,0.1,0.08,0,0,0,0,0,4.7,4.7,7.1,0.3,10.2,7.8,7.8,12,4.2,11.3,15,6.8,27,25,11,0,0,9,13,0,0.0404984423676012,6,7,7,4.89264710999756
"Cole Beasley",0,0,5500,23.3,-0.13,-0.06,-0.23,0,0.1,0,0,7,7,6.6,5.6,0.6,8.9,11.9,13.9,9,9.5,18.4,10,4.3,2,2,10.6,16.9,8.3,58,77,5,0.22,1,1,2,0
"LeGarrette Blount",3,0,5500,28.8,-0.07,0.05,-0.03,17,19.3,14.5,4,4.1,0.3,0.6,0.4,0,4.4,15.7,16.3,23,8.5,24,9,14.8,10,19,6.7,15.4,24.9,6,7,0,0.0177215189873418,9,9,8,9.24615188317036
"Jimmy Graham",26,0,5500,25.8,0.12,-0.25,0.26,0,0,0,0,0,5.3,6.4,6.6,0.8,10.1,11.4,13.9,11,4.9,22.8,12.3,18.3,25,31,11.7,13.6,8.8,52,72,4,0.205714285714286,2,2,2,10.2933500365383
"Jarvis Landry",2,0,5400,19,-0.08,-0.3,0.02,0,0.3,0.5,0,6,6,8.1,7.5,0.6,8.3,11.3,14.4,14,7,21.8,14.2,19.6,4,26,8.7,13.8,11.3,68,92,2,0.27710843373494,1,1,3,4.57876605073599
"Latavius Murray",5,0,5400,25.8,-0.06,0.07,-0.08,17,13.3,15.3,2.6,3.9,3.3,3.7,2.5,0.6,6.2,22.2,16.7,29,8.2,25.3,13.2,25.5,11,16,17.8,14.2,0,27,35,1,0.0788288288288288,4,5,6,3.74847757246755
"Randall Cobb",1,0,5400,25.8,-0.16,0.01,-0.17,0,1,0.6,0.2,3.3,6.7,7.7,6.9,1.2,7.2,9.5,13.4,12,5.9,21,11.3,10.9,6,3,10.1,11.4,7.1,56,82,4,0.174468085106383,3,3,3,2.06957348830196
"Alex Smith",4,0,5400,22.5,0.13,-0.07,0.21,2.7,2.7,3.5,0.6,2.1,0,0,0,0,0,15,15,69,7.4,22.7,20,13.5,30,32,15,20.4,9.4,0,1,0,0.00246305418719212,15,15,6,2.19368758047117
"Carlos Hyde",15,0,5300,22,-0.03,-0.03,-0.18,15,17.1,17,3.2,3.9,3.3,2.7,2.7,0.3,5,12,15.4,32,6.1,24.7,14.1,10.8,18,6,20.5,14,1.4,21,24,1,0.0670391061452514,4,6,5,11.4709259839232
"Tyler Eifert",9,0,5300,21.5,-0.04,-0.03,-0.45,0,0,0,0,0,7.3,7.2,6.4,1.2,8.7,12.4,13.4,11,3.2,23.6,14.4,10.5,7,2,17.8,6.7,12.6,22,36,2,0.0861244019138756,5,5,3,3.27406015473663
"Brock Osweiler",2,0,5200,18.8,0.07,-0.15,0.06,2.7,2.2,2.9,0.4,4.7,0.3,0.1,0,0.1,-6,14.8,13.1,58,9.1,17.1,15.6,17.3,28,22,15.1,15,14.3,1,1,0,0.00248756218905473,12,14,8,0.379765923142058
"Dontrelle Inman",8,0,5200,26.3,0.03,0.08,-0.01,0,0,0,0,0,8,5.6,5.2,0.3,8.5,15.9,9.9,8,0.4,19.4,9.3,12.9,23,19,26.9,0,9.3,40,71,2,0.175308641975309,2,2,5,4.96502766468316
"Jonathan Stewart",0,0,5200,17.8,-0.03,-0.06,-0.1,16,15.9,17.9,3.5,3.6,2,1.5,0.9,0.1,3.3,12.1,11.9,31,3.1,20.7,10.5,5.3,5,9,21.6,10.9,3.9,5,14,0,0.035,9,8,8,0.899885165466124
"Alfred Morris",0,0,5100,23.3,-0.13,-0.06,-0.11,2.3,5.5,4.5,0.5,3.7,0.3,0.4,0.7,0,2,1.5,3.3,8,0.5,6.2,3.9,1.1,2,7,1.2,0.3,2.9,2,4,0,0.0114285714285714,12,9,8,0
"Sam Bradford",0,0,5100,20.3,0.1,-0.24,0.05,0.3,1.1,1.7,0.1,-0.3,0,0.1,0,0,5,13.3,14.3,63,9.5,19.1,16.6,14.9,15,25,0,0,0,1,1,0,0.00259067357512953,11,12,5,0
"Devontae Booker",11,0,5100,21.3,-0.17,0.1,-0.01,19.3,11.6,18.4,1.7,3.7,2.3,2.4,2.7,0.5,5.4,8.6,8.1,34,2.5,13.8,14.9,10.7,13,18,11.1,0,10.8,18,27,0,0.0704960835509138,4,5,8,7.06661562909606
"Greg Olsen",6,0,5100,17.8,-0.03,-0.06,-0.11,0,0,0,0,0,6.7,8.2,7.8,0.9,8.8,8.2,14.8,13,6.4,23.2,15.4,6,5,8,8.5,7.3,8.9,59,93,3,0.2325,1,1,2,3.49862546542785
"Willie Snead",16,0,5100,29.8,0,-0.03,-0.02,0,0,0,0,0,6.3,7,6.3,0.8,8.5,14.6,14.3,10,5,23.6,13.2,5.8,19,10,14.8,7.3,21.7,53,72,4,0.156521739130435,2,3,3,12.6788924847177
"Todd Gurley",2,0,5000,15.8,0.02,-0.07,-0.05,18,18.2,17.5,2.1,3.2,2.3,3.5,2.1,0.6,6.2,11.6,12.8,34,8.2,17.5,12.6,6.7,9,12,12.9,13.6,8.2,32,41,0,0.109042553191489,4,5,5,2.43078029485797
"Kenny Britt",5,0,5000,15.8,0.02,-0.07,-0.06,0,0,0,0,0,9,7.4,8,0.5,9.7,15.5,14.7,14,6.6,22.8,11.5,14.7,9,9,16.2,9.3,20.9,55,86,4,0.228723404255319,1,1,1,3.5018733108304
"Mike Wallace",3,0,5000,22.5,-0.06,0.24,-0.02,0.7,0.5,0.3,0,6.2,6.3,7.8,6.7,0.7,9.2,10.3,15,11,8.6,21.5,11.3,11.9,15,16,8.6,12.5,9.9,52,90,4,0.2,2,1,1,3.35827214624584
"DeSean Jackson",0,0,5000,23,-0.19,-0.07,-0.04,0,0,0,0,0,7,7,6.6,0.8,8.4,15.9,12.1,11,4.6,19.5,13.4,6.9,1,8,24.8,15.1,0,38,76,3,0.168141592920354,4,3,3,2.24124531672292
"Adam Thielen",0,0,4900,20.3,0.1,-0.24,0.08,0.3,0.1,0,0,11,6.7,5.5,4.5,0.5,9.4,14.3,11.3,8,4.4,18.2,9.6,14.6,15,17,13.3,17.5,12.2,46,61,3,0.158031088082902,3,3,2,0
"Sterling Shepard",2,0,4900,21.3,0.07,-0.11,-0.1,0.3,0.1,0,0,22,6,6.5,7.5,0.6,6.6,11.1,11.5,12,5,18,13.6,12.1,12,4,2.2,16,15.2,46,73,5,0.172169811320755,2,2,2,2.7850274326942
"Frank Gore",2,0,4900,23.8,0.05,-0.2,0,17.3,16.2,13.9,2,3.8,2.3,3.3,3.1,0.5,5.7,13.8,14.7,29,9.6,19.7,11,7.9,18,15,4.1,16.1,0,31,40,3,0.0956937799043062,3,5,4,0
"Charcandrick West",0,0,4900,22.5,0.13,-0.07,0.3,1.7,5.1,3.1,0.3,3.7,2.3,2.8,2.3,0.4,4.5,4,5.4,9,2.1,8.7,4.6,0,30,30,0.8,7.2,4,23,30,0,0.0738916256157636,7,7,6,0.173759729036898
"Martellus Bennett",3,0,4800,28.8,-0.07,0.05,-0.17,0.3,0.2,0,0,5,4.7,4.9,5.3,0.5,10,9.4,11.8,8,1.6,22,9.8,2.4,10,9,5.6,2.4,20.2,43,60,4,0.151898734177215,3,3,1,3.69929591351452
"Tyler Boyd",6,0,4800,21.5,-0.04,-0.03,0.04,0,0.1,0.2,0,3,7,5.4,7.2,0.6,7,10.6,7.7,13,2.5,12.8,13.2,10.6,7,23,11.2,17.4,3.2,39,60,1,0.143540669856459,3,3,4,4.27091670436487
"Tim Hightower",6,0,4800,29.8,0,-0.03,-0.08,11.7,9.4,10.3,1.8,4,4.3,1.7,2,0.4,8.7,15.5,8.1,19,0.2,16.1,10.6,1.9,19,5,18.5,20.6,7.5,16,19,1,0.041304347826087,8,8,7,5.84588973564858
"Rashad Jennings",3,0,4800,21.3,0.07,-0.11,0.18,17,14.4,12.8,1,3.4,4.7,3.5,2.9,0,5.1,15.2,11,26,5,16.9,12,17.3,12,29,7.9,23.9,13.9,22,28,0,0.0660377358490566,5,5,9,2.66810499820209
"Rob Kelley",1,0,4700,23,-0.19,-0.07,-0.25,20,10.9,19,1.9,4.7,1.7,0.9,1.4,0.2,0.5,17.1,9.3,33,-1.4,19.9,12.6,6.3,1,2,6.2,34.7,10.5,4,8,1,0.0176991150442478,10,9,6,1.64085789516419
"Travis Kelce",34,0,4700,22.5,0.13,-0.07,0.23,0.3,0.1,0,0.1,-5,10,7.5,7.5,1.4,8.2,16.5,13.9,12,6.7,21.1,15.2,25,30,28,21.1,20.3,8.1,57,85,3,0.20935960591133,1,1,2,23.7447657491503
"Will Fuller",5,0,4700,18.8,0.07,-0.15,0.06,0,0,0,0,0,4.7,6.8,4.8,0.4,7.4,5.3,11,8,1.3,20.7,9.4,10.9,28,30,10,2.7,0,30,61,2,0.151741293532338,4,2,3,0
"Bilal Powell",3,0,4600,24.8,0.11,0.09,0.08,6,4.4,7.3,0.6,6.4,4.7,4.6,3.4,0.6,4.8,12.1,9.4,18,3.2,15.6,10.5,0.3,29,24,5.3,0,21.9,37,50,0,0.131233595800525,3,3,7,0
"Tyreek Hill",34,0,4600,22.5,0.13,-0.07,0.05,1,1,0.4,0.2,6.2,9.3,5.1,8.7,0.9,7.6,20.9,12.4,15,3.3,21.5,15.9,12.2,30,21,32.5,10.1,20.1,46,57,5,0.140394088669951,2,2,1,28.2305042279987
"Travis Benjamin",1,0,4600,26.3,0.03,0.08,-0.01,0,0.1,0,0,-1,4,6.1,4.6,0.7,8.6,5.6,11.3,7,1.8,20.8,8.9,4.4,23,19,1.8,0,0,40,63,3,0.155555555555556,2,3,4,1.45433877347438
"Mike Gillislee",0,0,4600,22.8,0.08,0.1,0.04,11.3,5.6,3.8,0.6,5.8,2,1,0.7,0.2,4,12.4,7.4,8,2,12.9,3.3,16.9,27,25,0,7.2,0,9,11,1,0.0342679127725857,6,9,3,0.00765563559174583
"Quincy Enunwa",2,0,4500,24.8,0.11,0.09,0.05,0,0,0,0,0,5,6.7,6.5,0.7,8.7,10,12.2,11,5.1,19.3,9.8,2,29,21,24.9,0,1.7,42,75,4,0.196850393700787,2,2,1,0
"Jacquizz Rodgers",0,0,4500,22.8,0.09,-0.16,0.19,25,14.7,4.2,1.7,4.5,2.7,2,2,0.3,4.8,18.7,11,10,2.4,19.7,4.1,6,21,27,0,0,0,10,13,0,0.0306603773584906,8,8,9,0.0858359142104836
"Mohamed Sanu",6,1,4400,27.5,0.05,0.14,0.18,0.3,0.1,0,0.1,5,5.7,6.1,6.2,0.9,7.4,10.3,10.5,10,3.2,17.9,12.7,4.6,16,31,15,0,3.4,49,71,3,0.184415584415584,2,2,3,5.11512452007285
"Chris Hogan",3,0,4400,28.8,-0.07,0.05,0.07,0,0.1,0,0,2,4,3.5,5.3,0.2,13.2,10,8.3,8,0.9,15.8,9.6,12.3,10,18,11,0,0,23,40,2,0.10126582278481,5,5,6,0.667896208140493
"James Starks",4,0,4400,25.8,-0.16,0.01,0.04,11,8.1,11.5,1,2.5,5,3.6,2.5,0.3,5.4,14.4,8.4,23,2,14.7,11.2,0.1,6,22,11.8,18.1,13.4,19,25,2,0.0531914893617021,6,7,4,2.61776339446242
"Darren Sproles",2,0,4400,20.5,-0.02,0.13,0.07,2.3,6,10.2,1.1,4.9,6,5,4.6,0.8,6.4,9.7,10.5,25,3.4,17.6,14.1,16.9,24,21,10.4,3.1,15.6,40,56,1,0.144702842377261,3,3,4,3.12465926621893
"Jeremy Hill",23,0,4300,21.5,-0.04,-0.03,-0.1,14.3,13.4,16.2,2.2,4.4,2.7,1.7,3.4,0.2,6.5,11,11.9,33,3.8,20,14.9,12.5,7,7,14.2,8.3,10.6,16,20,0,0.0478468899521531,7,7,6,15.1734697428402
"Wendell Smallwood",1,0,4300,20.5,-0.02,0.13,0.07,11.7,6.6,15,0.6,4.4,2.3,1,0.4,0.1,5.5,8.2,5.2,25,-0.1,10.4,10,1.9,24,21,5.7,11.9,7,6,10,0,0.0258397932816537,9,9,8,1.19265522961107
"Brandon LaFell",1,0,4300,21.5,-0.04,-0.03,0.04,0,0.1,0,0,-2,6.7,5.8,6.3,1,7.1,5.3,9.6,11,2.2,17,10.1,20.5,7,23,6.8,7.2,1.9,36,68,4,0.162679425837321,4,2,1,1.32442495737203
"Zach Ertz",11,0,4300,20.5,-0.02,0.13,0.27,0,0,0,0,0,8,5.8,4.8,0.4,7.2,11.2,9,8,3.7,14.4,9.4,22.9,24,29,6.6,15.5,11.5,42,58,2,0.149870801033592,2,2,2,3.30445070814629
"Tevin Coleman",1,0,4300,27.5,0.05,0.14,-0.12,7,8.4,9.3,1.5,3.6,1.7,3.3,2,0.6,12.8,8.8,15.5,18,5.6,25.4,8.8,4.9,16,13,9.3,0,0,21,26,1,0.0675324675324675,5,6,9,2.78618737748083
"Alfred Blue",0,0,4300,18.8,0.07,-0.15,-0.07,9,5.1,4.5,0.4,4.9,1,0.4,0.3,0.1,1,3.9,2.5,8,0.9,4.2,3,6.1,28,15,0,0,2.3,1,4,0,0.00995024875621891,12,11,8,0.00301585644523321
"Pierre Garcon",5,0,4200,23,-0.19,-0.07,-0.04,0,0,0,0,0,7,6.9,7,1,8.4,16.3,11.9,11,5.6,18.1,12.9,14.8,1,8,8.3,26.6,14.1,53,80,2,0.176991150442478,3,2,4,3.3705675609841
"Fitzgerald Toussaint",0,0,4200,28.3,0.07,-0.16,-0.08,2,1.4,4.5,0,3.8,0,0.1,0.8,0,9,0.9,0.8,8,-0.4,2,3.9,0,8,14,2.8,0,0,1,1,0,0.00229885057471264,13,13,11,0.00579972393314078
"Ty Montgomery",0,0,4200,25.8,-0.16,0.01,-0.17,2.7,2.9,3.1,0.6,5.1,2.7,3.6,2.1,0.8,7,4.9,6.9,9,-1.6,15.3,6.3,7.6,6,3,3.4,7.4,4,32,38,1,0.0808510638297872,4,5,5,0.245212327893192
"Michael Floyd",1,0,4200,25.5,0.03,0.1,-0.01,0,0,0,0,0,5.3,5.9,5.3,1.1,6.9,9.1,9,8,4,14,10.2,10.8,20,13,5.1,4.1,18.1,30,63,3,0.134328358208955,4,3,2,0.37489415503822
"Jeremy Langford",0,0,4100,22,0,0.61,0.43,3,5.7,5.4,0.9,3.6,3.3,2.9,1.4,0,3.9,6.6,7.5,11,2.3,12.6,5.7,0.2,32,32,0.5,12.8,6.6,14,21,0,0.0509708737864078,7,7,9,0.133857628376889
"Antonio Gates",9,0,4100,26.3,0.03,0.08,0.02,0,0,0,0,0,9,7.1,5.4,1.9,5.1,16,11,9,5.8,16.2,10.9,7.7,23,19,0,0,16.3,30,57,5,0.140740740740741,5,4,1,4.11038034589554
"Anquan Boldin",12,0,4100,23.3,0.09,-0.07,0.02,0,0,0,0,0,7.3,6,6.4,1.1,5.9,12.9,11.2,11,5.7,16.7,13.1,8,26,15,19.9,9.7,0,51,70,7,0.174129353233831,2,3,1,13.4091937223788
"Cameron Meredith",4,0,4100,22,0,0.61,0.11,0,0.1,0,0.1,6,5,6,6.9,0.8,8.3,8.3,10.7,11,0.4,21.1,14.3,9.7,32,32,3.9,8.9,12,36,60,2,0.145631067961165,3,3,2,2.49828908143972
