"Jose Altuve_HOU","Carlos Correa_HOU","George Springer_HOU","Evan Longoria_TB","Manny Machado_BAL","Anthony Rizzo_CHC","Kris Bryant_CHC","Edwin Encarnacion_CLE","Alex Bregman_HOU","Michael Brantley_CLE","Chris Davis_BAL","Evan Gattis_HOU","Carlos Santana_CLE","Mark Trumbo_BAL","Giancarlo Stanton_MIA","Jason Kipnis_CLE","Carlos Beltran_HOU","Adam Jones_BAL","Mallex Smith_TB","Francisco Lindor_CLE","Josh Reddick_HOU","Brad Miller_TB","Starling Marte_PIT","Christian Yelich_MIA","Jose Ramirez_CLE","Steven Souza_TB","Kyle Schwarber_CHC","Norichika Aoki_HOU","Wilson Ramos_TB","Kevin Kiermaier_TB","Andrew McCutchen_PIT","Dee Gordon_MIA","Maikel Franco_PHI","Brian McCann_HOU","Jonathan Schoop_BAL","Colby Rasmus_TB","Corey Dickerson_TB","Gregory Polanco_PIT","Yuli Gurriel_HOU","Derek Fisher_HOU","Logan Morrison_TB","Matt Duffy_TB","Ben Zobrist_CHC","Odubel Herrera_PHI","Welington Castillo_BAL","Seth Smith_BAL","Marwin Gonzalez_HOU","Tyler Naquin_CLE","Hyun Soo Kim_BAL","Cesar Hernandez_PHI","Marcell Ozuna_MIA","Jake Bauers_TB","Trey Mancini_BAL","Tim Beckham_TB","Javier Baez_CHC","JT Realmuto_MIA","Michael Saunders_PHI","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Craig Gentry_BAL","Willson Contreras_CHC","Addison Russell_CHC","Tommy Joseph_PHI","Martin Prado_MIA","Aaron Altherr_PHI","Brandon Guyer_CLE","Bradley Zimmer_CLE","Derek Norris_TB","JJ Hardy_BAL","Peter Bourjos_TB","Josh Harrison_PIT","Freddy Galvis_PHI","Howie Kendrick_PHI","Jake Marisnick_HOU","Rickie Weeks_TB","Joey Rickard_BAL","Justin Bour_MIA","Rhys Hoskins_PHI","Yan Gomes_CLE","Austin Jackson_CLE","Miguel Montero_CHC","Alen Hanson_PIT","Jason Heyward_CHC","Cameron Rupp_PHI","Derek Dietrich_MIA","Daniel Nava_PHI","Giovanny Urshela_CLE","Curt Casali_TB","Albert Almora_CHC","Andrew Knapp_PHI","Yandy Diaz_CLE","Jesus Sucre_TB","Daniel Robertson_TB","Francisco Cervelli_PIT","Josh Bell_PIT","Adam Frazier_PIT","David Freese_PIT","Jordy Mercer_PIT","Jon Jay_CHC","Ryan Flaherty_BAL","John Jaso_PIT","Ian Happ_CHC","Kevin Newman_PIT","Matt Szczur_CHC","Destin Hood_MIA","Roberto Perez_CLE","Caleb Joseph_BAL","Jose Osuna_PIT","Tommy La Stella_CHC","Tyler Moore_MIA","Brock Stassi_PHI","Ichiro Suzuki_MIA","Shane Peterson_TB","Andres Blanco_PHI","Adeiny Hechavarria_MIA","Phil Gosselin_PIT","AJ Ellis_MIA","Michael Martinez_CLE","JT Riddle_MIA","Miguel Rojas_MIA","Chris Stewart_PIT","Eloy Jimenez_CHC"
77.0073529411765,3.06702012004287,-4.50814399332728,0,0,0,0,0,13.0575476300722,0,0,14.7501269620464,0,0,0,0,-4.19190236518791,0,0,0,9.85504656997458,0,0,0,0,0,0,42.9791620020137,0,0,0,0,0,-9.36704200633336,0,0,0,0,0,0,0,0,0,0,0,0,-15.7252225560533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06702012004287,19.3626373626374,-0.0867545426460463,0,0,0,0,0,0.152389084185663,0,0,0,0,0,0,0,7.48772715700949,0,0,0,-2.52760913429579,0,0,0,0,0,0,-2.11901537071359,0,0,0,0,0,-5.01814952151436,0,0,0,0,0,0,0,0,0,0,0,0,-9.33836929263083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.50814399332728,-0.0867545426460463,77.3291666666667,0,0,0,0,0,12.1926638038135,0,0,13.6665118788613,0,0,0,0,1.52099748115865,0,0,0,-28.3773854906067,0,0,0,0,0,0,2.74023525875269,0,0,0,0,0,-14.0764463058523,0,0,0,0,0,0,0,0,0,0,0,0,30.0532681776179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,44.8947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.45465736546668,0,0,0,-0.509916894741291,0,0,0,14.1712395306405,0,0,0,0,0,0,-10.882828160155,0,0,0,22.9760304425299,0,0,0,0,0,0,0,0,0,0,0,0,-3.80609436909531,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.75476427000521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,37.781045751634,0,0,0,0,0,-5.22492779477246,0,0,3.96596868237642,0,0,0,-9.08772665615478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.90749868446309,0,0,0,0,0,0,0,0,0,-10.3538947523565,0,0,0,0,0,0,0,37.3149635457463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58593394548793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,56.3455882352941,5.6429040137088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38486033016524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1097619427894,0,0,0,0,0,0,0,0,0,0,0,5.3122426594662,0,0,0,0,0,-8.26951624241396,9.47892416705413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2275174597797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.6429040137088,77.7647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3663869240699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7241926083075,0,0,0,0,0,0,0,0,0,0,0,11.8399072357423,0,0,0,0,0,-8.87309324004806,52.2668870712953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5436117026732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,45.2380952380952,0,35.3765954872345,0,0,9.84949455303507,0,0,0,0,0,0,-7.32371123235599,0,0,0,0,42.348247250782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373527120684864,0,0,0,0,0,0,0,0,0,0,0,-2.68830259734276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0575476300722,0.152389084185663,12.1926638038135,0,0,0,0,0,19.1833333333333,0,0,-7.06511824467662,0,0,0,0,2.23331740092613,0,0,0,18.6268190189998,0,0,0,0,0,0,25.9829200661158,0,0,0,0,0,-7.44153499911427,0,0,0,0,0,0,0,0,0,0,0,0,-15.3904227122695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35.3765954872345,0,54.6727272727273,0,0,2.43056107814762,0,0,0,0,0,0,-13.1387816955992,0,0,0,0,13.0382253946079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3102901494702,0,0,0,0,0,0,0,0,0,0,0,1.29444799954808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
