"Jose Altuve_Hou","Carlos Correa_Hou","George Springer_Hou","Evan Longoria_TB","Manny Machado_Bal","Anthony Rizzo_ChC","Kris Bryant_ChC","Edwin Encarnacion_Cle","Alex Bregman_Hou","Michael Brantley_Cle","Chris Davis_Bal","Evan Gattis_Hou","Carlos Santana_Cle","Mark Trumbo_Bal","Giancarlo Stanton_Mia","Jason Kipnis_Cle","Carlos Beltran_Hou","Adam Jones_Bal","Mallex Smith_TB","Francisco Lindor_Cle","Josh Reddick_Hou","Brad Miller_TB","Starling Marte_Pit","Christian Yelich_Mia","Jose Ramirez_Cle","Steven Souza_TB","Kyle Schwarber_ChC","Norichika Aoki_Hou","Wilson Ramos_TB","Kevin Kiermaier_TB","Andrew McCutchen_Pit","Dee Gordon_Mia","Maikel Franco_Phi","Brian McCann_Hou","Jonathan Schoop_Bal","Colby Rasmus_TB","Corey Dickerson_TB","Gregory Polanco_Pit","Yuli Gurriel_Hou","Derek Fisher_Hou","Logan Morrison_TB","Matt Duffy_TB","Ben Zobrist_ChC","Odubel Herrera_Phi","Welington Castillo_Bal","Seth Smith_Bal","Marwin Gonzalez_Hou","Tyler Naquin_Cle","Hyun Soo Kim_Bal","Cesar Hernandez_Phi","Marcell Ozuna_Mia","Jake Bauers_TB","Trey Mancini_Bal","Tim Beckham_TB","Javier Baez_ChC","JT Realmuto_Mia","Michael Saunders_Phi","Lonnie Chisenhall_Cle","Abraham Almonte_Cle","Craig Gentry_Bal","Willson Contreras_ChC","Addison Russell_ChC","Tommy Joseph_Phi","Martin Prado_Mia","Aaron Altherr_Phi","Brandon Guyer_Cle","Bradley Zimmer_Cle","Derek Norris_TB","JJ Hardy_Bal","Peter Bourjos_TB","Josh Harrison_Pit","Freddy Galvis_Phi","Howie Kendrick_Phi","Jake Marisnick_Hou","Rickie Weeks_TB","Joey Rickard_Bal","Justin Bour_Mia","Rhys Hoskins_Phi","Yan Gomes_Cle","Austin Jackson_Cle","Miguel Montero_ChC","Alen Hanson_Pit","Jason Heyward_ChC","Cameron Rupp_Phi","Derek Dietrich_Mia","Daniel Nava_Phi","Giovanny Urshela_Cle","Curt Casali_TB","Albert Almora_ChC","Andrew Knapp_Phi","Yandy Diaz_Cle","Jesus Sucre_TB","Daniel Robertson_TB","Francisco Cervelli_Pit","Josh Bell_Pit","Adam Frazier_Pit","David Freese_Pit","Jordy Mercer_Pit","Jon Jay_ChC","Ryan Flaherty_Bal","John Jaso_Pit","Ian Happ_ChC","Kevin Newman_Pit","Matt Szczur_ChC","Destin Hood_Mia","Roberto Perez_Cle","Caleb Joseph_Bal","Jose Osuna_Pit","Tommy La Stella_ChC","Tyler Moore_Mia","Brock Stassi_Phi","Ichiro Suzuki_Mia","Shane Peterson_TB","Andres Blanco_Phi","Adeiny Hechavarria_Mia","Phil Gosselin_Pit","AJ Ellis_Mia","Michael Martinez_Cle","JT Riddle_Mia","Miguel Rojas_Mia","Chris Stewart_Pit","Eloy Jimenez_ChC"
81.7291666666667,7.41025641025641,-7.64285714285714,0,0,0,0,0,19.3761904761905,0,0,17.1428571428571,0,0,0,0,-4.92380952380952,0,0,0,8.82575757575758,0,0,0,0,0,0,55.1527777777778,0,0,0,0,0,-3.62222222222222,0,0,0,0,0,0,0,0,0,0,0,0,-12.6444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.41025641025641,20.2435897435897,-4.54545454545455,0,0,0,0,0,1.28787878787879,0,0,-11.4666666666667,0,0,0,0,5.90384615384615,0,0,0,0.125,0,0,0,0,0,0,3.9,0,0,0,0,0,-2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.64285714285714,-4.54545454545455,75.8857142857143,0,0,0,0,0,10.3516483516484,0,0,8.75,0,0,0,0,-3.50549450549451,0,0,0,-23.0454545454545,0,0,0,0,0,0,20.3888888888889,0,0,0,0,0,-19.4583333333333,0,0,0,0,0,0,0,0,0,0,0,0,7.12222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,43.8692810457516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.8,0,0,-0.858333333333333,0,0,0,5.98039215686275,0,0,0,22.5992647058824,0,0,0,0,0,0,2.28571428571429,0,0,0,20.7802197802198,0,0,0,0,0,0,0,0,0,0,0,0,-3.62132352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7032967032967,0,33.3333333333333,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,6.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0
0,0,0,0,38.7352941176471,0,0,0,0,0,-2.74264705882353,0,0,7.88970588235294,0,0,0,-8.73529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.2389705882353,0,0,0,0,0,0,0,0,0,-12.0989010989011,14.8214285714286,0,0,0,0,0,0,28.7916666666667,0,0,0,0,0,0,49.9,0,0,0,0,0,0,0,0,1.69166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,52.5958333333333,8.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48181818181818,0,0,0,0,0,0,0,0,0,0,0,11.4166666666667,0,0,0,0,0,35.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.5,0,37.5384615384615,0,0,0,0,0,-24.6190476190476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8.86666666666667,77.8666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9818181818182,0,0,0,0,0,0,0,0,0,0,0,0.0897435897435897,0,0,0,0,0,-0.568181818181818,52.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,16.6153846153846,0,0,0,0,0,29.547619047619,0,0,0,0,0,0,0,0,0,32.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,48.5714285714286,0,36.3454545454545,0,0,10.043956043956,0,0,-8.5,0,0,0,-8.24175824175824,0,0,0,0,40.5448717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,-16.7,15.1607142857143,0,0,0,0,0,0,-1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857142857,1.33333333333333,0,0,0,0,0,0,0,0,0,0,-1.64545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.3761904761905,1.28787878787879,10.3516483516484,0,0,0,0,0,17.9238095238095,0,0,-2.32142857142857,0,0,0,0,2.66483516483516,0,0,0,22.2878787878788,0,0,0,0,0,0,18.3928571428571,0,0,0,0,0,-8.75,0,0,0,0,0,0,0,0,0,0,0,0,-4.18055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,36.3454545454545,0,54.6727272727273,0,0,-4.11818181818182,0,0,-10,0,0,0,-9.66363636363636,0,0,0,0,22.7111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,-42.05,-11.8,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,21.5714285714286,-0.0833333333333333,0,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
