"Jose Ramirez_CLE","Edwin Encarnacion_CLE","Steven Souza_TB","Michael Brantley_CLE","Francisco Lindor_CLE","Brandon Belt_SF","Bradley Zimmer_CLE","Khris Davis_OAK","Yonder Alonso_OAK","Corey Dickerson_TB","Buster Posey_SF","Jason Kipnis_CLE","Logan Morrison_TB","Mallex Smith_TB","Rajai Davis_OAK","Evan Longoria_TB","Carlos Santana_CLE","Lonnie Chisenhall_CLE","Denard Span_SF","Eduardo Nunez_SF","Joe Panik_SF","Wilson Ramos_TB","Brad Miller_TB","Hunter Pence_SF","Kevin Kiermaier_TB","Brandon Crawford_SF","Tyler Naquin_CLE","Colby Rasmus_TB","Marcus Semien_OAK","Trevor Plouffe_TB","Matt Joyce_OAK","Matt Duffy_TB","Bobby Bradley_CLE","Adam Rosales_OAK","Ryon Healy_OAK","Nick Hundley_SF","Erik Gonzalez_CLE","Jarrett Parker_SF","Christian Arroyo_SF","Greg Allen_CLE","Mark Canha_OAK","Gorkys Hernandez_SF","Brandon Guyer_CLE","Abraham Almonte_CLE","Jesus Sucre_TB","Tim Beckham_TB","Bruce Maxwell_OAK","Joey Wendle_OAK","Jake Bauers_TB","Austin Jackson_CLE","Kelby Tomlinson_SF","Mac Williamson_SF","Peter Bourjos_TB","Giovanny Urshela_CLE","Jed Lowrie_OAK","Jake Smolinski_OAK","Derek Norris_TB","Ryan LaMarre_OAK","Aaron Hill_SF","Roberto Perez_CLE","Yan Gomes_CLE","Yandy Diaz_CLE","Rickie Weeks_TB","Curt Casali_TB","Miguel Gomez_SF","Adeiny Hechavarria_TB","Daniel Robertson_TB","Justin Ruggiano_SF","Conor Gillaspie_SF","Jae-gyun Hwang_SF","Shane Peterson_TB","Franklin Barreto_OAK","Michael Morse_SF","Josh Phegley_OAK","Michael Martinez_CLE","Tim Federowicz_SF","Daniel Robertson_CLE","Austin Slater_SF","Francisco Mejia_CLE","Chad Pinder_OAK","Matt Chapman_OAK","Ryder Jones_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","Jaycob Brugman_OAK","Taylor Featherston_TB","Renato Nunez_OAK","Matt Olson_OAK","Willy Adames_TB","Chris Marrero_SF","Orlando Calixte_SF"
88.5700900900901,32.1208920187793,0,18.1008771929825,3.88578304331729,0,1.49677419354839,0,0,0,0,4.95676691729323,0,0,0,0,25.6525821596244,26.4912891986063,0,0,0,0,0,0,0,0,-15.5,0,0,0,0,0,0,0,0,0,-21.6428571428571,0,0,0,0,0,-1.61764705882353,10.3784615384615,0,0,0,0,0,19.5935960591133,0,0,0,0,0,0,0,0,0,9.39130434782609,4.93529411764706,18.9038461538462,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,0,-9.41935483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.1208920187793,77.7936842105263,0,11.0993506493506,-7.41441441441441,0,-5.36330049261084,0,0,0,0,-1.63636363636364,0,0,0,0,5.49505327245053,2.31063122923588,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,-11.1388888888889,0,0,0,0,0,8.75816993464052,0.258461538461538,0,0,0,0,0,8.52873563218391,0,0,0,0,0,0,0,0,0,-1.25,23.9739819004525,-2.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1.00752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,69.2643987341772,0,0,0,0,0,0,7.04225352112676,0,0,17.0773657289003,17.5333333333333,0,5.5569036226931,0,0,0,0,0,20.1428571428571,20.277183600713,0,13.9160784313725,0,0,-11.2272727272727,0,5.32142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0952380952381,8.57167658730159,0,0,0,0,0,0,-3.03333333333333,0,0,0,-5.69556025369979,0,0,0,0,0,5.05263157894737,0,0,25.3333333333333,3.93579931972789,0,0,0,9.11428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16071428571429,0,0,0,0,0
18.1008771929825,11.0993506493506,0,40.9362945645821,10.7894736842105,0,9.10507246376812,0,0,0,0,12.2880549682875,0,0,0,0,5.6775974025974,2.31754032258065,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,-8.68181818181818,11.0292397660819,0,0,0,0,0,9.10833333333333,0,0,0,0,0,0,0,0,0,16.7867647058824,6.27758420441347,3.51388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05928853754941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.88578304331729,-7.41441441441441,0,10.7894736842105,62.8959373959374,0,13.9596774193548,0,0,0,0,17.7398669086509,0,0,0,0,0.589009009009009,12.7389006342495,0,0,0,0,0,0,0,0,22.25,0,0,0,0,0,0,0,0,0,19.25,0,0,0,0,0,-4.02614379084967,23.1107692307692,0,0,0,0,0,-20.0206896551724,0,0,0,0,0,0,0,0,0,14.6783333333333,-0.15711175616836,17.1047619047619,0,0,0,0,0,0,0,0,0,0,0,0,-18,0,-1.07670454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,45.4871835443038,0,0,0,0,3.32293080054274,0,0,0,0,0,0,0,8.92481203007519,6.50151240169389,8.64793678665496,0,0,10.9716981132075,0,-3.97788461538462,0,0,0,0,0,0,0,0,0,6.15,0,-10.8,-2.52279202279202,0,0,5.79166666666667,0,0,0,0,0,0,0,0,11.452380952381,5.95833333333333,0,0,0,0,0,0,-0.909090909090909,0,0,0,0,0,0,0,0,31.4636363636364,8.92857142857143,14.5952380952381,0,0,-2.3,0,0,0,0,3.05263157894737,0,0,0,-14.6666666666667,0,0,0,0,0,0,0,-0.583333333333333,1.2
1.49677419354839,-5.36330049261084,0,9.10507246376812,13.9596774193548,0,37.8024193548387,0,0,0,0,7.10449735449735,0,0,0,0,4.92857142857143,14.7252964426877,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,-18.7333333333333,0,0,0,0,0,49,-25.3333333333333,0,0,0,0,0,-4.91666666666667,0,0,0,0,0,0,0,0,0,15.7777777777778,3.47186147186147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,63.7737747484583,-8.12797619047619,0,0,0,0,0,-5.16028911564626,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,2.94130089899524,0,0,-8.30059523809524,-2.04166666666667,0,0,0,0,0,-1.14619883040936,0,0,0,0,0,7.15,0,0,0,0,0,0,0,0.446917808219178,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90277777777778,0,5.16666666666667,0,0,0,0,0,8.49831932773109,32.5,0,-5.1474358974359,0,-6.29473684210526,0,0,-45.8888888888889,0,0,0
0,0,0,0,0,0,0,-8.12797619047619,68.0827679782904,0,0,0,0,0,3.10064102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,0,5.74047186932849,0,0,2.18847795163585,16.770218579235,0,0,0,0,0,-16.0909090909091,0,0,0,0,0,-24.3583333333333,0,0,0,0,0,0,0,9.6792349726776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8809523809524,0,15.9007352941176,0,0,0,0,0,0.0769230769230769,-16.5,0,-3.90909090909091,0,-5.97385620915033,0,0,-15,0,0,0
0,0,7.04225352112676,0,0,0,0,0,0,61.8909444985394,0,0,14.8575452716298,15.7068965517241,0,15.3354385964912,0,0,0,0,0,-3,-5.43529411764706,0,0.414117647058824,0,0,8.75,0,6.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8240740740741,0.772657450076805,0,0,0,0,0,0,-11.1043956043956,0,0,0,7.27431289640592,0,0,0,0,0,21.8051470588235,0,0,3.875,1.17391304347826,0,0,0,15.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,0,0,0,0,0
0,0,0,0,0,3.32293080054274,0,0,0,0,43.1730840429471,0,0,0,0,0,0,0,9.13285024154589,3.76868686868687,7.77786885245902,0,0,13.1938159879336,0,5.39160401002506,0,0,0,0,0,0,0,0,0,15.4285714285714,0,-6.41666666666667,8.03418803418803,0,0,6.71587301587302,0,0,0,0,0,0,0,0,7.13888888888889,2,0,0,0,0,0,0,7.08181818181818,0,0,0,0,0,0,0,0,4.65151515151515,-36.6666666666667,4.35714285714286,0,0,7.75,0,0,0,0,39.4105263157895,0,0,0,-9.33333333333333,0,0,0,0,0,0,0,2.8,-13.3
4.95676691729323,-1.63636363636364,0,12.2880549682875,17.7398669086509,0,7.10449735449735,0,0,0,0,63.5558153126826,0,0,0,0,13.2171052631579,28.3085585585586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.8,0,0,0,0,0,22.4666666666667,13.0196078431373,0,0,0,0,0,20.8119047619048,0,0,0,0,0,0,0,0,0,16.5735294117647,9.47735191637631,-10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43908045977012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17.0773657289003,0,0,0,0,0,0,14.8575452716298,0,0,73.9233333333333,4.36666666666667,0,19.0037023324695,0,0,0,0,0,68.3095238095238,18.3693181818182,0,0.919642857142857,0,0,-4.98148148148148,0,-0.119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4366666666667,-15.0488018702513,0,0,0,0,0,0,-3.19871794871795,0,0,0,16.5856236786469,0,0,0,0,0,22.7692307692308,0,0,-3.19444444444444,-6.44462901439646,0,0,0,24.9625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.17857142857143,0,0,0,0,0
0,0,17.5333333333333,0,0,0,0,0,0,15.7068965517241,0,0,4.36666666666667,76.8,0,-8.73103448275862,0,0,0,0,0,20.4047619047619,5.28181818181818,0,-19.8333333333333,0,0,-3.8,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0833333333333,32.4346405228758,0,0,0,0,0,0,9,0,0,0,4.09090909090909,0,0,0,0,0,0,0,0,-11.9642857142857,7.50416666666667,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66666666666667,0,0,0,0,0
0,0,0,0,0,0,0,-5.16028911564626,3.10064102564103,0,0,0,0,0,43.2658823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3030303030303,0,-1.95966386554622,0,0,-2.95197044334975,2.78357487922705,0,0,0,0,0,-16.1923076923077,0,0,0,0,0,28.0454545454545,0,0,0,0,0,0,0,10.7072155411656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.2666666666667,0,-5.11029411764706,0,0,0,0,0,3.05533596837945,-17.1666666666667,0,20,0,37.4583333333333,0,0,12.0833333333333,0,0,0
0,0,5.5569036226931,0,0,0,0,0,0,15.3354385964912,0,0,19.0037023324695,-8.73103448275862,0,52.4043316121629,0,0,0,0,0,-5.30357142857143,3.37087087087087,0,9.06704260651629,0,0,-11.1296296296296,0,0.595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.05820105820106,-6.88718173836699,0,0,0,0,0,0,4.30526315789474,0,0,0,9.40425531914894,0,0,0,0,0,14.8201581027668,0,0,-8.74444444444444,-2.60979591836735,0,0,0,2.19583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7380952380952,0,0,0,0,0
25.6525821596244,5.49505327245053,0,5.6775974025974,0.589009009009009,0,4.92857142857143,0,0,0,0,13.2171052631579,0,0,0,0,47.8924561403509,28.434756097561,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,0,0,4.70833333333333,0,0,0,0,0,14.6601307189542,4.88339920948617,0,0,0,0,0,21.2634408602151,0,0,0,0,0,0,0,0,0,9.96333333333333,-1.12588235294118,1.01904761904762,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,5.20053475935829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
