"Freddie Freeman_ATL","Jose Altuve_HOU","Bryce Harper_WAS","Robinson Cano_SEA","Ryan Zimmerman_WAS","Eric Thames_MIL","Ryan Braun_MIL","Carlos Correa_HOU","Edwin Encarnacion_CLE","Nelson Cruz_SEA","Michael Brantley_CLE","Manny Machado_BAL","Miguel Cabrera_DET","Carlos Santana_CLE","Jason Kipnis_CLE","Kyle Seager_SEA","Jean Segura_SEA","George Springer_HOU","Francisco Lindor_CLE","Brian Dozier_MIN","Josh Donaldson_TOR","Joey Votto_CIN","Matt Kemp_ATL","Giancarlo Stanton_MIA","Dexter Fowler_STL","Gary Sanchez_NYY","Jonathan Villar_MIL","Trea Turner_WAS","Chris Davis_BAL","Starling Marte_PIT","Daniel Murphy_WAS","Yoenis Cespedes_NYM","JD Martinez_DET","Jose Ramirez_CLE","Mitch Haniger_SEA","Matt Carpenter_STL","Mark Trumbo_BAL","Ender Inciarte_ATL","Christian Yelich_MIA","Ian Kinsler_DET","Todd Frazier_CWS","Jose Bautista_TOR","Aledmys Diaz_STL","Stephen Piscotty_STL","Adam Jones_BAL","Dee Gordon_MIA","Andrew McCutchen_PIT","Miguel Sano_MIN","Nick Markakis_ATL","Gregory Polanco_PIT","Jose Abreu_CWS","Justin Upton_DET","Adam Duvall_CIN","Brandon Phillips_ATL","Evan Gattis_HOU","Danny Valencia_SEA","Taylor Motter_SEA","Leonys Martin_SEA","Evan Longoria_TB","Billy Hamilton_CIN","Keon Broxton_MIL","Curtis Granderson_NYM","Lorenzo Cain_KC","Max Kepler_MIN","Randal Grichuk_STL","Matt Holliday_NYY","Adonis Garcia_ATL","Domingo Santana_MIL","Michael Taylor_WAS","Adam Eaton_WAS","Melky Cabrera_CWS","Troy Tulowitzki_TOR","Jacoby Ellsbury_NYY","Alex Bregman_HOU","JT Realmuto_MIA","David Wright_NYM","Asdrubal Cabrera_NYM","Matt Davidson_CWS","Mike Zunino_SEA","Jarrod Dyson_SEA","Tyler Naquin_CLE","Eric Hosmer_KC","Aaron Judge_NYY","Dansby Swanson_ATL","Josh Reddick_HOU","Khris Davis_OAK","Nicholas Castellanos_DET","Ben Gamel_SEA","Joe Mauer_MIN","Devon Travis_TOR","Jose Peraza_CIN","Jedd Gyorko_STL","Welington Castillo_BAL","Chris Carter_NYY","Jonathan Schoop_BAL","Chase Headley_NYY","Brett Gardner_NYY","Marcell Ozuna_MIA","Lucas Duda_NYM","Jay Bruce_NYM","Neil Walker_NYM","Victor Martinez_DET","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Kennys Vargas_MIN","Alex Gordon_KC","Robbie Grossman_MIN","Kendrys Morales_TOR","Scooter Gennett_CIN","Scott Schebler_CIN","Phillip Ervin_CIN","Starlin Castro_NYY","Didi Gregorius_NYY","Travis Shaw_MIL","Hernan Perez_MIL","Jace Peterson_ATL","Brian McCann_HOU","Carlos Beltran_HOU","Rajai Davis_OAK","Jose Reyes_NYM","Anthony Rendon_WAS","Michael Conforto_NYM","Tim Anderson_CWS","Brandon Guyer_CLE","Bradley Zimmer_CLE","Brandon Moss_KC","Eddie Rosario_MIN","Byron Buxton_MIN","Jorge Soler_KC","Russell Martin_TOR","Brad Miller_TB","Eugenio Suarez_CIN","Greg Bird_NYY","Seth Smith_BAL","Orlando Arcia_MIL","Yuli Gurriel_HOU","Josh Harrison_PIT","Martin Prado_MIA","Adam Lind_WAS","Jayson Werth_WAS","Guillermo Heredia_SEA","Whit Merrifield_KC","Jorge Polanco_MIN","Peter O'Brien_KC","Steven Souza_TB","Yadier Molina_STL","Jhonny Peralta_STL","Zack Cozart_CIN","Hyun Soo Kim_BAL","Tyler Flowers_ATL","Nick Franklin_MIL","Trevor Plouffe_OAK","Norichika Aoki_HOU","Tyler Saladino_CWS","Yan Gomes_CLE","Shawn O'Malley_SEA","Austin Jackson_CLE","Salvador Perez_KC","Wilson Ramos_TB","Kevin Kiermaier_TB","Arismendy Alcantara_CIN","Matt Adams_STL","Trey Mancini_BAL","Jesus Aguilar_MIL","Micah Johnson_ATL","Ryon Healy_OAK","Marcus Semien_OAK","Justin Bour_MIA","Alen Hanson_PIT","Wilmer Flores_NYM","Avisail Garcia_CWS","Carlos Ruiz_SEA","Giovanny Urshela_CLE","Cheslor Cuthbert_KC","Alcides Escobar_KC","Colby Rasmus_TB","Corey Dickerson_TB","Kevin Pillar_TOR","Kolten Wong_STL","Craig Gentry_BAL","Rio Ruiz_ATL","Marwin Gonzalez_HOU","Derek Dietrich_MIA","Yandy Diaz_CLE","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Logan Morrison_TB","Matt Duffy_TB","Jesse Winker_CIN","Harrison Bader_STL","JJ Hardy_BAL","Pete Kozma_NYY","Aaron Hicks_NYY","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Stephen Vogt_OAK","Josh Bell_PIT","Matt Wieters_WAS","Travis d'Arnaud_NYM","Charlie Tilson_CWS","Danny Santana_MIN","Jorge Bonifacio_KC","Jose Martinez_STL","Joey Rickard_BAL","Francisco Cervelli_PIT","Adam Frazier_PIT","David Freese_PIT","Jordy Mercer_PIT","TJ Rivera_NYM","Brandon Nimmo_NYM","Alex Avila_DET","Boog Powell_SEA","Jason Castro_MIN","Ryan O'Hearn_KC","Justin Smoak_TOR","Jake Bauers_TB","Rowdy Tellez_TOR","Tim Beckham_TB","Dalton Pompey_TOR","Greg Garcia_STL","Gleyber Torres_NYY","Kurt Suzuki_ATL","Manny Pina_MIL","Josh Phegley_OAK","Yonder Alonso_OAK","Mark Canha_OAK","Jake Marisnick_HOU","John Jaso_PIT","Kevin Newman_PIT","Destin Hood_MIA","James McCann_DET","JaCoby Jones_DET","Roberto Perez_CLE","Daniel Vogelbach_SEA","Mike Freeman_SEA","Chris Gimenez_MIN","Eduardo Escobar_MIN","Terrance Gore_KC","Devin Mesoraco_CIN","Austin Romine_NYY","Jett Bandy_MIL","Jed Lowrie_OAK","Tyler Moore_MIA","Ichiro Suzuki_MIA","Jose Osuna_PIT","Juan Lagares_NYM","John Hicks_DET","Dixon Machado_DET","Leury Garcia_CWS","Jacob May_CWS","Mikie Mahtook_DET","Tyler Collins_DET","Christian Colon_KC","Jarrod Saltalamacchia_TOR","Derek Norris_TB","Steve Pearce_TOR","Peter Bourjos_TB","Ezequiel Carrera_TOR","Mallex Smith_TB","Tucker Barnhart_CIN","Carson Kelly_STL","Ryan Flaherty_BAL","Ronald Torreyes_NYY","Jake Smolinski_OAK","Ryan LaMarre_OAK","Adeiny Hechavarria_MIA","Kevin Plawecki_NYM","Matt Reynolds_NYM","Stephen Drew_WAS","Rafael Bautista_WAS","Cody Asche_CWS","Jose Iglesias_DET","Michael Martinez_CLE","Rickie Weeks_TB","Chris Coghlan_TOR","Eric Fryer_STL","Caleb Joseph_BAL","Anthony Recker_ATL","Bruce Maxwell_OAK","Derek Fisher_HOU","AJ Ellis_MIA","Phil Gosselin_PIT","Wilmer Difo_WAS","Geovany Soto_CWS","Omar Narvaez_CWS","Jim Adduci_DET","Willy Garcia_CWS","Raul Mondesi_KC","Ehire Adrianza_MIN","Curt Casali_TB","Darwin Barney_TOR","Patrick Kivlehan_CIN","Kyle Higashioka_NYY","Emilio Bonifacio_ATL","Matt Joyce_OAK","JT Riddle_MIA","Chris Heisey_WAS","Yolmer Sanchez_CWS","Jesus Sucre_TB","Daniel Robertson_TB","Johan Camargo_ATL","Lane Adams_ATL","Tony Kemp_HOU","Adam Rosales_OAK","Gift Ngoepe_PIT","Rene Rivera_NYM","Kevan Smith_CWS","Ryan Goins_TOR","Miguel Rojas_MIA","Jose Lobaton_WAS","Andrew Romine_DET","Drew Butera_KC","Chad Pinder_OAK","Chris Stewart_PIT","Zack Collins_CWS","Luke Maile_TOR","Shane Peterson_TB","Stuart Turner_CIN","Jaff Decker_OAK","Matt Olson_OAK","Grant Green_WAS"
131.047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57619047619048,0,0,0,0,0,0,0,0,0,0,-6.17142857142857,0,0,0,0,-23.6374269005848,0,0,0,0,0,0,0,0,0,0,0,0,-6.50526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9710526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.962121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93939393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74.6184210526316,0,0,0,0,0,-0.0588235294117647,0,0,0,0,0,0,0,0,0,-11.0098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7602339181287,0,0,0,0,0,0,0,0,0,0,0.6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92307692307692,-2.7516339869281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0363392027882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.47272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,160.010526315789,0,47.5843550363395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2888888888889,0,0,16.8187134502924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3726115122279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5406762268449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,57.4710144927536,0,0,0,0,0,8.76284584980237,0,0,0,0,0,-4.92631578947368,1.11363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.01960784313725,-1.27205882352941,3.03205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.73897058823529,14.9047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,47.5843550363395,0,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.63333333333333,0,0,-14.7666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565934065934066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,97.3142857142857,14.827485380117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.5894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.3238095238095,0,0,0,0,0,0,15.3956043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5584795321637,83.1545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.23529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14.827485380117,70.8225108225108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.2214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.2416666666667,0,0,0,0,0,0,17.0294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.2736842105263,-19.6515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0497076023392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.0588235294117647,0,0,0,0,0,20.3976608187135,0,0,0,0,0,0,0,0,0,4.40952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411764705882353,0,0,0,0,0,0,0,0,0,0,2.64285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83974358974359,4.03676470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.90909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,40.3578947368421,0,17.2142857142857,0,0,6.52631578947368,0,0,0,0,-1.49473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6928104575163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3939393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8.76284584980237,0,0,0,0,0,67.0276679841897,0,0,0,0,0,13.9678362573099,23.0909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32679738562091,19.0916666666667,17.3653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57916666666667,14.9833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
