"Mookie Betts_Bos","Todd Frazier_CWS","Anthony Rizzo_ChC","Mike Trout_LAA","Jose Abreu_CWS","Kris Bryant_ChC","Edwin Encarnacion_Cle","Michael Brantley_Cle","Miguel Cabrera_Det","Starling Marte_Pit","Carlos Santana_Cle","Jason Kipnis_Cle","Melky Cabrera_CWS","Xander Bogaerts_Bos","Andrew McCutchen_Pit","Gregory Polanco_Pit","Francisco Lindor_Cle","Hanley Ramirez_Bos","Corey Seager_LAD","JD Martinez_Det","Tim Anderson_CWS","Kyle Schwarber_ChC","Dustin Pedroia_Bos","Jackie Bradley_Bos","Brian Dozier_Min","Jose Ramirez_Cle","Ian Kinsler_Det","Justin Upton_Det","Tyler Saladino_CWS","Ben Zobrist_ChC","Andrew Benintendi_Bos","Avisail Garcia_CWS","Miguel Sano_Min","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Jonathan Lucroy_Tex","Albert Pujols_LAA","Rougned Odor_Tex","Josh Harrison_Pit","Cody Asche_CWS","Tyler Naquin_Cle","Willson Contreras_ChC","Logan Forsythe_LAD","Joc Pederson_LAD","Shin-Soo Choo_Tex","Pablo Sandoval_Bos","Nicholas Castellanos_Det","Austin Jackson_Cle","Jacob May_CWS","Yasmani Grandal_LAD","Javier Baez_ChC","Justin Turner_LAD","Mike Napoli_Tex","Adrian Beltre_Tex","Alen Hanson_Pit","Victor Martinez_Det","Max Kepler_Min","Matt Davidson_CWS","Lonnie Chisenhall_Cle","Abraham Almonte_Cle","Charlie Tilson_CWS","Addison Russell_ChC","Carlos Gomez_Tex","Kole Calhoun_LAA","Francisco Cervelli_Pit","Joe Mauer_Min","Geovany Soto_CWS","Brandon Guyer_Cle","Bradley Zimmer_Cle","Chase Utley_LAD","Franklin Gutierrez_LAD","Elvis Andrus_Tex","Cameron Maybin_LAA","Brock Holt_Bos","Josh Bell_Pit","Kennys Vargas_Min","Robbie Grossman_Min","Yan Gomes_Cle","CJ Cron_LAA","Nomar Mazara_Tex","Mitch Moreland_Bos","David Freese_Pit","Jose Osuna_Pit","Adam Frazier_Pit","Jordy Mercer_Pit","Eddie Rosario_Min","Byron Buxton_Min","Leury Garcia_CWS","Cody Bellinger_LAD","Chris Taylor_LAD","Jason Heyward_ChC","Luis Valbuena_LAA","Joey Gallo_Tex","Sandy Leon_Bos","John Jaso_Pit","Kevin Newman_Pit","Chris Young_Bos","Jorge Polanco_Min","Austin Barnes_LAD","Trayce Thompson_LAD","Albert Almora_ChC","Jefry Marte_LAA","Delino DeShields_Tex","Giovanny Urshela_Cle","Miguel Montero_ChC","Jon Jay_ChC","Marco Hernandez_Bos","Steve Selsky_Bos","Omar Narvaez_CWS","Alex Avila_Det","Yandy Diaz_Cle","Rob Segedin_LAD","Jurickson Profar_Tex","Yunel Escobar_LAA","Ben Revere_LAA","Phil Gosselin_Pit","James McCann_Det","JaCoby Jones_Det","Yolmer Sanchez_CWS","Michael Martinez_Cle","Ian Happ_ChC","Andre Ethier_LAD","Matt Szczur_ChC","Andrew Toles_LAD","Danny Espinosa_LAA","Andrelton Simmons_LAA","Christian Vazquez_Bos","Josh Rutledge_Bos","Deven Marrero_Bos","Dixon Machado_Det","Danny Santana_Min","Mikie Mahtook_Det","Tyler Collins_Det","Roberto Perez_Cle","Scott Van Slyke_LAD","Tommy La Stella_ChC","Kike Hernandez_LAD","Robinson Chirinos_Tex","Jason Castro_Min","Jose Iglesias_Det","Brett Nicholas_Tex","Ryan Rua_Tex","Eduardo Escobar_Min","Drew Robinson_Tex","Hanser Alberto_Tex","Chris Stewart_Pit","Chris Gimenez_Min","Ehire Adrianza_Min","Zack Collins_CWS","Andrew Romine_Det","Eloy Jimenez_ChC","Martin Maldonado_LAA","Carlos Perez_LAA","Cliff Pennington_LAA"
10.25,0,0,0,0,0,0,0,0,0,0,0,0,-12.1666666666667,0,0,0,-11.8333333333333,0,0,0,0,14.9166666666667,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,10.8333333333333,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98,0,0,-35,0,0,0,0,0,0,0,-28,0,0,0,0,0,0,0,-49,0,0,0,0,0,0,0,91,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.56666666666667,0,0,11.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03333333333333,0,0,0,0,0,0,0,-3.15,0,0,0,0,0,0,0,0,0,0,0,-5.4,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,4.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13.7666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,-8.85,0,0,0,0,0,7.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,0,6.13333333333333,-13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5,0,0
0,-35,0,0,8.33333333333333,0,0,0,0,0,0,0,5.83333333333333,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,-8.33333333333333,0,0,-23.3333333333333,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11.9333333333333,0,0,65.8666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13333333333333,0,0,0,0,0,0,0,30.55,0,0,0,0,0,0,0,0,0,0,0,-12.4,0,0,0,0,0,0,0,0,40.2,0,0,0,0,0,0,0,0,0,0,39.2666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.2,1.83333333333333,0,0,-0.8,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,-2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.83333333333333,7,0,0,14,0,0,0,0,0,-4.66666666666667,0,0,0,0,0,0,0,0,-1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13.3666666666667,0,0,0,0,0.966666666666667,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,0,0,-2.45,0,0,0,0,0,0,-13.35,0,3.25,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
