"Michael Brantley_CLE","Francisco Lindor_CLE","Josh Donaldson_TOR","Edwin Encarnacion_CLE","Jose Ramirez_CLE","Carlos Santana_CLE","Jason Kipnis_CLE","Jose Bautista_TOR","Evan Longoria_TB","Lorenzo Cain_KC","Eric Hosmer_KC","Mike Moustakas_KC","Steven Souza_TB","Alex Gordon_KC","Troy Tulowitzki_TOR","Corey Dickerson_TB","Salvador Perez_KC","Jorge Soler_KC","Devon Travis_TOR","Brad Miller_TB","Whit Merrifield_KC","Russell Martin_TOR","Kendrys Morales_TOR","Steve Pearce_TOR","Brandon Moss_KC","Wilson Ramos_TB","Kevin Kiermaier_TB","Alcides Escobar_KC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Cheslor Cuthbert_KC","Colby Rasmus_TB","Chris Coghlan_TOR","Paulo Orlando_KC","Brandon Guyer_CLE","Billy Burns_KC","Bradley Zimmer_CLE","Logan Morrison_TB","Tim Beckham_TB","Mallex Smith_TB","Matt Duffy_TB","Jorge Bonifacio_KC","Kevin Pillar_TOR","Austin Jackson_CLE","Yan Gomes_CLE","Tyler Naquin_CLE","Justin Smoak_TOR","Giovanny Urshela_CLE","Ryan O'Hearn_KC","Rickie Weeks_TB","Jake Bauers_TB","Terrance Gore_KC","Yandy Diaz_CLE","Dalton Pompey_TOR","Rowdy Tellez_TOR","Christian Colon_KC","Peter O'Brien_KC","Jarrod Saltalamacchia_TOR","Peter Bourjos_TB","Derek Norris_TB","Ezequiel Carrera_TOR","Roberto Perez_CLE","Curt Casali_TB","Ryan Goins_TOR","Raul Mondesi_KC","Jesus Sucre_TB","Daniel Robertson_TB","Michael Martinez_CLE","Darwin Barney_TOR","Luke Maile_TOR","Drew Butera_KC","Shane Peterson_TB"
58.0289473684211,8.9,0,7.13947368421053,17.0614035087719,12.6631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3484848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3525641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.9,92.9566666666667,0,-7.31333333333333,7.15612648221344,11.5066666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.13947368421053,-7.31333333333333,0,42.01,15.6442687747036,1.71166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0614035087719,7.15612648221344,0,15.6442687747036,98.7667984189723,47.0405138339921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.12087912087912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.6631578947368,11.5066666666667,0,1.71166666666667,47.0405138339921,52.7233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.64761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,34.3153846153846,0,0,0,0,0,0,6.47142857142857,0,0,0,5.4,0,0,5.14285714285714,-4.47692307692308,10.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6092307692308,0,0,0,-4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90384615384615,0,0,10.2142857142857,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,41.6153846153846,0,0,0,1.165,0,0,5.24025974025974,0,0,0,3.17786561264822,0,0,0,0,0,0,13.9323076923077,0,0,0,0,0,0,0,0,0,0,21.3815789473684,-9.19565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40789473684211,0,0,0,0,0,0,8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25.7566666666667,-1.405,0.116666666666667,0,1.67391304347826,0,0,3.67934782608696,0,0,0,0,0,0,0,-9.64705882352941,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1.405,33.54,-10.8831168831169,0,3.12666666666667,0,0,1.04891304347826,0,0,0,0,0,0,0,-1.3859649122807,0,0,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.116666666666667,-10.8831168831169,37.474025974026,0,2.5,0,0,7.09473684210526,0,0,0,0,0,0,0,11.3421052631579,0,0,-4.5974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.165,0,0,0,42.6609686609687,0,0,2.78138528138528,0,0,0,29.3537549407115,0,0,0,0,0,0,3.97833333333333,0,0,0,0,0,0,0,0,0,0,-6.65789473684211,-11.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64210526315789,0,0,0,0,0,0,1.95454545454545,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.67391304347826,3.12666666666667,2.5,0,12.59,0,0,3.72332015810277,0,0,0,0,0,0,0,6.32456140350877,0,0,3.91833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6.47142857142857,0,0,0,0,0,0,50.5428571428571,0,0,0,3.75454545454545,0,0,1.71153846153846,4.95714285714286,-0.138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34285714285714,0,0,0,5.50909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.78571428571429,0,0,5.33333333333333,0,0,0,0,0,0,0,0
