"Michael Brantley_CLE","Francisco Lindor_CLE","Josh Donaldson_TOR","Edwin Encarnacion_CLE","Jose Ramirez_CLE","Carlos Santana_CLE","Jason Kipnis_CLE","Jose Bautista_TOR","Evan Longoria_TB","Lorenzo Cain_KC","Eric Hosmer_KC","Mike Moustakas_KC","Steven Souza_TB","Alex Gordon_KC","Troy Tulowitzki_TOR","Corey Dickerson_TB","Salvador Perez_KC","Jorge Soler_KC","Devon Travis_TOR","Brad Miller_TB","Whit Merrifield_KC","Russell Martin_TOR","Kendrys Morales_TOR","Steve Pearce_TOR","Brandon Moss_KC","Wilson Ramos_TB","Kevin Kiermaier_TB","Alcides Escobar_KC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Cheslor Cuthbert_KC","Colby Rasmus_TB","Chris Coghlan_TOR","Paulo Orlando_KC","Brandon Guyer_CLE","Billy Burns_KC","Bradley Zimmer_CLE","Logan Morrison_TB","Tim Beckham_TB","Mallex Smith_TB","Matt Duffy_TB","Jorge Bonifacio_KC","Kevin Pillar_TOR","Austin Jackson_CLE","Yan Gomes_CLE","Tyler Naquin_CLE","Justin Smoak_TOR","Giovanny Urshela_CLE","Ryan O'Hearn_KC","Rickie Weeks_TB","Jake Bauers_TB","Terrance Gore_KC","Yandy Diaz_CLE","Dalton Pompey_TOR","Rowdy Tellez_TOR","Christian Colon_KC","Peter O'Brien_KC","Jarrod Saltalamacchia_TOR","Peter Bourjos_TB","Derek Norris_TB","Ezequiel Carrera_TOR","Roberto Perez_CLE","Curt Casali_TB","Ryan Goins_TOR","Raul Mondesi_KC","Jesus Sucre_TB","Daniel Robertson_TB","Michael Martinez_CLE","Darwin Barney_TOR","Luke Maile_TOR","Drew Butera_KC","Shane Peterson_TB"
58.0289473684211,8.9,0,7.13947368421053,17.0614035087719,12.6631578947368,15.4666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68181818181818,16.3484848484848,0,0,0,0,-3.4047619047619,0,0,0,0,0,0,0,0,10.9333333333333,6.3525641025641,12,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,0,0,0,37.9285714285714,0,0,0,0,0,0,0,0,0,0
8.9,92.9566666666667,0,-7.31333333333333,7.15612648221344,11.5066666666667,19.9454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46363636363636,25.5,0,0,0,0,-11.7954545454545,0,0,0,0,0,0,0,0,-27.8909090909091,1.26666666666667,24,0,0,0,0,0,0,19.2727272727273,0,0,0,0,0,0,0,0,34.7777777777778,0,0,0,0,0,-18,0,0,0,0
0,0,44.8392857142857,0,0,0,0,11.8035714285714,0,0,0,0,0,0,50.0357142857143,0,0,0,3.47619047619048,0,0,-2.80952380952381,7.35714285714286,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10714285714286,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,-2,0,0,0
7.13947368421053,-7.31333333333333,0,42.01,15.6442687747036,1.71166666666667,4.68181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.0454545454545,6.61666666666667,0,0,0,0,0.378787878787879,0,0,0,0,0,0,0,0,-0.254545454545455,4.28095238095238,30,0,0,0,0,0,0,-1.46969696969697,0,0,0,0,0,0,0,0,-6.91111111111111,0,0,0,0,0,9,0,0,0,0
17.0614035087719,7.15612648221344,0,15.6442687747036,98.7667984189723,37.6324110671937,-9.87272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5545454545454,8.05,0,0,0,0,-14.2909090909091,0,0,0,0,0,0,0,0,-5.78888888888889,-7.12087912087912,0,0,0,0,0,0,0,20.1111111111111,0,0,0,0,0,0,0,0,5.08333333333333,0,0,0,0,0,-4.5,0,0,0,0
12.6631578947368,11.5066666666667,0,1.71166666666667,37.6324110671937,52.7233333333333,8.17272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1636363636364,12.7083333333333,0,0,0,0,5.40151515151515,0,0,0,0,0,0,0,0,6.82727272727273,-7.64761904761905,0,0,0,0,0,0,0,0.909090909090909,0,0,0,0,0,0,0,0,4.76666666666667,0,0,0,0,0,1.5,0,0,0,0
15.4666666666667,19.9454545454545,0,4.68181818181818,-9.87272727272727,8.17272727272727,20.1636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.09523809523809,22.2222222222222,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,0,3.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
0,0,11.8035714285714,0,0,0,0,34.3153846153846,0,0,0,0,0,0,6.47142857142857,0,0,0,5.4,0,0,5.14285714285714,-4.47692307692308,10.4285714285714,0,0,0,0,0,0,0,0,40.375,0,0,0,0,0,0,0,0,0,-12.6092307692308,0,0,0,-4.2,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,1.90384615384615,0,0,10.2142857142857,0,0,0,0,-4.82575757575758,0,0,0
0,0,0,0,0,0,0,0,41.6153846153846,0,0,0,1.165,0,0,5.24025974025974,0,0,0,3.17786561264822,0,0,0,0,0,0,13.9323076923077,0,0,0,0,0,0,0,0,0,0,21.3815789473684,-9.19565217391304,-6,0,0,0,0,0,0,0,0,0,8.43636363636364,0,0,0,0,0,0,0,0,5.21428571428571,5.40789473684211,0,0,0,0,0,-7.5,8,0,0,0,0,7.45833333333333
0,0,0,0,0,0,0,0,0,25.7566666666667,-1.405,0.116666666666667,0,1.67391304347826,0,0,3.67934782608696,0,0,0,6.6969696969697,0,0,0,-9.64705882352941,0,0,0.355,0,0,7.21428571428571,0,0,-0.354545454545455,0,0,0,0,0,0,0,-8.02222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,9.94444444444444,0,0,0,0,0,2.3,0
