"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,12900,27.2868217054264,35.2,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,8,0,0,1,4,2,2
2,1,3700,89.1891891891892,33,"Melky Cabrera","CHW",NA,"OF",2,3,1,5,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,4500,73.3333333333333,33,"Lorenzo Cain","KC",NA,"OF",3,2,2,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,5500,58.1818181818182,32,"Aaron Judge","NYY",NA,"OF",2,2,1,3,0,3,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,7600,41.9078947368421,31.85,"Dan Straily","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6.33333333333333,0,0,0,4,0,0
6,4,4300,69.7674418604651,30,"Joe Panik","SF",NA,"2B",2,3,1,2,0,5,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,4400,65.9090909090909,29,"DJ LeMahieu","COL",NA,"2B",2,2,0,2,1,4,3,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,2700,103.703703703704,28,"Paul DeJong","STL",NA,"2B/SS",9,3,1,3,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,3800,73.6842105263158,28,"Josh Bell","PIT",NA,"1B",5,2,1,3,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,3,11300,24.1592920353982,27.3,"Carlos Martinez","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,1,4,3,0
11,4,9100,29.6703296703297,27,"Alex Wood","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,8,0,0,1,4,0,1
12,5,9400,27.7127659574468,26.05,"Carlos Carrasco","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6.33333333333333,0,0,1,4,3,0
13,8,3900,64.1025641025641,25,"Carlos Gomez","TEX",NA,"OF",5,1,1,4,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,9,3200,75,24,"Alen Hanson","CHW",NA,"2B/OF",1,3,0,1,1,4,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,10,3400,70.5882352941177,24,"Michael Taylor","WAS",NA,"OF",8,2,1,1,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,4200,57.1428571428571,24,"Denard Span","SF",NA,"OF",1,2,1,1,0,5,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
