"Jose Altuve_HOU","Carlos Correa_HOU","Ryan Braun_MIL","George Springer_HOU","Michael Brantley_CLE","Joey Votto_CIN","Edwin Encarnacion_CLE","Eric Thames_MIL","Carlos Santana_CLE","Francisco Lindor_CLE","Jason Kipnis_CLE","Jonathan Villar_MIL","Alex Bregman_HOU","Billy Hamilton_CIN","Evan Gattis_HOU","Adam Duvall_CIN","Carlos Beltran_HOU","Todd Frazier_CWS","Jose Ramirez_CLE","Josh Reddick_HOU","Jose Abreu_CWS","Jose Peraza_CIN","Norichika Aoki_HOU","Scooter Gennett_CIN","Keon Broxton_MIL","Scott Schebler_CIN","Phillip Ervin_CIN","Brian McCann_HOU","Eugenio Suarez_CIN","Domingo Santana_MIL","Yuli Gurriel_HOU","Derek Fisher_HOU","Melky Cabrera_CWS","Lorenzo Cain_KC","Zack Cozart_CIN","Tyler Naquin_CLE","Eric Hosmer_KC","Arismendy Alcantara_CIN","Travis Shaw_MIL","Hernan Perez_MIL","Alex Gordon_KC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Salvador Perez_KC","Tim Anderson_CWS","Orlando Arcia_MIL","Marwin Gonzalez_HOU","Brandon Guyer_CLE","Bradley Zimmer_CLE","Brandon Moss_KC","Jorge Soler_KC","Nick Franklin_MIL","Jesse Winker_CIN","Tyler Saladino_CWS","Whit Merrifield_KC","Matt Davidson_CWS","Peter O'Brien_KC","Jesus Aguilar_MIL","Yan Gomes_CLE","Austin Jackson_CLE","Cheslor Cuthbert_KC","Alcides Escobar_KC","Avisail Garcia_CWS","Jake Marisnick_HOU","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Devin Mesoraco_CIN","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Giovanny Urshela_CLE","Jorge Bonifacio_KC","Tucker Barnhart_CIN","Yandy Diaz_CLE","Charlie Tilson_CWS","Manny Pina_MIL","Ryan O'Hearn_KC","Jett Bandy_MIL","Roberto Perez_CLE","Terrance Gore_KC","Patrick Kivlehan_CIN","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Michael Martinez_CLE","Cody Asche_CWS","Geovany Soto_CWS","Omar Narvaez_CWS","Raul Mondesi_KC","Willy Garcia_CWS","Yolmer Sanchez_CWS","Stuart Turner_CIN","Kevan Smith_CWS","Drew Butera_KC","Zack Collins_CWS"
18,15,0,16,0,0,0,0,0,0,0,0,17,0,10,0,16,0,0,14,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,0,13,0,0,0,0,0,0,0,0,14,0,8,0,14,0,0,11,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19,0,0,0,0,16,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,13,0,16,0,0,0,0,0,0,0,0,15,0,9,0,14,0,0,12,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,0,12,0,12,12,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,18,0,8,0,18,0,0,18,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,0,0,0,12,0,16,0,16,16,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,0,0,0,0,18,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,0,16,0,16,16,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,0,16,0,16,16,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,0,0,0,17,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,14,0,15,0,0,0,0,0,0,0,0,17,0,10,0,15,0,0,14,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,16,0,0,0,0,0,17,0,6,0,17,0,0,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0
